rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
292,MANTRA,OM,16.46,,18987068.383855,115323378.79199736,46398708.20958389,-4.6292,-10.7248,,4.42,40.34,27.48,26.7
42,Ethena,ENA,9.66,,239878160.7453,2483331387.6260014,339852212.54436624,-0.7001,-1.0508,,4.42,64.13,2.02,43.3
70,Virtuals Protocol,VIRTUAL,4.48,,45918504.26694,1023910677.840828,672630585.0158787,-0.3646,-0.3477,,55.93,4.06,1.25,60.0
29,Mantle,MNT,3.84,,161978835.55684,4222282764.715033,192986834.09816235,0.789,0.7019,,8.76,78.18,0.52,93.3
79,Artificial Superintelligence Alliance,FET,3.44,,28765500.1104,835084935.6139387,1042277549.1158136,0.8067,0.8437,,4.3,2.77,0.41,96.7
50,Arbitrum,ARB,2.37,,39616181.4608,1673138672.091717,311176388.0575606,0.6635,0.5765,,2.39,11.74,0.41,90.0
18,Sui,SUI,2.08,,165701286.71252,7973980839.285951,1354439526.3959277,0.4796,0.3371,,1.93,11.05,0.53,83.3
41,Pepe,PEPE,1.56,,41111982.468,2628673034.428232,587917829.7637216,0.8193,-0.494,,4.99,5.92,5.59,80.0
30,Bittensor,TAO,1.56,,64250845.4694,4129835330.735049,645642602.604057,0.3306,0.2592,,9.04,7.77,0.41,76.7
11,Hyperliquid,HYPE,1.51,,215737533.29765004,14273463395.535069,657101727.1525264,0.5,0.6519,,9.94,27.19,0.82,90.0
47,Polygon (prev. MATIC),POL,0.99,,19238174.71404,1938611794.9016416,155412277.4038762,0.2834,0.1469,,1.24,11.97,0.51,70.0
62,Render,RENDER,0.83,,10487453.8285,1269222994.1741838,272689083.9274923,0.3292,0.0702,,4.18,3.79,0.61,63.3
56,VeChain,VET,0.67,,9910239.019596,1477493079.2425642,73639365.33803856,0.6259,0.6119,,6.54,11.3,0.57,83.3
26,Toncoin,TON,0.54,,28582759.953,5284100541.059044,188771629.05386984,-0.3605,-0.1275,,2.84,14.17,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7559634078.414401,399294537.0144418,0.3504,0.2419,,2.5,6.73,0.88,73.3
28,Internet Computer,ICP,0.35,,15423105.023999998,4410409078.450349,1448885782.80045,0.195,-0.0796,,4.94,0.99,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1422913012.4826102,92967985.57064378,0.5,0.394,,8.66,4.05,0.4,93.3
22,Monero,XMR,0.23,,15583220.365679998,6807649306.055546,203299108.67631185,2.2121,1.3167,,8.8,6.62,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,414479598991.7728,43179659059.987656,0.8371,0.54,,2.27,2.08,0.6,86.7
80,Optimism,OP,0.22,,1750850.0,811999287.0344442,188633534.68326724,0.0129,-0.0292,,2.97,0.95,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27298337895.01546,2941242416.2753377,0.5737,0.1094,,3.0,1.68,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89667731100.39835,6491162730.44691,0.6674,-0.0086,,2.26,2.19,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,6021272232.012218,270774033.8327612,0.7633,-0.1356,,2.39,3.53,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7848019549.670603,1533312606.1345806,0.7712,0.5192,,3.52,0.76,0.66,80.0
31,Uniswap,UNI,0.14,,5106190.0,3740325661.364652,350568623.98079073,0.432,0.4424,,3.53,1.43,0.92,80.0
43,Filecoin,FIL,0.13,,2924540.0,2332934019.741907,3530159636.020669,0.5994,-0.1633,,7.65,0.09,2.25,66.7
14,Bitcoin Cash,BCH,0.12,,12156170.0,10256803480.258528,808253205.6558658,-1.1454,0.3823,,5.52,1.48,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2058191640051.213,92540347403.13728,0.7648,0.5818,,1.73,2.63,0.48,90.0
38,Ethereum Classic,ETC,0.12,,3307240.0,2792995926.9849896,632307630.6207259,1.0,0.6113,,3.59,0.5,1.81,90.0
33,Aave,AAVE,0.08,,2433500.0,3195890951.6341248,434183218.3337881,-0.4747,0.2227,,1.74,0.6,1.89,80.0
24,Polkadot,DOT,0.07,,4035340.0,5388204072.983733,771676749.0225898,-0.3284,-0.1423,,1.43,0.53,1.71,56.7
44,Aptos,APT,0.07,,1709580.0,2305894820.014853,376401394.4214264,-1.82,-3.1032,,2.86,0.43,6.44,43.3
5,BNB,BNB,0.07,,101390470.0,136951570487.063,3579808529.557608,0.0,0.0896,,6.9,2.51,0.31,16.7
20,Avalanche,AVAX,0.07,,5604960.0,7663668426.827832,820347295.846017,-0.8623,-0.8227,,1.35,0.71,3.26,56.7
12,Chainlink,LINK,0.07,,7978870.0,11068060452.962809,1064199214.4266176,0.6474,0.6382,,3.75,0.75,0.48,93.3
10,Cardano,ADA,0.07,,14463360.0,20852921049.53453,1285050945.083552,0.3988,0.5385,,2.69,1.1,0.61,76.7
32,NEAR Protocol,NEAR,0.07,,2463380.0,3559455752.10745,1549525132.0460143,0.6149,0.3936,,5.37,0.16,0.94,66.7
57,Cosmos,ATOM,0.06,,918920.0,1476780979.4937282,184667764.6291276,-1.0299,-1.7624,,3.36,0.51,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,139430834916.0595,5962167703.517357,0.5763,0.4896,,2.97,1.11,0.64,76.7
52,Algorand,ALGO,0.05,,757750.0,1617371983.2930353,104976946.74335872,0.7729,0.5033,,1.39,0.71,1.17,86.7
40,OKB,OKB,0.04,,1087271.3292,2641807215.5594606,93443208.67859696,0.5,0.536,,10.21,1.0,0.2,100.0
