rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
41,Ethena,ENA,10.4,,239878160.7453,2306731595.141072,219716153.23606864,-0.7001,-1.0508,,4.42,99.19,2.02,43.3
75,Virtuals Protocol,VIRTUAL,5.83,,45918504.26694,787000450.9848489,310376650.98121333,-0.3646,-0.3477,,55.93,8.8,1.25,60.0
90,Artificial Superintelligence Alliance,FET,4.97,,28765500.1104,578733990.6663268,104406426.31506124,0.8067,0.8437,,4.3,27.61,0.41,96.7
29,Mantle,MNT,4.06,,161978835.55684,3988012387.439361,117589571.34252924,0.789,0.7019,,8.76,128.31,0.52,93.3
52,Arbitrum,ARB,2.69,,39616181.4608,1473951584.444387,195567774.2403949,0.6635,0.5765,,2.39,18.68,0.41,90.0
18,Sui,SUI,2.28,,165701286.71252,7282904167.026844,1056305040.0335716,0.4796,0.3371,,1.93,14.17,0.53,83.3
40,Pepe,PEPE,1.75,,41111982.468,2348793886.3037224,400746289.1311615,0.8193,-0.494,,4.99,8.69,5.59,80.0
11,Hyperliquid,HYPE,1.64,,215737533.29765004,13170548986.846106,537368105.6932769,0.5,0.6519,,9.94,33.25,0.82,90.0
28,Bittensor,TAO,1.6,,64250845.4694,4012102995.749063,467733768.24606425,0.3306,0.2592,,9.04,10.72,0.41,76.7
47,Polygon (prev. MATIC),POL,1.11,,19238174.71404,1738548537.4024923,103638284.91075031,0.2834,0.1469,,1.24,17.95,0.51,70.0
66,Render,RENDER,1.02,,10487453.8285,1023473134.2571042,48500550.60772622,0.3292,0.0702,,4.18,21.33,0.61,63.3
60,VeChain,VET,0.78,,9910239.019596,1273337966.315349,37780144.32487077,0.6259,0.6119,,6.54,22.02,0.57,83.3
25,Toncoin,TON,0.58,,28582759.953,4914564056.676414,124618437.5000264,-0.3605,-0.1275,,2.84,21.47,0.77,60.0
30,Internet Computer,ICP,0.44,,15423105.023999998,3537124970.333581,1079426917.876008,0.195,-0.0796,,4.94,1.33,1.0,60.0
19,Hedera,HBAR,0.41,,28414789.5475,6952606300.407024,262970942.2751397,0.3504,0.2419,,2.5,10.22,0.88,73.3
54,Kaspa,KAS,0.28,,4087272.62765,1435038417.8316178,83812173.55735618,0.5,0.394,,8.66,4.49,0.4,93.3
79,Optimism,OP,0.25,,1750850.0,694471337.148611,96832886.62506837,0.0129,-0.0292,,2.97,1.86,1.88,73.3
2,Ethereum,ETH,0.24,,939252090.0,398689174345.2862,37596642063.2505,0.8371,0.54,,2.27,2.39,0.6,86.7
21,Monero,XMR,0.23,,15583220.365679998,6735527965.880735,162211045.29067838,2.2121,1.3167,,8.8,8.3,1.7,93.3
9,Dogecoin,DOGE,0.21,,51864570.0,24601965689.7593,1893292568.5980375,0.5737,0.1094,,3.0,2.61,0.97,63.3
53,Filecoin,FIL,0.2,,2924540.0,1443935123.3769596,961111839.6423883,0.5994,-0.1633,,7.65,0.33,2.25,66.7
22,Litecoin,LTC,0.18,,12356930.0,6698227807.370424,548379018.4539765,0.7712,0.5192,,3.52,2.13,0.66,80.0
24,Shiba Inu,SHIB,0.18,,9776020.639100004,5348806945.427761,151199088.45453614,0.7633,-0.1356,,2.39,6.32,2.43,66.7
6,Solana,SOL,0.18,,157267900.0,86313471564.8343,5455261451.882347,0.6674,-0.0086,,2.26,2.6,2.5,73.3
