rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
31,Uniswap,UNI,0.15,,5106190.0,3323173799.090474,187959496.55707985,0.432,0.4424,,3.53,2.66,0.92,80.0
42,Ethereum Classic,ETC,0.15,,3307240.0,2277111998.3959,117174856.18213092,1.0,0.6113,,3.59,2.7,1.81,90.0
13,Bitcoin Cash,BCH,0.13,,12156170.0,9472917727.390793,281554575.3865657,-1.1454,0.3823,,5.52,4.26,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2017330247483.6096,64518242620.98869,0.7648,0.5818,,1.73,3.78,0.48,90.0
37,NEAR Protocol,NEAR,0.09,,2463380.0,2720459240.2609124,425947932.0175402,0.6149,0.3936,,5.37,0.59,0.94,66.7
26,Polkadot,DOT,0.09,,4035340.0,4522624825.040385,316101605.6248867,-0.3284,-0.1423,,1.43,1.29,1.71,56.7
44,Aptos,APT,0.08,,1709580.0,2047281140.269327,152926829.64748815,-1.82,-3.1032,,2.86,1.07,6.44,43.3
20,Avalanche,AVAX,0.08,,5604960.0,6923847031.173013,415352168.8047317,-0.8623,-0.8227,,1.35,1.4,3.26,56.7
32,Aave,AAVE,0.08,,2433500.0,3021872613.826372,313577577.1846755,-0.4747,0.2227,,1.74,0.83,1.89,80.0
12,Chainlink,LINK,0.08,,7978870.0,10269864310.218325,747958478.7376513,0.6474,0.6382,,3.75,1.07,0.48,93.3
5,BNB,BNB,0.08,,101390470.0,130989209473.471,2799691950.3438864,0.0,0.0896,,6.9,3.21,0.31,16.7
10,Cardano,ADA,0.08,,14463360.0,19169020207.24818,875429157.6782064,0.3988,0.5385,,2.69,1.62,0.61,76.7
59,Cosmos,ATOM,0.07,,918920.0,1284109050.4697986,89789075.6522593,-1.0299,-1.7624,,3.36,1.05,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,133002684429.87776,5687079240.117738,0.5763,0.4896,,2.97,1.16,0.64,76.7
55,Algorand,ALGO,0.05,,757750.0,1397524899.6181362,64165706.9596964,0.7729,0.5033,,1.39,1.17,1.17,86.7
39,OKB,OKB,0.04,,1087271.3292,2480086524.096104,103415098.94684345,0.5,0.536,,10.21,0.91,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,26905421720.972424,664292235.1535368,-1.4605,0.1309,,3.39,1.21,1.2,73.3
16,Stellar,XLM,0.02,,1652660.0,8682526008.982754,200879903.95617196,0.6132,0.693,,7.24,0.73,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75445619830.91634,18346182833.498875,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183502387478.71237,135961391339.97246,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
