rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
300,MANTRA,OM,19.08,,18987068.383855,99516116.28887352,26455996.73995295,-4.6292,-10.7248,,4.42,70.75,27.48,26.7
41,Ethena,ENA,10.38,,239878160.7453,2310192489.48267,219527822.87455592,-0.7001,-1.0508,,4.42,99.28,2.02,43.3
75,Virtuals Protocol,VIRTUAL,5.82,,45918504.26694,788824118.2965046,318920822.5221782,-0.3646,-0.3477,,55.93,8.56,1.25,60.0
92,Artificial Superintelligence Alliance,FET,5.15,,28765500.1104,558478230.8812542,94436007.172138,0.8067,0.8437,,4.3,30.52,0.41,96.7
29,Mantle,MNT,4.09,,161978835.55684,3964174109.38401,118679127.30809528,0.789,0.7019,,8.76,127.13,0.52,93.3
53,Arbitrum,ARB,2.69,,39616181.4608,1470761246.3548255,193865534.4827749,0.6635,0.5765,,2.39,18.84,0.41,90.0
18,Sui,SUI,2.27,,165701286.71252,7298986617.272842,1054788577.4665096,0.4796,0.3371,,1.93,14.19,0.53,83.3
40,Pepe,PEPE,1.75,,41111982.468,2355011050.932872,397740915.55628633,0.8193,-0.494,,4.99,8.75,5.59,80.0
11,Hyperliquid,HYPE,1.65,,215737533.29765004,13095066573.283556,536270472.3882372,0.5,0.6519,,9.94,33.32,0.82,90.0
28,Bittensor,TAO,1.58,,64250845.4694,4057222529.462432,466195840.2233861,0.3306,0.2592,,9.04,10.76,0.41,76.7
47,Polygon (prev. MATIC),POL,1.11,,19238174.71404,1735198965.3171282,103330966.29735506,0.2834,0.1469,,1.24,18.0,0.51,70.0
66,Render,RENDER,1.03,,10487453.8285,1021795513.8350012,48133602.96449032,0.3292,0.0702,,4.18,21.49,0.61,63.3
60,VeChain,VET,0.78,,9910239.019596,1267923283.983354,38092492.07273728,0.6259,0.6119,,6.54,21.84,0.57,83.3
25,Toncoin,TON,0.58,,28582759.953,4892873211.413775,122023386.72113387,-0.3605,-0.1275,,2.84,21.92,0.77,60.0
30,Internet Computer,ICP,0.42,,15423105.023999998,3634999924.3843374,1080028343.6855917,0.195,-0.0796,,4.94,1.33,1.0,60.0
