rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
2,Ethereum,ETH,0.22,,939252090.0,423142857302.83777,39407810040.83879,0.8371,0.54,,2.27,2.28,0.6,86.7
22,Monero,XMR,0.22,,15583220.365679998,7149642107.959834,194129079.19708672,2.2121,1.3167,,8.8,6.94,1.7,93.3
9,Dogecoin,DOGE,0.19,,51864570.0,26679477361.36861,2057487987.109248,0.5737,0.1094,,3.0,2.4,0.97,63.3
53,Filecoin,FIL,0.19,,2924540.0,1526766020.7611258,348067751.28148913,0.5994,-0.1633,,7.65,0.9,2.25,66.7
6,Solana,SOL,0.18,,157267900.0,86555343900.06169,5860580687.282392,0.6674,-0.0086,,2.26,2.42,2.5,73.3
23,Shiba Inu,SHIB,0.17,,9776020.639100004,5761945009.05237,168933046.0110519,0.7633,-0.1356,,2.39,5.65,2.43,66.7
18,Litecoin,LTC,0.16,,12356930.0,7662183335.620079,1063776114.2084662,0.7712,0.5192,,3.52,1.1,0.66,80.0
42,Ethereum Classic,ETC,0.14,,3307240.0,2422218576.6980624,116129433.78431888,1.0,0.6113,,3.59,2.73,1.81,90.0
1,Bitcoin,BTC,0.12,,2437380500.0,2053296934682.88,73979868360.44308,0.7648,0.5818,,1.73,3.29,0.48,90.0
13,Bitcoin Cash,BCH,0.12,,12156170.0,10544642282.63195,461351693.98939735,-1.1454,0.3823,,5.52,2.6,1.24,80.0
26,Uniswap,UNI,0.1,,5106190.0,4987667194.25576,947236965.1759596,0.432,0.4424,,3.53,0.53,0.92,80.0
27,Polkadot,DOT,0.08,,4035340.0,4899891532.497182,271446622.2924699,-0.3284,-0.1423,,1.43,1.51,1.71,56.7
5,BNB,BNB,0.08,,101390470.0,133168963586.12808,2449353812.45775,0.0,0.0896,,6.9,3.67,0.31,16.7
36,NEAR Protocol,NEAR,0.08,,2463380.0,3249584296.157224,313484970.3963451,0.6149,0.3936,,5.37,0.81,0.94,66.7
21,Avalanche,AVAX,0.08,,5604960.0,7401890937.507195,480343902.684886,-0.8623,-0.8227,,1.35,1.21,3.26,56.7
45,Aptos,APT,0.08,,1709580.0,2258563253.192606,130745377.73559636,-1.82,-3.1032,,2.86,1.25,6.44,43.3
35,Aave,AAVE,0.07,,2433500.0,3257380322.9353,423233266.5935383,-0.4747,0.2227,,1.74,0.61,1.89,80.0
12,Chainlink,LINK,0.07,,7978870.0,10975518407.842957,857374636.1061916,0.6474,0.6382,,3.75,0.93,0.48,93.3
10,Cardano,ADA,0.07,,14463360.0,20254708313.776463,827473301.1234684,0.3988,0.5385,,2.69,1.71,0.61,76.7
58,Cosmos,ATOM,0.07,,918920.0,1406923087.7326148,89562146.21314739,-1.0299,-1.7624,,3.36,1.05,5.18,53.3
52,Algorand,ALGO,0.05,,757750.0,1556766255.3155768,80698625.1389764,0.7729,0.5033,,1.39,0.93,1.17,86.7
4,XRP,XRP,0.05,,72370880.0,149792861583.1446,5888907886.116291,0.5763,0.4896,,2.97,1.12,0.64,76.7
39,OKB,OKB,0.04,,1087271.3292,2589574698.318251,47793423.10160167,0.5,0.536,,10.21,1.96,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,28254936463.00994,731284329.4095435,-1.4605,0.1309,,3.39,1.1,1.2,73.3
14,Stellar,XLM,0.02,,1652660.0,9439397863.087864,297134857.2921893,0.6132,0.693,,7.24,0.5,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,76024159391.4359,15997449142.384012,-0.1283,-0.1442,,2.19,0.04,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,184016875426.31808,133619922450.2696,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
