rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
293,MANTRA,OM,16.52,,18987068.383855,114938480.34749524,46647306.55406117,-4.6292,-10.7248,,4.42,40.13,27.48,26.7
42,Ethena,ENA,9.65,,239878160.7453,2484947320.269328,340387526.0814729,-0.7001,-1.0508,,4.42,64.03,2.02,43.3
71,Virtuals Protocol,VIRTUAL,4.54,,45918504.26694,1012457382.460308,676244539.2697392,-0.3646,-0.3477,,55.93,4.04,1.25,60.0
29,Mantle,MNT,3.84,,161978835.55684,4221697409.4145823,193117983.25130445,0.789,0.7019,,8.76,78.13,0.52,93.3
79,Artificial Superintelligence Alliance,FET,3.47,,28765500.1104,829736452.7033722,1040021817.4821672,0.8067,0.8437,,4.3,2.77,0.41,96.7
50,Arbitrum,ARB,2.37,,39616181.4608,1669781004.7585218,311264312.8272201,0.6635,0.5765,,2.39,11.74,0.41,90.0
18,Sui,SUI,2.08,,165701286.71252,7961702180.490223,1354692050.401459,0.4796,0.3371,,1.93,11.05,0.53,83.3
41,Pepe,PEPE,1.57,,41111982.468,2622990533.241057,587911289.4575838,0.8193,-0.494,,4.99,5.92,5.59,80.0
30,Bittensor,TAO,1.57,,64250845.4694,4104581651.846271,645057989.2219808,0.3306,0.2592,,9.04,7.78,0.41,76.7
11,Hyperliquid,HYPE,1.51,,215737533.29765004,14274013696.700712,657170530.7570357,0.5,0.6519,,9.94,27.19,0.82,90.0
47,Polygon (prev. MATIC),POL,0.99,,19238174.71404,1935999541.6925845,155505505.2574642,0.2834,0.1469,,1.24,11.96,0.51,70.0
63,Render,RENDER,0.83,,10487453.8285,1260053916.906316,272818391.4818813,0.3292,0.0702,,4.18,3.79,0.61,63.3
56,VeChain,VET,0.67,,9910239.019596,1476034395.8493772,73650777.26925966,0.6259,0.6119,,6.54,11.3,0.57,83.3
26,Toncoin,TON,0.54,,28582759.953,5278789986.244434,189029547.51119924,-0.3605,-0.1275,,2.84,14.15,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7543244089.887043,399037349.778882,0.3504,0.2419,,2.5,6.73,0.88,73.3
28,Internet Computer,ICP,0.35,,15423105.023999998,4371085758.17572,1445958077.529437,0.195,-0.0796,,4.94,0.99,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1417396194.5542045,92797763.70008571,0.5,0.394,,8.66,4.06,0.4,93.3
