rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
22,Monero,XMR,0.23,,15583220.365679998,6804252977.272232,203219679.5656221,2.2121,1.3167,,8.8,6.63,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,413389082523.4432,41843154139.89906,0.8371,0.54,,2.27,2.15,0.6,86.7
80,Optimism,OP,0.22,,1750850.0,810589057.2288548,188857488.9932487,0.0129,-0.0292,,2.97,0.95,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27260259985.49618,2941950951.2669973,0.5737,0.1094,,3.0,1.68,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89589891986.918,6494167323.591508,0.6674,-0.0086,,2.26,2.19,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,6013509926.716707,271528338.4562046,0.7633,-0.1356,,2.39,3.52,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7831678394.597526,1534637941.0969276,0.7712,0.5192,,3.52,0.76,0.66,80.0
31,Uniswap,UNI,0.14,,5106190.0,3734757215.5299935,350723365.3276265,0.432,0.4424,,3.53,1.43,0.92,80.0
45,Filecoin,FIL,0.13,,2924540.0,2253787501.771613,3515695616.146026,0.5994,-0.1633,,7.65,0.09,2.25,66.7
14,Bitcoin Cash,BCH,0.12,,12156170.0,10214809675.250172,808174945.558177,-1.1454,0.3823,,5.52,1.48,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2055775817474.8828,91572698862.54596,0.7648,0.5818,,1.73,2.66,0.48,90.0
38,Ethereum Classic,ETC,0.12,,3307240.0,2803389767.255291,635472720.5136287,1.0,0.6113,,3.59,0.5,1.81,90.0
33,Aave,AAVE,0.08,,2433500.0,3187627651.895958,434934442.4962867,-0.4747,0.2227,,1.74,0.6,1.89,80.0
24,Polkadot,DOT,0.08,,4035340.0,5367581301.403886,771068852.6139827,-0.3284,-0.1423,,1.43,0.53,1.71,56.7
43,Aptos,APT,0.07,,1709580.0,2299533882.2617893,376354522.9795558,-1.82,-3.1032,,2.86,0.43,6.44,43.3
5,BNB,BNB,0.07,,101390470.0,136765887971.67567,3578711430.356495,0.0,0.0896,,6.9,2.51,0.31,16.7
20,Avalanche,AVAX,0.07,,5604960.0,7656733549.617839,820486631.9491881,-0.8623,-0.8227,,1.35,0.71,3.26,56.7
12,Chainlink,LINK,0.07,,7978870.0,11044822743.706287,1063921403.0625094,0.6474,0.6382,,3.75,0.75,0.48,93.3
32,NEAR Protocol,NEAR,0.07,,2463380.0,3531542060.1602964,1548876449.3449652,0.6149,0.3936,,5.37,0.16,0.94,66.7
10,Cardano,ADA,0.07,,14463360.0,20817841146.310596,1284463757.33432,0.3988,0.5385,,2.69,1.1,0.61,76.7
57,Cosmos,ATOM,0.06,,918920.0,1474633637.49145,184707191.4109409,-1.0299,-1.7624,,3.36,0.51,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,139268781770.40338,5961764263.62042,0.5763,0.4896,,2.97,1.11,0.64,76.7
52,Algorand,ALGO,0.05,,757750.0,1613821548.0649345,104858122.9868294,0.7729,0.5033,,1.39,0.72,1.17,86.7
40,OKB,OKB,0.04,,1087271.3292,2637765661.932098,93636003.8957524,0.5,0.536,,10.21,1.0,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,27701517108.960743,924291606.6401457,-1.4605,0.1309,,3.39,0.87,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,9422144875.153769,334998811.55507547,0.6132,0.693,,7.24,0.44,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75780704528.87231,20663855170.99989,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183366719752.0352,170360670048.01465,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
