date,symbol,market_cap
2021-04-09,1INCH/USD,441572550.111
2021-04-10,1INCH/USD,413789345.046
2021-04-11,1INCH/USD,409820315.75100005
2021-04-12,1INCH/USD,396902929.5
2021-04-13,1INCH/USD,404840988.09000003
2021-04-14,1INCH/USD,424108821.213
2021-04-15,1INCH/USD,439768445.88600004
2021-04-16,1INCH/USD,420356284.425
2021-04-17,1INCH/USD,467695979.289
2021-04-18,1INCH/USD,383408229.89699996
2021-04-19,1INCH/USD,349635398.805
2021-04-20,1INCH/USD,362624949.225
2021-04-21,1INCH/USD,361975471.704
2021-04-22,1INCH/USD,331738684.893
2021-04-23,1INCH/USD,309295628.334
2021-04-24,1INCH/USD,285409288.395
2021-04-25,1INCH/USD,288656676.0
2021-04-26,1INCH/USD,327625327.26
2021-04-27,1INCH/USD,369480545.28000003
2021-04-28,1INCH/USD,402676063.02
2021-04-29,1INCH/USD,395243153.61300004
2021-04-30,1INCH/USD,407799719.019
2021-05-01,1INCH/USD,398707033.725
2021-05-02,1INCH/USD,387232930.854
2021-05-03,1INCH/USD,424253149.55099994
2021-05-04,1INCH/USD,378789723.081
2021-05-05,1INCH/USD,432479864.81700003
2021-05-06,1INCH/USD,477221649.597
2021-05-07,1INCH/USD,475417545.372
2021-05-08,1INCH/USD,541736416.683
2021-05-09,1INCH/USD,511210973.196
2021-05-10,1INCH/USD,445541579.406
2021-05-11,1INCH/USD,472386650.27400005
2021-05-12,1INCH/USD,404047182.231
2021-05-13,1INCH/USD,402603898.85099995
2021-05-14,1INCH/USD,414583150.90500003
2021-05-15,1INCH/USD,379367036.43299997
2021-05-16,1INCH/USD,370418679.477
2021-05-17,1INCH/USD,339676743.483
2021-05-18,1INCH/USD,380088678.123
2021-05-19,1INCH/USD,231863474.997
2021-05-20,1INCH/USD,260007500.907
2021-05-21,1INCH/USD,225152207.28
2021-05-22,1INCH/USD,195997883.004
2021-05-23,1INCH/USD,168503334.615
2021-05-24,1INCH/USD,212956462.719
2021-05-25,1INCH/USD,208626612.579
2021-05-26,1INCH/USD,247523099.67000002
2021-05-27,1INCH/USD,237131459.334
2021-05-28,1INCH/USD,199750419.792
2021-05-29,1INCH/USD,185389750.16099998
2021-05-30,1INCH/USD,208121463.396
2021-05-31,1INCH/USD,230997504.969
2021-06-01,1INCH/USD,225152207.28
2021-06-02,1INCH/USD,243409742.03700003
2021-06-03,1INCH/USD,252213770.655
2021-06-04,1INCH/USD,244492204.572
2021-06-05,1INCH/USD,266069291.103
2021-06-06,1INCH/USD,282234064.959
2021-06-07,1INCH/USD,245574667.107
2021-06-08,1INCH/USD,223708923.9
2021-06-09,1INCH/USD,230348027.448
2021-06-10,1INCH/USD,218729596.23900002
2021-06-11,1INCH/USD,197729823.06
2021-06-12,1INCH/USD,196936017.201
2021-06-13,1INCH/USD,217502805.366
2021-06-14,1INCH/USD,265636306.08900002
2021-06-15,1INCH/USD,270110484.567
2021-06-16,1INCH/USD,259430187.555
2021-06-17,1INCH/USD,246079816.29000002
2021-06-18,1INCH/USD,228471759.054
2021-06-19,1INCH/USD,217574969.535
2021-06-20,1INCH/USD,244997353.755
2021-06-21,1INCH/USD,192966987.906
2021-06-22,1INCH/USD,173338333.93800002
2021-06-23,1INCH/USD,188204152.752
2021-06-24,1INCH/USD,196575196.356
2021-06-25,1INCH/USD,169441468.81199998
2021-06-26,1INCH/USD,169585797.15
2021-06-27,1INCH/USD,180843407.514
2021-06-28,1INCH/USD,178606318.275
2021-06-29,1INCH/USD,183657810.105
2021-06-30,1INCH/USD,183080496.753
2021-07-01,1INCH/USD,170812588.023
2021-07-02,1INCH/USD,172977513.093
2021-07-03,1INCH/USD,179472288.303
2021-07-04,1INCH/USD,182647511.73900002
2021-07-05,1INCH/USD,179616616.641
2021-07-06,1INCH/USD,204801911.622
2021-07-07,1INCH/USD,198379300.581
2021-07-08,1INCH/USD,181276392.528
2021-07-09,1INCH/USD,185967063.513
2021-07-10,1INCH/USD,179760944.979
2021-07-11,1INCH/USD,181565049.204
2021-07-12,1INCH/USD,174492960.64200002
2021-07-13,1INCH/USD,167493036.249
2021-07-14,1INCH/USD,165472439.51700002
2021-07-15,1INCH/USD,155152963.35
2021-07-16,1INCH/USD,141730427.916
2021-07-17,1INCH/USD,145194308.028
2021-07-18,1INCH/USD,146204606.394
2021-07-19,1INCH/USD,128957370.00299999
2021-07-20,1INCH/USD,123184236.48300001
2021-07-21,1INCH/USD,132132593.439
2021-07-22,1INCH/USD,147575725.605
2021-07-23,1INCH/USD,152410724.928
2021-07-24,1INCH/USD,147647889.774
2021-07-25,1INCH/USD,147720053.94300002
2021-07-26,1INCH/USD,154431321.66
2021-07-27,1INCH/USD,160132291.01099998
2021-07-28,1INCH/USD,158039530.10999998
2021-07-29,1INCH/USD,162152887.743
2021-07-30,1INCH/USD,166410573.71400002
2021-07-31,1INCH/USD,171462065.544
2021-08-01,1INCH/USD,167348707.91099998
2021-08-02,1INCH/USD,166194081.207
2021-08-03,1INCH/USD,161070425.208
2021-08-04,1INCH/USD,169152812.13599998
2021-08-05,1INCH/USD,174709453.149
2021-08-06,1INCH/USD,181204228.359
2021-08-07,1INCH/USD,195348405.48299998
2021-08-08,1INCH/USD,179833109.148
2021-08-09,1INCH/USD,199100942.271
2021-08-10,1INCH/USD,201482359.848
2021-08-11,1INCH/USD,211657507.677
2021-08-12,1INCH/USD,202925643.228
2021-08-13,1INCH/USD,221904819.675
2021-08-14,1INCH/USD,220822357.14000002
2021-08-15,1INCH/USD,220100715.45
2021-08-16,1INCH/USD,218946088.746
2021-08-17,1INCH/USD,221688327.168
2021-08-18,1INCH/USD,224358401.421
2021-08-19,1INCH/USD,247306607.16300002
2021-08-20,1INCH/USD,248822054.71199998
2021-08-21,1INCH/USD,243048921.192
2021-08-22,1INCH/USD,244564368.741
2021-08-23,1INCH/USD,246079816.29000002
2021-08-24,1INCH/USD,220966685.478
2021-08-25,1INCH/USD,229698549.927
2021-08-26,1INCH/USD,210935865.987
2021-08-27,1INCH/USD,231791310.828
2021-08-28,1INCH/USD,237275787.672
2021-08-29,1INCH/USD,227533624.857
2021-08-30,1INCH/USD,217358477.028
2021-08-31,1INCH/USD,220605864.633
2021-09-01,1INCH/USD,240956160.291
2021-09-02,1INCH/USD,241749966.15
2021-09-03,1INCH/USD,258131232.513
2021-09-04,1INCH/USD,265491977.751
2021-09-05,1INCH/USD,276677423.946
2021-09-06,1INCH/USD,267656902.821
2021-09-07,1INCH/USD,211801836.01500002
2021-09-08,1INCH/USD,210502880.973
2021-09-09,1INCH/USD,218585267.901
2021-09-10,1INCH/USD,208121463.396
2021-09-11,1INCH/USD,209997731.79000002
2021-09-12,1INCH/USD,215698701.141
2021-09-13,1INCH/USD,204946239.95999998
2021-09-14,1INCH/USD,221904819.675
2021-09-15,1INCH/USD,237997429.362
2021-09-16,1INCH/USD,239945861.925
2021-09-17,1INCH/USD,225080043.111
2021-09-18,1INCH/USD,226378998.153
2021-09-19,1INCH/USD,212739970.21199998
2021-09-20,1INCH/USD,185894899.344
2021-09-21,1INCH/USD,167348707.91099998
2021-09-22,1INCH/USD,190008256.977
2021-09-23,1INCH/USD,200616389.82
2021-09-24,1INCH/USD,184162959.28800002
2021-09-25,1INCH/USD,179760944.979
2021-09-26,1INCH/USD,193472137.08900002
2021-09-27,1INCH/USD,181853705.88
2021-09-28,1INCH/USD,171101244.699
2021-09-29,1INCH/USD,180266094.16200003
2021-09-30,1INCH/USD,184307287.626
2021-10-01,1INCH/USD,210719373.48
2021-10-02,1INCH/USD,220317207.957
2021-10-03,1INCH/USD,222337804.689
2021-10-04,1INCH/USD,229121236.575
2021-10-05,1INCH/USD,236481981.81300002
2021-10-06,1INCH/USD,224791386.435
2021-10-07,1INCH/USD,226378998.153
2021-10-08,1INCH/USD,227894445.702
2021-10-09,1INCH/USD,230708848.293
2021-10-10,1INCH/USD,213245119.395
2021-10-11,1INCH/USD,209492582.607
2021-10-12,1INCH/USD,208915269.255
2021-10-13,1INCH/USD,213822432.747
2021-10-14,1INCH/USD,242327279.502
2021-10-15,1INCH/USD,233956235.898
2021-10-16,1INCH/USD,231286161.645
2021-10-17,1INCH/USD,251059143.951
2021-10-18,1INCH/USD,248822054.71199998
2021-10-19,1INCH/USD,269100186.20100003
2021-10-20,1INCH/USD,300491599.71599996
2021-10-21,1INCH/USD,298687495.491
2021-10-22,1INCH/USD,290027795.211
2021-10-23,1INCH/USD,289955631.042
2021-10-24,1INCH/USD,274512498.876
2021-10-25,1INCH/USD,292120556.112
2021-10-26,1INCH/USD,285048467.55
2021-10-27,1INCH/USD,414222330.06
2021-10-28,1INCH/USD,370490843.646
2021-01-03,AAVE/USD,1130678518.227528
2021-01-04,AAVE/USD,1377618417.493947
2021-01-05,AAVE/USD,1444644789.4885983
2021-01-06,AAVE/USD,1394579799.9109976
2021-01-07,AAVE/USD,1387773563.358701
2021-01-08,AAVE/USD,1334961986.2874303
2021-01-09,AAVE/USD,1423214179.176146
2021-01-10,AAVE/USD,1529138494.2280815
2021-01-11,AAVE/USD,1376642656.1475117
2021-01-12,AAVE/USD,1536619331.2174199
2021-01-13,AAVE/USD,1773596827.6010966
2021-01-14,AAVE/USD,1779451395.6797094
2021-01-15,AAVE/USD,2005803935.1799784
2021-01-16,AAVE/USD,2180429076.882794
2021-01-17,AAVE/USD,2251189844.1539264
2021-01-18,AAVE/USD,2414226314.063274
2021-01-19,AAVE/USD,2244178818.1832423
2021-01-20,AAVE/USD,2372376994.093932
2021-01-21,AAVE/USD,1931670165.723637
2021-01-22,AAVE/USD,2286413624.116608
2021-01-23,AAVE/USD,2576961623.063228
2021-01-24,AAVE/USD,3183186487.236274
2021-01-25,AAVE/USD,2988431750.349587
2021-01-26,AAVE/USD,3346596396.6732697
2021-01-27,AAVE/USD,3453532612.380768
2021-01-28,AAVE/USD,3592801463.320768
2021-01-29,AAVE/USD,3470518087.67057
2021-01-30,AAVE/USD,3800566351.4932613
2021-01-31,AAVE/USD,3617544843.636551
2021-02-01,AAVE/USD,3549735453.277476
2021-02-02,AAVE/USD,3656418693.821083
2021-02-03,AAVE/USD,4645202237.978699
2021-02-04,AAVE/USD,5630769383.623989
2021-02-05,AAVE/USD,6103784754.354034
2021-02-06,AAVE/USD,5709842191.994386
2021-02-07,AAVE/USD,5703879205.988392
2021-02-08,AAVE/USD,5899163986.075612
2021-02-09,AAVE/USD,5895489822.9810095
2021-02-10,AAVE/USD,6303068951.318003
2021-02-11,AAVE/USD,6243294534.02155
2021-02-12,AAVE/USD,6371528849.241367
2021-02-13,AAVE/USD,5959998489.773129
2021-02-14,AAVE/USD,5646261100.803199
2021-02-15,AAVE/USD,5481068318.782592
2021-02-16,AAVE/USD,5217480244.444892
2021-02-17,AAVE/USD,5449964420.060416
2021-02-18,AAVE/USD,5322754051.932537
2021-02-19,AAVE/USD,5059924903.086509
2021-02-20,AAVE/USD,5327825601.646727
2021-02-21,AAVE/USD,5278218376.651403
2021-02-22,AAVE/USD,4815358151.786112
2021-02-23,AAVE/USD,4392058423.97877
2021-02-24,AAVE/USD,4438208321.734253
2021-02-25,AAVE/USD,4079176331.9915166
2021-02-26,AAVE/USD,3899756708.611154
2021-02-27,AAVE/USD,4012378842.288005
2021-02-28,AAVE/USD,4276846306.481134
2021-03-01,AAVE/USD,4645178145.105947
2021-03-02,AAVE/USD,4711999727.682211
2021-03-03,AAVE/USD,4770533362.0319605
2021-03-04,AAVE/USD,4511498840.644293
2021-03-05,AAVE/USD,4427583364.850845
2021-03-06,AAVE/USD,4684991617.327787
2021-03-07,AAVE/USD,4999210863.7527485
2021-03-08,AAVE/USD,5268593273.987183
2021-03-09,AAVE/USD,5359375218.514805
2021-03-10,AAVE/USD,4894961003.357042
2021-03-11,AAVE/USD,4900490317.653509
2021-03-12,AAVE/USD,4511715676.499056
2021-03-13,AAVE/USD,4986766894.976603
2021-03-14,AAVE/USD,4582006632.751534
2021-03-15,AAVE/USD,4427583364.850845
2021-03-16,AAVE/USD,4464156345.687611
2021-03-17,AAVE/USD,4608183538.996031
2021-03-18,AAVE/USD,4373494865.523746
2021-03-19,AAVE/USD,4441099466.464433
2021-03-20,AAVE/USD,4461000179.357165
2021-03-21,AAVE/USD,4430089023.617
2021-03-22,AAVE/USD,4048819312.3246365
2021-03-23,AAVE/USD,3978082637.926255
2021-03-24,AAVE/USD,3714072938.315404
2021-03-25,AAVE/USD,3921030715.250722
2021-03-26,AAVE/USD,4321381981.762267
2021-03-27,AAVE/USD,4232780442.218655
2021-03-28,AAVE/USD,4185269297.1527123
2021-03-29,AAVE/USD,4345029136.367857
2021-03-30,AAVE/USD,4546975595.7708645
2021-03-31,AAVE/USD,4617471341.4417305
2021-04-01,AAVE/USD,4605376719.320482
2021-04-02,AAVE/USD,5060539271.341672
2021-04-03,AAVE/USD,4569839732.012031
2021-04-04,AAVE/USD,4865736348.709482
2021-04-05,AAVE/USD,4798950905.442346
2021-04-06,AAVE/USD,4617483387.878107
2021-04-07,AAVE/USD,4202977558.6250596
2021-04-08,AAVE/USD,4473962144.897468
2021-04-09,AAVE/USD,4322803461.254606
2021-04-10,AAVE/USD,4432233289.2918825
2021-04-11,AAVE/USD,4482334418.178612
2021-04-12,AAVE/USD,4783832627.790784
2021-04-13,AAVE/USD,4808407357.997307
2021-04-14,AAVE/USD,5154417150.017861
2021-04-15,AAVE/USD,5629082882.531384
2021-04-16,AAVE/USD,5325500639.426208
2021-04-17,AAVE/USD,5124578127.115138
2021-04-18,AAVE/USD,4602871060.554326
2021-04-19,AAVE/USD,4162983389.857582
2021-04-20,AAVE/USD,4350160918.263925
2021-04-21,AAVE/USD,4217842861.11273
2021-04-22,AAVE/USD,4337921738.906167
2021-04-23,AAVE/USD,4148636084.1340685
2021-04-24,AAVE/USD,3826538468.31937
2021-04-25,AAVE/USD,4204579734.6630335
2021-04-26,AAVE/USD,4892334880.227129
2021-04-27,AAVE/USD,5310900358.538803
2021-04-28,AAVE/USD,5553864933.801226
2021-04-29,AAVE/USD,5285879910.186378
2021-04-30,AAVE/USD,5360640094.334258
2021-05-01,AAVE/USD,6082173447.495947
2021-05-02,AAVE/USD,5819681598.868439
2021-05-03,AAVE/USD,6245125592.350664
2021-05-04,AAVE/USD,5405513069.833913
2021-05-05,AAVE/USD,5800479579.2855
2021-05-06,AAVE/USD,5459312454.687995
2021-05-07,AAVE/USD,5368422092.23299
2021-05-08,AAVE/USD,5628408282.094342
2021-05-09,AAVE/USD,5537843173.421484
2021-05-10,AAVE/USD,5228309990.746688
2021-05-11,AAVE/USD,5524399350.42615
2021-05-12,AAVE/USD,6154018394.040896
2021-05-13,AAVE/USD,6136021018.095531
2021-05-14,AAVE/USD,7168990890.879383
2021-05-15,AAVE/USD,6232259998.301366
2021-05-16,AAVE/USD,6365336980.944234
2021-05-17,AAVE/USD,6892633593.983392
2021-05-18,AAVE/USD,7571185262.156418
2021-05-19,AAVE/USD,4978551225.368343
2021-05-20,AAVE/USD,5635696376.101669
2021-05-21,AAVE/USD,4520605946.544356
2021-05-22,AAVE/USD,4031436304.634435
2021-05-23,AAVE/USD,3536508466.1369066
2021-05-24,AAVE/USD,4669355342.912069
2021-05-25,AAVE/USD,4466131961.253233
2021-05-26,AAVE/USD,4995416236.294389
2021-05-27,AAVE/USD,4486815692.510388
2021-05-28,AAVE/USD,3852944256.8550053
2021-05-29,AAVE/USD,3594596382.3407545
2021-05-30,AAVE/USD,3907490520.764384
2021-05-31,AAVE/USD,4601738695.5350065
2021-06-01,AAVE/USD,4497681578.121312
2021-06-02,AAVE/USD,4621217783.154588
2021-06-03,AAVE/USD,4798047422.714165
2021-06-04,AAVE/USD,4496211912.883471
2021-06-05,AAVE/USD,4291530912.423169
2021-06-06,AAVE/USD,4404743321.48243
2021-06-07,AAVE/USD,4033195084.3452935
2021-06-08,AAVE/USD,3970806590.3553047
2021-06-09,AAVE/USD,4083741931.3779244
2021-06-10,AAVE/USD,3741839974.161499
2021-06-11,AAVE/USD,3441558454.6232758
2021-06-12,AAVE/USD,3356570845.992388
2021-06-13,AAVE/USD,3813251248.9969215
2021-06-14,AAVE/USD,3832670104.4346247
2021-06-15,AAVE/USD,3754874218.320056
2021-06-16,AAVE/USD,3498947677.51733
2021-06-17,AAVE/USD,3535074940.2081933
2021-06-18,AAVE/USD,3193124797.2462645
2021-06-19,AAVE/USD,3071142582.50546
2021-06-20,AAVE/USD,3284460877.8471713
2021-06-21,AAVE/USD,2559506336.7547717
2021-06-22,AAVE/USD,2485878517.6262116
2021-06-23,AAVE/USD,2503273571.752789
2021-06-24,AAVE/USD,2543472529.938654
2021-06-25,AAVE/USD,2250021339.825479
2021-06-26,AAVE/USD,2255321771.830807
2021-06-27,AAVE/USD,2449281443.916695
2021-06-28,AAVE/USD,2736950344.5695114
2021-06-29,AAVE/USD,2870882624.195057
2021-06-30,AAVE/USD,3019523602.635388
2021-07-01,AAVE/USD,2774547272.498215
2021-07-02,AAVE/USD,2820480334.398935
2021-07-03,AAVE/USD,3126965768.670667
2021-07-04,AAVE/USD,3337850683.864478
2021-07-05,AAVE/USD,3710615611.0755653
2021-07-06,AAVE/USD,3813877663.688461
2021-07-07,AAVE/USD,3788315125.699127
2021-07-08,AAVE/USD,3506874232.6525717
2021-07-09,AAVE/USD,3656647576.1122227
2021-07-10,AAVE/USD,3550229357.1688814
2021-07-11,AAVE/USD,3673813747.947661
2021-07-12,AAVE/USD,3571804524.7178426
2021-07-13,AAVE/USD,3268318653.1036716
2021-07-14,AAVE/USD,3366497109.566002
2021-07-15,AAVE/USD,3277558269.803869
2021-07-16,AAVE/USD,3053843899.8698883
2021-07-17,AAVE/USD,3049856529.4295163
2021-07-18,AAVE/USD,3057216902.055097
2021-07-19,AAVE/USD,2873484654.4522176
2021-07-20,AAVE/USD,2690523378.777386
2021-07-21,AAVE/USD,3124098716.8132396
2021-07-22,AAVE/USD,3358209161.339489
2021-07-23,AAVE/USD,3494285706.6399164
2021-07-24,AAVE/USD,3469192979.669238
2021-07-25,AAVE/USD,3470939712.943721
2021-07-26,AAVE/USD,3646962241.266123
2021-07-27,AAVE/USD,3613268358.7231607
2021-07-28,AAVE/USD,3589813947.099583
2021-07-29,AAVE/USD,3760933575.817056
2021-07-30,AAVE/USD,3863846281.775055
2021-07-31,AAVE/USD,3989044895.0281844
2021-08-01,AAVE/USD,3814853425.034896
2021-08-02,AAVE/USD,3857003905.9136314
2021-08-03,AAVE/USD,3718241005.301412
2021-08-04,AAVE/USD,4081718130.066799
2021-08-05,AAVE/USD,4495862566.228574
2021-08-06,AAVE/USD,4457398294.880816
2021-08-07,AAVE/USD,4643298901.03133
2021-08-08,AAVE/USD,4348908088.880847
2021-08-09,AAVE/USD,4507270541.476406
2021-08-10,AAVE/USD,4626084543.45039
2021-08-11,AAVE/USD,4851931132.622877
2021-08-12,AAVE/USD,4732044997.811452
2021-08-13,AAVE/USD,5158296102.530851
2021-08-14,AAVE/USD,4994307964.14782
2021-08-15,AAVE/USD,4944303206.752098
2021-08-16,AAVE/USD,4967962407.794064
2021-08-17,AAVE/USD,4592920704.10796
2021-08-18,AAVE/USD,4584042480.499036
2021-08-19,AAVE/USD,4883408470.872702
2021-08-20,AAVE/USD,4934846754.197137
2021-08-21,AAVE/USD,4821284998.482979
2021-08-22,AAVE/USD,4831620840.89337
2021-08-23,AAVE/USD,4917608303.743444
2021-08-24,AAVE/USD,4554528711.378458
2021-08-25,AAVE/USD,4633529241.1306
2021-08-26,AAVE/USD,4228238935.704999
2021-08-27,AAVE/USD,4493694207.68094
2021-08-28,AAVE/USD,4426655789.249913
2021-08-29,AAVE/USD,4387396453.1013565
2021-08-30,AAVE/USD,4311540043.243283
2021-08-31,AAVE/USD,4720227443.726845
2021-09-01,AAVE/USD,4979683590.387665
2021-09-02,AAVE/USD,4815454523.277118
2021-09-03,AAVE/USD,4761679231.295787
2021-09-04,AAVE/USD,4799276159.224491
2021-09-05,AAVE/USD,5023942197.632155
2021-09-06,AAVE/USD,4922535296.221125
2021-09-07,AAVE/USD,4175873076.7796307
2021-09-08,AAVE/USD,3981600197.3479733
2021-09-09,AAVE/USD,3974468707.013531
2021-09-10,AAVE/USD,3758717031.523919
2021-09-11,AAVE/USD,3961494695.036853
2021-09-12,AAVE/USD,4014679711.635772
2021-09-13,AAVE/USD,3987924576.44524
2021-09-14,AAVE/USD,4627120536.9787035
2021-09-15,AAVE/USD,4996295626.149817
2021-09-16,AAVE/USD,4626759143.887431
2021-09-17,AAVE/USD,4260186084.9734774
2021-09-18,AAVE/USD,4279689265.465811
2021-09-19,AAVE/USD,4097318265.1733904
2021-09-20,AAVE/USD,3515535620.406733
2021-09-21,AAVE/USD,3271474819.4341173
2021-09-22,AAVE/USD,3639276614.8583965
2021-09-23,AAVE/USD,3724095573.380025
2021-09-24,AAVE/USD,3382639334.309502
2021-09-25,AAVE/USD,3305698745.177612
2021-09-26,AAVE/USD,3542724427.306792
2021-09-27,AAVE/USD,3289002384.3608274
2021-09-28,AAVE/USD,3144252404.869863
2021-09-29,AAVE/USD,3191329878.2262783
2021-09-30,AAVE/USD,3331514258.3308353
2021-10-01,AAVE/USD,3645685319.010294
2021-10-02,AAVE/USD,3785231237.9869366
2021-10-03,AAVE/USD,3742610946.089547
2021-10-04,AAVE/USD,3625314795.098907
2021-10-05,AAVE/USD,3708194277.36404
2021-10-06,AAVE/USD,3751127776.607199
2021-10-07,AAVE/USD,3682173974.792429
2021-10-08,AAVE/USD,3709194131.583227
2021-10-09,AAVE/USD,3701893991.1395254
2021-10-10,AAVE/USD,3468807493.7052135
2021-10-11,AAVE/USD,3500381203.4460444
2021-10-12,AAVE/USD,3419513476.0556607
2021-10-13,AAVE/USD,3586862570.1875253
2021-10-14,AAVE/USD,3658382262.9503303
2021-10-15,AAVE/USD,3632446285.4333487
2021-10-16,AAVE/USD,3672777754.4193463
2021-10-17,AAVE/USD,3669898656.1255436
2021-10-18,AAVE/USD,3539953746.94037
2021-10-19,AAVE/USD,3657635383.895034
2021-10-20,AAVE/USD,3815094353.762411
2021-10-21,AAVE/USD,3793121653.8130503
2021-10-22,AAVE/USD,3734419369.3540397
2021-10-23,AAVE/USD,3903599521.815017
2021-10-24,AAVE/USD,3707929255.763774
2021-10-25,AAVE/USD,3768992641.752431
2021-10-26,AAVE/USD,3966120526.6051397
2021-10-27,AAVE/USD,3909622740.0028906
2021-10-28,AAVE/USD,4085247735.924893
2021-10-29,AAVE/USD,3951893685.2453837
2021-10-30,AAVE/USD,3845764580.7750607
2021-10-31,AAVE/USD,3789290887.045563
2021-11-01,AAVE/USD,3906514759.4179482
2021-11-02,AAVE/USD,3917850456.047525
2021-11-03,AAVE/USD,3919789932.30402
2021-11-04,AAVE/USD,4013824414.6530943
2021-11-05,AAVE/USD,3932968733.699086
2021-11-06,AAVE/USD,3836789985.67513
2021-11-07,AAVE/USD,3857690552.7870493
2021-11-08,AAVE/USD,4003115132.715056
2021-11-09,AAVE/USD,4055240062.9129095
2021-11-10,AAVE/USD,3765896707.603864
2021-11-11,AAVE/USD,3759680746.433979
2021-11-12,AAVE/USD,3717156826.0275955
2021-11-13,AAVE/USD,3764571599.602532
2021-11-14,AAVE/USD,3797036745.6351676
2021-11-15,AAVE/USD,3634144832.962329
2021-11-16,AAVE/USD,3353450818.9710693
2021-11-17,AAVE/USD,3428994021.483373
2021-11-18,AAVE/USD,3165333668.5274186
2021-11-19,AAVE/USD,3366593481.0570083
2021-11-20,AAVE/USD,3307698453.615986
2021-11-21,AAVE/USD,3214687918.35885
2021-11-22,AAVE/USD,3175621325.1923056
2021-11-23,AAVE/USD,3250550159.4494457
2021-11-24,AAVE/USD,3062854634.2789464
2021-11-25,AAVE/USD,3171947162.097703
2021-11-26,AAVE/USD,2804591084.819326
2021-11-27,AAVE/USD,2809554216.6061335
2021-11-28,AAVE/USD,2879038061.6214366
2021-11-29,AAVE/USD,3010055103.6440516
2021-11-30,AAVE/USD,3096873770.604053
2021-12-01,AAVE/USD,3021499218.20101
2021-12-02,AAVE/USD,2947847306.1996984
2021-12-03,AAVE/USD,2716664145.712755
2021-12-04,AAVE/USD,2447125131.805436
2021-12-05,AAVE/USD,2313192852.1798916
2021-12-06,AAVE/USD,2224868380.672921
2021-12-07,AAVE/USD,2253876199.465718
2021-12-08,AAVE/USD,2452726724.720158
2021-12-09,AAVE/USD,2129328093.7768788
2021-12-10,AAVE/USD,2011513946.022082
2021-12-11,AAVE/USD,2183416593.1039786
2021-12-12,AAVE/USD,2165828795.9953895
2021-12-13,AAVE/USD,1956220803.0574074
2021-12-14,AAVE/USD,2041630036.9614472
2021-12-15,AAVE/USD,2081262812.6376522
2021-12-16,AAVE/USD,2099091538.473756
2021-12-17,AAVE/USD,2257381712.45106
2021-12-18,AAVE/USD,2327612436.5216594
2021-12-19,AAVE/USD,2209798288.766863
2021-12-20,AAVE/USD,2180525448.3738
2021-12-21,AAVE/USD,2241841809.526347
2021-12-22,AAVE/USD,2487348182.8640523
2021-12-23,AAVE/USD,2977879072.084433
2021-12-24,AAVE/USD,3256513145.4554405
2021-12-25,AAVE/USD,3179415952.6506658
2021-12-26,AAVE/USD,3229047270.5187397
2021-12-27,AAVE/USD,3344090737.907115
2021-12-28,AAVE/USD,3043411685.968492
2021-12-29,AAVE/USD,2849223131.5914655
2021-12-30,AAVE/USD,3167369516.2749195
2021-12-31,AAVE/USD,3058831124.529447
2022-01-01,AAVE/USD,3210134365.4088182
2022-01-02,AAVE/USD,3574452205.7101226
2022-01-03,AAVE/USD,3598690344.607385
2022-01-04,AAVE/USD,3393743414.5983133
2022-01-05,AAVE/USD,3098711401.687751
2022-01-06,AAVE/USD,2975096893.311714
2022-01-07,AAVE/USD,2849327883.7003655
2022-01-08,AAVE/USD,2859023139.25927
2022-01-09,AAVE/USD,2821454023.968514
2022-01-10,AAVE/USD,2691779980.868162
2022-01-11,AAVE/USD,2869122363.799796
2022-01-12,AAVE/USD,2943721969.0724807
2022-01-13,AAVE/USD,2819838148.04203
2022-01-14,AAVE/USD,3021957295.1797543
2022-01-15,AAVE/USD,3214919812.067402
2022-01-16,AAVE/USD,3265415934.7700315
2022-01-17,AAVE/USD,3058179847.1984406
2022-01-18,AAVE/USD,3130086325.9269843
2022-01-19,AAVE/USD,2829802716.2553487
2022-01-20,AAVE/USD,2671177562.805489
2022-01-21,AAVE/USD,2303835102.1847615
2022-01-22,AAVE/USD,1981871823.8327968
2022-01-23,AAVE/USD,2133764160.9223058
2022-01-24,AAVE/USD,2052297082.9620638
2022-01-25,AAVE/USD,2047584111.5098183
2022-01-26,AAVE/USD,1974600382.1636178
2022-01-27,AAVE/USD,1946322553.4501455
2022-01-28,AAVE/USD,2007860494.98375
2022-01-29,AAVE/USD,2074246064.2968066
2022-01-30,AAVE/USD,2006513931.7116797
2022-01-31,AAVE/USD,2122049060.4552958
2022-02-01,AAVE/USD,2209037047.8310256
2022-02-02,AAVE/USD,2036811605.3332574
2022-02-03,AAVE/USD,2061857682.1937616
2022-02-04,AAVE/USD,2247010132.1034026
2022-02-05,AAVE/USD,2237988158.1805325
2022-02-06,AAVE/USD,2337229871.3321004
2022-02-07,AAVE/USD,2454650188.6566143
2022-02-08,AAVE/USD,2479696265.5171185
2022-02-09,AAVE/USD,2534232078.0359583
2022-02-10,AAVE/USD,2361871979.2109838
2022-02-11,AAVE/USD,2204458732.705987
2022-02-12,AAVE/USD,2188434629.7683525
2022-02-13,AAVE/USD,2131475003.3597865
2022-02-14,AAVE/USD,2169448087.632164
2022-02-15,AAVE/USD,2319859205.122396
2022-02-16,AAVE/USD,2297775567.460446
2022-02-17,AAVE/USD,2060107149.9400706
2022-02-18,AAVE/USD,1960192155.1524677
