coin_symbol,symbol,date,timestamp,oi_open,oi_high,oi_low,oi_close
DAM,DAMUSDT_PERP.A,2025-10-27,1761523200,3105721.12266,3113214.29406,3097060.70895,3107102.43402
DASH,DASHUSDT_PERP.A,2025-10-21,1761004800,9831773.439,11733469.709719999,9713255.173719998,10399824.27948
DASH,DASHUSDT_PERP.A,2025-10-22,1761091200,9561558.25824,10486462.38696,9316729.391760001,10213977.25608
DASH,DASHUSDT_PERP.A,2025-10-23,1761177600,10263177.531879999,10519119.59392,10028800.70472,10423679.670319999
DASH,DASHUSDT_PERP.A,2025-10-24,1761264000,10456990.2396,11231260.819840001,10396053.66864,10791238.57728
DASH,DASHUSDT_PERP.A,2025-10-25,1761350400,10829939.910790002,10831615.35378,10362907.059570001,10699635.45105
DASH,DASHUSDT_PERP.A,2025-10-26,1761436800,12702472.66575,14016525.096399998,12617809.61915,13759657.318500001
DASH,DASHUSDT_PERP.A,2025-10-27,1761523200,14119190.25,15730430.594999999,14115386.0199,14903927.258549998
DBR,DBRUSDT.6,2025-10-21,1761004800,1851683.9100000001,2296493.3128,1851683.9100000001,1916066.6476
DBR,DBRUSDT.6,2025-10-22,1761091200,2276083.369,2796046.631,2154964.707,2567183.5700000003
DBR,DBRUSDT.6,2025-10-23,1761177600,2417462.702,2436017.7703,2129176.424,2129176.424
DBR,DBRUSDT.6,2025-10-24,1761264000,1825484.072,1834134.1198,1712761.5434,1727380.3928
DBR,DBRUSDT.6,2025-10-25,1761350400,1745656.216,1887963.858,1696175.706,1786204.584
DBR,DBRUSDT.6,2025-10-26,1761436800,1787494.2624000001,1789193.4984000002,1685655.4176,1696121.9352000002
DBR,DBRUSDT.6,2025-10-27,1761523200,1674706.2541999999,1691041.765,1673455.1715,1682789.71
DEEP,DEEPUSDT_PERP.A,2025-10-21,1761004800,2042428.00188,2152453.87392,1994637.9446,2057187.80988
DEEP,DEEPUSDT_PERP.A,2025-10-22,1761091200,1984055.7418499999,2210834.934,1952734.9792999998,2135035.7399
DEEP,DEEPUSDT_PERP.A,2025-10-23,1761177600,2167314.3071399997,2230307.1486299997,2127468.4309199997,2170834.25835
DEEP,DEEPUSDT_PERP.A,2025-10-24,1761264000,2278238.90675,2321833.12135,2236093.2483,2245592.1380000003
DEEP,DEEPUSDT_PERP.A,2025-10-25,1761350400,2285291.7224,2372487.5552,2240203.2247,2260722.81312
DEEP,DEEPUSDT_PERP.A,2025-10-26,1761436800,2384994.54207,2456220.93259,2376776.16733,2450240.1104
DEEP,DEEPUSDT_PERP.A,2025-10-27,1761523200,2454340.8745399998,2471699.53204,2397939.12012,2435449.73708
DEGEN,DEGENUSDT_PERP.A,2025-10-21,1761004800,973652.1827100001,974819.583315,834272.7402000001,834911.7444450001
DEGEN,DEGENUSDT_PERP.A,2025-10-22,1761091200,802484.544723,817817.925549,783844.275651,802452.05247
DEGEN,DEGENUSDT_PERP.A,2025-10-23,1761177600,820773.82709,943725.5501700001,820773.82709,832642.3292800001
DEGEN,DEGENUSDT_PERP.A,2025-10-24,1761264000,865428.227124,909194.7138639999,862572.742292,875204.993696
DEGEN,DEGENUSDT_PERP.A,2025-10-25,1761350400,942830.504176,1498192.409591,865294.7728550001,1230719.319639
DEGEN,DEGENUSDT_PERP.A,2025-10-26,1761436800,1215342.447066,1216149.032912,971705.519378,971705.519378
DEGEN,DEGENUSDT_PERP.A,2025-10-27,1761523200,989439.660732,1050393.314658,947848.629783,949385.48186
DEGO,DEGOUSDT_PERP.A,2025-10-21,1761004800,14572705.01202,15901555.2796,14565652.595980002,14930921.939380001
DEGO,DEGOUSDT_PERP.A,2025-10-22,1761091200,15508049.68825,16180984.35205,15504735.11755,15793057.8806
DEGO,DEGOUSDT_PERP.A,2025-10-23,1761177600,20651226.6623,22615183.882200003,20646295.3255,22270904.654700004
DEGO,DEGOUSDT_PERP.A,2025-10-24,1761264000,20268113.429759998,20280257.143079996,6940821.08328,6995838.14244
DEGO,DEGOUSDT_PERP.A,2025-10-25,1761350400,7059028.30614,7898704.6338,6847500.7773,7486583.99922
DEGO,DEGOUSDT_PERP.A,2025-10-26,1761436800,8157713.655599999,8265501.626219999,6989138.39664,7964597.83599
DEGO,DEGOUSDT_PERP.A,2025-10-27,1761523200,4145942.5547700003,11495166.49947,4125170.07867,11495166.49947
DENT,DENTUSDT_PERP.A,2025-10-21,1761004800,1716020.457008,1805361.7435370001,1712791.12653,1765720.019745
DENT,DENTUSDT_PERP.A,2025-10-22,1761091200,1722653.6778,1739875.5730400002,1676939.4994,1680638.72328
DENT,DENTUSDT_PERP.A,2025-10-23,1761177600,1741738.829376,1754091.5296560002,1670358.7499040002,1675521.97224
DENT,DENTUSDT_PERP.A,2025-10-24,1761264000,1690231.66268,1715107.9387400001,1672279.9612,1684143.4371
DENT,DENTUSDT_PERP.A,2025-10-25,1761350400,1695126.981255,1758191.8894699998,1693575.240922,1756494.273579
DENT,DENTUSDT_PERP.A,2025-10-26,1761436800,1817193.859707,1852017.56063,1780042.032932,1803934.360374
DENT,DENTUSDT_PERP.A,2025-10-27,1761523200,1818995.9106059999,1877727.6248219998,1817349.2167739999,1868663.651652
DEXE,DEXEUSDT_PERP.A,2025-10-21,1761004800,5078285.56062,5088596.79018,4859565.50316,4860962.59848
DEXE,DEXEUSDT_PERP.A,2025-10-22,1761091200,4817527.33902,4818259.415309999,4612513.49328,4622819.50713
DEXE,DEXEUSDT_PERP.A,2025-10-23,1761177600,4515116.16849,4560217.11459,4484029.06512,4501882.391000001
DEXE,DEXEUSDT_PERP.A,2025-10-24,1761264000,4728581.72164,4770127.66524,4536820.18636,4536820.18636
DEXE,DEXEUSDT_PERP.A,2025-10-25,1761350400,4446653.25797,4456078.73774,4382114.86244,4438185.06425
DEXE,DEXEUSDT_PERP.A,2025-10-26,1761436800,4569456.27975,4571250.01161,4491402.7422,4527958.41945
DEXE,DEXEUSDT_PERP.A,2025-10-27,1761523200,4932126.279,5160538.097039999,4927723.56588,5160538.097039999
DF,DFUSDT_PERP.A,2025-10-21,1761004800,1300809.1327,1407082.18378,1257544.7658900002,1266204.60883
DF,DFUSDT_PERP.A,2025-10-22,1761091200,1260197.31232,1319396.94944,1256712.30976,1292062.25888
DF,DFUSDT_PERP.A,2025-10-23,1761177600,1291978.24288,1325665.01504,1198127.4432,1232113.59552
DF,DFUSDT_PERP.A,2025-10-24,1761264000,1254359.7803200001,1284371.2145,1239352.4968,1239678.92928
DF,DFUSDT_PERP.A,2025-10-25,1761350400,1238388.9408,1260525.8879999998,1226924.4671999998,1254538.3872
DF,DFUSDT_PERP.A,2025-10-26,1761436800,1276722.82898,1286555.96272,1227626.0973999999,1263070.62178
DF,DFUSDT_PERP.A,2025-10-27,1761523200,1268235.3873599998,1281143.0322,1267863.1567199999,1280355.24996
DGB,DGBUSDT.6,2025-10-21,1761004800,532295.34348,660124.89778,425626.12207000004,555170.0672200001
DGB,DGBUSDT.6,2025-10-22,1761091200,551718.9855,551840.7285,427640.08725,431652.321
DGB,DGBUSDT.6,2025-10-23,1761177600,444086.75,492896.5,439450.25,484364.0
DGB,DGBUSDT.6,2025-10-24,1761264000,485758.96832,515328.13296,479767.7632,481529.19656
DGB,DGBUSDT.6,2025-10-25,1761350400,495280.58874,519626.65271999995,473123.99042999995,519400.49195999996
DGB,DGBUSDT.6,2025-10-26,1761436800,536238.5100799999,625946.88,517938.23744,568575.7542399999
DGB,DGBUSDT.6,2025-10-27,1761523200,566611.02432,566611.02432,511309.71342,514656.59256
DIA,DIAUSDT_PERP.A,2025-10-21,1761004800,1525331.2389,1525331.2389,1353469.446,1356558.5628
DIA,DIAUSDT_PERP.A,2025-10-22,1761091200,1325071.0824,1325071.0824,1217505.0758,1251018.2958
DIA,DIAUSDT_PERP.A,2025-10-23,1761177600,1249186.8012,1262218.996,1166987.332,1230009.2212
DIA,DIAUSDT_PERP.A,2025-10-24,1761264000,1222946.9511,1306892.6871,1200340.9383,1284957.8511
DIA,DIAUSDT_PERP.A,2025-10-25,1761350400,1301443.8635,1307775.826,1231181.8624999998,1259663.584
DIA,DIAUSDT_PERP.A,2025-10-26,1761436800,1782861.248,3713566.0799999996,1627866.1349999998,3571127.539
DIA,DIAUSDT_PERP.A,2025-10-27,1761523200,4289733.8135,7521729.2159,4278853.4767,7039289.3102
DMC,DMCUSDT_PERP.A,2025-10-21,1761004800,1117520.0962750001,1255252.670375,1094968.230565,1193089.071185
DMC,DMCUSDT_PERP.A,2025-10-22,1761091200,1213055.6686200001,1317990.045096,1204788.945096,1223194.6923480001
DMC,DMCUSDT_PERP.A,2025-10-23,1761177600,1178036.8784049999,1216140.21021,1108126.3177399999,1115391.829119
DMC,DMCUSDT_PERP.A,2025-10-24,1761264000,1177972.217928,1251378.443304,1174215.877758,1249756.416117
DMC,DMCUSDT_PERP.A,2025-10-25,1761350400,1341818.80021,1440446.59416,1318132.25397,1439240.19827
DMC,DMCUSDT_PERP.A,2025-10-26,1761436800,1373545.4290470001,1373545.4290470001,1252574.442801,1257711.486603
DMC,DMCUSDT_PERP.A,2025-10-27,1761523200,1298119.887779,1307098.4086820001,1289760.779538,1291113.278532
DODGERSWIN,DODGERSWIN-USD.8,2025-10-21,1761004800,0.0,1496.1039999999998,0.0,1496.1039999999998
DODGERSWIN,DODGERSWIN-USD.8,2025-10-22,1761091200,1448.5400000000002,3568.42,1448.5400000000002,3470.6000000000004
DODGERSWIN,DODGERSWIN-USD.8,2025-10-23,1761177600,3522.4,3522.4,3522.4,3522.4
DODGERSWIN,DODGERSWIN-USD.8,2025-10-24,1761264000,3532.76,6247.802000000001,3532.76,6247.802000000001
DODGERSWIN,DODGERSWIN-USD.8,2025-10-25,1761350400,5047.711,5047.711,2019.9660000000001,2042.006
DODGERSWIN,DODGERSWIN-USD.8,2025-10-26,1761436800,2520.0800000000004,10085.76,2499.6800000000003,2499.6800000000003
DODO,DODOUSDT.6,2025-10-21,1761004800,319093.95,326166.5512,311722.5972,313381.8632
DODO,DODOUSDT.6,2025-10-22,1761091200,306958.50824,319371.64295999997,306457.21148,309514.57292
DODO,DODOUSDT.6,2025-10-23,1761177600,315304.47774,316235.6694,312844.31577,313543.56096
DODO,DODOUSDT.6,2025-10-24,1761264000,319789.05984,331761.8415,317671.26582000003,327717.95796
DODO,DODOUSDT.6,2025-10-25,1761350400,325317.82644000003,340585.58676000003,317192.32039,317803.33138000005
DODO,DODOUSDT.6,2025-10-26,1761436800,327670.57284,346943.93136,327566.33052,339879.80364
DODO,DODOUSDT.6,2025-10-27,1761523200,341703.84552,357725.97096,341683.88328,353013.3312
DODOX,DODOXUSDT_PERP.A,2025-10-21,1761004800,720535.764432,752639.893632,710357.74656,724684.702368
DODOX,DODOXUSDT_PERP.A,2025-10-22,1761091200,708799.599292,769296.95365,703470.311446,750603.19432
DODOX,DODOXUSDT_PERP.A,2025-10-23,1761177600,766905.97698,767040.297504,736633.00204,740342.99092
DODOX,DODOXUSDT_PERP.A,2025-10-24,1761264000,753528.916314,806544.597564,750760.376031,806152.306086
DODOX,DODOXUSDT_PERP.A,2025-10-25,1761350400,802901.0795400001,809655.2788800001,773989.71258,803770.6308800001
DODOX,DODOXUSDT_PERP.A,2025-10-26,1761436800,829076.3463280001,880654.8083910001,822904.779941,863495.8141540001
DODOX,DODOXUSDT_PERP.A,2025-10-27,1761523200,866170.0761910001,867824.7559120001,860882.5528630001,867026.9633010001
DOG,DOGUSDT.6,2025-10-21,1761004800,2535728.9472,2606650.9184,2452786.4064,2453003.664
DOG,DOGUSDT.6,2025-10-22,1761091200,2412505.962,2485340.6832,2314747.3176,2465065.476
DOG,DOGUSDT.6,2025-10-23,1761177600,2524179.756,2548439.1632000003,2390778.1240000003,2455277.6696
DOG,DOGUSDT.6,2025-10-24,1761264000,2501278.188,2525263.044,2301318.084,2357785.608
DOG,DOGUSDT.6,2025-10-25,1761350400,2398437.0840000003,2430352.662,2290947.4620000003,2290947.4620000003
DOG,DOGUSDT.6,2025-10-26,1761436800,2381549.904,2386012.272,2318042.12,2349628.848
DOG,DOGUSDT.6,2025-10-27,1761523200,2422416.2634,2437318.716,2381060.9046,2399888.6296
DOGE,DOGEUSD_PERP.A,2025-10-21,1761004800,48671130.0,49848050.0,47846010.0,49814240.0
DOGE,DOGEUSD_PERP.A,2025-10-22,1761091200,49807890.0,50558640.0,47263960.0,47488880.0
DOGE,DOGEUSD_PERP.A,2025-10-23,1761177600,47444430.0,48827280.0,47312700.0,47702920.0
DOGE,DOGEUSD_PERP.A,2025-10-24,1761264000,47700780.0,48861920.0,46856970.0,48132040.0
DOGE,DOGEUSD_PERP.A,2025-10-25,1761350400,48133380.0,50311820.0,48113550.0,49741190.0
DOGE,DOGEUSD_PERP.A,2025-10-26,1761436800,49741190.0,51729300.0,49539370.0,51579600.0
DOGE,DOGEUSD_PERP.A,2025-10-27,1761523200,51594590.0,52303970.0,51434830.0,51864570.0
DOGS,DOGSUSD_PERP.A,2025-10-21,1761004800,289590.0,298630.0,273900.0,275600.0
DOGS,DOGSUSD_PERP.A,2025-10-22,1761091200,275450.0,291770.0,272570.0,275260.0
DOGS,DOGSUSD_PERP.A,2025-10-23,1761177600,275360.0,293380.0,274460.0,288840.0
DOGS,DOGSUSD_PERP.A,2025-10-24,1761264000,288840.0,294860.0,277050.0,278150.0
DOGS,DOGSUSD_PERP.A,2025-10-25,1761350400,278150.0,284310.0,277800.0,279960.0
DOGS,DOGSUSD_PERP.A,2025-10-26,1761436800,279960.0,283810.0,278220.0,283630.0
DOGS,DOGSUSD_PERP.A,2025-10-27,1761523200,283390.0,284440.0,278140.0,278140.0
DOLO,DOLOUSDT_PERP.A,2025-10-21,1761004800,2401090.91937,2482212.72717,2361210.74838,2367484.01208
DOLO,DOLOUSDT_PERP.A,2025-10-22,1761091200,2298302.39724,2359832.67742,2229810.96262,2237295.49868
DOLO,DOLOUSDT_PERP.A,2025-10-23,1761177600,2471786.58974,2857524.6411400004,2425723.1258,2835943.14978
DOLO,DOLOUSDT_PERP.A,2025-10-24,1761264000,2824722.14814,2847737.47032,2704873.72356,2723950.87866
DOLO,DOLOUSDT_PERP.A,2025-10-25,1761350400,2636112.29442,2826701.14254,2596383.79605,2823899.25213
DOLO,DOLOUSDT_PERP.A,2025-10-26,1761436800,2939732.6514399997,2939798.082,2745689.08952,2841205.1043999996
DOLO,DOLOUSDT_PERP.A,2025-10-27,1761523200,2900780.88335,2917724.66902,2854449.79666,2854649.05859
DOOD,DOODUSDT_PERP.A,2025-10-21,1761004800,3985176.0823919997,4550062.73492,3985176.0823919997,4396018.213229
DOOD,DOODUSDT_PERP.A,2025-10-22,1761091200,4261497.782633999,4333849.285743999,4016966.595688,4027264.95558
DOOD,DOODUSDT_PERP.A,2025-10-23,1761177600,4401895.72575,4669787.775093,4189030.758759,4189133.296362
DOOD,DOODUSDT_PERP.A,2025-10-24,1761264000,4559443.939944,5083994.184516,4404442.1118479995,5050033.733844
DOOD,DOODUSDT_PERP.A,2025-10-25,1761350400,5684994.04473,6640840.566477,5648965.534719,6382876.443801
DOOD,DOODUSDT_PERP.A,2025-10-26,1761436800,6489766.840765,6789458.893035,6414746.11739,6674877.225094001
DOOD,DOODUSDT_PERP.A,2025-10-27,1761523200,6579732.376224,6718590.59328,6498288.519552,6716584.85184
DOT,DOTUSD_PERP.A,2025-10-21,1761004800,4177720.0,4385220.0,4013620.0,4061310.0
DOT,DOTUSD_PERP.A,2025-10-22,1761091200,4063160.0,4310130.0,4013460.0,4151840.0
DOT,DOTUSD_PERP.A,2025-10-23,1761177600,4151840.0,4247240.0,4105840.0,4145000.0
DOT,DOTUSD_PERP.A,2025-10-24,1761264000,4144730.0,4288160.0,4082480.0,4125140.0
DOT,DOTUSD_PERP.A,2025-10-25,1761350400,4125490.0,4127570.0,4014450.0,4085970.0
DOT,DOTUSD_PERP.A,2025-10-26,1761436800,4085970.0,4160280.0,4007070.0,4008040.0
DOT,DOTUSD_PERP.A,2025-10-27,1761523200,4008040.0,4040580.0,3996530.0,4035340.0
DRIFT,DRIFTUSDT_PERP.A,2025-10-21,1761004800,2707910.342,2866486.9680000003,2702223.392,2802352.3588
DRIFT,DRIFTUSDT_PERP.A,2025-10-22,1761091200,2666020.63,2753871.861,2588383.9982,2753048.5683999998
DRIFT,DRIFTUSDT_PERP.A,2025-10-23,1761177600,2863075.864,2990171.844,2842519.4159999997,2970806.036
DRIFT,DRIFTUSDT_PERP.A,2025-10-24,1761264000,3038042.1351,3205569.7443,3034022.0624,3198560.9705
DRIFT,DRIFTUSDT_PERP.A,2025-10-25,1761350400,3201778.1264,3259546.7204,3161082.0072,3237200.2172
DRIFT,DRIFTUSDT_PERP.A,2025-10-26,1761436800,3316920.3216000004,3390045.1776000005,3217702.2876000004,3389009.6736000003
DRIFT,DRIFTUSDT_PERP.A,2025-10-27,1761523200,3442402.8844,3466756.7347999997,3407964.9291999997,3423105.0075999997
DUCK,pf_duckusd.K,2025-10-21,1761004800,5871.1444704,5871.1444704,5871.1444704,5871.1444704
DUCK,pf_duckusd.K,2025-10-22,1761091200,5808.7725072,5808.7725072,5808.7725072,5808.7725072
DUCK,pf_duckusd.K,2025-10-23,1761177600,5765.146216,5765.146216,5765.146216,5765.146216
DUCK,pf_duckusd.K,2025-10-24,1761264000,5747.0822048,5747.0822048,4287.821118,5138.0031579999995
DUCK,pf_duckusd.K,2025-10-26,1761436800,4943.903525,4943.903525,4943.903525,4943.903525
DUSK,DUSKUSDT_PERP.A,2025-10-21,1761004800,1305511.96477,1370485.8282700002,1298149.3098600002,1322258.27019
DUSK,DUSKUSDT_PERP.A,2025-10-22,1761091200,1272377.46964,1312206.69014,1258902.19599,1300899.19487
DUSK,DUSKUSDT_PERP.A,2025-10-23,1761177600,1332930.70848,1333519.32,1289621.0745599999,1315679.4940799999
DUSK,DUSKUSDT_PERP.A,2025-10-24,1761264000,1301694.80558,1327297.9023199999,1281148.55908,1307364.77378
DUSK,DUSKUSDT_PERP.A,2025-10-25,1761350400,1311578.4548300002,1381883.32303,1301995.0055,1353605.9914300002
DUSK,DUSKUSDT_PERP.A,2025-10-26,1761436800,1456235.3598099998,1722703.50061,1454709.62356,1623271.2566399998
DUSK,DUSKUSDT_PERP.A,2025-10-27,1761523200,1652678.49272,1674506.6300599999,1633652.2137,1642054.46456
DYDX,DYDXUSDT_PERP.A,2025-10-21,1761004800,7282521.4504,7447563.9328000005,7139803.4352,7286903.0712
DYDX,DYDXUSDT_PERP.A,2025-10-22,1761091200,6931470.124799999,7315928.911200001,6931470.124799999,7201773.228
DYDX,DYDXUSDT_PERP.A,2025-10-23,1761177600,7455681.8995,8491378.1049,7430720.782500001,8412767.9476
DYDX,DYDXUSDT_PERP.A,2025-10-24,1761264000,8699150.5406,8736774.538400002,8077538.665,8077538.665
DYDX,DYDXUSDT_PERP.A,2025-10-25,1761350400,8174275.655,8375884.5092,7954256.1436,8304975.1512
DYDX,DYDXUSDT_PERP.A,2025-10-26,1761436800,8698110.0696,8722185.3264,8313308.919,8354227.035599999
DYDX,DYDXUSDT_PERP.A,2025-10-27,1761523200,8330645.103599999,8358143.8389,8278670.689699999,8314286.977699999
DYM,DYMUSDT_PERP.A,2025-10-21,1761004800,1813221.8223,1893729.8357999998,1795107.7081499998,1887883.806
DYM,DYMUSDT_PERP.A,2025-10-22,1761091200,1825845.3992099997,1888527.81042,1820711.53665,1885088.35845
DYM,DYMUSDT_PERP.A,2025-10-23,1761177600,1902889.0039499998,1918991.6182,1840030.66012,1842938.62875
DYM,DYMUSDT_PERP.A,2025-10-24,1761264000,1860178.4662499998,1936981.66467,1854021.4117099997,1916474.62227
DYM,DYMUSDT_PERP.A,2025-10-25,1761350400,1900489.1991,1925197.2752999999,1877536.2867,1916685.7356
DYM,DYMUSDT_PERP.A,2025-10-26,1761436800,1970424.588,1981753.1139999998,1926880.0760000001,1951876.993
DYM,DYMUSDT_PERP.A,2025-10-27,1761523200,1976713.6609200002,1989573.8774400002,1948904.2885,1949840.327
EDEN,EDENUSDT_PERP.A,2025-10-21,1761004800,6547439.6715,6826830.192000001,6024803.8305,6068134.254000001
EDEN,EDENUSDT_PERP.A,2025-10-22,1761091200,5794741.743000001,5898798.234,5382642.598200001,5646056.467800001
EDEN,EDENUSDT_PERP.A,2025-10-23,1761177600,6062376.3924,6423440.3688,6020938.4142,6302809.1856
EDEN,EDENUSDT_PERP.A,2025-10-24,1761264000,7521826.4844,9527576.802000001,7297707.1656,9274165.902
EDEN,EDENUSDT_PERP.A,2025-10-25,1761350400,10958861.5065,15541380.5301,10874131.5672,12166814.282399999
EDEN,EDENUSDT_PERP.A,2025-10-26,1761436800,12475390.6821,12844907.0885,11948876.7306,12180735.3493
EDEN,EDENUSDT_PERP.A,2025-10-27,1761523200,12965297.262300001,13206923.179200001,12868095.293100001,13020445.460700002
EDU,EDUUSDT_PERP.A,2025-10-21,1761004800,3927440.8326,4333095.4555,3664195.5352,4152460.023
EDU,EDUUSDT_PERP.A,2025-10-22,1761091200,4340921.8622,5591034.512800001,4230654.1046,5228371.009400001
EDU,EDUUSDT_PERP.A,2025-10-23,1761177600,5142401.8492,5334503.446,4633320.0816,4635099.0196
EDU,EDUUSDT_PERP.A,2025-10-24,1761264000,4562824.8744,4777629.0952,4545488.220000001,4776512.4264
EDU,EDUUSDT_PERP.A,2025-10-25,1761350400,5246365.6282,5857088.7012,5245220.4308,5851554.5838
EDU,EDUUSDT_PERP.A,2025-10-26,1761436800,6469187.963,7649666.532,6200739.965,7055864.7304
EDU,EDUUSDT_PERP.A,2025-10-27,1761523200,7199932.9591,7324920.7451,7176027.8345,7319542.0592
EGLD,EGLDUSD_PERP.A,2025-10-21,1761004800,260720.0,317920.0,216440.0,238780.0
EGLD,EGLDUSD_PERP.A,2025-10-22,1761091200,237380.0,258480.0,222170.0,244080.0
EGLD,EGLDUSD_PERP.A,2025-10-23,1761177600,244080.0,263680.0,234630.0,235680.0
EGLD,EGLDUSD_PERP.A,2025-10-24,1761264000,235730.0,252340.0,217270.0,217280.0
EGLD,EGLDUSD_PERP.A,2025-10-25,1761350400,217280.0,245150.0,213770.0,229700.0
EGLD,EGLDUSD_PERP.A,2025-10-26,1761436800,229700.0,244690.0,216460.0,231530.0
EGLD,EGLDUSD_PERP.A,2025-10-27,1761523200,231230.0,238960.0,229800.0,234330.0
EIGEN,EIGENUSDT_PERP.A,2025-10-21,1761004800,27569963.781839997,27661988.0292,23849272.74432,23869904.134479996
EIGEN,EIGENUSDT_PERP.A,2025-10-22,1761091200,23137793.47209,23192569.046460003,21998810.3577,22271409.686130002
EIGEN,EIGENUSDT_PERP.A,2025-10-23,1761177600,22934453.650289997,23988159.810719997,22888980.81729,23731594.890569996
EIGEN,EIGENUSDT_PERP.A,2025-10-24,1761264000,23750833.05756,24093149.913000003,23193876.44826,23420971.35288
EIGEN,EIGENUSDT_PERP.A,2025-10-25,1761350400,23872620.979900002,24834859.2219,23832614.5225,24066155.759099998
EIGEN,EIGENUSDT_PERP.A,2025-10-26,1761436800,26204014.48584,29606552.46375,26109364.13208,29532941.412360005
EIGEN,EIGENUSDT_PERP.A,2025-10-27,1761523200,29280185.851350002,30174248.484450005,29231887.707750004,29530215.691200003
ELX,ELXUSDT.6,2025-10-21,1761004800,801057.50186,828949.83446,799272.628,825495.71148
ELX,ELXUSDT.6,2025-10-22,1761091200,808364.9145600001,857227.66528,790883.04288,856090.20672
ELX,ELXUSDT.6,2025-10-23,1761177600,961075.45152,1419344.63176,959043.7710399999,1258045.39832
ELX,ELXUSDT.6,2025-10-24,1761264000,1256237.16902,1260344.9187999999,1184763.90684,1185447.7328599999
ELX,ELXUSDT.6,2025-10-25,1761350400,1175323.47912,1175587.15176,1056574.49688,1056607.35264
ELX,ELXUSDT.6,2025-10-26,1761436800,1117046.2749599998,1130918.37573,1093941.07152,1101394.0528799999
ELX,ELXUSDT.6,2025-10-27,1761523200,1108855.66232,1152783.6187,1108379.9321,1135094.50432
ENA,ENAUSDT_PERP.A,2025-10-21,1761004800,195516276.314,205106952.766,195305177.21,198785844.482
ENA,ENAUSDT_PERP.A,2025-10-22,1761091200,190154525.66590002,210659821.66860002,189804449.89920002,207454186.9207
ENA,ENAUSDT_PERP.A,2025-10-23,1761177600,217436532.4696,217574839.9824,205444143.716,205454196.808
ENA,ENAUSDT_PERP.A,2025-10-24,1761264000,217552156.12199998,222228831.494,217277561.686,219847383.246
ENA,ENAUSDT_PERP.A,2025-10-25,1761350400,214783653.1392,217247998.0986,211894923.6818,216858223.80879998
ENA,ENAUSDT_PERP.A,2025-10-26,1761436800,234542139.2776,237525171.00289997,228891818.9085,237348776.9851
ENA,ENAUSDT_PERP.A,2025-10-27,1761523200,240427724.25210002,240502284.6996,239454722.40690002,239878160.74530002
ENJ,ENJUSDT_PERP.A,2025-10-21,1761004800,2127010.44033,2254818.24591,2112419.73843,2221843.7362200003
ENJ,ENJUSDT_PERP.A,2025-10-22,1761091200,2159142.25728,2290950.31744,2158066.39808,2222923.08416
ENJ,ENJUSDT_PERP.A,2025-10-23,1761177600,2284246.44984,2325569.95112,2252817.54208,2291498.62368
ENJ,ENJUSDT_PERP.A,2025-10-24,1761264000,2319041.7049499997,2319041.7049499997,2269786.3764299997,2290217.75643
ENJ,ENJUSDT_PERP.A,2025-10-25,1761350400,2288677.5965400003,2296742.96556,2260961.631,2275387.58526
ENJ,ENJUSDT_PERP.A,2025-10-26,1761436800,2307537.74988,2388712.07883,2288961.3225600002,2386379.87577
ENJ,ENJUSDT_PERP.A,2025-10-27,1761523200,2411014.1536,2428447.28608,2410541.1828799997,2427839.8334399997
ENS,ENSUSD_PERP.A,2025-10-21,1761004800,1017070.0,1103490.0,954290.0,1001640.0
ENS,ENSUSD_PERP.A,2025-10-22,1761091200,1002250.0,1112280.0,1001040.0,1049670.0
ENS,ENSUSD_PERP.A,2025-10-23,1761177600,1049920.0,1074130.0,1020680.0,1026580.0
ENS,ENSUSD_PERP.A,2025-10-24,1761264000,1026620.0,1058870.0,998010.0,998030.0
ENS,ENSUSD_PERP.A,2025-10-25,1761350400,998010.0,1011970.0,956960.0,989050.0
ENS,ENSUSD_PERP.A,2025-10-26,1761436800,989050.0,1072060.0,979300.0,1058420.0
ENS,ENSUSD_PERP.A,2025-10-27,1761523200,1058410.0,1058780.0,1010760.0,1010860.0
ENSO,ENSOUSDT_PERP.A,2025-10-21,1761004800,4079663.6754999994,5274761.125,4064617.2704999996,5084563.1855
ENSO,ENSOUSDT_PERP.A,2025-10-22,1761091200,4773317.256,5051830.9776,4573710.6864,4917055.08
ENSO,ENSOUSDT_PERP.A,2025-10-23,1761177600,5260653.356000001,5302498.7576,4862395.2928,5071076.404
ENSO,ENSOUSDT_PERP.A,2025-10-24,1761264000,5112453.8475,5196695.8035,4880687.3535,5086808.676
ENSO,ENSOUSDT_PERP.A,2025-10-25,1761350400,5850622.315200001,6907360.215600001,5819810.544600001,6343945.5092
ENSO,ENSOUSDT_PERP.A,2025-10-26,1761436800,6843788.737500001,7626768.2029,6751304.7965,6910314.8169
ENSO,ENSOUSDT_PERP.A,2025-10-27,1761523200,7666993.4447,8516434.7941,7597476.877400001,8257905.804500001
EPIC,EPICUSDT_PERP.A,2025-10-21,1761004800,1543516.7140799998,1594395.83952,1488849.0012,1554906.3472799999
EPIC,EPICUSDT_PERP.A,2025-10-22,1761091200,1542076.16373,1614027.67302,1514352.09145,1515508.71334
EPIC,EPICUSDT_PERP.A,2025-10-23,1761177600,1553775.8532999998,1558341.6423,1502894.54855,1547068.2475499997
EPIC,EPICUSDT_PERP.A,2025-10-24,1761264000,1574698.70466,1638661.86861,1552440.58776,1599849.93561
