coin_symbol,symbol,date,timestamp,oi_open,oi_high,oi_low,oi_close
JOE,JOEUSDT_PERP.A,2025-10-21,1761004800,1263547.69008,1288209.92432,1237017.91088,1244288.12544
JOE,JOEUSDT_PERP.A,2025-10-22,1761091200,1223072.0048,1276057.2296,1222500.166,1270194.4692
JOE,JOEUSDT_PERP.A,2025-10-23,1761177600,1310897.35204,1424738.7153,1287241.20642,1359832.35656
JOE,JOEUSDT_PERP.A,2025-10-24,1761264000,1375180.18968,1376207.90912,1174237.45064,1189667.81162
JOE,JOEUSDT_PERP.A,2025-10-25,1761350400,1199441.95692,1220041.40976,1179372.01044,1205814.21972
JOE,JOEUSDT_PERP.A,2025-10-26,1761436800,1247394.0204,1254110.5962,1221136.1442,1251395.5284
JOE,JOEUSDT_PERP.A,2025-10-27,1761523200,1263224.64036,1270909.47786,1260438.86394,1263753.1137
JST,JSTUSDT_PERP.A,2025-10-21,1761004800,2419040.102495,2928769.505885,2300298.481521,2836165.1046390003
JST,JSTUSDT_PERP.A,2025-10-22,1761091200,2826088.714358,3287100.325201,2826088.714358,3012498.327958
JST,JSTUSDT_PERP.A,2025-10-23,1761177600,3045448.224165,3065099.97651,2922306.8294100002,2933554.8174900003
JST,JSTUSDT_PERP.A,2025-10-24,1761264000,2885692.246734,2892363.5454359995,2673858.6463289997,2673858.6463289997
JST,JSTUSDT_PERP.A,2025-10-25,1761350400,2710653.748452,2729817.285732,2641574.9432159998,2718786.337992
JST,JSTUSDT_PERP.A,2025-10-26,1761436800,2757565.622928,2923089.7894880003,2755912.28352,2878239.767872
JST,JSTUSDT_PERP.A,2025-10-27,1761523200,2898222.819912,2988862.229871,2894979.2430510004,2988803.5048620002
JTO,JTOUSDT_PERP.A,2025-10-21,1761004800,9198724.571800001,9502140.4338,8698709.5076,8730857.0768
JTO,JTOUSDT_PERP.A,2025-10-22,1761091200,8419291.126400001,8933198.08,8410116.892800001,8493933.584
JTO,JTOUSDT_PERP.A,2025-10-23,1761177600,8905659.119900001,9000883.838900002,8575841.5271,8863991.9386
JTO,JTOUSDT_PERP.A,2025-10-24,1761264000,9257192.5286,9431593.8542,9168382.4462,9296024.5866
JTO,JTOUSDT_PERP.A,2025-10-25,1761350400,9301757.040000001,9574404.15,9196015.515,9511655.7225
JTO,JTOUSDT_PERP.A,2025-10-26,1761436800,9660970.3278,9675290.695400001,9493874.4428,9500645.7238
JTO,JTOUSDT_PERP.A,2025-10-27,1761523200,9595701.2301,9759723.8438,9548476.9811,9738672.2662
JUP,JUPUSDT_PERP.A,2025-10-21,1761004800,21851797.3916,22245562.3335,21419549.9177,21432500.635700002
JUP,JUPUSDT_PERP.A,2025-10-22,1761091200,21024450.9893,21987612.6712,20894733.8534,21700938.6869
JUP,JUPUSDT_PERP.A,2025-10-23,1761177600,22671495.3036,22854149.9346,22464300.5164,22595607.4894
JUP,JUPUSDT_PERP.A,2025-10-24,1761264000,25529579.8464,27071461.4766,25082806.6428,27065303.5266
JUP,JUPUSDT_PERP.A,2025-10-25,1761350400,28584345.61,30791019.504499998,27405680.0195,30476882.209
JUP,JUPUSDT_PERP.A,2025-10-26,1761436800,31048540.539499998,31291887.044,29955190.8095,29961636.1825
JUP,JUPUSDT_PERP.A,2025-10-27,1761523200,30354574.264999997,30692755.273799997,30345985.082599998,30690037.479
KAIA,KAIAUSDT_PERP.A,2025-10-21,1761004800,3216091.0848,3395171.472,3210320.9952,3369458.6112
KAIA,KAIAUSDT_PERP.A,2025-10-22,1761091200,3336557.0919999997,3601722.08,3336557.0919999997,3483733.1155
KAIA,KAIAUSDT_PERP.A,2025-10-23,1761177600,3610402.8398999996,3755732.7759,3517321.8057,3590126.0475
KAIA,KAIAUSDT_PERP.A,2025-10-24,1761264000,3606048.8128,3620442.1824,3496567.9423999996,3513336.6336
KAIA,KAIAUSDT_PERP.A,2025-10-25,1761350400,3487588.704,3493709.928,3401394.228,3465890.856
KAIA,KAIAUSDT_PERP.A,2025-10-26,1761436800,3565373.2048,3605666.3973000003,3507522.2127,3600593.0158
KAIA,KAIAUSDT_PERP.A,2025-10-27,1761523200,3639478.0313,3717396.2632999998,3639286.6721,3717229.1609
KAITO,KAITOUSDT_PERP.A,2025-10-21,1761004800,10505644.658529999,10738179.55642,10366885.915129999,10411781.44369
KAITO,KAITOUSDT_PERP.A,2025-10-22,1761091200,10186426.958400002,10439759.534400001,10099203.0048,10290268.900799999
KAITO,KAITOUSDT_PERP.A,2025-10-23,1761177600,10715614.30092,11107155.9699,10575237.605010001,10575281.902350001
KAITO,KAITOUSDT_PERP.A,2025-10-24,1761264000,10696176.80835,10706470.94538,9977449.54422,10027566.774210002
KAITO,KAITOUSDT_PERP.A,2025-10-25,1761350400,11024945.739990002,14811980.71023,10895379.99246,14376090.46248
KAITO,KAITOUSDT_PERP.A,2025-10-26,1761436800,14872713.8571,15434383.111730002,14612132.42225,14909995.577620002
KAITO,KAITOUSDT_PERP.A,2025-10-27,1761523200,15331181.709400002,15652453.650900003,15020218.5067,15647842.591300001
KAS,KASUSDT_PERP.A,2025-10-21,1761004800,3598183.81338,3729051.7683900003,3522471.1547700004,3528890.15778
KAS,KASUSDT_PERP.A,2025-10-22,1761091200,3361766.06508,3989507.21512,3316388.52282,3642374.55162
KAS,KASUSDT_PERP.A,2025-10-23,1761177600,3805918.7970299996,3830743.9037399995,3417379.70172,3422431.77348
KAS,KASUSDT_PERP.A,2025-10-24,1761264000,3526908.108,3697030.158,3474892.583,3475547.5039999997
KAS,KASUSDT_PERP.A,2025-10-25,1761350400,3850585.78512,4231545.5256,3789224.2072,4141655.07056
KAS,KASUSDT_PERP.A,2025-10-26,1761436800,4110624.11802,4433092.30518,3712507.35828,4063255.06545
KAS,KASUSDT_PERP.A,2025-10-27,1761523200,4089339.4426499996,4146243.0752,4061800.33305,4087272.6276499997
KAVA,KAVAUSDT_PERP.A,2025-10-21,1761004800,8956625.559,9183297.8538,8613693.486720001,8684077.30764
KAVA,KAVAUSDT_PERP.A,2025-10-22,1761091200,8226594.91896,8568898.2093,8224701.96372,8449292.21103
KAVA,KAVAUSDT_PERP.A,2025-10-23,1761177600,8686596.79641,8688946.27887,8422837.268170001,8426602.55216
KAVA,KAVAUSDT_PERP.A,2025-10-24,1761264000,8475066.11824,8571836.08143,8175757.97259,8175812.771419999
KAVA,KAVAUSDT_PERP.A,2025-10-25,1761350400,8222565.096059999,8222565.096059999,7993720.66857,7998617.338109999
KAVA,KAVAUSDT_PERP.A,2025-10-26,1761436800,8288545.89834,8733689.01558,8206248.024000001,8583615.1656
KAVA,KAVAUSDT_PERP.A,2025-10-27,1761523200,8654262.204,8662216.3887,8556168.809999999,8565566.931599999
KDA,KDAUSDT_PERP.A,2025-10-21,1761004800,510341.4432,4617150.784,510341.4432,4580660.1536
KDA,KDAUSDT_PERP.A,2025-10-22,1761091200,3421242.3168,7537932.7947,3238274.3085,5504498.7921
KDA,KDAUSDT_PERP.A,2025-10-23,1761177600,4960969.75,6739581.625,4946123.5,6051756.3125
KDA,KDAUSDT_PERP.A,2025-10-24,1761264000,5695283.8571999995,6417160.637999999,5621132.7648,5926733.2992
KDA,KDAUSDT_PERP.A,2025-10-25,1761350400,5795700.08,5924413.657500001,5551607.635,5551607.865
KDA,KDAUSDT_PERP.A,2025-10-26,1761436800,6140501.0724,7361187.129600001,6070690.278,6809197.768800001
KDA,KDAUSDT_PERP.A,2025-10-27,1761523200,7001902.4112,7024413.0912,6800897.5386,6800935.9284
KERNEL,KERNELUSDT_PERP.A,2025-10-21,1761004800,3867634.8952,4193460.2512000003,3587092.6712,3657434.5008
KERNEL,KERNELUSDT_PERP.A,2025-10-22,1761091200,3493667.0268,3899620.8987,3470213.3616,3864717.0304
KERNEL,KERNELUSDT_PERP.A,2025-10-23,1761177600,4027643.7248,4164976.5499,3925741.6729,3928766.4643
KERNEL,KERNELUSDT_PERP.A,2025-10-24,1761264000,3942789.4261,3957946.1089,3801299.5552,3842067.7658999995
KERNEL,KERNELUSDT_PERP.A,2025-10-25,1761350400,3814738.2975000003,4002204.6325000003,3790873.2325000004,3941588.56
KERNEL,KERNELUSDT_PERP.A,2025-10-26,1761436800,4115724.4128,4115724.4128,3944535.7908,3980748.6609
KERNEL,KERNELUSDT_PERP.A,2025-10-27,1761523200,3983116.3749999995,3987614.2249999996,3952622.275,3963217.9999999995
KGEN,KGENUSDT_PERP.A,2025-10-21,1761004800,6671634.99847,7285217.40141,6460853.00497,7015686.43776
KGEN,KGENUSDT_PERP.A,2025-10-22,1761091200,7874517.620320001,10093404.464480001,7874429.07024,8267352.287200001
KGEN,KGENUSDT_PERP.A,2025-10-23,1761177600,7556210.2926,7797538.545,6744331.73385,6788988.114250001
KGEN,KGENUSDT_PERP.A,2025-10-24,1761264000,9450913.5513,10245824.51295,9267006.18675,9832679.38965
KGEN,KGENUSDT_PERP.A,2025-10-25,1761350400,8784151.37478,9975806.99064,8435919.442739999,8852455.535219999
KGEN,KGENUSDT_PERP.A,2025-10-26,1761436800,8694037.904579999,8772708.4947,8193598.435889999,8361880.294499999
KGEN,KGENUSDT_PERP.A,2025-10-27,1761523200,8239233.826400001,8659427.980600001,8234476.139950001,8589658.301
KMNO,KMNOUSDT_PERP.A,2025-10-21,1761004800,4248435.6594,4360780.9692,3902823.0726,3972540.0396000003
KMNO,KMNOUSDT_PERP.A,2025-10-22,1761091200,3783740.805,3856950.14016,3680226.9114,3705357.39132
KMNO,KMNOUSDT_PERP.A,2025-10-23,1761177600,3747091.3933699997,4097069.6832,3703770.8721,3845292.26419
KMNO,KMNOUSDT_PERP.A,2025-10-24,1761264000,4144377.8711699997,4183859.9355299994,3963500.8635599995,4020519.9082499994
KMNO,KMNOUSDT_PERP.A,2025-10-25,1761350400,3956610.83325,3956610.83325,3660785.22778,3664686.73407
KMNO,KMNOUSDT_PERP.A,2025-10-26,1761436800,3816222.80319,3822905.69892,3520825.00245,3528285.01956
KMNO,KMNOUSDT_PERP.A,2025-10-27,1761523200,3611467.7249999996,3622976.6449599997,3538982.9232099997,3558318.8510799995
KNC,KNCUSDT_PERP.A,2025-10-21,1761004800,2645378.1032000002,2750071.632,2343058.8104,2343700.492
KNC,KNCUSDT_PERP.A,2025-10-22,1761091200,2310534.919,2327330.7442,2076226.3984000003,2078808.0082000003
KNC,KNCUSDT_PERP.A,2025-10-23,1761177600,2202107.01,2377875.77,2163897.03,2165513.06
KNC,KNCUSDT_PERP.A,2025-10-24,1761264000,2142460.5174999996,2142630.1226,1923659.5106999998,1935326.6853999998
KNC,KNCUSDT_PERP.A,2025-10-25,1761350400,1927123.4748,1961553.0492,1852143.8046,1960703.121
KNC,KNCUSDT_PERP.A,2025-10-26,1761436800,1988951.627,2000011.4870000002,1933545.1362,1950566.4776
KNC,KNCUSDT_PERP.A,2025-10-27,1761523200,1955603.4471999998,1990177.265,1955603.4471999998,1989540.8456
KOMA,KOMAUSDT_PERP.A,2025-10-21,1761004800,2578045.0644,2582063.67408,2406292.38984,2428073.50224
KOMA,KOMAUSDT_PERP.A,2025-10-22,1761091200,2371366.9024,2406870.88,2339651.6872,2384168.684
KOMA,KOMAUSDT_PERP.A,2025-10-23,1761177600,2447391.95132,2521058.05881,2401483.92434,2425616.61716
KOMA,KOMAUSDT_PERP.A,2025-10-24,1761264000,2470559.22256,2505169.07732,2438486.14256,2442010.8336
KOMA,KOMAUSDT_PERP.A,2025-10-25,1761350400,2525771.0631,2611444.3839000002,2476689.2454,2539970.529
KOMA,KOMAUSDT_PERP.A,2025-10-26,1761436800,2541244.2878900003,2589977.25822,2424035.75051,2428202.6945
KOMA,KOMAUSDT_PERP.A,2025-10-27,1761523200,2438817.1814,2456447.46185,2421475.59653,2423918.41451
KSM,KSMUSDT_PERP.A,2025-10-21,1761004800,2998531.6975,3029639.9269999997,2909285.3659999995,2934603.5039999997
KSM,KSMUSDT_PERP.A,2025-10-22,1761091200,2940570.3880000003,3146624.576,2940570.3880000003,3101054.04
KSM,KSMUSDT_PERP.A,2025-10-23,1761177600,3145555.7630999996,3176819.6589,3065174.3214000002,3084537.9179999996
KSM,KSMUSDT_PERP.A,2025-10-24,1761264000,3067809.6994999996,3304499.7642,2988549.6928999997,3294267.7709
KSM,KSMUSDT_PERP.A,2025-10-25,1761350400,3275619.541,3374504.3169,3271874.2813,3307223.6654000003
KSM,KSMUSDT_PERP.A,2025-10-26,1761436800,3366420.3412,3385069.5274000005,3273720.1038000006,3306172.7600000002
KSM,KSMUSDT_PERP.A,2025-10-27,1761523200,3321246.4263,3344751.3825000003,3302717.2002000003,3331016.5977000003
L3,L3USDT.6,2025-10-21,1761004800,599803.4447999999,696798.774,554177.6352,589538.0231999999
L3,L3USDT.6,2025-10-22,1761091200,624369.6348,745980.2526,604795.0162,700599.0264
L3,L3USDT.6,2025-10-23,1761177600,707307.51,728521.41,704029.1525,713460.7050000001
L3,L3USDT.6,2025-10-24,1761264000,705222.8082000001,705293.28,672174.4104,686745.7734000001
L3,L3USDT.6,2025-10-25,1761350400,692475.8174,692657.5758,644077.8094,644212.1946
L3,L3USDT.6,2025-10-26,1761436800,647410.6002,689146.6498,642936.1392999999,671963.418
L3,L3USDT.6,2025-10-27,1761523200,678879.468,678890.7564,665252.8968,670046.5403999999
LA,LAUSDT_PERP.A,2025-10-21,1761004800,9337797.485,9393090.0275,8215314.005000001,8230813.882499999
LA,LAUSDT_PERP.A,2025-10-22,1761091200,7969830.5568,8104943.48412,7098721.880880001,7123171.867560001
LA,LAUSDT_PERP.A,2025-10-23,1761177600,7504132.04736,7823888.19936,7455271.788,7503574.567839999
LA,LAUSDT_PERP.A,2025-10-24,1761264000,8097222.3944999995,8515183.70824,7948718.46769,8461989.233409999
LA,LAUSDT_PERP.A,2025-10-25,1761350400,8161847.781419999,8683129.65391,7961490.889919999,7979687.666959999
LA,LAUSDT_PERP.A,2025-10-26,1761436800,7827626.257839999,7930253.7244299995,7534045.72427,7611567.3197
LA,LAUSDT_PERP.A,2025-10-27,1761523200,7221274.62,7527046.38,7209667.08,7525640.85
LAB,LABUSDT_PERP.A,2025-10-21,1761004800,3824000.20695,4104917.4544,3342986.76285,3475299.8973
LAB,LABUSDT_PERP.A,2025-10-22,1761091200,3585704.8970399997,4601073.92416,3521968.05296,3931135.75764
LAB,LABUSDT_PERP.A,2025-10-23,1761177600,4322327.68704,5305447.05504,3909135.80816,3951471.23536
LAB,LABUSDT_PERP.A,2025-10-24,1761264000,4236638.75174,5009302.421440001,4164662.40754,5002671.323580001
LAB,LABUSDT_PERP.A,2025-10-25,1761350400,5047305.95034,5356989.72369,4983332.42754,5349570.37119
LAB,LABUSDT_PERP.A,2025-10-26,1761436800,4665024.86703,4876552.49928,4481380.58577,4847056.1733
LAB,LABUSDT_PERP.A,2025-10-27,1761523200,4883535.1092,5070406.34232,4861749.54144,5055821.05776
LAUNCHCOIN,LAUNCHCOIN.H,2025-10-21,1761004800,16399160.191050002,16477306.522950001,16265681.286400001,16477306.522950001
LAUNCHCOIN,LAUNCHCOIN.H,2025-10-22,1761091200,16127655.456149999,16411065.31575,16077682.413449999,16208683.520399999
LAUNCHCOIN,LAUNCHCOIN.H,2025-10-23,1761177600,18429078.633392,18523881.590696,17537932.420628,17538963.104626
LAUNCHCOIN,LAUNCHCOIN.H,2025-10-24,1761264000,15579652.071214,15998422.22671,12368887.439524,12460407.305654
LAUNCHCOIN,LAUNCHCOIN.H,2025-10-25,1761350400,11533409.095821999,11630755.833416,11290610.486407999,11415594.08174
LAYER,LAYERUSDT_PERP.A,2025-10-21,1761004800,3294424.8882,3358089.53872,3250810.3640400004,3258452.63914
LAYER,LAYERUSDT_PERP.A,2025-10-22,1761091200,3143978.96587,3263410.8233499997,3123462.6969899996,3243137.8777799993
LAYER,LAYERUSDT_PERP.A,2025-10-23,1761177600,3375597.41568,3391818.8568,3333300.6177600003,3334827.29232
LAYER,LAYERUSDT_PERP.A,2025-10-24,1761264000,3384203.6023799996,3472807.78656,3367705.86522,3406095.9812399996
LAYER,LAYERUSDT_PERP.A,2025-10-25,1761350400,3438094.79526,3474917.1012300006,3386587.68531,3410679.03981
LAYER,LAYERUSDT_PERP.A,2025-10-26,1761436800,3505625.21442,3595062.9090600004,3484719.78414,3557080.25064
LAYER,LAYERUSDT_PERP.A,2025-10-27,1761523200,3553498.21365,3574598.50044,3515639.35383,3516553.28124
LDO,LDOUSDT_PERP.A,2025-10-21,1761004800,21219151.554500002,22212641.1545,19517271.473300003,19824004.1881
LDO,LDOUSDT_PERP.A,2025-10-22,1761091200,19006723.8732,19715847.9768,18958627.0872,19715575.332
LDO,LDOUSDT_PERP.A,2025-10-23,1761177600,20658161.5261,20764117.5256,19657170.9373,19724807.562400002
LDO,LDOUSDT_PERP.A,2025-10-24,1761264000,20163394.3186,20290619.6906,19291955.972400002,19688854.586600002
LDO,LDOUSDT_PERP.A,2025-10-25,1761350400,19686712.206,19934590.941800002,19335391.564400002,19362197.8572
LDO,LDOUSDT_PERP.A,2025-10-26,1761436800,20290727.3508,21098794.204800002,20259269.845200002,21092415.354000002
LDO,LDOUSDT_PERP.A,2025-10-27,1761523200,21133798.655500002,21253183.3972,21056606.439,21193108.243
LIGHT,LIGHTUSDT_PERP.A,2025-10-21,1761004800,20713216.748999998,33261567.7455,20233833.507,21345229.243499998
LIGHT,LIGHTUSDT_PERP.A,2025-10-22,1761091200,24156113.1224,24932753.876,21425569.1828,21464150.3704
LIGHT,LIGHTUSDT_PERP.A,2025-10-23,1761177600,26609224.2444,29704419.368399996,26382813.258199997,28592843.117999997
LIGHT,LIGHTUSDT_PERP.A,2025-10-24,1761264000,31106567.220000003,31397534.511600003,29917006.362000003,30126371.375400003
LIGHT,LIGHTUSDT_PERP.A,2025-10-25,1761350400,27899004.5936,29005848.636800002,27378140.2168,28655661.5944
LIGHT,LIGHTUSDT_PERP.A,2025-10-26,1761436800,27985672.8138,28578089.3255,27723802.2139,28235513.974200003
LIGHT,LIGHTUSDT_PERP.A,2025-10-27,1761523200,28376456.130599998,28621485.141,28365158.1924,28583665.3668
LINEA,LINEAUSDT_PERP.A,2025-10-21,1761004800,16035895.73523,17144178.600220002,15752137.04113,15899283.92318
LINEA,LINEAUSDT_PERP.A,2025-10-22,1761091200,15284983.678960001,15378182.26648,14596176.03944,14618532.60472
LINEA,LINEAUSDT_PERP.A,2025-10-23,1761177600,14970942.337100001,14974825.978500001,14090045.1531,14353026.86105
LINEA,LINEAUSDT_PERP.A,2025-10-24,1761264000,14377177.7296,14914701.567359999,14320971.860159999,14533651.86784
LINEA,LINEAUSDT_PERP.A,2025-10-25,1761350400,13941288.65536,14465316.892479999,13919297.12224,14350074.68224
LINEA,LINEAUSDT_PERP.A,2025-10-26,1761436800,14846351.24304,15406671.47992,14792091.62472,15406304.6996
LINEA,LINEAUSDT_PERP.A,2025-10-27,1761523200,15663727.73028,15819914.93586,15559618.74656,15719732.87164
LINK,LINKUSD_PERP.A,2025-10-21,1761004800,7193590.0,8697130.0,7155710.0,8695770.0
LINK,LINKUSD_PERP.A,2025-10-22,1761091200,8699000.0,8919370.0,8185160.0,8224160.0
LINK,LINKUSD_PERP.A,2025-10-23,1761177600,8222770.0,8284330.0,7606410.0,7752060.0
LINK,LINKUSD_PERP.A,2025-10-24,1761264000,7752040.0,8176940.0,7652890.0,7790840.0
LINK,LINKUSD_PERP.A,2025-10-25,1761350400,7791090.0,7827550.0,7565990.0,7662040.0
LINK,LINKUSD_PERP.A,2025-10-26,1761436800,7662040.0,8025980.0,7648590.0,7969470.0
LINK,LINKUSD_PERP.A,2025-10-27,1761523200,7969300.0,8182800.0,7911540.0,7978870.0
LISTA,LISTAUSDT_PERP.A,2025-10-21,1761004800,6720915.6819,6819428.4774,6615233.4024,6647215.2852
LISTA,LISTAUSDT_PERP.A,2025-10-22,1761091200,6339922.271199999,6658270.449599999,6336292.507999999,6636624.954399999
LISTA,LISTAUSDT_PERP.A,2025-10-23,1761177600,7030855.955700001,7574904.2034,7028191.6902,7387267.2372
LISTA,LISTAUSDT_PERP.A,2025-10-24,1761264000,7211924.4648,7660466.3916,7031525.8596,7226529.0966
LISTA,LISTAUSDT_PERP.A,2025-10-25,1761350400,7641857.7371,7641880.844799999,7366883.9097,7425349.091599999
LISTA,LISTAUSDT_PERP.A,2025-10-26,1761436800,7502445.988000001,7564290.601600001,7299220.124000001,7359422.000000001
LISTA,LISTAUSDT_PERP.A,2025-10-27,1761523200,7475975.584,7523824.0,7412676.04,7423282.02
LOT,LOTUSDT_PERP.0,2025-10-21,1761004800,582.12,595.98,582.12,594.594
LOT,LOTUSDT_PERP.0,2025-10-22,1761091200,638.6952,1531.9752,638.6952,638.6952
LOT,LOTUSDT_PERP.0,2025-10-23,1761177600,649.9350000000001,2552.775,512.07,668.115
LOT,LOTUSDT_PERP.0,2025-10-24,1761264000,688.0923,3686.9889000000003,672.4893000000001,702.135
LOT,LOTUSDT_PERP.0,2025-10-25,1761350400,670.5,670.5,132.61,132.61
LOT,LOTUSDT_PERP.0,2025-10-27,1761523200,133.2775,661.895,133.2775,661.895
LPT,LPTUSDT_PERP.A,2025-10-21,1761004800,5161850.8416,5544405.2961,5134349.7297,5452785.8154
LPT,LPTUSDT_PERP.A,2025-10-22,1761091200,5292766.802399999,5444190.9103999995,5042568.5948,5046294.127600001
LPT,LPTUSDT_PERP.A,2025-10-23,1761177600,5170452.3234,5230832.607,5088936.4344,5089126.1148
LPT,LPTUSDT_PERP.A,2025-10-24,1761264000,5344928.7502,5751975.788,5227840.627099999,5303204.645699999
LPT,LPTUSDT_PERP.A,2025-10-25,1761350400,5203500.0336,5284063.716,5077309.2047999995,5090039.5944
LPT,LPTUSDT_PERP.A,2025-10-26,1761436800,5241816.0515,5295978.52,5001642.877,5019082.88
LPT,LPTUSDT_PERP.A,2025-10-27,1761523200,5067204.4799999995,5140735.47,5042309.454,5062061.1015
LQTY,LQTYUSDT_PERP.A,2025-10-21,1761004800,2076332.5508,2262072.4728,2052494.4808000003,2257356.2108
LQTY,LQTYUSDT_PERP.A,2025-10-22,1761091200,2153413.2312000003,2194296.00301,2088979.32056,2095372.19173
LQTY,LQTYUSDT_PERP.A,2025-10-23,1761177600,2192526.9371700003,2338889.68945,2158719.03648,2212025.75122
LQTY,LQTYUSDT_PERP.A,2025-10-24,1761264000,2201454.03572,2273849.9211599994,2144454.94734,2258743.8792
LQTY,LQTYUSDT_PERP.A,2025-10-25,1761350400,2296056.9744,2323847.85948,2177516.9682,2196596.58624
LQTY,LQTYUSDT_PERP.A,2025-10-26,1761436800,2193690.13675,2319379.4337,2188887.55155,2290349.5100499997
LQTY,LQTYUSDT_PERP.A,2025-10-27,1761523200,2308117.5951799997,2374815.9986,2304826.07392,2363814.2401799997
LRC,LRCUSDT_PERP.A,2025-10-21,1761004800,2167795.7028,2419083.84328,2160684.58788,2413962.3092
LRC,LRCUSDT_PERP.A,2025-10-22,1761091200,2363769.9565999997,2396793.7094799997,2287269.4318199996,2359709.8954399996
LRC,LRCUSDT_PERP.A,2025-10-23,1761177600,2411620.6186200003,2431841.26849,2283987.2261900003,2425293.51775
LRC,LRCUSDT_PERP.A,2025-10-24,1761264000,2450693.16072,2512628.61024,2366237.7396,2371188.76512
LRC,LRCUSDT_PERP.A,2025-10-25,1761350400,2367057.77424,2406832.13376,2326949.1036,2400229.93608
LRC,LRCUSDT_PERP.A,2025-10-26,1761436800,2463761.3276400003,2475684.12472,2299251.2756600003,2301081.6973800003
LRC,LRCUSDT_PERP.A,2025-10-27,1761523200,2320317.1493699998,2404384.07858,2320317.1493699998,2397460.9456599997
LSK,LSKUSDT_PERP.A,2025-10-21,1761004800,1341227.3915,1341786.183,1317199.357,1321535.217
LSK,LSKUSDT_PERP.A,2025-10-22,1761091200,1288420.1814000001,1302168.2850000001,1272507.4175,1285683.8390000002
LSK,LSKUSDT_PERP.A,2025-10-23,1761177600,1304033.485,1321073.1741000002,1300796.496,1309040.6957
LSK,LSKUSDT_PERP.A,2025-10-24,1761264000,1325626.3826,1347353.1265999998,1325519.13,1343289.8284
LSK,LSKUSDT_PERP.A,2025-10-25,1761350400,1337065.1304,1353825.1152,1329127.8408,1344725.1132
LSK,LSKUSDT_PERP.A,2025-10-26,1761436800,1384903.5592,1419599.2216,1360675.0808,1408203.2188000001
LSK,LSKUSDT_PERP.A,2025-10-27,1761523200,1414010.755,1420034.9954,1376190.9006999999,1376190.9006999999
LTC,LTCUSD_PERP.A,2025-10-21,1761004800,11885470.0,12263090.0,11627870.0,11655100.0
LTC,LTCUSD_PERP.A,2025-10-22,1761091200,11646080.0,12200390.0,11611410.0,11745340.0
LTC,LTCUSD_PERP.A,2025-10-23,1761177600,11745340.0,11931160.0,11580520.0,11650100.0
LTC,LTCUSD_PERP.A,2025-10-24,1761264000,11650100.0,11732390.0,11172730.0,11184760.0
LTC,LTCUSD_PERP.A,2025-10-25,1761350400,11184760.0,11479320.0,11075890.0,11270640.0
LTC,LTCUSD_PERP.A,2025-10-26,1761436800,11270640.0,12001540.0,11252010.0,11995680.0
LTC,LTCUSD_PERP.A,2025-10-27,1761523200,11995570.0,12357850.0,11995560.0,12356930.0
LUMIA,LUMIAUSDT_PERP.A,2025-10-21,1761004800,1265068.5561,1338186.54924,1256371.7243400002,1337136.2432000001
LUMIA,LUMIAUSDT_PERP.A,2025-10-22,1761091200,1317444.8960000002,1357549.0193,1302482.6576,1349991.2152000002
LUMIA,LUMIAUSDT_PERP.A,2025-10-23,1761177600,1332695.95408,1342026.70531,1235079.58758,1235079.58758
LUMIA,LUMIAUSDT_PERP.A,2025-10-24,1761264000,1265364.49186,1283642.88591,1253317.6375300002,1263699.1367000001
LUMIA,LUMIAUSDT_PERP.A,2025-10-25,1761350400,1250359.5962,1272442.9633199999,1231693.3714800002,1239620.06204
LUMIA,LUMIAUSDT_PERP.A,2025-10-26,1761436800,1275768.2999800001,1304623.0861499999,1268031.5237899998,1289879.3861
LUMIA,LUMIAUSDT_PERP.A,2025-10-27,1761523200,1288096.5535,1337116.1699499998,1278132.9316999998,1332138.6796
LUNA,LUNAUSDT_PERP.3,2025-10-21,1761004800,1184678.8698,1624547.4048,1135520.49914,1231129.20527
LUNA,LUNAUSDT_PERP.3,2025-10-22,1761091200,1214121.5718,1214121.5718,1022307.2141999999,1086155.3573999999
LUNA,LUNAUSDT_PERP.3,2025-10-23,1761177600,1102690.9104,1185101.01466,1102189.39661,1171407.03715
LUNA,LUNAUSDT_PERP.3,2025-10-24,1761264000,1186272.30925,1214540.6346,1144529.17785,1155394.7114
LUNA,LUNAUSDT_PERP.3,2025-10-25,1761350400,1151028.22716,1173286.00116,1128242.65743,1163092.9023
LUNA,LUNAUSDT_PERP.3,2025-10-26,1761436800,1183296.3729,1218938.3763000001,1157136.68736,1200689.55642
LUNA,LUNAUSDT_PERP.3,2025-10-27,1761523200,1207169.5805199998,1215295.1708199999,1196929.21582,1200436.2167
LUNA2,LUNA2USDT_PERP.A,2025-10-21,1761004800,1726423.5775,2356006.7693999996,1641660.7709,1955725.9142999998
LUNA2,LUNA2USDT_PERP.A,2025-10-22,1761091200,1930070.5794,1974659.2619999999,1783297.0337999999,1795590.6894
LUNA2,LUNA2USDT_PERP.A,2025-10-23,1761177600,1824580.3032,1861310.6781,1767949.0167,1779360.0762
LUNA2,LUNA2USDT_PERP.A,2025-10-24,1761264000,1802654.8203999999,1827614.1834,1743040.8699999999,1794519.6002
LUNA2,LUNA2USDT_PERP.A,2025-10-25,1761350400,1787377.3194,1894143.9264,1781835.8586,1868241.1242
LUNA2,LUNA2USDT_PERP.A,2025-10-26,1761436800,1898073.3178,1898800.9842,1812188.0172000001,1856450.0464
