date,symbol,high,rolling_200d_high,days_since_200d_high
2025-10-07,UBTC/USDC,125123.0,126400.0,1
2025-10-07,BTC/USDC:USDC,125167.0,126297.0,1
2025-10-07,ASTER/USDC:USDC,2.1175,2.4363,13
2025-10-07,HYPE/USDC:USDC,47.839,59.472,19
2025-10-07,SOL/USDC:USDC,233.98,253.6,19
2025-10-07,HYPE/USDC,47.775,59.406,19
