date,symbol,open,high,low,close,volume
2025-06-30,BTC/USDC:USDC,108322.0,108742.0,106700.0,107140.0,23127.27754
2025-06-30,DOGE/USDC:USDC,0.16942,0.1698,0.16205,0.16506,205569992.0
2025-06-30,ETH/USDC:USDC,2500.4,2523.6,2434.3,2485.1,514731.9448
2025-06-30,HYPE/USDC,39.76,41.212,39.204,39.571,4427563.74
2025-06-30,HYPE/USDC:USDC,39.791,41.25,39.147,39.569,13624619.11
2025-06-30,SOL/USDC:USDC,153.37,159.94,149.45,154.79,5401431.54
2025-06-30,UBTC/USDC,108417.0,108851.0,106751.0,107167.0,238.92588
2025-06-30,XRP/USDC:USDC,2.206,2.3265,2.1649,2.2362,81654159.0
2025-07-01,BTC/USDC:USDC,107141.0,107510.0,105197.0,105620.0,27160.49446
2025-07-01,DOGE/USDC:USDC,0.16514,0.1662,0.15669,0.15768,141523705.0
2025-07-01,ETH/USDC:USDC,2485.1,2499.9,2384.3,2403.6,526935.2304
2025-07-01,HYPE/USDC,39.572,39.811,36.743,36.882,4052723.95
2025-07-01,HYPE/USDC:USDC,39.57,39.811,36.855,36.918,12745173.9
2025-07-01,SOL/USDC:USDC,154.79,155.58,144.76,146.8,4453369.36
2025-07-01,UBTC/USDC,107166.0,107564.0,105246.0,105676.0,344.50325
2025-07-01,XRP/USDC:USDC,2.236,2.2529,2.143,2.1706,58685322.0
2025-07-02,BTC/USDC:USDC,105621.0,109721.0,105005.0,108808.0,38772.85193
2025-07-02,DOGE/USDC:USDC,0.15768,0.17248,0.15646,0.16862,165909056.0
2025-07-02,ETH/USDC:USDC,2403.5,2616.4,2373.0,2569.7,868832.2624
2025-07-02,HYPE/USDC,36.881,40.414,36.808,39.906,4268221.76
2025-07-02,HYPE/USDC:USDC,36.918,40.4,36.851,39.884,15908227.56
2025-07-02,SOL/USDC:USDC,146.79,154.36,145.76,152.2,4244689.94
2025-07-02,UBTC/USDC,105676.0,109750.0,105101.0,108902.0,425.41001
2025-07-02,XRP/USDC:USDC,2.1706,2.29,2.1562,2.2342,92785150.0
2025-07-03,BTC/USDC:USDC,108809.0,110495.0,108490.0,109551.0,25890.66835
2025-07-03,DOGE/USDC:USDC,0.16867,0.1754,0.16743,0.17193,160388638.0
2025-07-03,ETH/USDC:USDC,2569.8,2635.5,2556.1,2589.9,545417.104
2025-07-03,HYPE/USDC,39.905,41.222,39.635,40.254,3186232.11
2025-07-03,HYPE/USDC:USDC,39.888,41.248,39.545,40.264,11062656.69
2025-07-03,SOL/USDC:USDC,152.2,156.24,149.79,152.28,2996932.88
2025-07-03,UBTC/USDC,108902.0,110572.0,108600.0,109642.0,302.58619
2025-07-03,XRP/USDC:USDC,2.2341,2.3137,2.2258,2.257,79589533.0
2025-07-04,BTC/USDC:USDC,109551.0,109723.0,107263.0,107993.0,23571.3728
2025-07-04,DOGE/USDC:USDC,0.17194,0.17284,0.16125,0.16278,107201505.0
2025-07-04,ETH/USDC:USDC,2589.9,2601.8,2474.4,2508.0,617358.772
2025-07-04,HYPE/USDC,40.252,40.455,37.561,39.005,3379117.45
2025-07-04,HYPE/USDC:USDC,40.275,40.47,37.55,38.993,10652067.9
2025-07-04,SOL/USDC:USDC,152.27,153.84,145.11,147.64,3584818.92
2025-07-04,UBTC/USDC,109641.0,109782.0,107293.0,108031.0,321.13097
2025-07-04,XRP/USDC:USDC,2.2569,2.2681,2.1954,2.2206,29826516.0
2025-07-05,BTC/USDC:USDC,107993.0,108419.0,107744.0,108191.0,7907.97861
2025-07-05,DOGE/USDC:USDC,0.16279,0.16494,0.16194,0.16413,24747311.0
2025-07-05,ETH/USDC:USDC,2508.1,2529.8,2487.4,2516.4,260237.3905
2025-07-05,HYPE/USDC,39.005,39.666,38.203,39.141,1973049.6
2025-07-05,HYPE/USDC:USDC,38.994,39.66,38.281,39.168,7529822.67
2025-07-05,SOL/USDC:USDC,147.65,148.61,145.83,147.51,1072343.4
2025-07-05,UBTC/USDC,108030.0,108435.0,107788.0,108201.0,174.04924
2025-07-05,XRP/USDC:USDC,2.2206,2.2335,2.2013,2.2177,16774514.0
2025-07-06,BTC/USDC:USDC,108191.0,109763.0,107777.0,109203.0,16586.17536
2025-07-06,DOGE/USDC:USDC,0.16414,0.175,0.16301,0.17194,115735220.0
2025-07-06,ETH/USDC:USDC,2516.5,2604.9,2503.5,2570.3,420527.5928
2025-07-06,HYPE/USDC,39.141,40.049,38.656,39.851,1753104.07
2025-07-06,HYPE/USDC:USDC,39.168,40.055,38.637,39.851,8364287.88
2025-07-06,SOL/USDC:USDC,147.51,153.83,146.67,151.84,2240128.51
2025-07-06,UBTC/USDC,108200.0,109781.0,107830.0,109279.0,213.80391
2025-07-06,XRP/USDC:USDC,2.2177,2.291,2.2086,2.2724,39668763.0
2025-07-07,BTC/USDC:USDC,109204.0,109759.0,107528.0,108284.0,21154.84181
2025-07-07,DOGE/USDC:USDC,0.17192,0.17711,0.16568,0.16794,105983399.0
2025-07-07,ETH/USDC:USDC,2570.4,2591.4,2516.1,2542.7,500430.8815
2025-07-07,HYPE/USDC,39.852,40.163,38.0,38.557,2900268.09
2025-07-07,HYPE/USDC:USDC,39.852,40.186,38.218,38.557,9089861.87
2025-07-07,SOL/USDC:USDC,151.84,153.52,147.63,148.84,2354741.92
2025-07-07,UBTC/USDC,109271.0,109740.0,107566.0,108275.0,282.20404
2025-07-07,XRP/USDC:USDC,2.2724,2.3564,2.2571,2.2714,76002069.0
2025-07-08,BTC/USDC:USDC,108283.0,109248.0,107445.0,108930.0,21390.8352
2025-07-08,DOGE/USDC:USDC,0.16794,0.17198,0.16593,0.17086,106687885.0
2025-07-08,ETH/USDC:USDC,2542.6,2627.8,2524.2,2615.7,498372.6297
2025-07-08,HYPE/USDC,38.555,39.119,36.964,38.834,4101661.75
2025-07-08,HYPE/USDC:USDC,38.557,39.103,37.0,38.83,13358323.57
2025-07-08,SOL/USDC:USDC,148.84,152.83,147.77,151.62,2311070.74
2025-07-08,UBTC/USDC,108272.0,109217.0,107450.0,108938.0,225.65732
2025-07-08,XRP/USDC:USDC,2.2715,2.3238,2.2484,2.3113,61578282.0
2025-07-09,BTC/USDC:USDC,108929.0,112068.0,108336.0,111225.0,36165.13668
2025-07-09,DOGE/USDC:USDC,0.17092,0.18659,0.16989,0.18062,192563293.0
2025-07-09,ETH/USDC:USDC,2615.8,2800.0,2590.3,2770.0,856273.7424
2025-07-09,HYPE/USDC,38.834,41.047,38.771,40.689,3742174.74
2025-07-09,HYPE/USDC:USDC,38.83,41.068,38.738,40.68,13399170.38
2025-07-09,SOL/USDC:USDC,151.63,157.88,150.43,156.97,3208948.15
2025-07-09,UBTC/USDC,108941.0,112103.0,108381.0,111310.0,400.73447
2025-07-09,XRP/USDC:USDC,2.3118,2.4298,2.2989,2.4048,101714941.0
2025-07-10,BTC/USDC:USDC,111225.0,117863.0,110526.0,116058.0,42176.51112
2025-07-10,DOGE/USDC:USDC,0.18063,0.19661,0.1788,0.19522,213512878.0
2025-07-10,ETH/USDC:USDC,2770.0,3001.0,2756.8,2953.0,1116835.3608
2025-07-10,HYPE/USDC,40.689,44.0,40.527,43.788,4554450.86
2025-07-10,HYPE/USDC:USDC,40.68,44.08,40.522,43.821,14615996.69
2025-07-10,SOL/USDC:USDC,156.97,165.4,155.6,164.35,3820135.11
2025-07-10,UBTC/USDC,111309.0,117000.0,110611.0,115961.0,517.36006
2025-07-10,XRP/USDC:USDC,2.4048,2.5709,2.3955,2.55,109818916.0
2025-07-11,BTC/USDC:USDC,116058.0,118970.0,115240.0,117603.0,37160.48646
2025-07-11,DOGE/USDC:USDC,0.19522,0.21391,0.19106,0.20126,675226995.0
2025-07-11,ETH/USDC:USDC,2953.1,3042.7,2916.5,2960.6,1133579.3142
2025-07-11,HYPE/USDC,43.786,46.848,43.116,46.301,6195188.03
2025-07-11,HYPE/USDC:USDC,43.823,46.989,43.408,46.392,19495603.84
2025-07-11,SOL/USDC:USDC,164.35,168.18,159.69,163.05,4880243.25
2025-07-11,UBTC/USDC,115961.0,118843.0,115244.0,117923.0,607.35851
2025-07-11,XRP/USDC:USDC,2.5499,2.9834,2.5132,2.7353,392533229.0
2025-07-12,BTC/USDC:USDC,117602.0,118332.0,116964.0,117487.0,12047.37724
2025-07-12,DOGE/USDC:USDC,0.20125,0.20674,0.19204,0.19751,294963292.0
2025-07-12,ETH/USDC:USDC,2960.7,2981.5,2904.7,2944.1,403064.53
2025-07-12,HYPE/USDC,46.3,47.333,45.091,47.099,3844548.22
2025-07-12,HYPE/USDC:USDC,46.39,47.4,45.088,47.1,12106916.74
2025-07-12,SOL/USDC:USDC,163.04,164.02,157.87,160.83,2620828.25
2025-07-12,UBTC/USDC,117923.0,118257.0,116962.0,117417.0,321.56622
2025-07-12,XRP/USDC:USDC,2.7347,2.8512,2.6657,2.7413,108289193.0
2025-07-13,BTC/USDC:USDC,117488.0,119604.0,117264.0,119133.0,20576.14872
