symbol,name,cmc_rank,market_cap,price,volume_24h,percent_change_24h,percent_change_7d,market_cap_dominance,timestamp,trading_symbol
LTC,Litecoin,19,7832170906.832491,102.38707984461742,1590417278.1945403,16.96179627,6.93533732,0.2255,2025-11-08T01:49:13.016581,LTC/USDC:USDC
AVAX,Avalanche,20,7671357107.703622,17.96303710243261,840376229.6717942,11.55204807,-1.70937441,0.2209,2025-11-08T01:49:13.016584,AVAX/USDC:USDC
HBAR,Hedera,21,7549942465.880093,0.17774930187106702,399419134.4881745,9.07418574,-11.05835597,0.2174,2025-11-08T01:49:13.016585,HBAR/USDC:USDC
XMR,Monero,22,6773840715.199539,367.21064097450517,197367861.9713941,1.33356498,9.54791772,0.195,2025-11-08T01:49:13.016586,XMR/USDC:USDC
SHIB,Shiba Inu,23,5984402575.301394,1.0156044577379435e-05,279551967.11517185,12.04002591,1.13460836,0.1723,2025-11-08T01:49:13.016587,SHIB/USDC:USDC
DOT,Polkadot,24,5449731308.537581,3.335307931271308,754999976.3454479,20.93381152,15.55600356,0.1569,2025-11-08T01:49:13.016589,DOT/USDC:USDC
DAI,Dai,25,5364697568.633181,0.9998723047227644,138277041.6756037,-0.02537422,0.00152804,0.1545,2025-11-08T01:49:13.016590,DAI/USDC:USDC
TON,Toncoin,26,5275572456.9321575,2.1215799058565614,186852913.7101214,8.18272148,-7.31261818,0.1519,2025-11-08T01:49:13.016591,TON/USDC:USDC
CRO,Cronos,27,4696879817.070588,0.13008642891849911,59380950.51013609,5.9685365,-10.87507477,0.1352,2025-11-08T01:49:13.016592,CRO/USDC:USDC
ICP,Internet Computer,28,4307740793.0940275,7.983665629548046,1441985451.0461478,22.82627648,169.42063531,0.124,2025-11-08T01:49:13.016593,ICP/USDC:USDC
MNT,Mantle,29,4118703160.193921,1.2661463245671998,195239832.10796613,3.97881501,-12.76364154,0.1186,2025-11-08T01:49:13.016594,MNT/USDC:USDC
TAO,Bittensor,30,4039122985.652905,393.643256672513,644937306.6333513,2.48559525,-19.92157649,0.1163,2025-11-08T01:49:13.016595,TAO/USDC:USDC
UNI,Uniswap,31,3713908400.475606,5.892001477334246,355153209.2658495,11.89061864,2.27421646,0.1069,2025-11-08T01:49:13.016597,UNI/USDC:USDC
NEAR,NEAR Protocol,32,3449774664.821171,2.696412544661162,1574948365.7483664,28.71314818,27.91041068,0.0993,2025-11-08T01:49:13.016599,NEAR/USDC:USDC
AAVE,Aave,33,3182261187.038854,208.50146918239992,437692257.9270885,6.05456899,-8.18596685,0.0916,2025-11-08T01:49:13.016600,AAVE/USDC:USDC
WLFI,World Liberty Financial,34,3066627139.0962152,0.12479486191247761,170061125.86629757,8.66022287,-10.41430325,0.0883,2025-11-08T01:49:13.016602,WLFI/USDC:USDC
USD1,World Liberty Financial USD,35,2851134729.7953944,0.9990486360749936,472460349.82760864,-0.00929453,-0.02982029,0.0821,2025-11-08T01:49:13.016603,USD1/USDC:USDC
BGB,Bitget Token,36,2848572617.8380156,4.083113781284442,74432228.4571045,1.30290433,-9.34964737,0.082,2025-11-08T01:49:13.016604,BGB/USDC:USDC
PYUSD,PayPal USD,37,2803491375.5210915,0.9995978505143537,146910927.7407377,0.00445714,0.02894532,0.0807,2025-11-08T01:49:13.016605,PYUSD/USDC:USDC
ETC,Ethereum Classic,38,2755228072.422142,17.86369440172083,629702311.1665137,18.19723572,11.81178744,0.0793,2025-11-08T01:49:13.016606,ETC/USDC:USDC
M,MemeCore,39,2641567846.9700856,2.5411882040052527,25207846.73892087,4.09582384,1.71422715,0.0761,2025-11-08T01:49:13.016609,M/USDC:USDC
PEPE,Pepe,41,2616245588.00927,6.218940816415769e-06,592120304.5728881,11.70997519,-5.54766787,0.0753,2025-11-08T01:49:13.016610,PEPE/USDC:USDC
OKB,OKB,40,2616773657.269576,124.60826939378933,98920310.66679806,5.93880398,-13.05454696,0.0753,2025-11-08T01:49:13.016611,OKB/USDC:USDC
ENA,Ethena,42,2452225643.9277716,0.33033559505657206,345876410.1186292,7.29151971,-15.14107407,0.0706,2025-11-08T01:49:13.016613,ENA/USDC:USDC
APT,Aptos,43,2278259747.2487073,3.1622640104986703,370228769.6645707,12.00269012,-3.41026359,0.0656,2025-11-08T01:49:13.016614,APT/USDC:USDC
ASTER,Aster,44,2246066774.6972127,1.1131817290465444,837143693.8708749,10.99114756,12.21563532,0.0647,2025-11-08T01:49:13.016615,ASTER/USDC:USDC
FIL,Filecoin,45,2243954456.6318774,3.173638940249249,3487174941.153525,48.50538882,106.51304682,0.0646,2025-11-08T01:49:13.016616,FIL/USDC:USDC
ONDO,Ondo,46,2128711797.1598108,0.6738332828555678,142466120.61294776,13.15747161,-1.48935017,0.0613,2025-11-08T01:49:13.016617,ONDO/USDC:USDC
POL,Polygon (prev. MATIC),47,1939102296.404148,0.18407016135487161,157191607.323221,11.39858692,-0.27849184,0.0558,2025-11-08T01:49:13.016618,POL/USDC:USDC
WLD,Worldcoin,48,1890170366.9819438,0.8324930509542604,330868899.3049817,17.32878302,3.94103057,0.0544,2025-11-08T01:49:13.016619,WLD/USDC:USDC
PI,Pi,49,1874660080.3161252,0.22574234211296945,39218159.26618967,3.92542358,-10.01874103,0.054,2025-11-08T01:49:13.016621,PI/USDC:USDC
ARB,Arbitrum,50,1666200722.540196,0.30241268467546367,311930024.5924423,13.60253318,1.947016,0.048,2025-11-08T01:49:13.016622,ARB/USDC:USDC
KCS,KuCoin Token,51,1651614036.3515406,12.731277203175454,12413495.56104615,4.39664619,-4.45998002,0.0476,2025-11-08T01:49:13.016623,KCS/USDC:USDC
ALGO,Algorand,52,1602563293.9624977,0.18228482718387168,104272837.05287501,14.35359459,3.18169785,0.0461,2025-11-08T01:49:13.016624,ALGO/USDC:USDC
