Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,1947252730094.6882,98314.95944364,19806271.0,20525254824.64,-0.34504856,0.08014391,5.11570546,20250105
2,Ethereum,ETH,437815296057.8424,3634.10366303,120474080.1731639,12830306907.97,-0.26225111,-0.64529565,8.49646781,20250105
3,XRP,XRP,137768877225.6657,2.39972709,57410227039.0,4125625773.45,-0.03370693,-0.82114496,14.64501566,20250105
4,Tether USDt,USDT,137251157315.39737,0.99985435,137271150956.46239,64028140855.09,0.01327942,-0.01286487,0.17099992,20250105
5,Solana,SOL,103068854420.12567,213.3936292,482998741.84592783,2403765298.79,-0.32819033,-1.49074685,12.46380972,20250105
6,BNB,BNB,102137951637.67424,709.25828002,144006710.27,1411808758.78,0.11389918,-0.6420093,2.234759,20250105
7,Dogecoin,DOGE,56429516618.4526,0.38256338,147503706383.7052,2594267525.17,-0.18223011,-3.0862403,21.71152429,20250105
8,USDC,USDC,45614641260.99569,1.00006225,45611801902.71365,3837973654.76,0.01151987,-0.01464317,0.00859386,20250105
9,Cardano,ADA,38436618849.44085,1.09346678,35151153812.59065,1241263862.09,0.03657759,2.05959974,27.34861432,20250105
10,TRON,TRX,22637910683.26494,0.26264567,86191829446.63625,573935339.05,-0.02409378,-2.69622857,2.08307302,20250105
11,Avalanche,AVAX,17671334468.4254,43.07923455,410205396.0241915,394208894.71,0.08036986,0.93288956,20.24350349,20250105
12,Sui,SUI,15769236666.250328,5.23969873,3009569341.533888,1301513431.18,-0.29157385,-1.08878313,27.8249384,20250105
13,Chainlink,LINK,15081641043.558287,23.63523232,638099970.4527867,503863576.16,0.37569085,0.09262483,12.87776189,20250105
14,Toncoin,TON,14540299012.198519,5.72568468,2539486511.6936064,133098202.04,0.49436361,-0.00935024,1.73965535,20250105
15,Shiba Inu,SHIB,14102304945.316845,2.393e-05,589255325935474.1,386456257.53,0.01581878,-1.57335128,12.20879735,20250105
16,Stellar,XLM,13373293388.155737,0.44069031,30346238889.84599,554743054.93,0.02152619,-2.22577526,30.42108819,20250105
17,Polkadot,DOT,11794642489.854214,7.67911483,1535937767.897647,233645714.92,0.01697568,-0.06854141,11.90477022,20250105
18,Hedera,HBAR,11525246861.913204,0.30129661,38252162538.63973,512694156.84,-0.26002868,-1.46809399,8.01587199,20250105
19,Bitcoin Cash,BCH,9329609963.767485,470.91133235,19811818.75,256046098.7,-0.13876821,-1.68411826,7.39007963,20250105
20,Uniswap,UNI,9099651024.14458,15.1538843,600483073.71,247754591.99,-0.51864293,-0.8724552,16.55744093,20250105
21,Litecoin,LTC,8704652778.644054,115.46582992,75387262.05410936,481946518.94,-0.3802731,3.86644448,17.49251096,20250105
22,Pepe,PEPE,8714215845.94732,2.071e-05,420689899999994.8,909046036.13,-0.14873216,-1.97686658,15.85519803,20250105
23,UNUS SED LEO,LEO,8367743347.026771,9.05222753,924384999.9,585084.37,-0.49715204,-0.99359133,0.23800143,20250105
24,Hyperliquid,HYPE,8149207709.923568,24.40407309,333928180.0,99607196.17,0.51979695,-2.14885419,-11.41183046,20250105
25,Bitget Token,BGB,7211286590.914099,6.00940549,1200000000.0,113832531.66,0.1410857,-0.04763761,-4.84389811,20250105
26,NEAR Protocol,NEAR,6899097001.770658,5.90398598,1168549015.0,242992219.18,-1.00549708,1.9274241,15.1723943,20250105
27,Ethena USDe,USDe,5826590299.83309,0.99893715,5832789707.585672,92282926.09,0.02543483,0.00600732,0.17195102,20250105
28,Internet Computer,ICP,5799302768.3620405,12.1150699,478685044.15897876,174245223.11,-0.73138726,-1.51809021,19.41968617,20250105
