date,base,market_cap,symbol
2021-04-09,FIL,7670632218.681001,FIL
2021-04-10,FIL,7777937483.275001,FIL
2021-04-11,FIL,7972097237.6295,FIL
2021-04-12,FIL,7484225657.576,FIL
2021-04-13,FIL,7319228431.712001,FIL
2021-04-14,FIL,7496428354.4845,FIL
2021-04-15,FIL,7621594051.6015,FIL
2021-04-16,FIL,8169953022.578501,FIL
2021-04-17,FIL,8068399120.4295,FIL
2021-04-18,FIL,6983036775.489,FIL
2021-04-19,FIL,6904421446.812501,FIL
2021-04-20,FIL,6866373286.265499,FIL
2021-04-21,FIL,6576268322.750999,FIL
2021-04-22,FIL,6504911302.6485,FIL
2021-04-23,FIL,6185411972.7775,FIL
2021-04-24,FIL,5960462366.45,FIL
2021-04-25,FIL,5979548864.6105,FIL
2021-04-26,FIL,6884287219.8345,FIL
2021-04-27,FIL,6798551793.6195,FIL
2021-04-28,FIL,6733757568.493001,FIL
2021-04-29,FIL,6680506194.041,FIL
2021-04-30,FIL,7316762925.1755,FIL
2021-05-01,FIL,7330735615.0225,FIL
2021-05-02,FIL,7248865639.381,FIL
2021-05-03,FIL,7149532030.641,FIL
2021-05-04,FIL,6279297391.666499,FIL
2021-05-05,FIL,6805154714.38,FIL
2021-05-06,FIL,6853011400.026999,FIL
2021-05-07,FIL,6708411447.9505005,FIL
2021-05-08,FIL,6615252751.603,FIL
2021-05-09,FIL,6538719505.3,FIL
2021-05-10,FIL,6056768707.6705,FIL
2021-05-11,FIL,6380374242.822,FIL
2021-05-12,FIL,5666746082.3305,FIL
2021-05-13,FIL,5248746868.353001,FIL
2021-05-14,FIL,5383649755.842,FIL
2021-05-15,FIL,4926768656.684,FIL
2021-05-16,FIL,4808228172.43,FIL
2021-05-17,FIL,4436694616.9035,FIL
2021-05-18,FIL,4466891498.95,FIL
2021-05-19,FIL,2928103330.739,FIL
2021-05-20,FIL,3961337823.1935,FIL
2021-05-21,FIL,3438173386.462,FIL
2021-05-22,FIL,3219871285.1,FIL
2021-05-23,FIL,2893929537.6065,FIL
2021-05-24,FIL,3334002391.4795,FIL
2021-05-25,FIL,3226046197.4925003,FIL
2021-05-26,FIL,3328451657.957,FIL
2021-05-27,FIL,3185982830.8795004,FIL
2021-05-28,FIL,2978670736.05,FIL
2021-05-29,FIL,3042961159.66,FIL
2021-05-30,FIL,3044022263.7390003,FIL
2021-05-31,FIL,3236362982.5295,FIL
2021-06-01,FIL,3083002234.1705,FIL
2021-06-02,FIL,3123399982.321,FIL
2021-06-03,FIL,3989095949.2265,FIL
2021-06-04,FIL,3921042618.7145,FIL
2021-06-05,FIL,3929651828.7,FIL
2021-06-06,FIL,3878861502.364,FIL
2021-06-07,FIL,3657451881.9135,FIL
2021-06-08,FIL,3390365743.4405,FIL
2021-06-09,FIL,3467759464.9,FIL
2021-06-10,FIL,3270666069.8565,FIL
2021-06-11,FIL,3156780176.6045003,FIL
2021-06-12,FIL,3107492337.977,FIL
2021-06-13,FIL,3266238858.3,FIL
2021-06-14,FIL,3340244180.1795,FIL
2021-06-15,FIL,3235578300.5215,FIL
2021-06-16,FIL,3104968871.9739995,FIL
2021-06-17,FIL,3071851724.5000005,FIL
2021-06-18,FIL,2929815364.2110004,FIL
2021-06-19,FIL,2885208867.1085,FIL
2021-06-20,FIL,2815541588.3755,FIL
2021-06-21,FIL,2056531165.6145,FIL
2021-06-22,FIL,2202682648.025,FIL
2021-06-23,FIL,2619972973.143,FIL
2021-06-24,FIL,2547764394.725,FIL
2021-06-25,FIL,2318944879.4035,FIL
2021-06-26,FIL,2364813109.5075,FIL
2021-06-27,FIL,2505146353.1655,FIL
2021-06-28,FIL,2515507722.4075003,FIL
2021-06-29,FIL,2876706659.215,FIL
2021-06-30,FIL,2692301928.9145,FIL
2021-07-01,FIL,2528098301.8995,FIL
2021-07-02,FIL,2548959251.419,FIL
2021-07-03,FIL,2625982923.977,FIL
2021-07-04,FIL,2615483343.6995,FIL
2021-07-05,FIL,2500741433.7115,FIL
2021-07-06,FIL,2540408000.9,FIL
2021-07-07,FIL,2515663767.125,FIL
2021-07-08,FIL,2399263324.711,FIL
2021-07-09,FIL,2462590729.493,FIL
2021-07-10,FIL,2419031961.208,FIL
2021-07-11,FIL,2456357857.634,FIL
2021-07-12,FIL,2339484822.647,FIL
2021-07-13,FIL,2272595139.8855,FIL
2021-07-14,FIL,2218688377.6200004,FIL
2021-07-15,FIL,2109844957.9535,FIL
2021-07-16,FIL,2042580767.87,FIL
2021-07-17,FIL,2033806596.326,FIL
2021-07-18,FIL,2087508271.2485,FIL
2021-07-19,FIL,1992673208.793,FIL
2021-07-20,FIL,1839352586.2185,FIL
2021-07-21,FIL,2059959690.979,FIL
2021-07-22,FIL,2038791110.445,FIL
2021-07-23,FIL,2113126355.4415,FIL
2021-07-24,FIL,2211456819.569,FIL
2021-07-25,FIL,2187434849.915,FIL
2021-07-26,FIL,2186596666.861,FIL
2021-07-27,FIL,2208260132.0705,FIL
2021-07-28,FIL,2209958790.281,FIL
2021-07-29,FIL,2204827148.2855,FIL
2021-07-30,FIL,2286737249.7115,FIL
2021-07-31,FIL,2320612328.6705,FIL
2021-08-01,FIL,2403159984.228,FIL
2021-08-02,FIL,2427725881.183,FIL
2021-08-03,FIL,2418670829.1475,FIL
2021-08-04,FIL,2517308924.2895,FIL
2021-08-05,FIL,2581010836.3935003,FIL
2021-08-06,FIL,2862305961.0,FIL
2021-08-07,FIL,3089110270.2555,FIL
2021-08-08,FIL,2877308545.9825,FIL
2021-08-09,FIL,3014338100.05,FIL
2021-08-10,FIL,2975166417.537,FIL
2021-08-11,FIL,3201368840.025,FIL
2021-08-12,FIL,3050874856.0475,FIL
2021-08-13,FIL,3321706067.7404995,FIL
2021-08-14,FIL,3234722283.7855,FIL
2021-08-15,FIL,3264477782.2025,FIL
2021-08-16,FIL,3266238858.3,FIL
2021-08-17,FIL,3093136223.9669995,FIL
2021-08-18,FIL,3006460071.0265,FIL
2021-08-19,FIL,3145758961.1285,FIL
2021-08-20,FIL,3259386265.9915004,FIL
2021-08-21,FIL,3497867178.5364995,FIL
2021-08-22,FIL,3441584078.1445,FIL
2021-08-23,FIL,3555590348.75,FIL
2021-08-24,FIL,3314305089.7105,FIL
2021-08-25,FIL,3411846413.4095,FIL
2021-08-26,FIL,3224985093.4135,FIL
2021-08-27,FIL,3355661398.2685,FIL
2021-08-28,FIL,3299168752.113,FIL
2021-08-29,FIL,3287848822.4634995,FIL
2021-08-30,FIL,3173650839.7765,FIL
2021-08-31,FIL,3387298350.1365004,FIL
2021-09-01,FIL,3507096108.9715,FIL
2021-09-02,FIL,3450335957.586,FIL
2021-09-03,FIL,3463430338.5945,FIL
2021-09-04,FIL,4239418426.6195,FIL
2021-09-05,FIL,5066098755.7295,FIL
2021-09-06,FIL,4739488245.160999,FIL
2021-09-07,FIL,3761600584.7935,FIL
2021-09-08,FIL,3942871045.4825,FIL
2021-09-09,FIL,3950280940.3535,FIL
2021-09-10,FIL,3676694424.7915,FIL
2021-09-11,FIL,3639225858.9095,FIL
2021-09-12,FIL,3728786609.9135,FIL
2021-09-13,FIL,3476484593.8185,FIL
2021-09-14,FIL,3602145175.611,FIL
2021-09-15,FIL,3847474222.044,FIL
2021-09-16,FIL,3777811401.7315,FIL
2021-09-17,FIL,3825373831.6255,FIL
2021-09-18,FIL,3758301353.6235,FIL
2021-09-19,FIL,3725202039.8315,FIL
2021-09-20,FIL,3317127269.887,FIL
2021-09-21,FIL,3098999046.9245,FIL
2021-09-22,FIL,3322713670.7735004,FIL
2021-09-23,FIL,3328754830.551,FIL
2021-09-24,FIL,2824895354.5845,FIL
2021-09-25,FIL,2695873123.735,FIL
2021-09-26,FIL,2489845054.0095,FIL
2021-09-27,FIL,2631818996.4115,FIL
2021-09-28,FIL,2465372783.885,FIL
2021-09-29,FIL,2543194513.7125,FIL
2021-09-30,FIL,2678396115.375,FIL
2021-10-01,FIL,3187850909.069,FIL
2021-10-02,FIL,3108446439.964,FIL
2021-10-03,FIL,3082199718.4805,FIL
2021-10-04,FIL,3112155845.82,FIL
2021-10-05,FIL,3165670267.0815,FIL
2021-10-06,FIL,3202929287.2000003,FIL
2021-10-07,FIL,3185733159.3315,FIL
2021-10-08,FIL,3546883053.5135,FIL
2021-10-09,FIL,3434013680.1355,FIL
2021-10-10,FIL,3115392659.103,FIL
2021-10-11,FIL,3277438410.596,FIL
2021-10-12,FIL,3110960989.126,FIL
2021-10-13,FIL,3043081537.0135,FIL
2021-10-14,FIL,3137158667.984,FIL
2021-10-15,FIL,3001159009.052,FIL
2021-10-16,FIL,2964822881.977,FIL
2021-10-17,FIL,2848253019.584,FIL
2021-10-18,FIL,2830789386.4855,FIL
2021-10-19,FIL,2807396054.122,FIL
2021-10-20,FIL,2993347856.336,FIL
2021-10-21,FIL,2836790420.4785,FIL
2021-10-22,FIL,2941661387.4795,FIL
2021-10-23,FIL,2889181319.774,FIL
2021-10-24,FIL,2790320303.607,FIL
2021-10-25,FIL,2850540189.3005,FIL
2021-10-26,FIL,2800222455.5375,FIL
2021-10-27,FIL,2469831204.385,FIL
2021-10-28,FIL,2592825650.7185,FIL
2021-10-29,FIL,2684909867.7255,FIL
2021-10-30,FIL,2739703855.6705,FIL
2021-10-31,FIL,2874459615.283,FIL
2021-11-01,FIL,2847624382.2935,FIL
2021-11-02,FIL,2883942675.6865,FIL
2021-11-03,FIL,2854276345.6795,FIL
2021-11-04,FIL,2786566313.546,FIL
2021-11-05,FIL,2833259351.4425,FIL
2021-11-06,FIL,2762303589.185,FIL
2021-11-07,FIL,2791069318.251,FIL
2021-11-08,FIL,2865596275.3289995,FIL
2021-11-09,FIL,2974885537.0455,FIL
2021-11-10,FIL,2833571440.8775,FIL
2021-11-11,FIL,2798171582.1075,FIL
2021-11-12,FIL,2803740149.3120003,FIL
2021-11-13,FIL,2805545809.6145,FIL
2021-11-14,FIL,2789994838.9105,FIL
2021-11-15,FIL,2717063996.3715,FIL
2021-11-16,FIL,2504013914.3585,FIL
2021-11-17,FIL,2504651468.49,FIL
2021-11-18,FIL,2306737724.0745,FIL
2021-11-19,FIL,2396766609.231,FIL
2021-11-20,FIL,2426303645.0435,FIL
2021-11-21,FIL,2370577847.214,FIL
2021-11-22,FIL,2309078394.8370004,FIL
2021-11-23,FIL,2306648555.6645,FIL
2021-11-24,FIL,2258568948.9925,FIL
2021-11-25,FIL,2471445152.606,FIL
2021-11-26,FIL,2357813389.3225,FIL
2021-11-27,FIL,2575558188.122,FIL
2021-11-28,FIL,2519373172.981,FIL
2021-11-29,FIL,2437815286.7745,FIL
2021-11-30,FIL,2395834799.3465,FIL
2021-12-01,FIL,2424970577.314,FIL
2021-12-02,FIL,2397524540.716,FIL
2021-12-03,FIL,2216860425.215,FIL
2021-12-04,FIL,1832856667.55,FIL
2021-12-05,FIL,1745480542.5909998,FIL
2021-12-06,FIL,1728757007.2955,FIL
2021-12-07,FIL,1743460878.1045,FIL
2021-12-08,FIL,1846138302.2195,FIL
2021-12-09,FIL,1671497512.814,FIL
2021-12-10,FIL,1778018095.4,FIL
2021-12-11,FIL,1802985250.2,FIL
2021-12-12,FIL,1769101254.4,FIL
2021-12-13,FIL,1598343749.25,FIL
2021-12-14,FIL,1638915375.8,FIL
2021-12-15,FIL,1704008315.1,FIL
2021-12-16,FIL,1658978268.05,FIL
2021-12-17,FIL,1589872750.3,FIL
2021-12-18,FIL,1621081693.8,FIL
2021-12-19,FIL,1595668696.95,FIL
2021-12-20,FIL,1554205386.3,FIL
2021-12-21,FIL,1576943330.85,FIL
2021-12-22,FIL,1588535224.15,FIL
2021-12-23,FIL,1665220056.75,FIL
2021-12-24,FIL,1625985956.35,FIL
2021-12-25,FIL,1650507269.1,FIL
2021-12-26,FIL,1662545004.45,FIL
2021-12-27,FIL,1747700836.0000002,FIL
2021-12-28,FIL,1616177431.25,FIL
2021-12-29,FIL,1525225653.05,FIL
2021-12-30,FIL,1557772122.6999998,FIL
2021-12-31,FIL,1526563179.2,FIL
2022-01-01,FIL,1599681275.4,FIL
2022-01-02,FIL,5159449737.04,FIL
2022-01-03,FIL,5067007188.559999,FIL
2022-01-04,FIL,5223003989.12,FIL
2022-01-05,FIL,4779568639.38,FIL
2022-01-06,FIL,4763680076.36,FIL
2022-01-07,FIL,4554239927.46,FIL
2022-01-08,FIL,4255246059.72,FIL
2022-01-09,FIL,4359243926.76,FIL
2022-01-10,FIL,4064583303.48,FIL
2022-01-11,FIL,4171470000.16,FIL
2022-01-12,FIL,4443019986.320001,FIL
2022-01-13,FIL,4118026651.82,FIL
2022-01-14,FIL,4292800845.04,FIL
2022-01-15,FIL,4288467600.58,FIL
2022-01-16,FIL,4392465467.62,FIL
2022-01-17,FIL,4187358563.18,FIL
2022-01-18,FIL,4113693407.36,FIL
2022-01-19,FIL,3992362562.48,FIL
2022-01-20,FIL,3782922413.58,FIL
2022-01-21,FIL,3171934944.7200003,FIL
2022-01-22,FIL,2745832572.82,FIL
2022-01-23,FIL,2818053313.82,FIL
2022-01-24,FIL,2660612098.44,FIL
2022-01-25,FIL,2623057313.12,FIL
2022-01-26,FIL,2784831772.96,FIL
2022-01-27,FIL,2774720869.2200003,FIL
2022-01-28,FIL,2835386291.66,FIL
2022-01-29,FIL,2930717669.78,FIL
2022-01-30,FIL,2865719002.88,FIL
2022-01-31,FIL,3076603566.6,FIL
2022-02-01,FIL,3021715803.44,FIL
2022-02-02,FIL,2916273521.5800004,FIL
2022-02-03,FIL,2942272988.34,FIL
2022-02-04,FIL,3124269255.66,FIL
2022-02-05,FIL,3173379359.54,FIL
2022-02-06,FIL,3245600100.54,FIL
2022-02-07,FIL,3541705138.64,FIL
2022-02-08,FIL,3559038116.48,FIL
2022-02-09,FIL,3512816842.24,FIL
2022-02-10,FIL,3342375893.48,FIL
2022-02-11,FIL,3046270855.38,FIL
2022-02-12,FIL,3017382558.98,FIL
2022-02-13,FIL,2976938944.02,FIL
2022-02-14,FIL,2994271921.86,FIL
2022-02-15,FIL,3229711537.52,FIL
2022-02-16,FIL,3333709404.56,FIL
2022-02-17,FIL,2966828040.28,FIL
2022-02-18,FIL,3036159951.64,FIL
2022-02-19,FIL,3007271655.24,FIL
2022-02-20,FIL,2862830173.24,FIL
2022-02-21,FIL,2692389224.48,FIL
2022-02-22,FIL,2774720869.2200003,FIL
2022-02-23,FIL,2662056513.26,FIL
2022-02-24,FIL,2663500928.0800004,FIL
2022-02-25,FIL,2732832839.44,FIL
2022-02-26,FIL,2754499061.74,FIL
2022-02-27,FIL,2936495329.06,FIL
2022-02-28,FIL,3137268989.04,FIL
2022-03-01,FIL,3031826707.18,FIL
2022-03-02,FIL,2992827507.04,FIL
2022-03-03,FIL,2906162617.84,FIL
2022-03-04,FIL,2716944276.42,FIL
2022-03-05,FIL,2757387891.38,FIL
2022-03-06,FIL,2666389757.7200003,FIL
2022-03-07,FIL,2573947209.24,FIL
2022-03-08,FIL,2605724335.28,FIL
2022-03-09,FIL,2719833106.06,FIL
2022-03-10,FIL,2581169283.34,FIL
2022-03-11,FIL,2507504127.52,FIL
2022-03-12,FIL,2556614231.4,FIL
2022-03-13,FIL,2491615564.5,FIL
2022-03-14,FIL,2521948275.7200003,FIL
2022-03-15,FIL,2425172482.78,FIL
2022-03-16,FIL,2517615031.26,FIL
2022-03-17,FIL,2519059446.0800004,FIL
2022-03-18,FIL,2543614498.02,FIL
2022-03-19,FIL,2633168216.86,FIL
2022-03-20,FIL,2550836572.12,FIL
2022-03-21,FIL,2576836038.88,FIL
2022-03-22,FIL,2644723535.42,FIL
2022-03-23,FIL,2792053847.06,FIL
2022-03-24,FIL,2833941876.84,FIL
2022-03-25,FIL,2722721935.7000003,FIL
2022-03-26,FIL,2809386824.9,FIL
2022-03-27,FIL,3424707538.2200003,FIL
2022-03-28,FIL,3652925079.78,FIL
2022-03-29,FIL,3803144221.06,FIL
2022-03-30,FIL,3742478798.62,FIL
2022-03-31,FIL,3531594234.9,FIL
2022-04-01,FIL,3681813376.18,FIL
2022-04-02,FIL,3456484664.26,FIL
2022-04-03,FIL,3674591302.08,FIL
2022-04-04,FIL,3645703005.68,FIL
2022-04-05,FIL,3592259657.34,FIL
2022-04-06,FIL,3143046648.32,FIL
2022-04-07,FIL,3247044515.36,FIL
2022-04-08,FIL,3076603566.6,FIL
2022-04-09,FIL,3138713403.86,FIL
2022-04-10,FIL,3034715536.82,FIL
2022-04-11,FIL,2646167950.24,FIL
2022-04-12,FIL,2810831239.7200003,FIL
2022-04-13,FIL,2802164750.8,FIL
2022-04-14,FIL,2696722468.94,FIL
2022-04-15,FIL,2753054646.92,FIL
2022-04-16,FIL,3127158085.3,FIL
2022-04-17,FIL,2845497195.4,FIL
2022-04-18,FIL,2836830706.48,FIL
2022-04-19,FIL,2949495062.44,FIL
2022-04-20,FIL,2828164217.56,FIL
2022-04-21,FIL,2722721935.7000003,FIL
2022-04-22,FIL,2786276187.78,FIL
2022-04-23,FIL,2732832839.44,FIL
2022-04-24,FIL,2732832839.44,FIL
2022-04-25,FIL,2695278054.12,FIL
2022-04-26,FIL,2500282053.42,FIL
2022-04-27,FIL,2555169816.5800004,FIL
2022-04-28,FIL,2612946409.38,FIL
2022-04-29,FIL,2501726468.24,FIL
2022-04-30,FIL,2055402288.86,FIL
2022-05-01,FIL,2181066378.2,FIL
2022-05-02,FIL,2116067711.3,FIL
2022-05-03,FIL,2113178881.66,FIL
2022-05-04,FIL,2270620097.04,FIL
2022-05-05,FIL,2016403088.72,FIL
2022-05-06,FIL,2003403355.34,FIL
2022-05-07,FIL,1912405221.68,FIL
2022-05-08,FIL,1895072243.84,FIL
2022-05-09,FIL,1587411887.18,FIL
2022-05-10,FIL,1640855235.52,FIL
2022-05-11,FIL,1239307915.56,FIL
2022-05-12,FIL,1168531589.38,FIL
2022-05-13,FIL,1260974137.86,FIL
2022-05-14,FIL,1271085041.6,FIL
2022-05-15,FIL,1323083975.12,FIL
2022-05-16,FIL,1198864300.6,FIL
2022-05-17,FIL,1236419085.92,FIL
2022-05-18,FIL,1096310848.38,FIL
2022-05-19,FIL,1182975737.58,FIL
2022-05-20,FIL,1143976537.44,FIL
2022-05-21,FIL,1180086907.94,FIL
2022-05-22,FIL,1219086108.08,FIL
2022-05-23,FIL,1178642493.12,FIL
2022-05-24,FIL,1213308448.8,FIL
2022-05-25,FIL,1181531322.76,FIL
2022-05-26,FIL,1100644092.84,FIL
2022-05-27,FIL,1041423085.22,FIL
2022-05-28,FIL,1089088774.28,FIL
2022-05-29,FIL,1099199678.02,FIL
2022-05-30,FIL,1184420152.4,FIL
2022-05-31,FIL,1168531589.38,FIL
2022-06-01,FIL,1071755796.44,FIL
2022-06-02,FIL,1116532655.86,FIL
2022-06-03,FIL,1067422551.98,FIL
2022-06-04,FIL,1077533455.72,FIL
2022-06-05,FIL,1063378190.484,FIL
2022-06-06,FIL,1091399837.992,FIL
2022-06-07,FIL,1056589440.83,FIL
2022-06-08,FIL,1037667606.688,FIL
2022-06-09,FIL,1041567526.702,FIL
2022-06-10,FIL,983068726.492,FIL
2022-06-11,FIL,881381923.164,FIL
2022-06-12,FIL,819272085.9039999,FIL
2022-06-13,FIL,769728657.578,FIL
2022-06-14,FIL,789806023.576,FIL
2022-06-15,FIL,847438174.894,FIL
2022-06-16,FIL,765828737.5639999,FIL
2022-06-17,FIL,769873099.0600001,FIL
2022-06-18,FIL,737662648.574,FIL
2022-06-19,FIL,791539321.36,FIL
2022-06-20,FIL,787350518.382,FIL
2022-06-21,FIL,861593440.13,FIL
2022-06-22,FIL,796450331.748,FIL
2022-06-23,FIL,836171739.298,FIL
2022-06-24,FIL,882393013.538,FIL
2022-06-25,FIL,878204210.5600001,FIL
2022-06-26,FIL,840793866.722,FIL
2022-06-27,FIL,833860675.586,FIL
2022-06-28,FIL,797316980.64,FIL
2022-06-29,FIL,786917193.9360001,FIL
2022-06-30,FIL,779550678.3540001,FIL
2022-07-01,FIL,771606396.844,FIL
2022-07-02,FIL,770450864.9879999,FIL
2022-07-03,FIL,765250971.636,FIL
2022-07-04,FIL,802516873.992,FIL
2022-07-05,FIL,791539321.36,FIL
2022-07-06,FIL,803239081.402,FIL
2022-07-07,FIL,837182829.672,FIL
2022-07-08,FIL,827216367.414,FIL
2022-07-09,FIL,837182829.672,FIL
2022-07-10,FIL,792261528.7700001,FIL
2022-07-11,FIL,748495759.7240001,FIL
2022-07-12,FIL,732896079.668,FIL
2022-07-13,FIL,763662115.334,FIL
2022-07-14,FIL,774206343.5200001,FIL
2022-07-15,FIL,754706743.4499999,FIL
2022-07-16,FIL,780272885.764,FIL
2022-07-17,FIL,821149825.17,FIL
2022-07-18,FIL,857837961.598,FIL
2022-07-19,FIL,873437641.6539999,FIL
2022-07-20,FIL,806416794.006,FIL
2022-07-21,FIL,811472245.876,FIL
2022-07-22,FIL,791828204.324,FIL
2022-07-23,FIL,805261262.15,FIL
2022-07-24,FIL,814361075.516,FIL
2022-07-25,FIL,756584482.7160001,FIL
2022-07-26,FIL,768284242.758,FIL
2022-07-27,FIL,817972112.566,FIL
2022-07-28,FIL,856537988.26,FIL
2022-07-29,FIL,861737881.612,FIL
2022-07-30,FIL,1160442866.388,FIL
2022-07-31,FIL,1412348810.996,FIL
2022-08-01,FIL,1267618446.032,FIL
2022-08-02,FIL,1183842386.472,FIL
2022-08-03,FIL,1167953823.452,FIL
2022-08-04,FIL,1168820472.344,FIL
2022-08-05,FIL,1204786401.362,FIL
2022-08-06,FIL,1364249797.49,FIL
2022-08-07,FIL,1269929509.744,FIL
2022-08-08,FIL,1260974137.86,FIL
2022-08-09,FIL,1161598398.244,FIL
2022-08-10,FIL,1198142093.19,FIL
2022-08-11,FIL,1206375257.664,FIL
2022-08-12,FIL,1266607355.658,FIL
2022-08-13,FIL,1209552970.268,FIL
2022-08-14,FIL,1189908928.7159998,FIL
2022-08-15,FIL,1215763953.994,FIL
2022-08-16,FIL,1217063927.332,FIL
2022-08-17,FIL,1183697944.99,FIL
2022-08-18,FIL,1080133402.396,FIL
2022-08-19,FIL,933958622.612,FIL
2022-08-20,FIL,903481469.91,FIL
2022-08-21,FIL,927025431.476,FIL
2022-08-22,FIL,913303490.686,FIL
2022-08-23,FIL,921247772.196,FIL
2022-08-24,FIL,906370299.55,FIL
2022-08-25,FIL,918070059.592,FIL
2022-08-26,FIL,817972112.566,FIL
2022-08-27,FIL,842093840.0600001,FIL
2022-08-28,FIL,814505516.998,FIL
2022-08-29,FIL,869104397.194,FIL
2022-08-30,FIL,824905303.702,FIL
2022-08-31,FIL,829960755.572,FIL
2022-09-01,FIL,833427351.14,FIL
2022-09-02,FIL,841660515.614,FIL
2022-09-03,FIL,939880723.374,FIL
2022-09-04,FIL,904925884.73,FIL
2022-09-05,FIL,887015140.962,FIL
2022-09-06,FIL,808727857.718,FIL
2022-09-07,FIL,845993760.074,FIL
2022-09-08,FIL,848449265.268,FIL
2022-09-09,FIL,921392213.678,FIL
2022-09-10,FIL,918936708.484,FIL
2022-09-11,FIL,926014341.102,FIL
2022-09-12,FIL,945513941.172,FIL
2022-09-13,FIL,849315914.16,FIL
2022-09-14,FIL,860293466.792,FIL
2022-09-15,FIL,827071925.932,FIL
2022-09-16,FIL,841371632.65,FIL
2022-09-17,FIL,853504717.138,FIL
2022-09-18,FIL,758317780.5,FIL
2022-09-19,FIL,790961555.432,FIL
2022-09-20,FIL,767562035.348,FIL
2022-09-21,FIL,757884456.054,FIL
2022-09-22,FIL,797605863.6040001,FIL
2022-09-23,FIL,822594239.99,FIL
2022-09-24,FIL,804250171.7759999,FIL
2022-09-25,FIL,825194186.666,FIL
2022-09-26,FIL,822738681.472,FIL
2022-09-27,FIL,827649691.86,FIL
2022-09-28,FIL,845127111.182,FIL
2022-09-29,FIL,835160648.924,FIL
2022-09-30,FIL,820860942.206,FIL
2022-10-01,FIL,797316980.64,FIL
2022-10-02,FIL,777672939.088,FIL
2022-10-03,FIL,797750305.086,FIL
2022-10-04,FIL,809738948.092,FIL
2022-10-05,FIL,806705676.97,FIL
2022-10-06,FIL,792261528.7700001,FIL
2022-10-07,FIL,790528230.986,FIL
2022-10-08,FIL,779550678.3540001,FIL
2022-10-09,FIL,784895013.1880001,FIL
2022-10-10,FIL,744451398.228,FIL
2022-10-11,FIL,741418127.106,FIL
2022-10-12,FIL,743295866.372,FIL
2022-10-13,FIL,742573658.962,FIL
2022-10-14,FIL,732029430.7759999,FIL
2022-10-15,FIL,750229057.508,FIL
2022-10-16,FIL,744740281.1919999,FIL
2022-10-17,FIL,759184429.3920001,FIL
2022-10-18,FIL,741562568.588,FIL
2022-10-19,FIL,718451931.468,FIL
2022-10-20,FIL,713252038.1159999,FIL
2022-10-21,FIL,716863075.166,FIL
2022-10-22,FIL,716285309.2379999,FIL
2022-10-23,FIL,739684829.322,FIL
2022-10-24,FIL,714840894.418,FIL
2022-10-25,FIL,748640201.206,FIL
2022-10-26,FIL,758173339.018,FIL
2022-10-27,FIL,755573392.342,FIL
2022-10-28,FIL,775072992.412,FIL
2022-10-29,FIL,825338628.148,FIL
2022-10-30,FIL,778684029.462,FIL
2022-10-31,FIL,783595039.85,FIL
2022-11-01,FIL,775072992.412,FIL
2022-11-02,FIL,754417860.486,FIL
2022-11-03,FIL,835449531.888,FIL
2022-11-04,FIL,888170672.818,FIL
2022-11-05,FIL,890192853.566,FIL
2022-11-06,FIL,840938308.204,FIL
2022-11-07,FIL,827071925.932,FIL
2022-11-08,FIL,693896879.528,FIL
2022-11-09,FIL,598421059.926,FIL
2022-11-10,FIL,667319646.84,FIL
2022-11-11,FIL,645075658.612,FIL
2022-11-12,FIL,616187362.212,FIL
2022-11-13,FIL,617920659.9959999,FIL
2022-11-14,FIL,624709409.65,FIL
2022-11-15,FIL,633087015.606,FIL
2022-11-16,FIL,625142734.0960001,FIL
2022-11-17,FIL,622976111.8659999,FIL
2022-11-18,FIL,627020473.362,FIL
2022-11-19,FIL,632509249.678,FIL
2022-11-20,FIL,601021006.602,FIL
2022-11-21,FIL,601165448.084,FIL
2022-11-22,FIL,623698319.2759999,FIL
2022-11-23,FIL,641175738.598,FIL
2022-11-24,FIL,633809223.016,FIL
2022-11-25,FIL,620376165.1899999,FIL
2022-11-26,FIL,621531697.046,FIL
2022-11-27,FIL,626731590.398,FIL
2022-11-28,FIL,614309622.946,FIL
2022-11-29,FIL,627887122.2540001,FIL
2022-11-30,FIL,638286908.958,FIL
2022-12-01,FIL,634531430.426,FIL
2022-12-02,FIL,671219566.8540001,FIL
2022-12-03,FIL,639586882.296,FIL
2022-12-04,FIL,660675338.668,FIL
2022-12-05,FIL,653164381.6040001,FIL
2022-12-06,FIL,663130843.862,FIL
2022-12-07,FIL,628464888.182,FIL
2022-12-08,FIL,634820313.39,FIL
2022-12-09,FIL,640886855.6340001,FIL
2022-12-10,FIL,632364808.196,FIL
2022-12-11,FIL,618931750.37,FIL
2022-12-12,FIL,616476245.176,FIL
2022-12-13,FIL,624276085.204,FIL
2022-12-14,FIL,610843027.378,FIL
2022-12-15,FIL,599432150.3000001,FIL
2022-12-16,FIL,441557610.474,FIL
2022-12-17,FIL,461634976.472,FIL
2022-12-18,FIL,440257637.136,FIL
2022-12-19,FIL,406602771.83,FIL
2022-12-20,FIL,429713408.95,FIL
2022-12-21,FIL,430146733.396,FIL
2022-12-22,FIL,432746680.072,FIL
2022-12-23,FIL,428846760.058,FIL
2022-12-24,FIL,423791308.188,FIL
2022-12-25,FIL,427835669.684,FIL
2022-12-26,FIL,433468887.482,FIL
2022-12-27,FIL,443579791.222,FIL
2022-12-28,FIL,431880031.18,FIL
2022-12-29,FIL,430002291.914,FIL
2022-12-30,FIL,430868940.806,FIL
