date,base,market_cap,symbol
2021-04-09,1INCH,441572550.111,1INCH
2021-04-10,1INCH,413789345.046,1INCH
2021-04-11,1INCH,409820315.7510001,1INCH
2021-04-12,1INCH,396902929.5,1INCH
2021-04-13,1INCH,404840988.09,1INCH
2021-04-14,1INCH,424108821.213,1INCH
2021-04-15,1INCH,439768445.886,1INCH
2021-04-16,1INCH,420356284.425,1INCH
2021-04-17,1INCH,467695979.289,1INCH
2021-04-18,1INCH,383408229.897,1INCH
2021-04-19,1INCH,349635398.805,1INCH
2021-04-20,1INCH,362624949.225,1INCH
2021-04-21,1INCH,361975471.704,1INCH
2021-04-22,1INCH,331738684.893,1INCH
2021-04-23,1INCH,309295628.334,1INCH
2021-04-24,1INCH,285409288.395,1INCH
2021-04-25,1INCH,288656676.0,1INCH
2021-04-26,1INCH,327625327.26,1INCH
2021-04-27,1INCH,369480545.28,1INCH
2021-04-28,1INCH,402676063.02,1INCH
2021-04-29,1INCH,395243153.613,1INCH
2021-04-30,1INCH,407799719.019,1INCH
2021-05-01,1INCH,398707033.725,1INCH
2021-05-02,1INCH,387232930.854,1INCH
2021-05-03,1INCH,424253149.551,1INCH
2021-05-04,1INCH,378789723.081,1INCH
2021-05-05,1INCH,432479864.817,1INCH
2021-05-06,1INCH,477221649.597,1INCH
2021-05-07,1INCH,475417545.372,1INCH
2021-05-08,1INCH,541736416.683,1INCH
2021-05-09,1INCH,511210973.196,1INCH
2021-05-10,1INCH,445541579.406,1INCH
2021-05-11,1INCH,472386650.2740001,1INCH
2021-05-12,1INCH,404047182.231,1INCH
2021-05-13,1INCH,402603898.851,1INCH
2021-05-14,1INCH,414583150.905,1INCH
2021-05-15,1INCH,379367036.433,1INCH
2021-05-16,1INCH,370418679.477,1INCH
2021-05-17,1INCH,339676743.483,1INCH
2021-05-18,1INCH,380088678.123,1INCH
2021-05-19,1INCH,231863474.997,1INCH
2021-05-20,1INCH,260007500.907,1INCH
2021-05-21,1INCH,225152207.28,1INCH
2021-05-22,1INCH,195997883.004,1INCH
2021-05-23,1INCH,168503334.615,1INCH
2021-05-24,1INCH,212956462.719,1INCH
2021-05-25,1INCH,208626612.579,1INCH
2021-05-26,1INCH,247523099.67,1INCH
2021-05-27,1INCH,237131459.334,1INCH
2021-05-28,1INCH,199750419.792,1INCH
2021-05-29,1INCH,185389750.161,1INCH
2021-05-30,1INCH,208121463.396,1INCH
2021-05-31,1INCH,230997504.969,1INCH
2021-06-01,1INCH,225152207.28,1INCH
2021-06-02,1INCH,243409742.03700003,1INCH
2021-06-03,1INCH,252213770.655,1INCH
2021-06-04,1INCH,244492204.572,1INCH
2021-06-05,1INCH,266069291.103,1INCH
2021-06-06,1INCH,282234064.959,1INCH
2021-06-07,1INCH,245574667.107,1INCH
2021-06-08,1INCH,223708923.9,1INCH
2021-06-09,1INCH,230348027.448,1INCH
2021-06-10,1INCH,218729596.239,1INCH
2021-06-11,1INCH,197729823.06,1INCH
2021-06-12,1INCH,196936017.201,1INCH
2021-06-13,1INCH,217502805.366,1INCH
2021-06-14,1INCH,265636306.089,1INCH
2021-06-15,1INCH,270110484.567,1INCH
2021-06-16,1INCH,259430187.555,1INCH
2021-06-17,1INCH,246079816.29,1INCH
2021-06-18,1INCH,228471759.054,1INCH
2021-06-19,1INCH,217574969.535,1INCH
2021-06-20,1INCH,244997353.755,1INCH
2021-06-21,1INCH,192966987.906,1INCH
2021-06-22,1INCH,173338333.93800002,1INCH
2021-06-23,1INCH,188204152.752,1INCH
2021-06-24,1INCH,196575196.356,1INCH
2021-06-25,1INCH,169441468.81199998,1INCH
2021-06-26,1INCH,169585797.15,1INCH
2021-06-27,1INCH,180843407.514,1INCH
2021-06-28,1INCH,178606318.275,1INCH
2021-06-29,1INCH,183657810.105,1INCH
2021-06-30,1INCH,183080496.753,1INCH
2021-07-01,1INCH,170812588.023,1INCH
2021-07-02,1INCH,172977513.093,1INCH
2021-07-03,1INCH,179472288.303,1INCH
2021-07-04,1INCH,182647511.739,1INCH
2021-07-05,1INCH,179616616.641,1INCH
2021-07-06,1INCH,204801911.622,1INCH
2021-07-07,1INCH,198379300.581,1INCH
2021-07-08,1INCH,181276392.528,1INCH
2021-07-09,1INCH,185967063.513,1INCH
2021-07-10,1INCH,179760944.979,1INCH
2021-07-11,1INCH,181565049.204,1INCH
2021-07-12,1INCH,174492960.64200002,1INCH
2021-07-13,1INCH,167493036.249,1INCH
2021-07-14,1INCH,165472439.51700002,1INCH
2021-07-15,1INCH,155152963.35,1INCH
2021-07-16,1INCH,141730427.916,1INCH
2021-07-17,1INCH,145194308.028,1INCH
2021-07-18,1INCH,146204606.394,1INCH
2021-07-19,1INCH,128957370.003,1INCH
2021-07-20,1INCH,123184236.483,1INCH
2021-07-21,1INCH,132132593.439,1INCH
2021-07-22,1INCH,147575725.605,1INCH
2021-07-23,1INCH,152410724.928,1INCH
2021-07-24,1INCH,147647889.774,1INCH
2021-07-25,1INCH,147720053.94300002,1INCH
2021-07-26,1INCH,154431321.66,1INCH
2021-07-27,1INCH,160132291.01099998,1INCH
2021-07-28,1INCH,158039530.10999998,1INCH
2021-07-29,1INCH,162152887.743,1INCH
2021-07-30,1INCH,166410573.71400002,1INCH
2021-07-31,1INCH,171462065.544,1INCH
2021-08-01,1INCH,167348707.91099998,1INCH
2021-08-02,1INCH,166194081.207,1INCH
2021-08-03,1INCH,161070425.208,1INCH
2021-08-04,1INCH,169152812.13599998,1INCH
2021-08-05,1INCH,174709453.149,1INCH
2021-08-06,1INCH,181204228.359,1INCH
2021-08-07,1INCH,195348405.483,1INCH
2021-08-08,1INCH,179833109.148,1INCH
2021-08-09,1INCH,199100942.271,1INCH
2021-08-10,1INCH,201482359.848,1INCH
2021-08-11,1INCH,211657507.677,1INCH
2021-08-12,1INCH,202925643.228,1INCH
2021-08-13,1INCH,221904819.675,1INCH
2021-08-14,1INCH,220822357.14,1INCH
2021-08-15,1INCH,220100715.45,1INCH
2021-08-16,1INCH,218946088.746,1INCH
2021-08-17,1INCH,221688327.168,1INCH
2021-08-18,1INCH,224358401.421,1INCH
2021-08-19,1INCH,247306607.163,1INCH
2021-08-20,1INCH,248822054.712,1INCH
2021-08-21,1INCH,243048921.192,1INCH
2021-08-22,1INCH,244564368.741,1INCH
2021-08-23,1INCH,246079816.29,1INCH
2021-08-24,1INCH,220966685.478,1INCH
2021-08-25,1INCH,229698549.927,1INCH
2021-08-26,1INCH,210935865.987,1INCH
2021-08-27,1INCH,231791310.828,1INCH
2021-08-28,1INCH,237275787.672,1INCH
2021-08-29,1INCH,227533624.857,1INCH
2021-08-30,1INCH,217358477.028,1INCH
2021-08-31,1INCH,220605864.633,1INCH
2021-09-01,1INCH,240956160.291,1INCH
2021-09-02,1INCH,241749966.15,1INCH
2021-09-03,1INCH,258131232.513,1INCH
2021-09-04,1INCH,265491977.751,1INCH
2021-09-05,1INCH,276677423.946,1INCH
2021-09-06,1INCH,267656902.821,1INCH
2021-09-07,1INCH,211801836.015,1INCH
2021-09-08,1INCH,210502880.973,1INCH
2021-09-09,1INCH,218585267.901,1INCH
2021-09-10,1INCH,208121463.396,1INCH
2021-09-11,1INCH,209997731.79,1INCH
2021-09-12,1INCH,215698701.141,1INCH
2021-09-13,1INCH,204946239.96,1INCH
2021-09-14,1INCH,221904819.675,1INCH
2021-09-15,1INCH,237997429.362,1INCH
2021-09-16,1INCH,239945861.925,1INCH
2021-09-17,1INCH,225080043.111,1INCH
2021-09-18,1INCH,226378998.153,1INCH
2021-09-19,1INCH,212739970.212,1INCH
2021-09-20,1INCH,185894899.344,1INCH
2021-09-21,1INCH,167348707.91099998,1INCH
2021-09-22,1INCH,190008256.977,1INCH
2021-09-23,1INCH,200616389.82,1INCH
2021-09-24,1INCH,184162959.288,1INCH
2021-09-25,1INCH,179760944.979,1INCH
2021-09-26,1INCH,193472137.089,1INCH
2021-09-27,1INCH,181853705.88,1INCH
2021-09-28,1INCH,171101244.699,1INCH
2021-09-29,1INCH,180266094.16200003,1INCH
2021-09-30,1INCH,184307287.626,1INCH
2021-10-01,1INCH,210719373.48,1INCH
2021-10-02,1INCH,220317207.957,1INCH
2021-10-03,1INCH,222337804.689,1INCH
2021-10-04,1INCH,229121236.575,1INCH
2021-10-05,1INCH,236481981.813,1INCH
2021-10-06,1INCH,224791386.435,1INCH
2021-10-07,1INCH,226378998.153,1INCH
2021-10-08,1INCH,227894445.702,1INCH
2021-10-09,1INCH,230708848.293,1INCH
2021-10-10,1INCH,213245119.395,1INCH
2021-10-11,1INCH,209492582.607,1INCH
2021-10-12,1INCH,208915269.255,1INCH
2021-10-13,1INCH,213822432.747,1INCH
2021-10-14,1INCH,242327279.502,1INCH
2021-10-15,1INCH,233956235.898,1INCH
2021-10-16,1INCH,231286161.645,1INCH
2021-10-17,1INCH,251059143.951,1INCH
2021-10-18,1INCH,248822054.712,1INCH
2021-10-19,1INCH,269100186.20100003,1INCH
2021-10-20,1INCH,300491599.716,1INCH
2021-10-21,1INCH,298687495.491,1INCH
2021-10-22,1INCH,290027795.211,1INCH
2021-10-23,1INCH,289955631.042,1INCH
2021-10-24,1INCH,274512498.876,1INCH
2021-10-25,1INCH,292120556.112,1INCH
2021-10-26,1INCH,285048467.55,1INCH
2021-10-27,1INCH,414222330.06,1INCH
2021-10-28,1INCH,370490843.646,1INCH
2021-01-03,AAVE,1130678518.227528,AAVE
2021-01-04,AAVE,1377618417.493947,AAVE
2021-01-05,AAVE,1444644789.4885983,AAVE
2021-01-06,AAVE,1394579799.9109976,AAVE
2021-01-07,AAVE,1387773563.358701,AAVE
2021-01-08,AAVE,1334961986.2874303,AAVE
2021-01-09,AAVE,1423214179.176146,AAVE
2021-01-10,AAVE,1529138494.2280817,AAVE
2021-01-11,AAVE,1376642656.1475115,AAVE
2021-01-12,AAVE,1536619331.21742,AAVE
2021-01-13,AAVE,1773596827.6010966,AAVE
2021-01-14,AAVE,1779451395.6797094,AAVE
2021-01-15,AAVE,2005803935.1799784,AAVE
2021-01-16,AAVE,2180429076.882794,AAVE
2021-01-17,AAVE,2251189844.1539264,AAVE
2021-01-18,AAVE,2414226314.063274,AAVE
2021-01-19,AAVE,2244178818.1832423,AAVE
2021-01-20,AAVE,2372376994.093932,AAVE
2021-01-21,AAVE,1931670165.723637,AAVE
2021-01-22,AAVE,2286413624.116608,AAVE
2021-01-23,AAVE,2576961623.063228,AAVE
2021-01-24,AAVE,3183186487.236274,AAVE
2021-01-25,AAVE,2988431750.349587,AAVE
2021-01-26,AAVE,3346596396.6732697,AAVE
2021-01-27,AAVE,3453532612.380768,AAVE
2021-01-28,AAVE,3592801463.320768,AAVE
2021-01-29,AAVE,3470518087.67057,AAVE
2021-01-30,AAVE,3800566351.493261,AAVE
2021-01-31,AAVE,3617544843.636551,AAVE
2021-02-01,AAVE,3549735453.277476,AAVE
2021-02-02,AAVE,3656418693.821083,AAVE
2021-02-03,AAVE,4645202237.978699,AAVE
2021-02-04,AAVE,5630769383.623989,AAVE
2021-02-05,AAVE,6103784754.354034,AAVE
2021-02-06,AAVE,5709842191.994386,AAVE
2021-02-07,AAVE,5703879205.988392,AAVE
2021-02-08,AAVE,5899163986.075612,AAVE
2021-02-09,AAVE,5895489822.9810095,AAVE
2021-02-10,AAVE,6303068951.318003,AAVE
2021-02-11,AAVE,6243294534.02155,AAVE
2021-02-12,AAVE,6371528849.241367,AAVE
2021-02-13,AAVE,5959998489.773129,AAVE
2021-02-14,AAVE,5646261100.803199,AAVE
2021-02-15,AAVE,5481068318.782592,AAVE
2021-02-16,AAVE,5217480244.444892,AAVE
2021-02-17,AAVE,5449964420.060416,AAVE
2021-02-18,AAVE,5322754051.932537,AAVE
2021-02-19,AAVE,5059924903.086509,AAVE
2021-02-20,AAVE,5327825601.646727,AAVE
2021-02-21,AAVE,5278218376.651403,AAVE
2021-02-22,AAVE,4815358151.786112,AAVE
2021-02-23,AAVE,4392058423.97877,AAVE
2021-02-24,AAVE,4438208321.734253,AAVE
2021-02-25,AAVE,4079176331.9915166,AAVE
2021-02-26,AAVE,3899756708.611154,AAVE
2021-02-27,AAVE,4012378842.288005,AAVE
2021-02-28,AAVE,4276846306.481134,AAVE
2021-03-01,AAVE,4645178145.105947,AAVE
2021-03-02,AAVE,4711999727.682211,AAVE
2021-03-03,AAVE,4770533362.0319605,AAVE
2021-03-04,AAVE,4511498840.644293,AAVE
2021-03-05,AAVE,4427583364.850845,AAVE
2021-03-06,AAVE,4684991617.327787,AAVE
2021-03-07,AAVE,4999210863.7527485,AAVE
2021-03-08,AAVE,5268593273.987183,AAVE
2021-03-09,AAVE,5359375218.514805,AAVE
2021-03-10,AAVE,4894961003.357042,AAVE
2021-03-11,AAVE,4900490317.653509,AAVE
2021-03-12,AAVE,4511715676.499056,AAVE
2021-03-13,AAVE,4986766894.976603,AAVE
2021-03-14,AAVE,4582006632.751534,AAVE
2021-03-15,AAVE,4427583364.850845,AAVE
2021-03-16,AAVE,4464156345.687611,AAVE
2021-03-17,AAVE,4608183538.996031,AAVE
2021-03-18,AAVE,4373494865.523746,AAVE
2021-03-19,AAVE,4441099466.464433,AAVE
2021-03-20,AAVE,4461000179.357165,AAVE
2021-03-21,AAVE,4430089023.617,AAVE
2021-03-22,AAVE,4048819312.324637,AAVE
2021-03-23,AAVE,3978082637.926255,AAVE
2021-03-24,AAVE,3714072938.315404,AAVE
2021-03-25,AAVE,3921030715.250722,AAVE
2021-03-26,AAVE,4321381981.762267,AAVE
2021-03-27,AAVE,4232780442.218655,AAVE
2021-03-28,AAVE,4185269297.152712,AAVE
2021-03-29,AAVE,4345029136.367857,AAVE
2021-03-30,AAVE,4546975595.7708645,AAVE
2021-03-31,AAVE,4617471341.4417305,AAVE
2021-04-01,AAVE,4605376719.320482,AAVE
2021-04-02,AAVE,5060539271.341672,AAVE
2021-04-03,AAVE,4569839732.012031,AAVE
2021-04-04,AAVE,4865736348.709482,AAVE
2021-04-05,AAVE,4798950905.442346,AAVE
2021-04-06,AAVE,4617483387.878107,AAVE
2021-04-07,AAVE,4202977558.62506,AAVE
2021-04-08,AAVE,4473962144.897468,AAVE
2021-04-09,AAVE,4322803461.254606,AAVE
2021-04-10,AAVE,4432233289.2918825,AAVE
2021-04-11,AAVE,4482334418.178612,AAVE
2021-04-12,AAVE,4783832627.790784,AAVE
2021-04-13,AAVE,4808407357.997307,AAVE
2021-04-14,AAVE,5154417150.017861,AAVE
2021-04-15,AAVE,5629082882.531384,AAVE
2021-04-16,AAVE,5325500639.426208,AAVE
2021-04-17,AAVE,5124578127.115138,AAVE
2021-04-18,AAVE,4602871060.554326,AAVE
2021-04-19,AAVE,4162983389.857582,AAVE
2021-04-20,AAVE,4350160918.263925,AAVE
2021-04-21,AAVE,4217842861.11273,AAVE
2021-04-22,AAVE,4337921738.906167,AAVE
2021-04-23,AAVE,4148636084.134069,AAVE
2021-04-24,AAVE,3826538468.31937,AAVE
2021-04-25,AAVE,4204579734.6630335,AAVE
2021-04-26,AAVE,4892334880.227129,AAVE
2021-04-27,AAVE,5310900358.538803,AAVE
2021-04-28,AAVE,5553864933.801226,AAVE
2021-04-29,AAVE,5285879910.186378,AAVE
2021-04-30,AAVE,5360640094.334258,AAVE
2021-05-01,AAVE,6082173447.495947,AAVE
2021-05-02,AAVE,5819681598.868439,AAVE
2021-05-03,AAVE,6245125592.350664,AAVE
2021-05-04,AAVE,5405513069.833913,AAVE
2021-05-05,AAVE,5800479579.2855,AAVE
2021-05-06,AAVE,5459312454.687995,AAVE
2021-05-07,AAVE,5368422092.23299,AAVE
2021-05-08,AAVE,5628408282.094342,AAVE
2021-05-09,AAVE,5537843173.421484,AAVE
2021-05-10,AAVE,5228309990.746688,AAVE
2021-05-11,AAVE,5524399350.42615,AAVE
2021-05-12,AAVE,6154018394.040896,AAVE
2021-05-13,AAVE,6136021018.095531,AAVE
2021-05-14,AAVE,7168990890.879383,AAVE
2021-05-15,AAVE,6232259998.301366,AAVE
2021-05-16,AAVE,6365336980.944234,AAVE
2021-05-17,AAVE,6892633593.983392,AAVE
2021-05-18,AAVE,7571185262.156418,AAVE
2021-05-19,AAVE,4978551225.368343,AAVE
2021-05-20,AAVE,5635696376.101669,AAVE
2021-05-21,AAVE,4520605946.544356,AAVE
2021-05-22,AAVE,4031436304.634435,AAVE
2021-05-23,AAVE,3536508466.1369066,AAVE
2021-05-24,AAVE,4669355342.912069,AAVE
2021-05-25,AAVE,4466131961.253233,AAVE
2021-05-26,AAVE,4995416236.294389,AAVE
2021-05-27,AAVE,4486815692.510388,AAVE
2021-05-28,AAVE,3852944256.855005,AAVE
2021-05-29,AAVE,3594596382.3407545,AAVE
2021-05-30,AAVE,3907490520.764384,AAVE
2021-05-31,AAVE,4601738695.535007,AAVE
2021-06-01,AAVE,4497681578.121312,AAVE
2021-06-02,AAVE,4621217783.154588,AAVE
2021-06-03,AAVE,4798047422.714165,AAVE
2021-06-04,AAVE,4496211912.883471,AAVE
2021-06-05,AAVE,4291530912.423169,AAVE
2021-06-06,AAVE,4404743321.48243,AAVE
2021-06-07,AAVE,4033195084.3452935,AAVE
2021-06-08,AAVE,3970806590.3553047,AAVE
2021-06-09,AAVE,4083741931.377925,AAVE
2021-06-10,AAVE,3741839974.161499,AAVE
2021-06-11,AAVE,3441558454.623276,AAVE
2021-06-12,AAVE,3356570845.992388,AAVE
2021-06-13,AAVE,3813251248.9969215,AAVE
2021-06-14,AAVE,3832670104.4346247,AAVE
2021-06-15,AAVE,3754874218.320056,AAVE
2021-06-16,AAVE,3498947677.51733,AAVE
2021-06-17,AAVE,3535074940.2081933,AAVE
2021-06-18,AAVE,3193124797.2462645,AAVE
2021-06-19,AAVE,3071142582.50546,AAVE
2021-06-20,AAVE,3284460877.847172,AAVE
2021-06-21,AAVE,2559506336.754772,AAVE
2021-06-22,AAVE,2485878517.626212,AAVE
2021-06-23,AAVE,2503273571.752789,AAVE
2021-06-24,AAVE,2543472529.938654,AAVE
2021-06-25,AAVE,2250021339.825479,AAVE
2021-06-26,AAVE,2255321771.830807,AAVE
2021-06-27,AAVE,2449281443.916695,AAVE
2021-06-28,AAVE,2736950344.5695114,AAVE
2021-06-29,AAVE,2870882624.195057,AAVE
2021-06-30,AAVE,3019523602.635388,AAVE
2021-07-01,AAVE,2774547272.498215,AAVE
2021-07-02,AAVE,2820480334.398935,AAVE
2021-07-03,AAVE,3126965768.670667,AAVE
2021-07-04,AAVE,3337850683.864478,AAVE
2021-07-05,AAVE,3710615611.075565,AAVE
2021-07-06,AAVE,3813877663.688461,AAVE
2021-07-07,AAVE,3788315125.699127,AAVE
2021-07-08,AAVE,3506874232.652572,AAVE
2021-07-09,AAVE,3656647576.112223,AAVE
2021-07-10,AAVE,3550229357.1688814,AAVE
2021-07-11,AAVE,3673813747.947661,AAVE
2021-07-12,AAVE,3571804524.7178426,AAVE
2021-07-13,AAVE,3268318653.103672,AAVE
2021-07-14,AAVE,3366497109.566002,AAVE
2021-07-15,AAVE,3277558269.803869,AAVE
2021-07-16,AAVE,3053843899.8698883,AAVE
2021-07-17,AAVE,3049856529.4295163,AAVE
2021-07-18,AAVE,3057216902.055097,AAVE
2021-07-19,AAVE,2873484654.4522176,AAVE
2021-07-20,AAVE,2690523378.777386,AAVE
2021-07-21,AAVE,3124098716.81324,AAVE
2021-07-22,AAVE,3358209161.339489,AAVE
2021-07-23,AAVE,3494285706.6399164,AAVE
2021-07-24,AAVE,3469192979.669238,AAVE
2021-07-25,AAVE,3470939712.943721,AAVE
2021-07-26,AAVE,3646962241.266123,AAVE
2021-07-27,AAVE,3613268358.7231607,AAVE
2021-07-28,AAVE,3589813947.099583,AAVE
2021-07-29,AAVE,3760933575.817056,AAVE
2021-07-30,AAVE,3863846281.775055,AAVE
2021-07-31,AAVE,3989044895.028184,AAVE
2021-08-01,AAVE,3814853425.034896,AAVE
2021-08-02,AAVE,3857003905.913632,AAVE
2021-08-03,AAVE,3718241005.301412,AAVE
2021-08-04,AAVE,4081718130.066799,AAVE
2021-08-05,AAVE,4495862566.228574,AAVE
2021-08-06,AAVE,4457398294.880816,AAVE
2021-08-07,AAVE,4643298901.03133,AAVE
2021-08-08,AAVE,4348908088.880847,AAVE
2021-08-09,AAVE,4507270541.476406,AAVE
2021-08-10,AAVE,4626084543.45039,AAVE
2021-08-11,AAVE,4851931132.622877,AAVE
2021-08-12,AAVE,4732044997.811452,AAVE
2021-08-13,AAVE,5158296102.530851,AAVE
2021-08-14,AAVE,4994307964.14782,AAVE
2021-08-15,AAVE,4944303206.752098,AAVE
2021-08-16,AAVE,4967962407.794064,AAVE
2021-08-17,AAVE,4592920704.10796,AAVE
2021-08-18,AAVE,4584042480.499036,AAVE
2021-08-19,AAVE,4883408470.872702,AAVE
2021-08-20,AAVE,4934846754.197137,AAVE
2021-08-21,AAVE,4821284998.482979,AAVE
2021-08-22,AAVE,4831620840.89337,AAVE
2021-08-23,AAVE,4917608303.743444,AAVE
2021-08-24,AAVE,4554528711.378458,AAVE
2021-08-25,AAVE,4633529241.1306,AAVE
2021-08-26,AAVE,4228238935.704999,AAVE
2021-08-27,AAVE,4493694207.68094,AAVE
2021-08-28,AAVE,4426655789.249913,AAVE
2021-08-29,AAVE,4387396453.1013565,AAVE
2021-08-30,AAVE,4311540043.243283,AAVE
2021-08-31,AAVE,4720227443.726845,AAVE
2021-09-01,AAVE,4979683590.387665,AAVE
2021-09-02,AAVE,4815454523.277118,AAVE
2021-09-03,AAVE,4761679231.295787,AAVE
2021-09-04,AAVE,4799276159.224491,AAVE
2021-09-05,AAVE,5023942197.632155,AAVE
2021-09-06,AAVE,4922535296.221125,AAVE
2021-09-07,AAVE,4175873076.779631,AAVE
2021-09-08,AAVE,3981600197.347973,AAVE
2021-09-09,AAVE,3974468707.013531,AAVE
2021-09-10,AAVE,3758717031.523919,AAVE
2021-09-11,AAVE,3961494695.036853,AAVE
2021-09-12,AAVE,4014679711.635772,AAVE
2021-09-13,AAVE,3987924576.44524,AAVE
2021-09-14,AAVE,4627120536.978704,AAVE
2021-09-15,AAVE,4996295626.149817,AAVE
2021-09-16,AAVE,4626759143.887431,AAVE
2021-09-17,AAVE,4260186084.973477,AAVE
2021-09-18,AAVE,4279689265.465811,AAVE
2021-09-19,AAVE,4097318265.1733904,AAVE
2021-09-20,AAVE,3515535620.406733,AAVE
2021-09-21,AAVE,3271474819.4341173,AAVE
2021-09-22,AAVE,3639276614.858397,AAVE
2021-09-23,AAVE,3724095573.380025,AAVE
2021-09-24,AAVE,3382639334.309502,AAVE
2021-09-25,AAVE,3305698745.177612,AAVE
2021-09-26,AAVE,3542724427.306792,AAVE
2021-09-27,AAVE,3289002384.3608274,AAVE
2021-09-28,AAVE,3144252404.869863,AAVE
2021-09-29,AAVE,3191329878.2262783,AAVE
2021-09-30,AAVE,3331514258.330836,AAVE
2021-10-01,AAVE,3645685319.010294,AAVE
2021-10-02,AAVE,3785231237.9869366,AAVE
2021-10-03,AAVE,3742610946.089547,AAVE
2021-10-04,AAVE,3625314795.098907,AAVE
2021-10-05,AAVE,3708194277.36404,AAVE
2021-10-06,AAVE,3751127776.607199,AAVE
2021-10-07,AAVE,3682173974.792429,AAVE
2021-10-08,AAVE,3709194131.583227,AAVE
2021-10-09,AAVE,3701893991.139525,AAVE
2021-10-10,AAVE,3468807493.705213,AAVE
2021-10-11,AAVE,3500381203.4460444,AAVE
2021-10-12,AAVE,3419513476.0556607,AAVE
2021-10-13,AAVE,3586862570.1875253,AAVE
2021-10-14,AAVE,3658382262.95033,AAVE
2021-10-15,AAVE,3632446285.4333487,AAVE
2021-10-16,AAVE,3672777754.4193454,AAVE
2021-10-17,AAVE,3669898656.125544,AAVE
2021-10-18,AAVE,3539953746.94037,AAVE
2021-10-19,AAVE,3657635383.895034,AAVE
2021-10-20,AAVE,3815094353.762411,AAVE
2021-10-21,AAVE,3793121653.81305,AAVE
2021-10-22,AAVE,3734419369.35404,AAVE
2021-10-23,AAVE,3903599521.815017,AAVE
2021-10-24,AAVE,3707929255.763774,AAVE
2021-10-25,AAVE,3768992641.752431,AAVE
2021-10-26,AAVE,3966120526.60514,AAVE
2021-10-27,AAVE,3909622740.0028906,AAVE
2021-10-28,AAVE,4085247735.924893,AAVE
2021-10-29,AAVE,3951893685.245384,AAVE
2021-10-30,AAVE,3845764580.7750607,AAVE
2021-10-31,AAVE,3789290887.045563,AAVE
2021-11-01,AAVE,3906514759.417948,AAVE
2021-11-02,AAVE,3917850456.047525,AAVE
2021-11-03,AAVE,3919789932.30402,AAVE
2021-11-04,AAVE,4013824414.6530943,AAVE
2021-11-05,AAVE,3932968733.699086,AAVE
2021-11-06,AAVE,3836789985.67513,AAVE
2021-11-07,AAVE,3857690552.787049,AAVE
2021-11-08,AAVE,4003115132.715056,AAVE
2021-11-09,AAVE,4055240062.9129095,AAVE
2021-11-10,AAVE,3765896707.603864,AAVE
2021-11-11,AAVE,3759680746.433979,AAVE
2021-11-12,AAVE,3717156826.027596,AAVE
2021-11-13,AAVE,3764571599.602532,AAVE
2021-11-14,AAVE,3797036745.635168,AAVE
2021-11-15,AAVE,3634144832.962329,AAVE
2021-11-16,AAVE,3353450818.9710693,AAVE
2021-11-17,AAVE,3428994021.483373,AAVE
2021-11-18,AAVE,3165333668.5274186,AAVE
2021-11-19,AAVE,3366593481.0570083,AAVE
2021-11-20,AAVE,3307698453.615986,AAVE
2021-11-21,AAVE,3214687918.35885,AAVE
2021-11-22,AAVE,3175621325.1923056,AAVE
2021-11-23,AAVE,3250550159.4494457,AAVE
2021-11-24,AAVE,3062854634.2789464,AAVE
2021-11-25,AAVE,3171947162.097703,AAVE
2021-11-26,AAVE,2804591084.819326,AAVE
2021-11-27,AAVE,2809554216.606133,AAVE
2021-11-28,AAVE,2879038061.6214366,AAVE
2021-11-29,AAVE,3010055103.644052,AAVE
2021-11-30,AAVE,3096873770.604053,AAVE
2021-12-01,AAVE,3021499218.20101,AAVE
2021-12-02,AAVE,2947847306.1996984,AAVE
2021-12-03,AAVE,2716664145.712755,AAVE
2021-12-04,AAVE,2447125131.805436,AAVE
2021-12-05,AAVE,2313192852.179892,AAVE
2021-12-06,AAVE,2224868380.672921,AAVE
2021-12-07,AAVE,2253876199.465718,AAVE
2021-12-08,AAVE,2452726724.720158,AAVE
2021-12-09,AAVE,2129328093.7768788,AAVE
2021-12-10,AAVE,2011513946.022082,AAVE
2021-12-11,AAVE,2183416593.1039786,AAVE
2021-12-12,AAVE,2165828795.995389,AAVE
2021-12-13,AAVE,1956220803.057408,AAVE
2021-12-14,AAVE,2041630036.9614472,AAVE
2021-12-15,AAVE,2081262812.637652,AAVE
2021-12-16,AAVE,2099091538.473756,AAVE
2021-12-17,AAVE,2257381712.45106,AAVE
2021-12-18,AAVE,2327612436.5216594,AAVE
2021-12-19,AAVE,2209798288.766863,AAVE
2021-12-20,AAVE,2180525448.3738,AAVE
2021-12-21,AAVE,2241841809.526347,AAVE
2021-12-22,AAVE,2487348182.8640523,AAVE
2021-12-23,AAVE,2977879072.084433,AAVE
2021-12-24,AAVE,3256513145.4554405,AAVE
2021-12-25,AAVE,3179415952.6506658,AAVE
2021-12-26,AAVE,3229047270.51874,AAVE
2021-12-27,AAVE,3344090737.907115,AAVE
2021-12-28,AAVE,3043411685.968492,AAVE
2021-12-29,AAVE,2849223131.591465,AAVE
2021-12-30,AAVE,3167369516.2749195,AAVE
2021-12-31,AAVE,3058831124.529447,AAVE
2022-01-01,AAVE,3210134365.4088182,AAVE
2022-01-02,AAVE,3574452205.7101226,AAVE
2022-01-03,AAVE,3598690344.607385,AAVE
2022-01-04,AAVE,3393743414.5983133,AAVE
2022-01-05,AAVE,3098711401.687751,AAVE
