Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,170900662180.11383,9392.87536841,18194712.0,25922656496.1848,0.182253,0.197734,12.3062,20200201
2,Ethereum,ETH,20116913727.950874,183.67394712,109525134.3115,11569697182.4858,0.269752,1.43322,13.7226,20200201
3,XRP,XRP,10548109280.563622,0.24145529,43685558183.0,1592451417.10248,0.0037724,0.658013,9.38628,20200201
4,Bitcoin Cash,BCH,6955699068.234295,381.01336731,18255787.5,3218496040.38133,0.461802,0.887418,22.0139,20200201
5,Bitcoin SV,BSV,5086094873.046641,278.64944596,18252664.5819233,2045188904.22947,-0.193353,0.975697,6.69401,20200201
6,Tether,USDT,4648011884.004579,1.00121586,4642367414.0,34763069931.2985,0.0221608,0.12288,0.0345591,20200201
7,Litecoin,LTC,4531596557.011675,70.82001757,63987509.6387568,6009767448.79293,0.273755,3.81593,31.6639,20200201
8,EOS,EOS,3955723016.342536,4.15860458,951214028.8926,2870748186.06679,0.241351,-0.311581,17.4504,20200201
9,Binance Coin,BNB,2833617692.689821,18.21832054,155536713.0,238461925.144229,0.196462,-0.250098,7.24706,20200201
10,Cardano,ADA,1454290892.693255,0.0560916,25927070538.0,110646744.084796,-0.549398,3.74398,29.1118,20200201
11,Ethereum Classic,ETC,1342452894.1983345,11.54169734,116313299.0,2507607884.61385,-0.0657919,1.46558,37.0703,20200201
12,Monero,XMR,1277954138.76343,73.33706116,17425761.5249711,76400844.1994015,0.0419814,1.65567,19.0087,20200201
13,TRON,TRX,1271241659.377994,0.01906422,66682072191.4,1346616385.72914,0.443759,1.68427,17.6096,20200201
14,Stellar,XLM,1213096236.3882644,0.06047027,20061035528.5284,351749271.352383,-0.246899,-0.96731,6.17828,20200201
15,Tezos,XTZ,1209947862.2287235,1.74295859,694191973.530559,37226253.6318623,0.740524,5.05958,17.0445,20200201
16,Dash,DASH,1092986551.0651023,117.46965495,9304416.11962623,809915886.527939,0.0645283,0.532416,15.4025,20200201
17,Chainlink,LINK,993633620.0070001,2.8389532,350000000.0,121185567.039297,0.383407,0.113429,15.2807,20200201
18,UNUS SED LEO,LEO,871420993.138475,0.87185789,999498892.9,9749460.99007753,0.0434721,-0.00148183,-3.91051,20200201
19,IOTA,MIOTA,848011089.3217231,0.30509151,2779530283.0,11189601.2550474,1.07673,3.52101,30.7426,20200201
