date,portfolio_value,num_positions,daily_return,log_return
2023-03-02,5000.0,3,,
2023-03-03,5396.356130806461,3,0.07927122616129223,0.07628602277108902
2023-03-04,5620.272613524789,3,0.041494015089190484,0.040656235268572274
2023-03-05,5575.351635597073,3,-0.007992668864427843,-0.008024781466938856
2023-03-06,5466.633433574834,3,-0.019499792861153997,-0.019692422087373897
2023-03-07,5655.971194918479,3,0.0346351668982916,0.034048868825659016
2023-03-08,5958.090580724061,3,0.05341600503146404,0.052038221640227235
2023-03-09,6147.5344358741195,4,0.03179606831808801,0.031301039313387416
2023-03-10,6058.642522801728,5,-0.014459766594174805,-0.014565327848950559
2023-03-11,6225.457814497495,5,0.02753344351774456,0.027161215294324907
2023-03-12,5790.518373483739,5,-0.06986465156038701,-0.07242516746759226
2023-03-13,5494.339548319048,5,-0.05114893107341989,-0.05250342743319204
2023-03-14,5267.850278422611,5,-0.04122229212530726,-0.04209602671858853
2023-03-15,5588.284394162537,5,0.060828250387533034,0.05904997130482367
2023-03-16,5623.245848973088,5,0.006256205365473333,0.006236716554451942
2023-03-17,5283.566696988034,5,-0.06040624242795389,-0.062307669927360615
2023-03-18,5477.433730973962,5,0.03669245513574082,0.03603531355034962
2023-03-19,5382.033298129422,5,-0.0174169944412228,-0.017570454778005593
2023-03-20,5586.158136008486,5,0.0379270856518128,0.037225537239609544
2023-03-21,5404.658783511124,5,-0.03249090843444136,-0.03303045715536572
2023-03-22,5646.368519067706,5,0.044722478372548835,0.043751279211208874
2023-03-23,5538.922459116108,5,-0.01902923261008449,-0.01921261864780486
2023-03-24,5719.401289487355,5,0.032583743806380516,0.03206415036678062
2023-03-25,5774.722449308665,5,0.009672543859266192,0.009626064283719756
2023-03-26,5693.815471135477,5,-0.014010539707042358,-0.01410961379468836
2023-03-27,5846.351470076389,5,0.0267897686031775,0.026437205613019835
2023-03-28,5687.09814295599,5,-0.027239779875621872,-0.027617660748221955
2023-03-29,5589.268287566187,5,-0.01720206912746436,-0.017351743676629557
2023-03-30,5671.224069066713,5,0.014663060938199024,0.014556597716144759
2023-03-31,5594.361191490921,6,-0.013553137142832239,-0.013645819281232272
2023-04-01,5649.059500601751,6,0.009777400356992816,0.009729910876324011
2023-04-02,5829.993939976728,6,0.03202912615023856,0.031526889674906286
2023-04-03,5906.691886583141,6,0.01315575065704433,0.013069965330507945
2023-04-04,5804.097648165054,6,-0.01736915356142521,-0.017521767069277692
2023-04-05,5664.064781229942,6,-0.024126552553674352,-0.02442236547792834
2023-04-06,5660.752652827309,6,-0.000584761744535256,-0.0005849327843658087
2023-04-07,5615.631095004544,6,-0.007970946725649575,-0.008002884551186883
2023-04-08,5694.982046982923,6,0.014130371214905235,0.014031468122276035
2023-04-09,5624.9671516997105,6,-0.012294138015817802,-0.012370336101175935
2023-04-10,5574.698901792656,6,-0.008936629948472552,-0.008976801134997648
2023-04-11,5592.039782718739,6,0.0031106399164457788,0.0031058118856866247
2023-04-12,5566.474449402713,6,-0.004571736666651005,-0.004582219015285397
2023-04-13,5462.44291846806,6,-0.018688944300429666,-0.018865789452261295
2023-04-14,5409.255823933328,6,-0.009736869625659783,-0.009784582912033405
2023-04-15,5444.967717518795,6,0.006601997529393833,0.006580299790295282
2023-04-16,5416.018351108214,6,-0.005316719567948658,-0.005330903618849669
2023-04-17,5488.385369544196,6,0.013361664186601896,0.013273184438084284
2023-04-18,5358.700689402392,6,-0.023628931171896572,-0.02391257135285158
2023-04-19,5806.953495052587,6,0.08364953215929383,0.0803345409254184
2023-04-20,6047.820962678149,6,0.041479145274846196,0.04064195777846583
2023-04-21,6247.054170775842,6,0.03294297389542211,0.0324119842530091
2023-04-22,6089.297311288511,6,-0.025253000082075316,-0.025577328920602077
2023-04-23,6250.209535799885,6,0.026425417627920833,0.02608229787463521
2023-04-24,6212.364513581781,6,-0.006055000556595136,-0.006073406408371715
2023-04-25,6154.050253081931,6,-0.00938680600154096,-0.009431139717770496
2023-04-26,6256.237535395256,6,0.0166048826562879,0.016468528946819334
2023-04-27,6064.961242665742,6,-0.030573694116847294,-0.031050819686564327
2023-04-28,6134.652931288267,6,0.011490871224742127,0.011425352597040599
2023-04-29,6090.1117446305025,6,-0.007260587869705404,-0.007287074219999716
2023-04-30,6167.699071978382,6,0.01273988567061779,0.012659416055599025
2023-05-01,6301.786783449607,6,0.021740313511796394,0.021507363125455644
2023-05-02,6145.545147677024,6,-0.024793227879896018,-0.02510575649945783
2023-05-03,6139.1272978193265,6,-0.001044309284770839,-0.0010448549556444876
2023-05-04,6155.771449278876,6,0.002711159200992963,0.0027074906380958547
2023-05-05,6039.741402454673,6,-0.018848985505755866,-0.019028891922481455
2023-05-06,6236.2080412660425,7,0.03252898190831832,0.03201111510396602
2023-05-07,6272.933042654829,8,0.0058889955475780464,0.005871723191343451
2023-05-08,6618.506952254693,10,0.055089685678138656,0.05362577343633265
2023-05-09,6563.116729886752,10,-0.008368990584662117,-0.008404207209077403
2023-05-10,6438.0265454896635,10,-0.019059570253788127,-0.019243545270529006
2023-05-11,6750.960587435224,11,0.04860713756528301,0.04746274789002727
2023-05-12,6639.178810030575,11,-0.016557906975889547,-0.016696521357083844
2023-05-13,6700.874223602189,11,0.009292627196364034,0.009249716367635866
2023-05-14,6612.129644772732,12,-0.01324373146967539,-0.01333221175571095
2023-05-15,6572.877340850752,12,-0.005936408695950246,-0.005954099216906337
2023-05-16,6644.941737426638,12,0.01096390406192449,0.010904236198115622
2023-05-17,6545.082662692265,12,-0.015027833001443947,-0.015141895063538411
2023-05-18,6679.666748286088,12,0.02056262579554069,0.020354069141370484
2023-05-19,6619.8443536076,12,-0.008955895096688371,-0.008996240190104247
2023-05-20,6625.567934997499,12,0.0008646096621258703,0.000864236102498618
2023-05-21,6787.040974630766,12,0.024371199754867234,0.02407896069076426
2023-05-22,6768.520769472887,13,-0.0027287598862457685,-0.0027324897382964577
2023-05-23,6601.179670439304,12,-0.024723437325969155,-0.025034194181839758
2023-05-24,6850.552654716899,14,0.03777703330729065,0.037080957534426154
2023-05-25,6873.991681035252,14,0.003421479623576751,0.0034156396792120753
2023-05-26,6750.1065708180195,14,-0.018022295627593055,-0.018186675190502377
2023-05-27,6727.867942691624,14,-0.0032945595588871335,-0.0032999985696127144
2023-05-28,6544.920901097443,14,-0.027192424576780505,-0.02756898056451508
2023-05-29,6648.5663511556295,14,0.015836012630925378,0.015711931238297495
2023-05-30,6623.4956650797085,14,-0.00377084092295521,-0.0037779684671202826
2023-05-31,6911.9023518671775,14,0.04354297207560687,0.042621627401741066
2023-06-01,6951.034991931811,14,0.005661630919028049,0.00564566412374979
2023-06-02,6745.687337361273,14,-0.029542025728382715,-0.029987180482636922
2023-06-03,6778.01599220732,14,0.004792492333137499,0.004781044901671241
2023-06-04,6751.711753550697,14,-0.003880816847712465,-0.003888366756955377
2023-06-05,7329.259699190388,17,0.08554096601294647,0.08207844892667612
2023-06-06,7097.788554026933,17,-0.031581790612362215,-0.03209125051422797
2023-06-07,7549.051626278516,20,0.0635779819047384,0.061638678691383265
2023-06-08,7500.591741947224,20,-0.0064193340740446025,-0.006440026601387042
2023-06-09,7527.399169765924,22,0.0035740417211056474,0.003567670011318178
2023-06-10,8619.910417020023,28,0.1451379450743373,0.13552510579700294
2023-06-11,8639.072040386553,28,0.0022229492465135614,0.002220482150313881
2023-06-12,8633.15797891856,28,-0.0006845713799289443,-0.0006848058059097036
2023-06-13,8615.876787285384,28,-0.002001723086195728,-0.0020037292114378244
2023-06-14,8883.818118961113,30,0.031098556570717806,0.03062479364815933
2023-06-15,8802.065997270087,31,-0.009202363285279236,-0.009244966599166845
2023-06-16,8611.09656320842,31,-0.021695978435164465,-0.021934796758690846
2023-06-17,8494.339828911612,32,-0.013558869470313595,-0.013651630384042554
2023-06-18,8551.929799777494,32,0.006779805379326431,0.00675692585310957
2023-06-19,8411.6214048679,32,-0.01640663548398691,-0.01654271478321555
2023-06-20,8159.2790706678725,32,-0.02999925009154525,-0.030458434383507645
2023-06-21,7824.9239477729325,32,-0.04097851292976695,-0.041841798645601676
2023-06-22,7864.651448869504,32,0.005077046289744258,0.005064201547453304
2023-06-23,7504.808979343921,32,-0.045754407790990936,-0.046834206482992344
2023-06-24,7554.419779202235,33,0.006610534657825573,0.0065887808903235204
2023-06-25,7464.709816025706,33,-0.011875162593361077,-0.011946235565775115
2023-06-26,7606.902434374235,33,0.01904864647829463,0.01886949253023843
2023-06-27,7460.167369675788,33,-0.01928972613548685,-0.0194782005864129
2023-06-28,7921.181578461831,33,0.06179676486347763,0.059962534321087425
2023-06-29,7823.491374745515,33,-0.01233278176351138,-0.012409461619373431
2023-06-30,7484.388462926692,31,-0.043344191943952004,-0.04431160942505828
2023-07-01,7395.666592934433,31,-0.011854257756894415,-0.011925079721345
2023-07-02,7448.964773595877,31,0.0072066770441441275,0.00718083303911644
2023-07-03,7253.528473260579,31,-0.026236706210244876,-0.02658702973144195
2023-07-04,7317.494112134686,30,0.008818554874349793,0.008779898515233968
2023-07-05,7481.493555578629,30,0.022411967940224375,0.022164510304453114
2023-07-06,7724.9651559466,30,0.032543181192266735,0.03202486695651854
