date,portfolio_value,num_long_positions,num_short_positions,daily_return,log_return
2020-06-11,11316.236727396876,11,1,-0.008426066648073549,-0.008461766629383758
2020-06-12,11386.277565172624,11,1,0.0061894107964513,0.006170335064676383
2020-06-13,11415.65210993233,11,1,0.0025798198394140215,0.0025764978164659513
2020-06-14,11380.740349601154,11,1,-0.003058236182653218,-0.003062922143215898
2020-06-15,11471.591802033267,11,1,0.007982912327430203,0.007951217449368315
2020-06-16,11221.84462881598,11,1,-0.021770925737875424,-0.022011409112356082
2020-06-17,11409.648961601988,11,1,0.01673560265696028,0.01659710554458705
2020-06-18,11360.245875793453,11,1,-0.004329939157181495,-0.004339340491686427
2020-06-19,11411.62627073728,11,1,0.00452282419813721,0.004512626964077539
2020-06-20,11560.57795378858,11,1,0.013052625411791974,0.01296817397818763
2020-06-21,11316.812224144931,11,1,-0.021085946621186236,-0.021311430521129486
2020-06-22,11529.529444230579,11,1,0.0187965670784751,0.01862209454394556
2020-06-23,11717.896401811178,11,1,0.01633778364431504,0.01620575811915423
2020-06-24,11675.414254666239,11,1,-0.003625407299075678,-0.003631995015039799
2020-06-25,11730.199711521209,11,1,0.004692377988479102,0.004681403101705654
2020-06-26,11812.05003825286,11,1,0.006977743665460334,0.006953511869003346
2020-06-27,11819.478803363014,10,2,0.0006289141246520469,0.00062871644104362
2020-06-28,11733.842740597078,10,2,-0.007245333249514374,-0.007271708150310977
2020-06-29,11795.641927291417,10,2,0.005266747480816791,0.005252926672204016
2020-06-30,11929.94229868388,10,2,0.011385592426448099,0.011321264383765274
2020-07-01,11997.724096439333,10,2,0.0056816534446215705,0.005665573729185957
2020-07-02,12087.122099107255,10,2,0.007451246748910734,0.007423623344189709
2020-07-03,12144.033460152428,10,2,0.004708429399366887,0.004697379417460193
2020-07-04,12095.691985451369,10,2,-0.00398067700156457,-0.003988620984889255
2020-07-05,12161.210687075683,10,2,0.005416697259083669,0.005402079716595114
2020-07-06,12060.190263898043,10,2,-0.008306773542292145,-0.00834146704661174
2020-07-07,12246.817323290914,11,2,0.01547463641195912,0.015356125273366442
2020-07-08,12310.652872745426,11,2,0.005212419502094612,0.005198881865744338
2020-07-09,12349.10650986823,11,3,0.003123606645422994,0.003118738321370411
2020-07-10,12347.880579503813,11,3,-9.927279867871786e-05,-9.927772654913496e-05
2020-07-11,12417.493323744753,11,3,0.0056376269427556025,0.005621794999172968
2020-07-12,12489.302518227943,11,3,0.005782905825757689,0.00576624901153681
2020-07-13,12218.073502855,11,3,-0.021716906526772717,-0.0219561892041876
2020-07-14,12298.9001218514,11,3,0.006615332521736184,0.006593547234715212
2020-07-15,12429.207191914142,11,3,0.010595018153796154,0.010539284270997571
2020-07-16,12661.60353533875,11,3,0.018697599922205432,0.018524948590891682
2020-07-17,12650.169911614903,11,3,-0.0009030154586610051,-0.0009034234227373643
2020-07-18,12643.582970139414,11,3,-0.0005206998420979048,-0.0005208354533378959
2020-07-19,12598.495647480886,11,3,-0.003566024185154726,-0.003572397605758528
2020-07-20,12528.492237466256,11,3,-0.0055564895979169915,-0.005571984310371672
2020-07-21,12579.731533522743,11,3,0.004089821431445317,0.004081480845047071
2020-07-22,12478.94027098664,11,3,-0.008012195035125513,-0.008044465155011478
2020-07-23,12338.039094667658,11,4,-0.011291117134888173,-0.011355345730704977
2020-07-24,12321.53027156087,11,4,-0.0013380426970702741,-0.0013389386755273346
2020-07-25,12377.74879119784,13,4,0.004562624803732929,0.004552247584117068
2020-07-26,12376.42388852885,13,4,-0.00010703906593512169,-0.00010704479502476774
2020-07-27,12682.598952420383,14,4,0.024738572842136763,0.024437529173642624
2020-07-28,12631.652661808654,14,3,-0.004017022914850288,-0.004025112823566577
2020-07-29,12483.885481334637,14,3,-0.01169816685355718,-0.011767128753552706
2020-07-30,12480.01872482388,14,3,-0.0003097398255165196,-0.00030978780480392826
2020-07-31,12685.778801976097,15,3,0.016487160932133982,0.016352723344552848
2020-08-01,12882.99529100347,15,3,0.015546265791474445,0.015426660617899149
2020-08-02,12821.754579941886,15,3,-0.00475360812282144,-0.00476494245148369
2020-08-03,12883.903259852419,15,3,0.004847127553646802,0.0048354180539340735
2020-08-04,12987.811776729312,15,3,0.008064987355243636,0.008032639153556688
2020-08-05,12991.750893736631,15,3,0.0003032933549573791,0.00030324737082535125
2020-08-06,13152.595304403761,15,3,0.012380502980908759,0.012304491286192104
2020-08-07,12714.59466149813,15,3,-0.03330146125297262,-0.033868581101602166
2020-08-08,12974.2536466657,15,3,0.02042212056935333,0.020216385381940562
2020-08-09,12614.782379038363,15,3,-0.02770650839863298,-0.028097574006303607
2020-08-10,12570.127441836272,15,3,-0.00353988961999796,-0.0035461698545305
2020-08-11,12287.422532103872,15,3,-0.022490218260754702,-0.02274698027831626
2020-08-12,11746.96653077712,15,3,-0.04398448901017937,-0.044981141177608173
2020-08-13,11886.99810939004,15,3,0.011920658686311647,0.011850167284196177
2020-08-14,11535.572233601068,15,2,-0.029563887581623094,-0.03000970809338212
2020-08-15,11808.110535081345,16,2,0.023625902205910654,0.023351129991058654
2020-08-16,12012.568765291186,16,2,0.017315067436268095,0.017166869910346234
2020-08-17,12236.60972359151,16,2,0.018650545331125423,0.01847875659253538
2020-08-18,12024.979476317658,16,2,-0.017294843265765025,-0.01744614611125766
2020-08-19,11956.053811730673,16,2,-0.0057318737817997345,-0.005748364013801658
2020-08-20,12156.14150707426,16,2,0.01673526219389143,0.016596770685529335
2020-08-21,12266.663764566456,16,2,0.00909188638745917,0.009050804011525575
2020-08-22,12226.657246480198,16,2,-0.0032614017025413,-0.003266731664994842
2020-08-23,12399.022042719123,16,2,0.01409745875460322,0.01399901372063675
2020-08-24,12076.337191362929,16,2,-0.02602502441276644,-0.026369668085229007
2020-08-25,12154.89768942158,16,2,0.0065053249850324235,0.006484256679871369
2020-08-26,11936.236620046933,16,2,-0.017989544211873265,-0.018153323242270522
2020-08-27,12022.680138193273,16,2,0.007242108287394133,0.007216010149114626
2020-08-28,11794.929643681346,16,2,-0.018943404623101956,-0.019125129565169183
2020-08-29,11789.392844280519,16,2,-0.0004694219947121159,-0.00046953220770896173
2020-08-30,11422.334523565349,16,2,-0.03113462462091454,-0.0316296082405771
2020-08-31,11026.019240525211,16,2,-0.034696522170883926,-0.03531274228611828
2020-09-01,10916.599480879562,16,2,-0.009923777317881521,-0.009973346209079692
2020-09-02,11088.022280596466,16,2,0.015702948525055938,0.015580932907865268
2020-09-03,11144.473617748954,16,2,0.005091199830223658,0.005078283493585876
2020-09-04,11241.57601809605,16,2,0.008713053992289721,0.00867531439700496
2020-09-05,11691.943046344837,16,2,0.040062623561305966,0.039280926303227395
2020-09-06,11510.572278259806,16,2,-0.01551245737052509,-0.015634034482784574
2020-09-07,11494.982728752651,16,2,-0.001354367891559849,-0.001355285876706047
2020-09-08,11528.531040942766,16,2,0.002918517842240842,0.0029142672373456253
2020-09-09,11506.003362655052,16,2,-0.0019540805509139503,-0.0019559922571382783
2020-09-10,11631.118462582917,16,3,0.010873897389422904,0.010815201684569151
2020-09-11,11742.89709101362,16,3,0.009610307795444806,0.009564422534234196
2020-09-12,11790.956261827125,16,3,0.004092616195221721,0.004084264221421688
2020-09-13,11899.961915585269,16,3,0.009244852693673922,0.009202380607784992
2020-09-14,12079.603879289263,16,3,0.015096011649307739,0.0149832007780765
2020-09-15,12409.233390751238,16,3,0.027288106030292303,0.026922423279833903
2020-09-16,12407.524723109374,16,3,-0.00013769324728285515,-0.00013770272786831384
2020-09-17,12308.049913846753,16,4,-0.008017296880928004,-0.008049608221182789
2020-09-18,12435.533408119933,16,4,0.010357732960585286,0.010304459192409854
2020-09-19,12268.10457933253,16,4,-0.013463743234212844,-0.013555201264492573
2020-09-20,12177.416712314864,15,4,-0.007392166119161048,-0.007419623576201912
2020-09-21,12311.939838685126,13,5,0.011046934628936578,0.010986362926093514
2020-09-22,12110.797407043154,13,5,-0.016337184414268013,-0.01647210774133638
2020-09-23,12205.663197128371,13,6,0.00783315804044804,0.007802638132575462
2020-09-24,12076.292373798216,13,6,-0.010599245714119965,-0.010655817821849519
2020-09-25,12021.18012463959,13,6,-0.004563672976169664,-0.004574118323233871
2020-09-26,11972.409718437544,13,6,-0.004057039799452156,-0.004065291912415413
2020-09-27,12128.066331339722,13,6,0.013001276815849838,0.01291748569600849
2020-09-28,12116.628211546515,13,6,-0.0009431115794320544,-0.0009435565889754536
2020-09-29,12146.80259733767,13,6,0.002490328601681524,0.0024872328719337125
2020-09-30,12068.107923263087,13,6,-0.006478632829007291,-0.00649971025526351
2020-10-01,12054.107230083864,13,7,-0.0011601398718215084,-0.0011608133550228032
2020-10-02,12206.302144529647,13,7,0.01262597980428981,0.012546936756535336
2020-10-03,12169.935167483802,13,7,-0.002979360711806045,-0.0029838078421985195
2020-10-04,12232.169700883043,13,7,0.0051137933393041735,0.005100762304610858
2020-10-05,12266.766082074317,13,7,0.0028283110876703432,0.002824318941448835
2020-10-06,12445.526147587332,13,7,0.014572713322889674,0.01446755176444706
2020-10-07,12504.087513399003,13,7,0.004705415031651672,0.004694379171668544
2020-10-08,12516.21010893897,13,8,0.0009694906187258656,0.0009690209662205875
2020-10-09,12114.211827938887,13,8,-0.032118211303674093,-0.032645318278072114
2020-10-10,12190.996600034883,13,8,0.006338404279749188,0.006318401076439259
2020-10-11,12218.632100226698,13,8,0.002266877852441951,0.0022643123612149747
2020-10-12,12110.86673647709,13,8,-0.008819756816117574,-0.00885888108550419
2020-10-13,12169.530409612908,13,8,0.004843887263586755,0.004832193389011795
2020-10-14,12350.821531568341,13,8,0.014897133730996659,0.014787261280054103
2020-10-15,12419.329623629086,13,10,0.0055468449516205,0.0055315178590444455
2020-10-16,12397.114999394696,13,10,-0.001788713634923056,-0.0017903152933807834
2020-10-17,12305.814160576145,13,10,-0.007364684349786987,-0.007391937527384861
2020-10-18,12192.12153501254,13,10,-0.009238935683576255,-0.009281879357070146
2020-10-19,12329.19900387672,13,10,0.011243118637763727,0.011180384559266935
2020-10-20,12563.613627074861,13,10,0.01901296451816803,0.018834476944902128
2020-10-21,12750.927886769918,13,10,0.01490926617572752,0.014799215567646814
2020-10-22,12739.957194916014,13,10,-0.0008603838051101098,-0.000860754147695904
2020-10-23,12743.286880129575,13,10,0.00026135764529011674,0.0002613234973304982
2020-10-24,12783.990914025644,13,10,0.0031941550307195143,0.003189064554505743
2020-10-25,12896.878294016153,13,10,0.008830370793416087,0.008791611077232354
2020-10-26,12892.945305160152,13,10,-0.0003049566543421589,-0.0003050031630783454
2020-10-27,12967.561628792811,13,10,0.005787376108917108,0.005770693582228247
2020-10-28,12865.93274066315,12,2,-0.007837162532083775,-0.007868034495209196
2020-10-29,12912.887863782164,10,2,0.003649570075134223,0.0036429265533599814
2020-10-30,12896.14102858897,9,2,-0.0012969085900733646,-0.001297750303848124
2020-10-31,12794.361552714592,9,2,-0.00789224277624967,-0.007923551363047072
2020-11-01,12754.17588718154,9,2,-0.0031408886928419033,-0.003145831636603366
2020-11-02,12818.80493649387,8,2,0.0050672854039346404,0.0050544899206255225
2020-11-03,12844.627829481768,7,5,0.002014454008453015,0.0020124277167682045
2020-11-04,12882.102092003428,7,5,0.002917504735765686,0.00291325707852531
2020-11-05,12987.248480993929,7,5,0.008162207397484522,0.008129076740123569
2020-11-06,12775.426573572575,7,5,-0.016309991121779444,-0.016444463190595757
2020-11-07,12861.985247984332,7,5,0.0067754038515484005,0.006752553956319397
2020-11-08,12934.201183235713,7,5,0.005614680304714126,0.005598976740161123
2020-11-09,12903.448677996215,7,5,-0.002377611481670483,-0.0023804424880951836
2020-11-10,12749.783220478432,7,5,-0.011908867261186007,-0.011980345873896668
2020-11-11,12827.54627360291,7,5,0.006099166690110902,0.0060806420580067164
2020-11-12,13134.615830272718,7,5,0.023938292649289483,0.023656263716865692
2020-11-13,13118.020037284197,7,5,-0.0012635156751422683,-0.0012643145840998326
2020-11-14,13172.506797179743,7,5,0.004153581084697544,0.004144978778807257
2020-11-15,13189.834782753212,7,5,0.0013154660567098464,0.0013146015892720013
2020-11-16,13327.095657257578,7,5,0.010406565113601385,0.010352789572229154
2020-11-17,13294.322131797047,7,5,-0.002459164870080466,-0.002462193582430492
2020-11-18,12992.76330182244,7,5,-0.022683279898366937,-0.022944503319934657
2020-11-19,13168.9760514454,7,5,0.013562376649949526,0.013471230797947703
2020-11-20,13393.935915690041,7,5,0.01708256309114864,0.01693829675174355
2020-11-21,13416.855701158212,8,4,0.0017112061467550177,0.0017097437016423565
2020-11-22,13489.671396266252,8,4,0.005427180311833757,0.0054125062373878135
2020-11-23,13259.227670614238,10,4,-0.017082975476763518,-0.01723057285222325
2020-11-24,13384.73902718367,10,4,0.009465962851486154,0.009421441363782113
2020-11-25,13240.608908344266,10,4,-0.01076824273874033,-0.010826639865907785
2020-11-26,13357.34157080826,10,4,0.00881626088891041,0.00877762458000896
2020-11-27,13324.53747406181,10,4,-0.002455885145449921,-0.0024589057779381834
2020-11-28,13370.177410720662,10,4,0.0034252548538886707,0.003419402029616883
2020-11-29,13379.767734686153,10,4,0.0007172921997131709,0.0007170350686146934
2020-11-30,13606.147371439765,10,4,0.01691954907159854,0.016778007813079875
2020-12-01,13657.910357901073,10,4,0.0038043823169195967,0.0037971639563228804
2020-12-02,13537.91176389804,10,4,-0.008786014174826828,-0.008824838773636814
2020-12-03,13576.26648116323,10,4,0.0028331339377960507,0.002829128177960489
2020-12-04,13334.768926153794,10,4,-0.017788215585227918,-0.017948327470173376
2020-12-05,13430.993518613166,10,4,0.00721606748435244,0.007190156246207788
2020-12-06,13535.327294953608,10,4,0.007768135409778276,0.00773811879444682
2020-12-07,13524.334980001902,10,4,-0.0008121203656303866,-0.000812450314025158
2020-12-08,13551.70558828143,10,4,0.0020238043733757927,0.002021759240139815
2020-12-09,13597.933661982504,10,4,0.0034112365709191295,0.0034054315013454773
2020-12-10,13701.649406060556,10,4,0.007627316521481742,0.007598375610655515
2020-12-11,13676.640497462282,10,4,-0.001825248030884019,-0.0018269158258063922
2020-12-12,13642.556377455381,10,4,-0.0024921412545153565,-0.002495251807564673
2020-12-13,13750.661024041712,10,4,0.007924075488152438,0.007892844875980664
2020-12-14,13731.675357648917,10,4,-0.0013807093607791643,-0.0013816634182337924
2020-12-15,13685.334844075172,10,4,-0.00337471665814848,-0.00338042385814931
2020-12-16,13925.207538501712,10,4,0.01752771833203548,0.01737587956753332
2020-12-17,14181.146794634504,10,4,0.01837956493108961,0.018212702202598675
2020-12-18,14186.651757244326,10,4,0.0003881888178398629,0.00038811349205383636
2020-12-19,14324.782757050332,10,4,0.009736687850638859,0.00968959176530894
2020-12-20,14260.41621055914,10,4,-0.004493369818087567,-0.004503495347465659
2020-12-21,14096.862082751659,10,4,-0.011469099175827502,-0.011535376542231489
2020-12-22,14177.116928499,10,4,0.005693100015891961,0.005676955567653226
2020-12-23,14208.632182106807,10,4,0.002222966331359988,0.002220499197265653
2020-12-24,14227.163714732193,10,4,0.0013042446583086953,0.0013033948700519433
2020-12-25,14468.587876423733,10,4,0.01696924042854353,0.016826871209359363
2020-12-26,14555.768268627751,10,4,0.006025494191183478,0.006007413494794259
2020-12-27,14666.491371995775,10,4,0.0076068196006298106,0.007578033636008261
2020-12-28,14462.516020689014,10,4,-0.013907576538464528,-0.01400519301021732
2020-12-29,14517.157971598352,10,4,0.0037781773815268593,0.003771057995930236
2020-12-30,14633.792659207022,10,4,0.008034264546604497,0.008002161677199773
2020-12-31,14567.768115295397,10,4,-0.004511786209440705,-0.004521995035106154
2021-01-01,14270.909398180758,10,4,-0.02037777611266023,-0.020588267465526687
2021-01-02,14386.134914146056,10,4,0.008074153703196085,0.00804173212513374
2021-01-03,14738.120650329298,10,4,0.024467012042069136,0.02417248909795627
2021-01-04,14382.714577925348,10,4,-0.024114748470050684,-0.024410269634697307
2021-01-05,14385.603870106033,10,3,0.0002008864296814128,0.00020086625470447188
2021-01-06,14650.578860850617,11,3,0.018419455529094186,0.018251872093794582
2021-01-07,14839.765938645636,11,3,0.0129132834676291,0.012830617917869061
2021-01-08,15051.734574631968,11,3,0.014283826096901153,0.014182773395619165
2021-01-09,14951.099236057045,11,3,-0.006685962875304208,-0.00670841405287172
2021-01-10,14039.53390776142,11,2,-0.06096978649551288,-0.06290762403540895
2021-01-11,14216.519562062662,11,2,0.012606234328291999,0.012527437287920676
2021-01-12,14098.528792599593,11,2,-0.008299553835801832,-0.008334186891804348
2021-01-13,14271.491657932274,11,2,0.012268149952175955,0.01219350607531577
2021-01-14,14454.127530267951,11,2,0.012797251801928144,0.012716058938382476
2021-01-15,14144.65534395223,11,2,-0.021410644514355148,-0.021643177474597305
2021-01-16,13813.600901042973,11,2,-0.023404914072424177,-0.023683159184177387
2021-01-17,13640.139329071018,11,2,-0.012557302995402031,-0.012636812240344152
2021-01-18,13471.046483417907,11,2,-0.012396709562396135,-0.012474189765342649
2021-01-19,13800.261978839573,11,2,0.02443874689519565,0.02414489861776753
2021-01-20,13748.158347695828,10,2,-0.003775553770184792,-0.0037826991642035553
2021-01-21,13568.518209814536,10,2,-0.013066487404212901,-0.013152604942488428
2021-01-22,13305.825866851788,10,2,-0.019360429702097726,-0.019550297430177856
2021-01-23,13092.907025931252,10,2,-0.016001926002276345,-0.01613133925118571
2021-01-24,13386.995247412697,10,2,0.022461644377294254,0.022213096619793506
2021-01-25,13331.384089165187,10,2,-0.004154118024226383,-0.004162770342654057
2021-01-26,13411.466290939728,10,2,0.006007043322652894,0.005989072967802682
2021-01-27,13387.941257471024,10,2,-0.001754098542125604,-0.0017556387743829813
2021-01-28,13521.380113281813,10,2,0.009967093016360895,0.009917749150470266
2021-01-29,13735.526531816437,10,2,0.01583761544609419,0.015713509065707038
2021-01-30,13825.726126450772,10,2,0.006566882924029294,0.00654541488251726
2021-01-31,13615.85451475251,15,3,-0.015179789457621773,-0.015296181838339484
2021-02-01,13403.872060722855,15,3,-0.015568795465607743,-0.01569126192823318
2021-02-02,13677.956283345145,15,3,0.020448137775459285,0.020241881570148494
2021-02-03,14088.145869458978,15,3,0.02998909907420133,0.029548218762434082
2021-02-04,13898.357211675084,15,2,-0.013471514246266358,-0.013563078362375972
2021-02-05,14015.786097372516,16,1,0.008449119842652175,0.008413625818300383
2021-02-06,13878.998940788773,16,1,-0.009759506575901966,-0.009807442703826922
2021-02-07,13913.10689750729,16,1,0.0024575228274048566,0.0024545080564167283
2021-02-08,13472.45315206435,16,0,-0.0316718435852662,-0.032184244593947406
2021-02-09,13916.597015508893,18,0,0.032966814464408634,0.03243506422399516
2021-02-10,13938.03643191283,18,0,0.001540564577679815,0.0015393791254251392
2021-02-11,14695.625119386463,18,0,0.054354047011890616,0.052928301695636434
2021-02-12,15369.851806548071,18,0,0.04587941524666195,0.044858077206320596
2021-02-13,16034.557660768745,19,0,0.04324738212098356,0.04233833113673218
2021-02-14,15679.112681236484,19,0,-0.022167432806825538,-0.02241682279255682
2021-02-15,15419.756191941407,19,0,-0.016541528501511027,-0.01667986726213434
2021-02-16,15342.798362093115,19,0,-0.004990859057065422,-0.005003354988422197
2021-02-17,15720.3305972556,19,0,0.024606478313319968,0.02430861527607788
2021-02-18,15845.595702439114,19,0,0.007968350564165672,0.007936770906405866
2021-02-19,16047.578491220425,19,0,0.012746935651666291,0.012666377326316083
2021-02-20,15804.507888982309,19,0,-0.015146871060397027,-0.015262756603232765
2021-02-21,16045.699350116736,19,0,0.015260928263547413,0.01514565163719434
2021-02-22,15304.785676565849,19,0,-0.04617521850460804,-0.047275291598341346
2021-02-23,14193.252121152025,19,0,-0.07262653518342077,-0.07539891988119915
2021-02-24,14418.054656212327,19,0,0.01583869103017488,0.015714567880122758
2021-02-25,13895.57526498051,19,0,-0.03623785619419151,-0.036910753607270017
2021-02-26,13794.308264167365,19,0,-0.007287715613210954,-0.007314400740765572
2021-02-27,14001.541198415585,19,0,0.015023075480090409,0.014911346698469923
2021-02-28,13705.799809465865,19,0,-0.0211220596903422,-0.021348322151370575
