rank,symbol,name,price,market_cap,circulating_supply,total_supply,max_supply,effective_max_supply,circulating_pct,potential_dilution_pct,locked_tokens,volume_24h,market_cap_dominance,timestamp
87,CRV,Curve DAO Token,0.46875467802002296,660125443.9800255,1408253559.7689078,2319292769.3758526,3030303030.299,3030303030.299,46.472367472435764,115.18163467637659,1622049470.530092,104132227.64572063,0.0179,2025-11-02T17:04:02.597133
88,FLOKI,FLOKI,6.895974110901743e-05,657886999.1100892,9540160512929.498,9655921233045.44,,9655921233045.44,98.8011426634284,1.2134043233240606,115760720115.9414,51879791.94801855,0.0178,2025-11-02T17:04:02.597134
89,KAIA,Kaia,0.10307824625379367,634783841.4889727,6158271648.569208,6158271638.969786,,6158271638.969786,100.00000015587851,-1.558785159642037e-07,-9.599422454833984,50710779.91076846,0.0172,2025-11-02T17:04:02.597136
90,DEXE,DeXe,7.361255860717871,616384824.7548292,83733650.40115848,96504599.33609451,,96504599.33609451,86.76648675524892,15.251871707195203,12770948.934936032,11425027.01294417,0.0167,2025-11-02T17:04:02.597137
91,PYTH,Pyth Network,0.10650143876425516,612381464.6956708,5749983021.836913,9999983021.836912,10000000000.0,10000000000.0,57.49983021836913,73.91355699699716,4250016978.163087,21255181.11571003,0.0166,2025-11-02T17:04:02.597139
92,2Z,DoubleZero,0.1746343951471226,606228895.4156364,3471417500.0,9999967122.3,10000000000.0,10000000000.0,34.714175000000004,188.0667623528429,6528582500.0,18055751.51366329,0.0164,2025-11-02T17:04:02.597143
93,XTZ,Tezos,0.5690828385345545,605493051.9850023,1063980515.638475,1084043328.942221,,1084043328.942221,98.14926094113574,1.8856372845988314,20062813.303745985,19115208.71992305,0.0164,2025-11-02T17:04:02.597145
94,FET,Artificial Superintelligence Alliance,0.24546610159469176,579531459.3727264,2360942939.1991405,2714493896.672,2719493897.0,2719493897.0,86.81552629346241,15.186769313555883,358550957.80085945,123247107.49427873,0.0157,2025-11-02T17:04:02.597147
95,IOTA,IOTA,0.14003895718792547,577000693.8146932,4120286993.0,4600000000.0,,4600000000.0,89.57145636956521,11.64270857381997,479713007.0,15645712.76438426,0.0156,2025-11-02T17:04:02.597148
96,ENS,Ethereum Name Service,14.886061587493318,557406846.6030798,37444883.81476206,100000000.0,,100000000.0,37.444883814762065,167.0591808875544,62555116.18523794,42178270.18342119,0.0151,2025-11-02T17:04:02.597150
97,STRK,Starknet,0.12099981332354548,551761649.6217346,4560020668.348971,10000000000.0,10000000000.0,10000000000.0,45.600206683489716,119.29725164207777,5439979331.651029,190441643.36349276,0.0149,2025-11-02T17:04:02.597158
98,ETHFI,ether.fi,0.97638462745405,550789309.5541162,564111001.0,1000000000.0,1000000000.0,1000000000.0,56.4111001,77.27007596506702,435888999.0,71648630.90641382,0.0149,2025-11-02T17:04:02.597160
99,H,Humanity Protocol,0.2527366642569716,550167587.5489298,2176841216.0,10000000000.0,10000000000.0,10000000000.0,21.76841216,359.3812321495478,7823158784.0,41986684.91107222,0.0149,2025-11-02T17:04:02.597161
100,ZK,ZKsync,0.0656213225835834,536941096.5404185,8182418083.032451,13760139425.231201,21000000000.0,21000000000.0,38.96389563348786,156.64784892313006,12817581916.967548,892097782.1958816,0.0145,2025-11-02T17:04:02.597163
101,SAND,The Sandbox,0.20403895107047496,533212785.6250555,2613289192.2233224,3000000000.0,,3000000000.0,87.10963974077741,14.797857387060692,386710807.7766776,37437415.06543154,0.0144,2025-11-02T17:04:02.597165
102,TWT,Trust Wallet Token,1.2402556972432541,533136953.31918687,429860515.46,999860531.46,999860531.46,999860531.46,42.992047584108164,132.60115677059446,570000016.0,23888518.08263085,0.0144,2025-11-02T17:04:02.597166
