date,portfolio_value,return,n_positions,valid_positions,rolling_30d
2025-04-06,15593.461569943958,0.03567066527513867,6,6,18.57493833904149
2025-04-07,15082.296124730385,-0.03278075512103307,6,6,13.165266204392628
2025-04-08,15364.190625175397,0.018690423401964106,6,6,15.569527309597456
2025-04-09,14873.543609327688,-0.03193445250827255,6,6,10.446818030367275
2025-04-10,14972.770856618552,0.006671392500482222,6,6,10.548606796562911
2025-04-11,15454.105093519212,0.032147305365853036,6,6,12.795563346116124
2025-04-12,16132.79810442894,0.04391668147736001,6,6,13.549193058307749
2025-04-13,16543.866345440052,0.025480281743454142,6,6,16.344367627337206
2025-04-14,15375.062697408679,-0.07064876030949849,6,6,12.84027634333335
2025-04-15,15429.510739284713,0.003541321615892379,6,6,14.255511834866097
2025-04-16,15699.267564042202,0.017483174244188313,6,6,11.511628495829044
2025-04-17,14990.675090662606,-0.04513538421388304,6,6,9.424062051789857
2025-04-18,15281.37562088535,0.019392090647326145,6,6,12.606237998361594
2025-04-19,15359.058639715902,0.005083509545068727,6,6,7.476757955832179
2025-04-20,15326.316028029221,-0.002131811099543208,6,6,8.482634496563
2025-04-21,15517.830482594823,0.01249579182729587,6,6,20.69358676663281
2025-04-22,16430.29937686454,0.05880131860527554,6,6,22.104620657650752
2025-04-23,16017.70739230122,-0.025111653482363813,6,6,20.296759957255734
2025-04-24,15944.78362058342,-0.004552697207644695,6,6,28.578977534736033
2025-04-25,16631.632996975535,0.04307674489263374,6,6,20.347200446766312
2025-04-26,16103.051870460942,-0.03178167330957318,6,6,17.45508086525165
2025-04-27,16399.346246525467,0.01839988956429073,6,6,18.127658787260614
2025-04-28,16878.512190923517,0.029218600375583145,6,6,20.26160645190073
2025-04-29,16523.73968317422,-0.021019181296090723,6,6,15.201307756641036
2025-04-30,16724.36683401855,0.01214175209069812,6,6,13.41456061980019
2025-05-01,15883.584914464704,-0.050272869992521084,6,6,3.695310195239073
2025-05-02,16223.099683077657,0.02287419959074984,6,6,5.674912713044085
2025-05-03,16356.775941943997,0.008239871632286032,6,6,10.114636643313286
2025-05-04,16486.868985711168,0.007953464926640614,6,6,7.888556019323087
2025-05-05,16195.313961916785,-0.01768407476562514,6,6,8.82251660161324
2025-05-06,17047.480582926033,0.05261809823589193,6,6,10.517259897688566
2025-05-07,17955.272280245237,0.0532507834752079,6,6,19.12041375731266
2025-05-08,17290.16444929316,-0.03704248092544067,6,6,13.547123324572185
2025-05-09,16390.15012089821,-0.052053543564285855,6,6,11.535214218970854
2025-05-10,16750.83159131098,0.022005989435867505,6,6,13.068673912509382
2025-05-11,17290.392841287805,0.03221101275095544,6,6,13.075044651019624
2025-05-12,17772.876385489017,0.027904718454348096,6,6,11.473848348718432
2025-05-13,17384.48982681434,-0.021852768806279496,6,6,6.740543293745069
2025-05-14,17641.919649556025,0.014808017106410477,6,6,15.286221035335965
2025-05-15,17945.942413922206,0.017232975232025462,6,6,16.65538639694927
2025-05-16,18200.027237831066,0.014158343877875323,6,6,16.322903360317973
2025-05-17,18654.307789407074,0.024960432511426475,6,6,23.332485032848925
2025-05-18,19006.48983454017,0.018879394995995682,6,6,23.281215467715878
2025-05-19,19389.69738191346,0.020161931567021462,6,6,24.789057669911152
2025-05-20,19972.393488840386,0.03005184121493627,6,6,28.007422901359096
2025-05-21,20827.196731998592,0.04279923904142129,6,6,31.03776762277164
2025-05-22,21999.101287101745,0.05626799276844867,6,6,30.784435039088955
2025-05-23,22095.38202124153,0.0043765757920408085,6,6,33.733257966529415
2025-05-24,22392.520391253172,0.013447985181970802,6,6,35.533326205490965
2025-05-25,22898.14559714169,0.022580093578301444,6,6,33.48366107405774
2025-05-26,23482.516893544045,0.02552046382635012,6,6,39.21387478765006
2025-05-27,22629.85097058044,-0.03631067005419782,6,6,33.742818825801216
2025-05-28,23323.791093051284,0.030664811861686236,6,6,33.88743997441152
2025-05-29,23726.733849750693,0.01727604037833525,6,6,37.71696214185412
2025-05-30,24378.346862949995,0.027463241140800683,6,6,39.24911104686438
2025-05-31,24069.214248008957,-0.01268062254913825,6,6,43.008335791202654
2025-06-01,24137.89593359901,0.0028535075919953953,6,6,41.00626659132722
2025-06-02,24700.551557910836,0.025043779493590733,4,4,42.686657377457685
2025-06-03,24137.353920136975,-0.02280101464347608,4,4,39.611209420446016
2025-06-04,23148.175212366026,-0.040981240571929985,4,4,37.281492839815535
2025-06-05,24001.80773253137,0.036876881755643784,4,4,35.70737119179071
2025-06-06,23337.422742669314,-0.027680622945811254,4,4,27.614230549688795
2025-06-07,22476.677968270502,-0.03688259770111884,4,4,27.63021887212098
2025-06-08,22764.794949087503,0.012818485953472647,4,4,34.117421823896834
2025-06-09,22420.645240115588,-0.015117628326615437,4,4,30.405060047648536
2025-06-10,21548.462377578235,-0.03890088145085223,4,4,23.293870627467776
2025-06-11,20883.910311848787,-0.0308398833329719,4,4,17.41941044873577
2025-06-12,21010.778438210764,0.006074922007781189,4,4,20.212179530141842
2025-06-13,20753.9328291072,-0.012224468972384904,4,4,17.5089309222623
2025-06-14,21076.467794486398,0.015540908223758192,4,4,17.339724221435578
