total_return_pct,annualized_return_pct,volatility_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,n_days,start_date,end_date
624.1464056999122,52.07537284431907,83.46069537105262,0.6239508622927291,-89.51753623876363,50.77881619937694,1605,2021-02-02,2025-10-24
