initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,8006.863283019994,-0.19931367169800063,-0.03899124655164188,0.37523820530904667,-0.10391065195381329,-0.10378017538001527,-0.5864670587487697,-0.06648497297500373,0.4001961745953899,2040,292,1.8294117647058823,1.0696078431372549,2.207670798499817,1.8016102183067308
