initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,8521.26390878607,-0.14787360912139302,-0.03443075835347964,2.7113827755503954,-0.012698597432998147,-0.038129926531360915,-0.9289711358179715,-0.037063324172244484,0.4939975990396158,15,15,0,1.1805638872225555,1.1805638872225555,0.0,-2.5413816008296752,0,-92.10066394189343,0,99.58008398320337,1667,long_cheap_shorts,30,2.0
