date,portfolio_value,long_exposure,short_exposure,net_exposure,gross_exposure,num_long_positions,num_short_positions,daily_return,log_return
2020-03-11,9722.617345691804,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0004745742343208459,-0.0004746868803134534
2020-03-12,9384.309508231661,0.1,0.05,0.05,0.15000000000000002,2,1,-0.03479596341514468,-0.035415763117279245
2020-03-13,9460.802540769617,0.1,0.05,0.05,0.15000000000000002,2,1,0.008151162583763583,0.008118121286585955
2020-03-14,9428.14035483376,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0034523694787101933,-0.0034583426579292
2020-03-15,9438.595630804395,0.1,0.05,0.05,0.15000000000000002,2,1,0.0011089436068136838,0.0011083291830510538
2020-03-16,9404.212667340635,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0036428050113245236,-0.0036494561830271465
2020-03-17,9453.806378797517,0.1,0.05,0.05,0.15000000000000002,2,1,0.005273563371138268,0.005259706830039911
2020-03-18,9485.074155112032,0.1,0.05,0.05,0.15000000000000002,2,1,0.0033074271951074596,0.003301969688009421
2020-03-19,9571.415537456121,0.1,0.05,0.05,0.15000000000000002,2,1,0.009102868457549818,0.009061687074286878
2020-03-20,9624.11011305949,0.1,0.05,0.05,0.15000000000000002,2,1,0.005505410918286602,0.0054903115371114156
2020-03-21,9608.662206003915,0.1,0.05,0.05,0.15000000000000002,2,1,-0.001605125759587156,-0.0016064153540981914
2020-03-22,9539.146877764317,0.1,0.05,0.05,0.15000000000000002,2,1,-0.007234652103407568,-0.007260949108822487
2020-03-23,9620.229529873455,0.1,0.05,0.05,0.15000000000000002,2,1,0.008499989899321214,0.008464068396582721
2020-03-24,9658.627322231221,0.1,0.05,0.05,0.15000000000000002,2,1,0.0039913592745921544,0.003983414932296022
2020-03-25,9613.872947656884,0.1,0.05,0.05,0.15000000000000002,2,1,-0.004633616463420864,-0.004644384941727966
2020-03-26,9632.327868354283,0.1,0.05,0.05,0.15000000000000002,2,1,0.0019196135415848747,0.0019177734379925563
2020-03-27,9573.33898032541,0.1,0.05,0.05,0.15000000000000002,2,1,-0.006124053171266408,-0.006142882097143931
2020-03-28,9564.357257750204,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0009382016654445602,-0.000938642052096288
2020-03-29,9521.718670641138,0.1,0.05,0.05,0.15000000000000002,2,1,-0.004458071353881654,-0.0044680381869126404
2020-03-30,9575.358757246624,0.1,0.05,0.05,0.15000000000000002,2,1,0.005633445857928798,0.005617637344957827
2020-03-31,9596.948545935056,0.1,0.05,0.05,0.15000000000000002,2,1,0.0022547237378540697,0.002252185662676642
2020-04-01,9604.156739168713,0.1,0.05,0.05,0.15000000000000002,2,1,0.0007510922038558299,0.0007508102752672276
2020-04-02,9613.374961148167,0.1,0.05,0.05,0.15000000000000002,2,1,0.0009598158620067743,0.0009593555332926143
2020-04-03,9610.149389441203,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0003355295845631767,-0.000335585887208723
2020-04-04,9668.038887228466,0.1,0.05,0.05,0.15000000000000002,2,1,0.006023787502290601,0.0060057170265134805
2020-04-05,9646.444920306782,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0022335415872406505,-0.002236039661646835
2020-04-06,9702.262765410927,0.1,0.05,0.05,0.15000000000000002,2,1,0.005786364361718643,0.005769687656193213
2020-04-07,9726.617351388128,0.1,0.05,0.05,0.15000000000000002,2,1,0.002510196493958672,0.0025070512131551946
2020-04-08,9821.29384276228,0.1,0.05,0.05,0.15000000000000002,2,1,0.009733753056569094,0.00968668526664442
2020-04-09,9798.6421356125,0.1,0.05,0.05,0.15000000000000002,2,1,-0.002306387275692101,-0.0023090510834612547
2020-04-10,9789.310310954575,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0009523589624738094,-0.000952812744402246
2020-04-11,9798.800160927898,0.1,0.05,0.05,0.15000000000000002,2,1,0.0009694094549952403,0.0009689398810979374
2020-04-12,9826.308041605958,0.1,0.05,0.05,0.15000000000000002,2,1,0.0028072703010870725,0.00280333727680418
2020-04-13,9820.357984641005,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0006055231466142175,-0.0006057065497950782
2020-04-14,9800.649776993385,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0020068726291285754,-0.002008889096316892
2020-04-15,9781.402126628129,0.05,0.0,0.05,0.05,1,0,-0.0019639157406112773,-0.0019658467517724002
2020-04-16,9834.895766600015,0.05,0.0,0.05,0.05,1,0,0.005468913278420473,0.005454013072798884
2020-04-17,9829.987762167288,0.05,0.0,0.05,0.05,1,0,-0.0004990398016616604,-0.0004991643634660709
2020-04-18,9875.53141100221,0.05,0.0,0.05,0.05,1,0,0.004633133828528813,0.004622433900728474
2020-04-19,9850.59422166222,0.05,0.0,0.05,0.05,1,0,-0.0025251491086553113,-0.0025283426749526674
2020-04-20,9828.740704123065,0.05,0.0,0.05,0.05,1,0,-0.002218497386797025,-0.002220961897806796
2020-04-21,9832.200476094598,0.05,0.0,0.05,0.05,1,0,0.00035200562062653873,0.00035194368118299094
2020-04-22,9861.357248181786,0.05,0.0,0.05,0.05,1,0,0.0029654371021092807,0.0029610488667228814
2020-04-23,9871.566392182582,0.05,0.0,0.05,0.05,1,0,0.0010352676354643542,0.0010347321154982913
2020-04-24,9874.711998806277,0.05,0.0,0.05,0.05,1,0,0.0003186532409067411,0.0003186024817455321
2020-04-25,9874.711998806277,0.05,0.0,0.05,0.05,1,0,0.0,0.0
2020-04-26,9874.711998806277,0.05,0.0,0.05,0.05,1,0,0.0,0.0
2020-04-27,9874.711998806277,0.05,0.0,0.05,0.05,1,0,0.0,0.0
2020-04-28,9874.711998806277,0.05,0.0,0.05,0.05,1,0,0.0,0.0
2020-04-29,9899.798028257806,0.05,0.0,0.05,0.05,1,0,0.002540431503679441,0.002537210062314286
2020-04-30,9866.412409648201,0.05,0.0,0.05,0.05,1,0,-0.003372353508052428,-0.0033780527088980703
2020-05-01,9904.032743323545,0.05,0.0,0.05,0.05,1,0,0.003812969913821629,0.0038057189699489007
2020-05-02,9922.351572424219,0.05,0.0,0.05,0.05,1,0,0.0018496333337572057,0.0018479248683878004
2020-05-03,9905.519986225245,0.05,0.0,0.05,0.05,1,0,-0.001696330358395226,-0.0016977707558947788
2020-05-04,9907.56670978324,0.05,0.0,0.05,0.05,1,0,0.00020662454478315162,0.00020660320087196487
2020-05-05,9899.18288587412,0.05,0.0,0.05,0.05,1,0,-0.0008462041341433801,-0.000846562366968023
2020-05-06,9882.79268149778,0.05,0.0,0.05,0.05,1,0,-0.0016557128568386315,-0.0016570850642342373
2020-05-07,9899.463463804213,0.05,0.0,0.05,0.05,1,0,0.0016868493394224249,0.0016854282070085332
2020-05-08,9901.28156168181,0.05,0.0,0.05,0.05,1,0,0.00018365620361593393,0.00018363934087996974
2020-05-09,9893.48934001665,0.05,0.0,0.05,0.05,1,0,-0.0007869912209462759,-0.0007873010611088567
2020-05-10,9841.376339912506,0.05,0.0,0.05,0.05,1,0,-0.005267403472439147,-0.00528132515102827
2020-05-11,9827.124185118757,0.05,0.0,0.05,0.05,1,0,-0.0014481871540616975,-0.001449236790580766
2020-05-12,9885.08678496136,0.05,0.0,0.05,0.05,1,0,0.0058982260476951875,0.005880899609225146
2020-05-13,9875.138677371746,0.05,0.0,0.05,0.05,1,0,-0.0010063753415650023,-0.0010068820772351067
2020-05-14,9866.853298429214,0.05,0.0,0.05,0.05,1,0,-0.000839013933193411,-0.0008393661023804726
2020-05-15,9919.661811865804,0.05,0.0,0.05,0.05,1,0,0.005352112962396793,0.005337841305514955
2020-05-16,9921.682112380557,0.05,0.0,0.05,0.05,1,0,0.0002036662693818414,0.00020364553222279155
2020-05-17,9908.857111432988,0.05,0.0,0.05,0.05,1,0,-0.0012926236501333843,-0.0012934598087204075
2020-05-18,9904.66754521293,0.05,0.0,0.05,0.05,1,0,-0.0004228102366341524,-0.000422899646085296
2020-05-19,9889.20368235409,0.05,0.0,0.05,0.05,1,0,-0.0015612702585170446,-0.0015624903109802168
2020-05-20,9889.71244004805,0.05,0.0,0.05,0.05,1,0,5.1445769578828404e-05,5.144444629060949e-05
2020-05-21,9838.296387592265,0.05,0.0,0.05,0.05,1,0,-0.00519894312068947,-0.0052125046496414576
2020-05-22,9853.092012214916,0.05,0.0,0.05,0.05,1,0,0.0015038807573748425,0.0015027510611857185
2020-05-23,9841.943315494986,0.05,0.0,0.05,0.05,1,0,-0.0011314921961663726,-0.0011321328167450816
2020-05-24,9802.127162249366,0.05,0.0,0.05,0.05,1,0,-0.004045558074179723,-0.0040537634820250685
2020-05-25,9831.046640070304,0.05,0.0,0.05,0.05,1,0,0.0029503267344168638,0.0029459830619018427
2020-05-26,9872.023897741932,0.05,0.0,0.05,0.05,1,0,0.004168148028574015,0.004159485362753005
2020-05-27,9855.087997600787,0.05,0.0,0.05,0.05,1,0,-0.001715544888927889,-0.0017170181212327214
2020-05-28,9851.188351583085,0.05,0.0,0.05,0.05,1,0,-0.00039569875161460377,-0.00039577706102425687
2020-05-29,9850.676333972115,0.05,0.0,0.05,0.05,1,0,-5.1975212806532056e-05,-5.197656356470936e-05
2020-05-30,9857.943588265112,0.05,0.0,0.05,0.05,1,0,0.0007377416581981766,0.0007374696605888133
2020-05-31,9826.052431970213,0.05,0.0,0.05,0.05,1,0,-0.0032350719000728834,-0.003240316058379357
2020-06-01,9853.110209027795,0.05,0.0,0.05,0.05,1,0,0.0027536772518683694,0.0027498928284598405
2020-06-02,9838.933889480382,0.05,0.0,0.05,0.05,1,0,-0.0014387659578214418,-0.0014398019754059258
2020-06-03,9846.212725333224,0.05,0.0,0.05,0.05,1,0,0.0007397992439632795,0.0007395257273925168
2020-06-04,9840.589448740366,0.05,0.0,0.05,0.05,1,0,-0.0005711106137682442,-0.000571273759553974
2020-06-05,9831.908871798147,0.05,0.0,0.05,0.05,1,0,-0.0008821196115778029,-0.0008825089080365658
2020-06-06,9838.970162597447,0.05,0.0,0.05,0.05,1,0,0.0007182014084319288,0.0007179436252198518
2020-06-07,9834.5155632434,0.05,0.0,0.05,0.05,1,0,-0.00045275057047955425,-0.00045285309296499933
2020-06-08,9829.957563660617,0.05,0.0,0.05,0.05,1,0,-0.000463469659839566,-0.0004635770950989664
2020-06-09,9873.54032690552,0.05,0.0,0.05,0.05,1,0,0.0044336674866247705,0.004423867738141089
2020-06-10,9878.31019025662,0.05,0.0,0.05,0.05,1,0,0.0004830955455867869,0.0004829788925019157
2020-06-11,9828.211074553034,0.05,0.0,0.05,0.05,1,0,-0.005071628116416149,-0.0050845324715084435
2020-06-12,9838.661573180261,0.05,0.0,0.05,0.05,1,0,0.0010633164619637814,0.0010627515414387047
2020-06-13,9847.302357024259,0.05,0.0,0.05,0.05,1,0,0.0008782478978188735,0.000877862463788438
2020-06-14,9823.940067036112,0.05,0.0,0.05,0.05,1,0,-0.0023724558403024343,-0.0023752745727542313
2020-06-15,9826.116483582417,0.05,0.0,0.05,0.05,1,0,0.00022154212377656357,0.00022151758694415426
2020-06-16,9828.414615183638,0.05,0.0,0.05,0.05,1,0,0.00023387994688039981,0.00023385260122927329
2020-06-17,9831.462876601949,0.05,0.0,0.05,0.05,1,0,0.00031014782522520434,0.00031009973933069187
2020-06-18,9822.522926913054,0.05,0.0,0.05,0.05,1,0,-0.0009093203932215577,-0.0009097340758093434
2020-06-19,9814.793251344461,0.05,0.0,0.05,0.05,1,0,-0.000786933828111902,-0.0007872436230729011
2020-06-20,9817.536022239346,0.05,0.0,0.05,0.05,1,0,0.00027945274287977107,0.0002794137032350074
2020-06-21,9807.976966457936,0.05,0.0,0.05,0.05,1,0,-0.0009736715770389814,-0.0009741459031258294
2020-06-22,9832.105193188137,0.05,0.0,0.05,0.05,1,0,0.0024600615206089582,0.002457040522812277
2020-06-23,9825.393260937459,0.05,0.0,0.05,0.05,1,0,-0.0006826546419914648,-0.0006828877567688751
2020-06-24,9810.609178546343,0.05,0.0,0.05,0.05,1,0,-0.0015046809830902008,-0.001505814152368793
2020-06-25,9805.498038956734,0.05,0.0,0.05,0.05,1,0,-0.000520980858231157,-0.0005211166159119617
2020-06-26,9808.462062231005,0.05,0.0,0.05,0.05,1,0,0.00030228176707547405,0.000302236089146959
2020-06-27,9788.162011223885,0.05,0.0,0.05,0.05,1,0,-0.0020696466865369745,-0.0020717913649024337
2020-06-28,9792.613735840288,0.05,0.0,0.05,0.05,1,0,0.00045480700169231447,0.00045470360833608066
2020-06-29,9793.720871838954,0.05,0.0,0.05,0.05,1,0,0.00011305827315677419,0.0001130518825518789
2020-06-30,9788.718360237845,0.05,0.0,0.05,0.05,1,0,-0.0005107876430798797,-0.0005109181395272484
2020-07-01,9792.334555679103,0.05,0.0,0.05,0.05,1,0,0.0003694248121335342,0.00036935659158868173
2020-07-02,9787.598539024078,0.05,0.0,0.05,0.05,1,0,-0.00048364530726507926,-0.00048376230138065643
2020-07-03,9791.500221978948,0.05,0.0,0.05,0.05,1,0,0.0003986353689633404,0.00039855593499407146
2020-07-04,9796.47337433579,0.05,0.0,0.05,0.05,1,0,0.0005079050445895295,0.000507776104480077
2020-07-05,9793.715350896391,0.05,0.0,0.05,0.05,1,0,-0.0002815322753414451,-0.0002815719129921678
2020-07-06,9825.3016644503,0.05,0.0,0.05,0.05,1,0,0.0032251614859337696,0.003219971808001043
2020-07-07,9815.583727642146,0.05,0.0,0.05,0.05,1,0,-0.0009890726147692153,-0.0009895620698522193
2020-07-08,9867.34547284407,0.05,0.0,0.05,0.05,1,0,0.005273425059393544,0.005259569243855137
2020-07-09,9859.613800042183,0.05,0.0,0.05,0.05,1,0,-0.0007835615792681772,-0.0007838687240975024
2020-07-10,9850.775264071224,0.05,0.0,0.05,0.05,1,0,-0.0008964383545044807,-0.0008968403956542228
2020-07-11,9855.945675973522,0.05,0.0,0.05,0.05,1,0,0.0005248736027056999,0.0005247359047368704
2020-07-12,9856.190665928256,0.05,0.0,0.05,0.05,1,0,2.4857072348893894e-05,2.485676341699043e-05
2020-07-13,9849.780846768026,0.05,0.0,0.05,0.05,1,0,-0.0006503343307255882,-0.0006505458898241842
2020-07-14,9851.019190499026,0.05,0.0,0.05,0.05,1,0,0.0001257229729538789,0.00012571507048325585
2020-07-15,9846.046397532917,0.05,0.0,0.05,0.05,1,0,-0.0005047998455739444,-0.0005049272999104146
2020-07-16,9839.002605957681,0.05,0.0,0.05,0.05,1,0,-0.0007153928887639882,-0.0007156489043650776
2020-07-17,9839.761593195344,0.05,0.0,0.05,0.05,1,0,7.714066842545719e-05,7.7137693237099e-05
2020-07-18,9853.227895745062,0.05,0.0,0.05,0.05,1,0,0.001368559839806549,0.001367624215330422
2020-07-19,9852.734987855234,0.05,0.0,0.05,0.05,1,0,-5.002501667905612e-05,-5.00262679719338e-05
2020-07-20,9840.249860709951,0.05,0.0,0.05,0.05,1,0,-0.0012671737503010538,-0.0012679772938490378
2020-07-21,9852.47285288551,0.05,0.0,0.05,0.05,1,0,0.0012421424606667841,0.0012413716399672062
2020-07-22,9862.726044114548,0.05,0.0,0.05,0.05,1,0,0.0010406718579321073,0.0010401307343630018
2020-07-23,9874.436639872389,0.05,0.0,0.05,0.05,1,0,0.0011873589214037583,0.001186654568291142
2020-07-24,9863.679747449922,0.05,0.0,0.05,0.05,1,0,-0.0010893677092453924,-0.0010899615015262944
2020-07-25,9888.856063202062,0.05,0.0,0.05,0.05,1,0,0.002552426315204359,0.0025491744074849216
2020-07-26,9890.004595200868,0.05,0.0,0.05,0.05,1,0,0.00011614407080706712,0.00011613732660666951
2020-07-27,9910.897332999528,0.05,0.0,0.05,0.05,1,0,0.0021125104237866843,0.0021102822111711507
2020-07-28,9924.164852219115,0.05,0.0,0.05,0.05,1,0,0.0013386799170456154,0.0013377846839501104
2020-07-29,9950.936896741845,0.05,0.0,0.05,0.05,1,0,0.002697662213535512,0.002694030053587072
2020-07-30,9952.363993771804,0.05,0.0,0.05,0.05,1,0,0.00014341333331402417,0.0001434030506050447
2020-07-31,9983.154320775004,0.05,0.0,0.05,0.05,1,0,0.0030937701859043987,0.0030889943266614035
2020-08-01,10039.894593119738,0.05,0.0,0.05,0.05,1,0,0.005683601647493042,0.0056675109237025074
2020-08-02,10034.34954835487,0.05,0.0,0.05,0.05,1,0,-0.0005523010937452666,-0.0005524536681749453
2020-08-03,10071.75466652669,0.05,0.0,0.05,0.05,1,0,0.0037277073109289738,0.0037207766283951656
2020-08-04,10057.438351067824,0.05,0.0,0.05,0.05,1,0,-0.0014214321072022473,-0.0014224433001616234
2020-08-05,10058.155189325971,0.1,0.05,0.05,0.15000000000000002,2,1,7.127443720023052e-05,7.127189729821742e-05
2020-08-06,10073.75917530521,0.1,0.05,0.05,0.15000000000000002,2,1,0.0015513765382937361,0.0015501743968673503
2020-08-07,10090.960713694965,0.1,0.05,0.05,0.15000000000000002,2,1,0.0017075590244328698,0.0017061028030089245
2020-08-08,10159.966341335947,0.1,0.05,0.05,0.15000000000000002,2,1,0.006838360548498734,0.006815085011762003
2020-08-09,10115.657413759567,0.1,0.05,0.05,0.15000000000000002,2,1,-0.004361129366748817,-0.004370666830936815
2020-08-10,10126.515266914133,0.1,0.05,0.05,0.15000000000000002,2,1,0.0010733709842523087,0.0010727953335051062
2020-08-11,10100.200769594976,0.1,0.05,0.05,0.15000000000000002,2,1,-0.002598573806048887,-0.002601955959415615
2020-08-12,10176.21952547415,0.1,0.05,0.05,0.15000000000000002,2,1,0.007526459880680347,0.007498277402700711
2020-08-13,10314.231963771588,0.1,0.05,0.05,0.15000000000000002,2,1,0.013562250495083417,0.013471106331139477
2020-08-14,10215.227342930082,0.1,0.05,0.05,0.15000000000000002,2,1,-0.009598835976275977,-0.009645201745828032
2020-08-15,10264.092897488117,0.1,0.05,0.05,0.15000000000000002,2,1,0.004783599318702869,0.004772194264492951
2020-08-16,10192.555646948373,0.1,0.05,0.05,0.15000000000000002,2,1,-0.006969661250557424,-0.006994062785919235
2020-08-17,10192.898241885337,0.1,0.05,0.05,0.15000000000000002,2,1,3.361227044829107e-05,3.3611705568586616e-05
2020-08-18,10136.612606658191,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0055220442597821995,-0.005537347107521179
2020-08-19,10116.57561533549,0.1,0.05,0.05,0.15000000000000002,2,1,-0.001976694986798533,-0.001978651226685431
2020-08-20,10170.29371218217,0.1,0.05,0.05,0.15000000000000002,2,1,0.005309909092682474,0.0052958612320291275
2020-08-21,10222.5312518286,0.1,0.05,0.05,0.15000000000000002,2,1,0.005136286239585841,0.005123140515671362
2020-08-22,10287.151138221596,0.1,0.05,0.05,0.15000000000000002,2,1,0.006321319524597913,0.006301423785196612
2020-08-23,10271.218941014029,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0015487472667112812,-0.0015499478154838873
2020-08-24,10252.92327813761,0.1,0.05,0.05,0.15000000000000002,2,1,-0.001781255270819182,-0.0017828435924067997
2020-08-25,10192.35483485599,0.1,0.05,0.05,0.15000000000000002,2,1,-0.005907431630817972,-0.005924949529651298
2020-08-26,10247.715939767217,0.1,0.05,0.05,0.15000000000000002,2,1,0.0054316304532393556,0.005416932347646557
2020-08-27,10203.69548857546,0.1,0.05,0.05,0.15000000000000002,2,1,-0.004295635383581464,-0.004304888132386379
2020-08-28,10245.179470003677,0.1,0.05,0.05,0.15000000000000002,2,1,0.004065584030282343,0.004057341875425267
2020-08-29,10275.850953603724,0.1,0.05,0.05,0.15000000000000002,2,1,0.002993747809869829,0.002989275470709014
2020-08-30,10268.8536043794,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0006809508288819766,-0.0006811827812023814
2020-08-31,10242.223558269961,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0025932832558914765,-0.002596651639623105
2020-09-01,10219.424189269408,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0022260175118071768,-0.002228498771691117
2020-09-02,10154.8437656922,0.1,0.05,0.05,0.15000000000000002,2,1,-0.006319379877099074,-0.00633943167938909
2020-09-03,9968.597490132648,0.1,0.05,0.05,0.15000000000000002,2,1,-0.018340634268424583,-0.018510908877538562
2020-09-04,10004.012947726347,0.1,0.05,0.05,0.15000000000000002,2,1,0.003552702135757313,0.003546406196848612
2020-09-05,9909.17599562731,0.1,0.05,0.05,0.15000000000000002,2,1,-0.009479890979208538,-0.009525111160877547
2020-09-06,10043.826366325382,0.1,0.05,0.05,0.15000000000000002,2,1,0.013588452839821352,0.013496957733994024
2020-09-07,10023.316058329685,0.1,0.05,0.05,0.15000000000000002,2,1,-0.002042081100133597,-0.0020441689906554408
2020-09-08,9970.421172946431,0.1,0.05,0.05,0.15000000000000002,2,1,-0.005277184224805165,-0.00529115774371229
2020-09-09,10073.271334426716,0.1,0.05,0.05,0.15000000000000002,2,1,0.010315528270697039,0.010262686293540824
2020-09-10,10071.78006819929,0.1,0.05,0.05,0.15000000000000002,2,1,-0.00014804189998629536,-0.0001480528592700066
2020-09-11,10069.152349991266,0.1,0.05,0.05,0.15000000000000002,2,1,-0.00026089908538828865,-0.0002609331254754807
2020-09-12,10066.31577637523,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0002817092757602113,-0.0002817489632719711
2020-09-13,10037.55854104844,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0028567785837079196,-0.0028608669639005675
2020-09-14,10035.708087333269,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0001843529686630374,-0.00018436996376032804
2020-09-15,10003.372042641635,0.1,0.05,0.05,0.15000000000000002,2,1,-0.0032220989700215696,-0.00322730110845008
2020-09-16,10016.846629357056,0.05,0.0,0.05,0.05,1,0,0.0013470044558958616,0.001346098059249341
2020-09-17,10019.6080258331,0.05,0.0,0.05,0.05,1,0,0.000275675227765948,0.0002756372363323838
2020-09-18,10006.141969468687,0.05,0.0,0.05,0.05,1,0,-0.0013439703758565402,-0.0013448743140436667
2020-09-19,10007.673991994201,0.05,0.0,0.05,0.05,1,0,0.00015310821395386753,0.00015309649408753407
2020-09-20,9997.330140701844,0.05,0.0,0.05,0.05,1,0,-0.0010335919515994663,-0.0010341264761125702
2020-09-21,9950.00947297046,0.05,0.0,0.05,0.05,1,0,-0.0047333305057847275,-0.004744568189760994
2020-09-22,9962.629632776023,0.05,0.0,0.05,0.05,1,0,0.0012683565618551995,0.0012675528771719136
2020-09-23,9930.753994793035,0.05,0.0,0.05,0.05,1,0,-0.003199520523991084,-0.0032046499338063018
2020-09-24,9953.9478419135,0.05,0.0,0.05,0.05,1,0,0.0023355575148298335,0.002332834339641257
2020-09-25,9983.002857139783,0.05,0.0,0.05,0.05,1,0,0.002918943889171466,0.002914692044378849
2020-09-26,9977.213480697206,0.05,0.0,0.05,0.05,1,0,-0.0005799233482575161,-0.0005800915688422837
2020-09-27,9974.186441194945,0.05,0.0,0.05,0.05,1,0,-0.0003033952824722519,-0.0003034413161321307
2020-09-28,9972.574507772586,0.05,0.0,0.05,0.05,1,0,-0.00016161051649299374,-0.0001616235768796638
2020-09-29,9978.700951744519,0.05,0.0,0.05,0.05,1,0,0.000614329225332666,0.0006141406023812247
2020-09-30,9983.438104730669,0.05,0.0,0.05,0.05,1,0,0.0004747264207092261,0.0004746137737715414
2020-10-01,9971.917385123672,0.05,0.0,0.05,0.05,1,0,-0.0011539831755492669,-0.0011546495268220927
2020-10-02,9956.89454770543,0.05,0.0,0.05,0.05,1,0,-0.0015065144282737641,-0.0015076503621455838
2020-10-03,9957.434619807489,0.05,0.0,0.05,0.05,1,0,5.424101856976726e-05,5.4239547578911305e-05
2020-10-04,9970.224333122744,0.05,0.0,0.05,0.05,1,0,0.0012844385932309077,0.0012836144076493745
2020-10-05,9973.205130018749,0.05,0.0,0.05,0.05,1,0,0.00029896989239275307,0.00029892520980008585
2020-10-06,9967.251356389326,0.05,0.0,0.05,0.05,1,0,-0.0005969769549311055,-0.0005971552166224098
2020-10-07,9966.011356548472,0.05,0.0,0.05,0.05,1,0,-0.00012440740145069906,-0.00012441514069335294
2020-10-08,9972.751823044986,0.05,0.0,0.05,0.05,1,0,0.0006763454561071747,0.0006761168375967622
2020-10-09,9985.118123090711,0.05,0.0,0.05,0.05,1,0,0.001240008802500192,0.0012392406265494369
2020-10-10,9999.518496840436,0.05,0.0,0.05,0.05,1,0,0.0014421836148761358,0.0014411446668691976
2020-10-11,9998.605357693406,0.05,0.0,0.05,0.05,1,0,-9.131831170849924e-05,-9.132248147937878e-05
2020-10-12,10001.049377010619,0.05,0.0,0.05,0.05,1,0,0.0002444360218030184,0.0002444061521860154
2020-10-13,9994.248665137962,0.05,0.0,0.05,0.05,1,0,-0.0006799998296468379,-0.0006802311343950682
2020-10-14,9978.548488873343,0.05,0.0,0.05,0.05,1,0,-0.001570921115799817,-0.0015721563061363907
2020-10-15,9978.151063252482,0.05,0.0,0.05,0.05,1,0,-3.982799916280033e-05,-3.982879231861893e-05
2020-10-16,10012.355102903168,0.05,0.0,0.05,0.05,1,0,0.0034278935479992168,0.003422031712922459
2020-10-17,10026.749333336245,0.05,0.0,0.05,0.05,1,0,0.001437646815872995,0.001436614391079089
2020-10-18,10013.439643898215,0.05,0.0,0.05,0.05,1,0,-0.0013274181886425707,-0.0013282999885975877
2020-10-19,10048.174773736973,0.05,0.0,0.05,0.05,1,0,0.003468850971696247,0.0034628483855435694
