,value
initial_capital,10000.0
leverage,1.0
final_value,21727.611251207363
total_return,1.1727611251207364
annualized_return,0.15092450109736544
annualized_volatility,0.40460875856846806
sharpe_ratio,0.37301343063196674
sortino_ratio,0.48839514990674643
max_drawdown,-0.5537120560096372
calmar_ratio,0.2725685660251158
win_rate,0.3761786600496278
trading_days,2015.0
avg_long_exposure,5236.903856693483
avg_short_exposure,-5236.903856693483
avg_net_exposure,0.0
avg_gross_exposure,10473.807713386966
avg_long_positions,1.050620347394541
avg_short_positions,1.7970223325062036
avg_portfolio_beta,-0.2792986168439974
