initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,7515.163574376257,-0.2484836425623743,-0.04904016219592755,0.46522201125326146,-0.10541238593551984,-0.8485600789547398,0.5101253616200578,2075,2.1190361445783132,1.1190361445783132,0.5,0.3819277108433735,0.1180722891566265,0.8819277108433735
