date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2020-04-16,14995.337259967826,0,1,0.0,0.5,-0.5,0.5,0.015,0.0014104885146635215,0.0014094947101286849
2020-04-17,15842.431871935083,1,0,0.5,0.0,0.5,0.5,0.15862800000000002,0.0564905341761599,0.05495259842774113
2020-04-18,15563.92289165476,1,0,0.5,0.0,0.5,0.5,0.106596,-0.017579938643997095,-0.017736301036356338
2020-04-19,15996.411419647662,0,1,0.0,0.5,-0.5,0.5,0.015,0.02778788683313249,0.02740880997738533
2020-04-20,15922.994534193864,0,1,0.0,0.5,-0.5,0.5,0.015,-0.004589584721709783,-0.00460014920244823
2020-04-21,15270.031581181418,0,1,0.0,0.5,-0.5,0.5,0.054201,-0.04100754739381707,-0.041872074196213395
2020-04-22,15784.615923036365,1,0,0.5,0.0,0.5,0.5,0.020496,0.03369897037338898,0.033143602532397023
2020-04-23,16457.416157244694,1,0,0.5,0.0,0.5,0.5,0.011857499999999998,0.04262379506025438,0.04174041590003985
2020-04-24,16914.757377466645,1,0,0.5,0.0,0.5,0.5,0.23896949999999997,0.02778936959801115,0.027410252652306958
2020-04-25,16608.76160747207,1,0,0.5,0.0,0.5,0.5,-0.000342,-0.018090461670009716,-0.018256094697856818
2020-04-26,16660.622655124916,0,1,0.0,0.5,-0.5,0.5,0.015,0.003122511411658424,0.0031176464974364358
2020-04-27,16647.007448785113,0,1,0.0,0.5,-0.5,0.5,0.015,-0.0008172087335293066,-0.0008175428306168243
2020-04-28,17197.558219896735,1,0,0.5,0.0,0.5,0.5,0.20109899999999997,0.033072056512583714,0.032536942315201
2020-04-29,17760.192354900937,0,1,0.0,0.5,-0.5,0.5,0.015,0.032715931402009346,0.03219215851726464
2020-04-30,17886.358803318493,1,0,0.5,0.0,0.5,0.5,0.25347,0.007103889749411341,0.007078775991393533
2020-05-01,17750.993106789712,0,1,0.0,0.5,-0.5,0.5,0.015,-0.007568096895365084,-0.007596880256143093
2020-05-02,18060.661319459192,0,1,0.0,0.5,-0.5,0.5,0.015,0.017445120439544937,0.017294701194080667
2020-05-03,17915.219683954907,0,1,0.0,0.5,-0.5,0.5,0.0549795,-0.008052951823396493,-0.008085551976196334
2020-05-04,18018.979153937828,0,1,0.0,0.5,-0.5,0.5,0.048303,0.005791693979384949,0.005774986598130086
2020-05-05,18357.65387587211,0,1,0.0,0.5,-0.5,0.5,0.091587,0.01879544446114023,0.018620992638040443
2020-05-06,18135.8902357476,0,1,0.0,0.5,-0.5,0.5,0.22426800000000002,-0.012080173295781593,-0.012153731587377762
2020-05-07,18019.960446200177,0,1,0.0,0.5,-0.5,0.5,0.122604,-0.006392285575202328,-0.006412803717928786
2020-05-08,17840.78757644697,0,1,0.0,0.5,-0.5,0.5,0.19301549999999998,-0.009943022366122212,-0.00999278434408821
2020-05-09,18681.085010911596,0,1,0.0,0.5,-0.5,0.5,0.0576015,0.047099794830468555,0.04602424237053676
2020-05-10,19200.56710545967,0,1,0.0,0.5,-0.5,0.5,0.021291000000000004,0.02780791877156208,0.027428300130435464
2020-05-11,18863.40154401672,0,1,0.0,0.5,-0.5,0.5,0.07192649999999999,-0.017560187654409365,-0.01771619681431715
2020-05-12,18642.208808474992,0,1,0.0,0.5,-0.5,0.5,0.015,-0.011726025925153927,-0.011795317980089641
2020-05-13,18742.618043231963,0,1,0.0,0.5,-0.5,0.5,0.015,0.005386123274798038,0.00537166998772884
2020-05-14,18960.203502615583,0,1,0.0,0.5,-0.5,0.5,0.015,0.01160912839827044,0.011542259496042168
2020-05-15,18436.67177945599,0,1,0.0,0.5,-0.5,0.5,0.015,-0.027612136287849975,-0.028000517374789934
2020-05-16,18476.38898819063,0,1,0.0,0.5,-0.5,0.5,0.015,0.0021542504639526783,0.002151933393525281
2020-05-17,18005.584206247946,0,1,0.0,0.5,-0.5,0.5,0.015,-0.025481428337734258,-0.02581170258423726
2020-05-18,17746.304560267916,0,1,0.0,0.5,-0.5,0.5,0.015,-0.014399957424878207,-0.014504643005721744
2020-05-19,17813.548266233032,0,1,0.0,0.5,-0.5,0.5,0.015,0.0037891666818155034,0.0037820058730425534
2020-05-20,18396.16538697703,0,1,0.0,0.5,-0.5,0.5,0.015,0.03270640481258824,0.03218293368294951
