date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,portfolio_beta,daily_return
2021-04-01,10244.457338918051,0,5122.228669459026,0.0,5122.228669459026,5122.228669459026,2,0,0.42863722856536557,
2021-04-02,9761.542132262455,0,4880.771066131228,0.0,4880.771066131228,4880.771066131228,2,0,0.46126789833847576,-0.0471391690822931
2021-04-03,9988.30101984811,0,4994.150509924055,0.0,4994.150509924055,4994.150509924055,2,0,0.47072018914319,0.023229822144208434
2021-04-04,10648.434023507689,0,5324.217011753844,0.0,5324.217011753844,5324.217011753844,2,0,0.4840032563637683,0.06609061965070984
2021-04-05,10579.434580784033,0,5289.717290392016,0.0,5289.717290392016,5289.717290392016,2,0,0.4783753750331809,-0.006479773699243574
2021-04-06,10148.019839073006,0,5074.009919536503,0.0,5074.009919536503,5074.009919536503,2,0,0.42896100391414466,-0.040778619917422376
2021-04-07,10359.991222052175,0,5179.995611026087,0.0,5179.995611026087,5179.995611026087,2,0,0.4618554153095529,0.02088795512233954
2021-04-08,10424.501121346564,0,5212.250560673282,0.0,5212.250560673282,5212.250560673282,2,0,0.49268001794649463,0.0062268295321596945
2021-04-09,10633.553498611027,0,5316.7767493055135,0.0,5316.7767493055135,5316.7767493055135,2,0,0.4949501897791523,0.020053945491586234
2021-04-10,10883.543630694616,0,5441.771815347308,0.0,5441.771815347308,5441.771815347308,2,0,0.49148856603234686,0.02350955699957158
2021-04-11,10978.217697073025,0,5489.108848536513,0.0,5489.108848536513,5489.108848536513,2,0,0.4818997386017003,0.008698827292923372
2021-04-12,10912.048578879267,0,5456.024289439633,0.0,5456.024289439633,5456.024289439633,2,0,0.47914621087268217,-0.006027309716348572
2021-04-13,10956.285620358172,0,5478.142810179086,0.0,5478.142810179086,5478.142810179086,2,0,0.45653448723965456,0.004053963026202867
2021-04-14,11253.569698033036,0,5626.784849016518,0.0,5626.784849016518,5626.784849016518,2,0,0.4602092530749598,0.0271336553258954
2021-04-15,10983.786047695823,0,5491.8930238479115,0.0,5491.8930238479115,5491.8930238479115,2,0,0.47743153700397656,-0.023973162078906096
2021-04-16,11239.15238648227,0,5619.576193241135,0.0,5619.576193241135,5619.576193241135,2,0,0.49650022672146815,0.023249391209692938
2021-04-17,10458.02691495167,0,5229.013457475835,0.0,5229.013457475835,5229.013457475835,2,0,0.4950927805176589,-0.06950038976872386
2021-04-18,9903.606010032834,0,4951.803005016417,0.0,4951.803005016417,4951.803005016417,2,0,0.5095847277295916,-0.053013910695351996
2021-04-19,9948.837600943501,0,4974.418800471751,0.0,4974.418800471751,4974.418800471751,2,0,0.5072818160341179,0.0045671839999334995
2021-04-20,9687.599863600019,0,4843.799931800009,0.0,4843.799931800009,4843.799931800009,2,0,0.5077488977687711,-0.02625811655813015
2021-04-21,9396.455607008133,0,4698.227803504066,0.0,4698.227803504066,4698.227803504066,2,0,0.4898017092018735,-0.030053290876084326
2021-04-22,9390.317122064374,0,4695.158561032187,0.0,4695.158561032187,4695.158561032187,2,0,0.4824937869379806,-0.0006532766396704082
2021-04-23,8976.291155691344,0,4488.145577845672,0.0,4488.145577845672,4488.145577845672,2,0,0.4964012053214408,-0.044090733144698135
2021-04-24,8991.737809006865,0,4495.8689045034325,0.0,4495.8689045034325,4495.8689045034325,2,0,0.5025676186871961,0.0017208280176748136
2021-04-25,9596.829119577973,0,4798.4145597889865,0.0,4798.4145597889865,4798.4145597889865,2,0,0.5004211853516585,0.06729414529469468
2021-04-26,9893.06925825434,0,4946.53462912717,0.0,4946.53462912717,4946.53462912717,2,0,0.5099078843297944,0.030868543660116154
2021-04-27,9815.864741071453,0,4907.9323705357265,0.0,4907.9323705357265,4907.9323705357265,2,0,0.5024414977599648,-0.007803899393352687
2021-04-28,9815.95416361302,0,4907.97708180651,0.0,4907.97708180651,4907.97708180651,2,0,0.5072901097875251,9.110001403467294e-06
2021-04-29,10137.455219432546,0,5068.727609716273,0.0,5068.727609716273,5068.727609716273,2,0,0.5092009637239554,0.03275290923946095
2021-04-30,10386.155174887937,0,5193.077587443969,0.0,5193.077587443969,5193.077587443969,2,0,0.5068599269488816,0.024532779684062866
2021-05-01,10243.938501685367,0,5121.969250842683,0.0,5121.969250842683,5121.969250842683,2,0,0.5252454520151568,-0.013692908569903461
2021-05-02,10320.524757089097,0,5160.2623785445485,0.0,5160.2623785445485,5160.2623785445485,2,0,0.525878184712081,0.007476250993807776
2021-05-03,9864.767819339486,0,4932.383909669743,0.0,4932.383909669743,4932.383909669743,2,0,0.5418836389776605,-0.04416024848315536
2021-05-04,10827.91994681717,0,5413.959973408585,0.0,5413.959973408585,5413.959973408585,2,0,0.5466249200408462,0.09763555971276516
2021-05-05,11689.551343027604,0,5844.775671513802,0.0,5844.775671513802,5844.775671513802,2,0,0.5716101621419041,0.07957496919467966
2021-05-06,11384.890111125584,0,5692.445055562792,0.0,5692.445055562792,5692.445055562792,2,0,0.5509136000812573,-0.026062696758994086
2021-05-07,11352.948805050239,0,5676.474402525119,0.0,5676.474402525119,5676.474402525119,2,0,0.5540686325018573,-0.0028055875606679548
2021-05-08,11307.61479421384,0,5653.80739710692,0.0,5653.80739710692,5653.80739710692,2,0,0.5543453096571336,-0.003993148530382906
2021-05-09,10655.372626735843,0,5327.686313367922,0.0,5327.686313367922,5327.686313367922,2,0,0.659038390505113,-0.05768167552114989
2021-05-10,11995.832510232509,0,5997.916255116254,0.0,5997.916255116254,5997.916255116254,2,0,0.6703800395284556,0.12580131455311672
2021-05-11,10607.088651182828,0,5303.544325591414,0.0,5303.544325591414,5303.544325591414,2,0,0.7023889599222833,-0.11576886038255996
2021-05-12,10720.773719384042,0,5360.386859692021,0.0,5360.386859692021,5360.386859692021,2,0,0.6786607910234299,0.01071783897917511
2021-05-13,10999.926910430315,0,5499.963455215157,0.0,5499.963455215157,5499.963455215157,2,0,0.6970083973795749,0.02603853027338321
2021-05-14,10637.663805863833,0,5318.831902931916,0.0,5318.831902931916,5318.831902931916,2,0,0.6983809418720328,-0.03293322833108814
2021-05-15,10891.854999613282,0,5445.927499806641,0.0,5445.927499806641,5445.927499806641,2,0,0.7064731407797049,0.0238953964318116
2021-05-16,10220.707799761898,0,5110.353899880949,0.0,5110.353899880949,5110.353899880949,2,0,0.7036180364382452,-0.06161918239594755
2021-05-17,10277.696024906832,0,5138.848012453416,0.0,5138.848012453416,5138.848012453416,2,0,0.716688991168813,0.005575761117665667
2021-05-18,8112.524351167959,0,4056.2621755839796,0.0,4056.2621755839796,4056.2621755839796,2,0,0.7292894276296691,-0.21066702775523083
2021-05-19,8656.692068519074,0,4328.346034259537,0.0,4328.346034259537,4328.346034259537,2,0,0.8199233562551839,0.06707748338194786
2021-05-20,8132.71408792839,0,4066.357043964195,0.0,4066.357043964195,4066.357043964195,2,0,0.8606309281663875,-0.060528661114813476
2021-05-21,7800.664284586042,0,3900.332142293021,0.0,3900.332142293021,3900.332142293021,2,0,0.8559842138088294,-0.04082890407216189
2021-05-22,7092.211280169319,0,3546.1056400846596,0.0,3546.1056400846596,3546.1056400846596,2,0,0.8555787201532008,-0.09081957363767235
2021-05-23,7996.908223716066,0,3998.454111858033,0.0,3998.454111858033,3998.454111858033,2,0,0.8651431991303522,0.12756204063976329
2021-05-24,8007.699333761356,0,4003.849666880678,0.0,4003.849666880678,4003.849666880678,2,0,0.8810214266489746,0.0013494102649931339
2021-05-25,8296.933019056003,0,4148.466509528002,0.0,4148.466509528002,4148.466509528002,2,0,0.8788932644588494,0.03611944870047834
2021-05-26,8294.30302479794,0,4147.15151239897,0.0,4147.15151239897,4147.15151239897,2,0,0.8832912008587623,-0.0003169839086349935
2021-05-27,7777.866368614819,0,3888.9331843074096,0.0,3888.9331843074096,3888.9331843074096,3,0,0.9529515776451831,-0.06226402081514282
2021-05-28,7833.879682008453,0,3916.9398410042263,0.0,3916.9398410042263,3916.9398410042263,3,0,0.9493599467254387,0.007201629693672551
2021-05-29,7782.850777271932,0,3891.425388635966,0.0,3891.425388635966,3891.425388635966,3,0,0.9437973672382663,-0.006513873943419735
2021-05-30,8197.579261777571,0,4098.789630888786,0.0,4098.789630888786,4098.789630888786,3,0,0.946846272486346,0.053287477349143186
2021-05-31,8150.647753636146,0,4075.323876818073,0.0,4075.323876818073,4075.323876818073,3,0,0.9497832362859437,-0.00572504475318103
2021-06-01,8500.421433047844,0,4250.210716523922,0.0,4250.210716523922,4250.210716523922,3,0,0.9510171102791969,0.042913605149438316
2021-06-02,8666.539789978911,0,4333.269894989456,0.0,4333.269894989456,4333.269894989456,3,0,0.9558988990557125,0.01954236719196456
2021-06-03,8515.455916331524,0,4257.727958165762,0.0,4257.727958165762,4257.727958165762,3,0,0.9488664600057055,-0.01743300986422336
2021-06-04,8313.111189937357,0,4156.555594968679,0.0,4156.555594968679,4156.555594968679,3,0,0.9352214470266744,-0.023762054361187723
2021-06-05,8404.357843610604,0,4202.178921805302,0.0,4202.178921805302,4202.178921805302,3,0,0.9368169122967298,0.010976233998132523
2021-06-06,7884.478251597355,0,3942.2391257986774,0.0,3942.2391257986774,3942.2391257986774,3,0,0.9381788679655533,-0.06185833607840563
2021-06-07,7914.89866765938,0,3957.44933382969,0.0,3957.44933382969,3957.44933382969,3,0,0.9425199350110052,0.0038582662151249725
2021-06-08,8128.787742756123,0,4064.3938713780617,0.0,4064.3938713780617,4064.3938713780617,3,0,0.9443879478206629,0.027023602458829066
2021-06-09,7859.905604273939,0,3929.9528021369697,0.0,3929.9528021369697,3929.9528021369697,3,0,0.8934236589638247,-0.033077765958619776
2021-06-10,7696.069699302888,0,3848.034849651444,0.0,3848.034849651444,3848.034849651444,3,0,0.8947843976679686,-0.020844513053943525
2021-06-11,7565.264975414588,0,3782.632487707294,0.0,3782.632487707294,3782.632487707294,3,0,0.891011192252755,-0.01699630187862622
2021-06-12,7774.04567080731,0,3887.022835403655,0.0,3887.022835403655,3887.022835403655,3,0,0.8848025491346163,0.02759727465874784
2021-06-13,7893.201283046613,0,3946.6006415233064,0.0,3946.6006415233064,3946.6006415233064,3,0,0.8591328770442425,0.015327362004927458
2021-06-14,7841.771370079217,0,3920.8856850396087,0.0,3920.8856850396087,3920.8856850396087,3,0,0.8545203185618235,-0.006515722977679439
2021-06-15,7572.376599204393,0,3786.1882996021964,0.0,3786.1882996021964,3786.1882996021964,3,0,0.8567397508751948,-0.034353816014417116
2021-06-16,7569.994232680788,0,3784.997116340394,0.0,3784.997116340394,3784.997116340394,3,0,0.8568355441736734,-0.00031461278931310677
2021-06-17,7296.704686167483,0,3648.3523430837413,0.0,3648.3523430837413,3648.3523430837413,3,0,0.8569410185862528,-0.03610168490399557
2021-06-18,7208.092141071091,0,3604.0460705355454,0.0,3604.0460705355454,3604.0460705355454,3,0,0.8529825964363807,-0.01214418684976748
2021-06-19,7263.453639102607,0,3631.7268195513034,0.0,3631.7268195513034,3631.7268195513034,3,0,0.8529014502007758,0.0076804648092760885
2021-06-20,6277.813099223173,0,3138.9065496115863,0.0,3138.9065496115863,3138.9065496115863,3,0,0.8564899725469163,-0.13569860686839996
2021-06-21,6128.182927632564,0,3064.091463816282,0.0,3064.091463816282,3064.091463816282,3,0,0.8768021886018258,-0.023834760485163864
2021-06-22,6418.2494188179535,0,3209.1247094089767,0.0,3209.1247094089767,3209.1247094089767,3,0,0.8674005181582423,0.04733319723167062
