initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,10000.0,0.0,0.0,67.55109559230705,0.0,0.0,-1.1561081145194438,0.0,0.3787515006002401,49,0,49,1.424115176964607,0.0,1.424115176964607,0,2.8115030345473904,0,70.04414662529678,96.64067186562687,1667,short_expensive_longs,30,2.0
