date,symbol,signal,roc_pct,cum_funding_pct,spread_pct,spread_zscore,spread_mean,spread_std,weight,position_size,volatility
2021-09-02,GRT/USD,LONG,40.244468513074416,90.03390000000002,-49.7894314869256,-2.6685134191224327,76.21021799693858,47.21716914779481,0.5,5000.0,1.1725312234132876
2021-10-28,CRV/USD,SHORT,113.33602657330104,29.557399999999994,83.77862657330104,2.7393173445733217,9.241024952162986,27.210283528777527,-0.5,-5094.605030891438,1.4818019812294405
2022-08-11,GRT/USD,SHORT,62.81464530892449,20.521600000000007,42.29304530892448,2.599993856421788,-32.97245651757127,28.948338335721697,-0.5,-5000.0,1.171183081980479
2022-12-15,GRT/USD,SHORT,-0.46801872074884177,-45.096,44.62798127925115,2.863254498741761,-19.394143170937273,22.35991403429997,-0.5,-6379.12860154603,0.741982437402491
2023-03-09,GRT/USD,LONG,-43.953934740882914,31.427300000000006,-75.38123474088292,-3.014126301912908,36.18999468975679,37.01610956376688,0.5,2350.3619444989054,1.3670683266504842
2023-07-13,XLM/USD,SHORT,88.10372417806225,24.639300000000006,63.464424178062245,6.22435975446929,-22.125579586396423,13.75081247561282,-0.5,-5064.393477931477,1.771438017934269
2023-07-20,XLM/USD,SHORT,97.10972884836045,16.12410000000001,80.98562884836043,3.8829489258298606,-16.871968482875143,25.201875996945166,-0.5,-4868.888403802125,1.9290799627642556
2023-11-09,GRT/USD,SHORT,66.0954712362301,9.974500000000006,56.12097123623009,2.7429185364239728,-17.261289596320744,26.753350439718687,-0.5,-5601.566397238088,1.1606130143605065
2024-01-04,XLM/USD,LONG,-0.6865306122448955,52.605700000000006,-53.2922306122449,-2.9522205204613226,-19.48766595632657,11.450555411299671,0.5,3693.5182279102023,0.5593419321470767
2024-02-22,GRT/USD,SHORT,83.03934871099048,34.0966,48.94274871099048,2.7324819334002086,-27.84658029974347,28.102410512621354,-0.5,-4903.927054864647,0.7618024737948188
2024-03-14,XLM/USD,LONG,30.12233793376815,108.31,-78.18766206623185,-2.638663051207176,-43.69451989067033,13.072204183016499,0.5,3481.3821147741237,0.7908973922787076
2024-03-21,XLM/USD,LONG,13.27384746122795,119.5126,-106.23875253877206,-2.8843741005323493,-49.6648087653562,19.61394111914068,0.5,4865.677040967342,0.9748759495178017
2024-11-21,ALGO/USD,SHORT,72.68331990330377,30.065099999999997,42.61821990330377,3.2794424695890347,-19.981524187266736,19.08853247802674,-0.16666666666666666,-2451.160280332615,1.29700999656697
2024-11-21,BONK/USD,SHORT,136.11966564012317,47.79675551805,88.32291012207318,3.2136753669245577,10.753731801810753,24.13721657097401,-0.16666666666666666,-2451.160280332615,1.7878900677072194
2024-11-21,XLM/USD,SHORT,175.54532845794978,32.04070000000001,143.50462845794976,4.513568980814943,-7.931720025674823,33.55135351366274,-0.16666666666666666,-2451.160280332615,1.7694318089558854
2024-11-28,ALGO/USD,SHORT,160.5815831987076,30.510199999999998,130.0713831987076,3.446569930890571,-9.473630587856547,40.48808426484085,-0.125,-878.9820710001286,1.5673557226762178
2024-11-28,GRT/USD,SHORT,71.1346633416459,30.336300000000005,40.798363341645896,2.777481846371793,-6.513667216441841,17.034145738842952,-0.125,-878.9820710001286,1.209845718887618
2024-11-28,XLM/USD,SHORT,417.1273634209191,41.74810000000001,375.3792634209191,3.3536098148711693,20.970895820362646,105.67966673671343,-0.125,-878.9820710001286,2.441996106019706
2024-11-28,XTZ/USD,SHORT,88.64306784660765,22.04680000000001,66.59626784660765,2.632430264745592,-0.22713793844751567,25.384682238301657,-0.125,-878.9820710001286,1.8502255835228731
2024-12-05,ALGO/USD,SHORT,294.30324276950046,41.3429,252.96034276950047,2.69742807660784,13.740660005451863,88.68436005340321,-0.125,-1159.9495633223348,1.843014805831863
2024-12-05,GRT/USD,SHORT,135.4466858789625,49.43900000000001,86.0076858789625,3.0230709795857242,0.28144759085841375,28.35733559251455,-0.125,-1159.9495633223348,1.1017120947155041
2024-12-05,LDO/USD,SHORT,111.3285272914521,53.8126,57.5159272914521,2.9416115721090494,-13.897525689230093,24.276982609733494,-0.125,-1159.9495633223348,1.518649666354866
2024-12-05,XTZ/USD,SHORT,168.45528455284554,37.16850000000001,131.28678455284552,2.6686682770556436,11.092767424104249,45.03895001193329,-0.125,-1159.9495633223348,1.9309076986830729
2024-12-12,BONK/USD,LONG,1.6930932545014654,86.881666958396,-85.18857370389453,-3.298268682586385,17.384162057627453,31.098963011433046,0.5,5105.796883304037,1.4852461626498812
2024-12-19,BONK/USD,LONG,-43.830112875454375,61.272624870295,-105.10273774574938,-2.644673817277514,10.126732722796891,43.57039031269498,0.5,4427.891681151979,1.2005497006642236
2025-05-01,IMX/USD,SHORT,11.738964992389667,-29.528399999999998,41.267364992389666,2.718296582324174,-25.034718136378828,24.391040904035375,-0.25,-2101.8517016947812,1.2187024221282847
2025-05-01,WIF/USD,SHORT,45.8628841607565,4.328799999999999,41.5340841607565,2.534625720394227,-31.798061150463138,28.932139653271488,-0.25,-2101.8517016947812,1.4973078863312073
2025-05-08,ALGO/USD,SHORT,45.73643410852712,9.377399999999998,36.359034108527126,2.750762047248519,-28.90822404630348,23.726973483626086,-0.08333333333333333,-812.0422909741884,0.8871532397594369
2025-05-08,BONK/USD,SHORT,109.24369747899156,13.532829604910999,95.71086787408056,2.5546854163133705,-1.328135646502706,37.984717374955245,-0.08333333333333333,-812.0422909741884,1.7080581828160362
2025-05-08,GRT/USD,SHORT,44.568245125348184,-9.902599999999993,54.47084512534818,3.513234680187854,-24.601519324346913,22.506997581347758,-0.08333333333333333,-812.0422909741884,0.8701213844017494
2025-05-08,PEPE/USD,SHORT,83.9403973509934,20.015444919239002,63.92495243175439,2.942065996028473,-22.287013922011734,29.303206138184734,-0.08333333333333333,-812.0422909741884,1.305545761911828
2025-05-08,WIF/USD,SHORT,116.92789968652035,5.508699999999999,111.41919968652034,3.634823698829049,-21.66750931710515,36.614350524483235,-0.08333333333333333,-812.0422909741884,1.487130977500254
2025-05-08,XLM/USD,SHORT,31.799791826944833,-1.959199999999993,33.75899182694483,2.5210059014448554,-16.42707894571452,19.90716116288993,-0.08333333333333333,-812.0422909741884,0.6875285145879902
2025-05-15,WIF/USD,SHORT,153.47043701799487,6.012499999999999,147.45793701799488,2.7998931175803907,-5.71236982432659,54.70576925975234,-0.5,-4694.126127973663,1.7085137874209828
2025-07-17,ALGO/USD,SHORT,87.91273584905659,16.334999999999997,71.5777358490566,3.098612414889017,-11.368105956160854,26.768705052189727,-0.16666666666666666,-1600.015788581848,1.0377846452326769
2025-07-17,BONK/USD,SHORT,149.57446808510636,12.292685423807999,137.28178266129837,2.5337225557617646,12.141381618923248,49.389938435762005,-0.16666666666666666,-1600.015788581848,1.5752441121580087
2025-07-17,XLM/USD,SHORT,97.5184243006306,-12.561099999999993,110.0795243006306,3.5795879666665926,6.22971679182165,29.01166516254569,-0.16666666666666666,-1600.015788581848,1.117183140153793
2025-08-28,PYTH/USD,SHORT,83.49206349206348,2.6316000000000006,80.86046349206347,3.7892549092413157,-7.36070719860622,23.281930829069857,-0.5,-5660.41432051151,2.6331075434443356
