initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,28097.73689835414,1.8097736898354138,0.3189633483364023,0.39530480518234795,0.806879512100212,-0.4276943127628534,0.5323054331864905,1363,2.247248716067498,1.247248716067498,0.5,0.41269258987527513,0.08730741012472487,0.9126925898752751
