date,portfolio_value,num_positions,num_longs,num_shorts,long_exposure,short_exposure,net_exposure,gross_exposure,daily_return
2020-02-19,10019.99975326823,3,0,3,0.0,-5009.999876634115,-5009.999876634115,5009.999876634115,
2020-02-20,10019.99975326823,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-21,10037.767774278205,2,0,2,0.0,-5018.883887139103,-5018.883887139103,5018.883887139103,0.0017732556334824068
2020-02-22,10037.767774278205,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-23,10037.767774278205,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-24,10364.534893758524,1,0,1,0.0,-5182.267446879262,-5182.267446879262,5182.267446879262,0.0325537636283697
2020-02-25,10739.220602432015,1,0,1,0.0,-5369.610301216007,-5369.610301216007,5369.610301216007,0.03615074989029421
2020-02-26,10739.220602432015,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-27,10930.59759459046,2,0,2,0.0,-5465.29879729523,-5465.29879729523,5465.29879729523,0.01782038001110675
2020-02-28,10930.59759459046,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-29,11023.878814454247,1,0,1,0.0,-5511.939407227123,-5511.939407227123,5511.939407227123,0.008533954256074061
2020-03-01,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-02,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-03,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-04,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-05,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-06,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-07,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-08,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-09,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-10,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-11,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-12,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-13,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-14,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-15,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-16,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-17,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-18,11023.878814454247,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-19,10911.813474341043,3,3,0,5455.906737170521,0.0,5455.906737170521,5455.906737170521,-0.010165690497818791
2020-03-20,10865.274834294354,1,1,0,1358.1593542867943,0.0,1358.1593542867943,1358.1593542867943,-0.004264977600297426
2020-03-21,10510.761589537518,3,3,0,3941.535596076569,0.0,3941.535596076569,3941.535596076569,-0.03262809732505578
