,value
initial_capital,10000.0
leverage,1.0
final_value,19344.03930655768
total_return,0.9344039306557679
annualized_return,0.12306445544535616
annualized_volatility,0.34010178183124096
sharpe_ratio,0.36184595912061684
sortino_ratio,0.24657862425372826
max_drawdown,-0.40273598276644107
calmar_ratio,0.305571045825138
win_rate,0.08481927710843373
trading_days,2075.0
num_trades,129.0
num_long_trades,70.0
num_short_trades,59.0
avg_positions,0.3108433734939759
avg_long_positions,0.1686746987951807
avg_short_positions,0.14216867469879518
avg_r2,0.65482595060796
avg_breakout_z_score,0.18901755545139384
avg_signal_strength,1.3355549279042516
