initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,6732.365303662854,-0.3267634696337146,-0.06730685206649478,0.38345751315484367,-0.1755262310881249,-0.5765617702092629,0.5113362276893392,2074,2.7830279652844743,2.636451301832208,5.4194792671166825,0.4493731918997107,0.4927675988428158,-0.04339440694310511,0.9421407907425265,0.04455988232844848,2.920103514694628,28.370825832519003
