initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_turnover,long_total_return,short_total_return,long_sharpe,short_sharpe,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,15926.590475099374,0.5926590475099374,0.0858456592208281,0.3206612848404991,0.2677144491064108,0.17897226050037698,-0.49645090949207704,0.17291872686598053,0.10804263565891473,2064,0.03800064599483204,-0.11539489480447374,0.8004181053848991,-0.04293910560191367,0.19808479901149098,0.7601744186046512,0.7151162790697675,0.2180232558139535,0.2180232558139535,-2.420544385083917e-19,0.436046511627907
