date,equity,cash,mtm_value,num_positions,long_exposure,short_exposure,daily_return
2020-01-30,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-01-31,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-01,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-02,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-03,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-04,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-05,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-06,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-07,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-08,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-09,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-10,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-11,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-12,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-13,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-14,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-15,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-16,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-17,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-18,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-19,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-20,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-21,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-22,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-23,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-24,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-25,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-26,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-27,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-28,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-02-29,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-01,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-02,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-03,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-04,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-05,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-06,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-07,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-08,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-09,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-10,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-11,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-03-12,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-11,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-12,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-13,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-14,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-15,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-16,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-17,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-18,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-19,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-20,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-21,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-22,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-23,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-24,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-25,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-26,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-27,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-28,100000.0,100000.0,0.0,0,0.0,0.0,0.0
2020-04-29,89985.0,89985.0,0.0,1,0.0,10000.0,-0.10014999999999996
2020-04-30,100633.71308946672,100633.71308946672,0.0,0,0.0,0.0,0.1183387574536503
2020-05-01,100633.71308946672,100633.71308946672,0.0,0,0.0,0.0,0.0
2020-05-02,90618.71308946672,90618.71308946672,0.0,1,0.0,10000.0,-0.09951933296047943
2020-05-03,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.11370251443780699
2020-05-04,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-05,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-06,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-07,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-08,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-09,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-10,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-11,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-12,100922.2886228573,100922.2886228573,0.0,0,0.0,0.0,0.0
2020-05-13,90907.2886228573,90907.2886228573,0.0,1,0.0,10000.0,-0.09923476901545181
2020-05-14,91008.72443970137,90907.2886228573,101.435816844061,1,0.0,10000.0,0.0011158161065047967
2020-05-15,91292.8875942124,90907.2886228573,385.5989713550978,1,0.0,10000.0,0.003122372676471308
2020-05-16,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.1079820373657836
2020-05-17,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-18,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-19,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-20,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-21,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-22,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-23,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-24,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-25,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-26,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-27,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-28,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-29,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-30,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-05-31,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-01,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-02,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-03,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-04,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-05,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-06,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-07,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-08,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-09,101150.87959364093,101150.87959364093,0.0,0,0.0,0.0,0.0
2020-06-10,91135.87959364093,91135.87959364093,0.0,1,0.0,10000.0,-0.09901050826482005
2020-06-11,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.11702559347288966
2020-06-12,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-13,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-14,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-15,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-16,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-17,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-18,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-19,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-20,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-21,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-22,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-23,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-24,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-25,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-26,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-27,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-28,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-29,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-06-30,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-01,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-02,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-03,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-04,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-05,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-06,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-07,101801.10998976057,101801.10998976057,0.0,0,0.0,0.0,0.0
2020-07-08,91786.10998976057,91786.10998976057,0.0,1,0.0,10000.0,-0.09837810217400711
2020-07-09,91188.56654427342,91786.10998976057,-597.5434454871609,1,0.0,10000.0,-0.006510172896027733
2020-07-10,91384.08584493838,91786.10998976057,-402.0241448221862,1,0.0,10000.0,0.0021441207826207176
2020-07-11,100751.28336267303,100751.28336267303,0.0,0,0.0,0.0,0.10250359711021262
2020-07-12,90736.28336267303,90736.28336267303,0.0,1,0.0,10000.0,-0.09940320029422489
2020-07-13,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.11594648330416146
2020-07-14,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-15,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-16,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-17,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-18,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-19,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-20,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-21,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-22,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-23,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-24,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-25,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-26,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-27,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-28,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-29,101256.83632666485,101256.83632666485,0.0,0,0.0,0.0,0.0
2020-07-30,91241.83632666485,91241.83632666485,0.0,1,0.0,10000.0,-0.09890690212452014
2020-07-31,90603.53845432443,91241.83632666485,-638.2978723404253,1,0.0,10000.0,-0.006995671043436458
2020-08-01,89322.85105661575,91241.83632666485,-1918.9852700491006,1,0.0,10000.0,-0.014135070434962205
2020-08-02,89408.78395350609,89408.78395350609,0.0,1,0.0,10000.0,0.0009620482986585355
2020-08-03,88634.7471607258,89408.78395350609,-774.0367927802838,1,0.0,10000.0,-0.008657279056415779
2020-08-04,88936.72564042035,89408.78395350609,-472.05831308573477,1,0.0,10000.0,0.0034069988279761265
2020-08-05,88898.54445333254,89408.78395350609,-510.2395001735505,1,0.0,10000.0,-0.0004293073172288997
2020-08-06,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.11191604945989808
2020-08-07,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.0
2020-08-08,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.0
2020-08-09,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.0
2020-08-10,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.0
2020-08-11,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.0
2020-08-12,98847.71835128464,98847.71835128464,0.0,0,0.0,0.0,0.0
2020-08-13,88832.71835128464,88832.71835128464,0.0,1,0.0,10000.0,-0.10131746252765017
2020-08-14,89308.3408352566,88832.71835128464,475.62248397196805,1,0.0,10000.0,0.005354136322735625
2020-08-15,89364.99805905264,88832.71835128464,532.279707768003,1,0.0,10000.0,0.0006344001385105713
2020-08-16,99418.49291517312,99418.49291517312,0.0,0,0.0,0.0,0.11249924550411894
2020-08-17,99418.49291517312,99418.49291517312,0.0,0,0.0,0.0,0.0
2020-08-18,99418.49291517312,99418.49291517312,0.0,0,0.0,0.0,0.0
2020-08-19,99418.49291517312,99418.49291517312,0.0,0,0.0,0.0,0.0
2020-08-20,89403.49291517312,89403.49291517312,0.0,1,0.0,10000.0,-0.10073578573098163
2020-08-21,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.12878534466262148
2020-08-22,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-23,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-24,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-25,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-26,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-27,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-28,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-29,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-30,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-08-31,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-01,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-02,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-03,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-04,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-05,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-06,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-07,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-08,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-09,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-10,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-11,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-12,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-13,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-14,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-15,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-16,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-17,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-18,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-19,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-20,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-21,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-22,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-23,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-24,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-25,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-26,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-27,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-28,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-29,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
2020-09-30,100917.35256429593,100917.35256429593,0.0,0,0.0,0.0,0.0
