strategy,beta_window,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_long_beta,avg_short_beta,long_symbols,short_symbols
betting_against_beta,90,30,7,5,20,80,equal_weight,10000,1.0,0.5,0.5,0.9609478771232586,1.7749013829818805,"ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,CRO/USD,CVC/USD,ENA/USD,EOS/USD,GRT/USD,MAGIC/USD,OXT/USD,PNUT/USD,POWR/USD,USDT/USD,W/USD,XLM/USD,XTZ/USD,ZRX/USD","ALGO/USD,BIO/USD,BNT/USD,BONK/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,EOS/USD,FARTCOIN/USD,GIGA/USD,GRT/USD,IMX/USD,LINK/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PNUT/USD,POPCAT/USD,ROSE/USD,STORJ/USD,SUPER/USD,T/USD,TURBO/USD,WIF/USD,XLM/USD,XRP/USD,XTZ/USD,ZRX/USD"
