,value
initial_capital,10000.0
leverage,1.0
final_value,33468.40862897064
total_return,2.346840862897064
annualized_return,0.24460961102850276
annualized_volatility,0.4059991601859421
sharpe_ratio,0.6024879729220989
sortino_ratio,0.8245637709334178
max_drawdown,-0.4698342745981519
calmar_ratio,0.5206295586623959
win_rate,0.37220843672456577
trading_days,2015.0
avg_long_exposure,6627.299169901315
avg_short_exposure,-6627.299169901315
avg_net_exposure,0.0
avg_gross_exposure,13254.59833980263
avg_long_positions,1.0372208436724566
avg_short_positions,1.7741935483870968
avg_portfolio_beta,-0.2680489220151501
