date,portfolio_value,num_positions,positions
2021-01-18,179536.1825001994,1,LINK/USD
2021-01-19,167451.96623323896,2,"ETH/USD, LINK/USD"
2021-01-20,172580.0985542862,2,"ETH/USD, LINK/USD"
2021-01-21,141817.9413162151,2,"ETH/USD, LINK/USD"
2021-01-22,161370.80075615513,2,"ETH/USD, LINK/USD"
2021-01-23,172193.8437176117,2,"ETH/USD, LINK/USD"
2021-01-24,184075.15886864648,2,"ETH/USD, LINK/USD"
2021-01-25,173723.95909857217,2,"ETH/USD, LINK/USD"
2021-01-26,176360.57539053366,2,"ETH/USD, LINK/USD"
2021-01-27,160018.03064738915,2,"ETH/USD, LINK/USD"
2021-01-28,173739.92351212952,2,"ETH/USD, LINK/USD"
2021-01-29,175871.93392879877,2,"ETH/USD, LINK/USD"
2021-01-30,179119.94263820723,2,"ETH/USD, LINK/USD"
2021-01-31,170637.7360719406,1,GRT/USD
2021-02-01,168361.70737889598,1,GRT/USD
2021-02-02,161512.14933095974,2,"ETH/USD, GRT/USD"
2021-02-03,177866.0789799879,4,"AAVE/USD, BNT/USD, ETH/USD, GRT/USD"
2021-02-04,175921.32446675596,5,"AAVE/USD, BNT/USD, ETH/USD, GRT/USD, LINK/USD"
2021-02-05,194868.57137005916,6,"AAVE/USD, ALGO/USD, BNT/USD, ETH/USD, GRT/USD, LINK/USD"
2021-02-06,185871.6005187443,6,"AAVE/USD, ALGO/USD, BNT/USD, ETH/USD, GRT/USD, LINK/USD"
2021-02-07,186044.36210028763,6,"AAVE/USD, ALGO/USD, BNT/USD, ETH/USD, GRT/USD, LINK/USD"
2021-02-08,200926.88358942396,8,"AAVE/USD, ALGO/USD, BNT/USD, BTC/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD"
2021-02-09,229253.97670519925,8,"AAVE/USD, ALGO/USD, BTC/USD, EOS/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD"
2021-02-10,228793.68889359944,9,"AAVE/USD, ALGO/USD, BTC/USD, EOS/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-11,249634.3464834959,10,"AAVE/USD, ALGO/USD, BNT/USD, BTC/USD, EOS/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-12,268785.89988974057,10,"AAVE/USD, ALGO/USD, BNT/USD, BTC/USD, EOS/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-13,281903.9537178411,13,"AAVE/USD, ALGO/USD, BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-14,273892.3866733494,13,"AAVE/USD, ALGO/USD, BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-15,265491.26638519653,13,"AAVE/USD, ALGO/USD, BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-16,263509.7062891497,12,"ALGO/USD, BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-17,280074.1019845577,12,"ALGO/USD, BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, FIL/USD, GRT/USD, LINK/USD, LTC/USD"
2021-02-18,286334.194978512,10,"BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, FIL/USD, LINK/USD, LTC/USD"
2021-02-19,298271.58265624376,9,"BCH/USD, BNT/USD, BTC/USD, DASH/USD, EOS/USD, ETH/USD, FIL/USD, LINK/USD, LTC/USD"
2021-02-20,288679.77922152396,7,"BCH/USD, BNT/USD, BTC/USD, DASH/USD, ETH/USD, LINK/USD, LTC/USD"
2021-02-21,297952.65698517015,6,"BNT/USD, BTC/USD, DASH/USD, ETH/USD, LINK/USD, LTC/USD"
2021-02-22,276057.6374578835,6,"BNT/USD, BTC/USD, DASH/USD, ETH/USD, LINK/USD, LTC/USD"
2021-02-23,238670.7103062437,6,"BNT/USD, BTC/USD, DASH/USD, ETH/USD, LINK/USD, LTC/USD"
2021-02-24,247331.7827602273,6,"BNT/USD, BTC/USD, DASH/USD, ETH/USD, LINK/USD, LTC/USD"
2021-02-25,228049.07838321512,5,"BNT/USD, BTC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-02-26,224151.08762892618,2,"BNT/USD, BTC/USD"
2021-02-27,224735.73439063353,0,None
2021-02-28,224735.73439063353,0,None
2021-03-01,224735.73439063353,0,None
2021-03-02,224735.73439063353,0,None
2021-03-03,224735.73439063353,0,None
2021-03-04,224735.73439063353,1,BNT/USD
2021-03-05,240402.16240330625,1,BNT/USD
2021-03-06,280382.8866916471,1,BNT/USD
2021-03-07,279083.3977154381,1,BNT/USD
2021-03-08,303104.15460307925,1,BNT/USD
2021-03-09,299545.40179767425,1,BNT/USD
2021-03-10,283150.0726079908,1,BNT/USD
2021-03-11,267648.5543638725,1,BNT/USD
2021-03-12,254623.98084344206,1,BNT/USD
2021-03-13,269284.45926793263,2,"BNT/USD, BTC/USD"
2021-03-14,258522.51411281075,3,"BNT/USD, BTC/USD, FIL/USD"
2021-03-15,249965.27416628762,2,"BTC/USD, FIL/USD"
2021-03-16,272966.58903188666,2,"BTC/USD, FIL/USD"
2021-03-17,319054.6866124054,2,"BTC/USD, FIL/USD"
2021-03-18,303220.2921784896,2,"BTC/USD, FIL/USD"
2021-03-19,309017.4508500293,1,FIL/USD
2021-03-20,304743.8761229521,2,"FIL/USD, OXT/USD"
2021-03-21,309462.8577441821,2,"FIL/USD, OXT/USD"
2021-03-22,283406.3916635141,2,"FIL/USD, OXT/USD"
2021-03-23,280224.0387268118,1,OXT/USD
2021-03-24,253284.2614188434,1,OXT/USD
2021-03-25,237086.82521810223,1,OXT/USD
2021-03-26,302212.26818066766,1,FIL/USD
2021-03-27,321513.8478887299,1,FIL/USD
2021-03-28,303702.8444059079,1,FIL/USD
2021-03-29,308536.18212032615,1,FIL/USD
2021-03-30,363020.55084025575,1,FIL/USD
2021-03-31,462996.35524531023,1,FIL/USD
2021-04-01,447592.1982413826,2,"EOS/USD, FIL/USD"
2021-04-02,468649.72656183445,3,"EOS/USD, ETH/USD, FIL/USD"
2021-04-03,437159.50638058706,3,"EOS/USD, ETH/USD, FIL/USD"
2021-04-04,467490.7944833561,3,"EOS/USD, ETH/USD, FIL/USD"
2021-04-05,476328.1737206978,3,"EOS/USD, ETH/USD, FIL/USD"
2021-04-06,469947.559125933,3,"EOS/USD, ETH/USD, FIL/USD"
2021-04-07,432182.2605519098,3,"EOS/USD, ETC/USD, ETH/USD"
2021-04-08,456899.9243428772,3,"EOS/USD, ETC/USD, ETH/USD"
2021-04-09,445167.5328811168,3,"EOS/USD, ETC/USD, ETH/USD"
2021-04-10,471029.99140851054,4,"EOS/USD, ETC/USD, ETH/USD, LTC/USD"
2021-04-11,471444.25015349407,4,"EOS/USD, ETC/USD, ETH/USD, LTC/USD"
2021-04-12,459248.81232868,3,"ETC/USD, ETH/USD, LTC/USD"
2021-04-13,498349.25915459316,5,"BTC/USD, EOS/USD, ETC/USD, ETH/USD, LTC/USD"
2021-04-14,511854.81521408627,7,"BCH/USD, BTC/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-15,542815.8534986555,7,"BCH/USD, BTC/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-16,578418.638740804,8,"BCH/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-17,554394.0482879225,8,"BCH/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-18,522367.79201699846,8,"BCH/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-19,492929.875348608,8,"BCH/USD, BTC/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-20,512369.6317791352,7,"BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-04-21,493357.3916318886,6,"BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LTC/USD"
2021-04-22,482246.42663754633,6,"BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LTC/USD"
2021-04-23,467068.0750092742,1,ETH/USD
2021-04-24,436851.1817196085,1,ETH/USD
2021-04-25,457630.34580010374,1,ETH/USD
2021-04-26,499377.86210143263,1,ETH/USD
2021-04-27,525757.7834198611,2,"ETH/USD, MATIC/USD"
2021-04-28,527578.3021632263,2,"ETH/USD, MATIC/USD"
2021-04-29,548908.390172541,2,"ETH/USD, MATIC/USD"
2021-04-30,539241.6232726031,2,"ETH/USD, MATIC/USD"
2021-05-01,556869.6770580912,2,"ETH/USD, MATIC/USD"
2021-05-02,564105.7659466366,2,"ETH/USD, MATIC/USD"
2021-05-03,624917.9089273174,3,"ETC/USD, ETH/USD, MATIC/USD"
2021-05-04,637195.6680687993,4,"ETC/USD, ETH/USD, LINK/USD, MATIC/USD"
2021-05-05,738556.7359330078,7,"BCH/USD, DASH/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-06,764505.1326975276,7,"BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-05-07,728446.6985826542,7,"BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-05-08,754251.9902659561,7,"BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-05-09,777108.3126163355,9,"1INCH/USD, BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-10,712758.7382025488,9,"1INCH/USD, BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-11,802440.8478511224,9,"1INCH/USD, BCH/USD, DASH/USD, EOS/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-12,677023.2290778739,9,"1INCH/USD, AAVE/USD, BCH/USD, DASH/USD, EOS/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-13,680886.8370280026,9,"1INCH/USD, AAVE/USD, ADA/USD, BCH/USD, EOS/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-14,741054.228610089,8,"AAVE/USD, ADA/USD, BCH/USD, EOS/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-15,692911.4572850496,8,"AAVE/USD, ADA/USD, BCH/USD, EOS/USD, ETH/USD, LINK/USD, LTC/USD, MATIC/USD"
2021-05-16,697669.5694057376,6,"AAVE/USD, ADA/USD, BCH/USD, EOS/USD, ETH/USD, MATIC/USD"
2021-05-17,659651.4649375592,6,"AAVE/USD, ADA/USD, BCH/USD, EOS/USD, ETH/USD, MATIC/USD"
2021-05-18,704908.1854954638,3,"AAVE/USD, ADA/USD, MATIC/USD"
2021-05-19,488017.1382885953,3,"AAVE/USD, ADA/USD, MATIC/USD"
2021-05-20,567694.1947244724,3,"AAVE/USD, ADA/USD, MATIC/USD"
2021-05-21,469260.4056003328,2,"AAVE/USD, MATIC/USD"
2021-05-22,400997.99242989684,2,"AAVE/USD, MATIC/USD"
2021-05-23,355503.62246764876,2,"AAVE/USD, MATIC/USD"
2021-05-24,510461.5744381726,0,None
2021-05-25,510461.5744381726,0,None
2021-05-26,510461.5744381726,0,None
2021-05-27,510461.5744381726,0,None
2021-05-28,510461.5744381726,0,None
2021-05-29,510461.5744381726,0,None
2021-05-30,510461.5744381726,0,None
2021-05-31,510461.5744381726,0,None
2021-06-01,510461.5744381726,0,None
2021-06-02,510461.5744381726,0,None
2021-06-03,510461.5744381726,0,None
2021-06-04,510461.5744381726,0,None
2021-06-05,510461.5744381726,0,None
2021-06-06,510461.5744381726,0,None
2021-06-07,510461.5744381726,0,None
2021-06-08,510461.5744381726,0,None
2021-06-09,510461.5744381726,0,None
2021-06-10,510461.5744381726,0,None
2021-06-11,510461.5744381726,0,None
2021-06-12,510461.5744381726,0,None
2021-06-13,510461.5744381726,0,None
2021-06-14,510461.5744381726,0,None
2021-06-15,510461.5744381726,0,None
2021-06-16,510461.5744381726,0,None
2021-06-17,510461.5744381726,0,None
2021-06-18,510461.5744381726,0,None
2021-06-19,510461.5744381726,0,None
2021-06-20,510461.5744381726,0,None
2021-06-21,510461.5744381726,0,None
2021-06-22,510461.5744381726,0,None
2021-06-23,510461.5744381726,0,None
2021-06-24,510461.5744381726,0,None
2021-06-25,510461.5744381726,0,None
2021-06-26,510461.5744381726,0,None
2021-06-27,510461.5744381726,0,None
2021-06-28,510461.5744381726,0,None
2021-06-29,510461.5744381726,0,None
2021-06-30,510461.5744381726,0,None
2021-07-01,510461.5744381726,0,None
2021-07-02,510461.5744381726,0,None
2021-07-03,510461.5744381726,0,None
2021-07-04,510461.5744381726,0,None
2021-07-05,510461.5744381726,0,None
2021-07-06,510461.5744381726,0,None
2021-07-07,510461.5744381726,0,None
2021-07-08,510461.5744381726,0,None
2021-07-09,510461.5744381726,0,None
2021-07-10,510461.5744381726,1,MLN/USD
2021-07-11,494722.79654540983,0,None
2021-07-12,494722.79654540983,0,None
2021-07-13,494722.79654540983,0,None
2021-07-14,494722.79654540983,0,None
2021-07-15,494722.79654540983,0,None
2021-07-16,494722.79654540983,0,None
2021-07-17,494722.79654540983,0,None
2021-07-18,494722.79654540983,0,None
2021-07-19,494722.79654540983,0,None
2021-07-20,494722.79654540983,0,None
2021-07-21,494722.79654540983,0,None
2021-07-22,494722.79654540983,0,None
2021-07-23,494722.79654540983,0,None
2021-07-24,494722.79654540983,0,None
2021-07-25,494722.79654540983,0,None
2021-07-26,494722.79654540983,0,None
2021-07-27,494722.79654540983,0,None
2021-07-28,494722.79654540983,0,None
2021-07-29,494722.79654540983,0,None
2021-07-30,494722.79654540983,1,LPT/USD
2021-07-31,486179.70272751426,1,LPT/USD
2021-08-01,436733.31123605784,1,LPT/USD
2021-08-02,442428.7071146549,1,LPT/USD
2021-08-03,411621.79304406163,2,"LPT/USD, MLN/USD"
2021-08-04,418810.6416051966,2,"LPT/USD, MLN/USD"
2021-08-05,397666.69591589976,1,MLN/USD
2021-08-06,396242.2558280353,1,MLN/USD
2021-08-07,402271.9653445116,1,MLN/USD
2021-08-08,378543.90287793207,1,MLN/USD
2021-08-09,387918.31537358265,0,None
2021-08-10,387918.31537358265,1,CHZ/USD
2021-08-11,389578.61999456404,1,CHZ/USD
2021-08-12,438794.7926879412,1,CHZ/USD
2021-08-13,453144.568340709,1,CHZ/USD
2021-08-14,441522.43599383923,1,CHZ/USD
2021-08-15,439743.5381856449,1,CHZ/USD
2021-08-16,421598.7805420624,2,"CHZ/USD, DOT/USD"
2021-08-17,401681.8783018469,2,"CHZ/USD, DOT/USD"
2021-08-18,401890.2938803545,2,"CHZ/USD, DOT/USD"
2021-08-19,434098.68732947425,1,DOT/USD
2021-08-20,459773.1208972763,2,"ADA/USD, DOT/USD"
2021-08-21,455607.6453420572,3,"ADA/USD, CHZ/USD, DOT/USD"
2021-08-22,466790.6256679035,3,"ADA/USD, CHZ/USD, DOT/USD"
2021-08-23,490592.13203855354,4,"ADA/USD, CHZ/USD, DOT/USD, MASK/USD"
2021-08-24,466258.36437996716,4,"ADA/USD, CHZ/USD, DOT/USD, MASK/USD"
2021-08-25,501875.5857007814,4,"ADA/USD, CHZ/USD, DOT/USD, MASK/USD"
2021-08-26,452663.40669620084,5,"ADA/USD, CHZ/USD, DOT/USD, MASK/USD, MLN/USD"
2021-08-27,489298.8054470191,4,"ADA/USD, CHZ/USD, MASK/USD, MLN/USD"
2021-08-28,482434.8463250714,4,"ADA/USD, CHZ/USD, MASK/USD, MLN/USD"
2021-08-29,473803.84403696016,2,"MASK/USD, MLN/USD"
2021-08-30,426086.66799395194,2,"MASK/USD, MLN/USD"
2021-08-31,419591.34368941636,2,"DOT/USD, MLN/USD"
2021-09-01,442628.9627143519,1,DOT/USD
2021-09-02,424150.5367407949,2,"ADA/USD, DOT/USD"
2021-09-03,436632.0245006286,2,"ADA/USD, DOT/USD"
2021-09-04,418904.7178006078,3,"ADA/USD, CHZ/USD, DOT/USD"
2021-09-05,434354.28241412365,3,"ADA/USD, CHZ/USD, DOT/USD"
2021-09-06,438513.26321874664,4,"ADA/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-07,381312.818710769,4,"ADA/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-08,375148.948399109,4,"ALGO/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-09,401220.8997166762,4,"ALGO/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-10,370521.8725593085,4,"ALGO/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-11,397346.8897174033,4,"ALGO/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-12,419122.4632510348,4,"ALGO/USD, CHZ/USD, DOT/USD, FET/USD"
2021-09-13,404706.40604093403,2,"ALGO/USD, DOT/USD"
2021-09-14,411656.22886656114,2,"ALGO/USD, DOT/USD"
2021-09-15,403745.3264399049,2,"ALGO/USD, DOT/USD"
2021-09-16,399498.7086252269,2,"ALGO/USD, DOT/USD"
2021-09-17,373985.9783506603,2,"ALGO/USD, DOT/USD"
2021-09-18,397801.2767224679,2,"ALGO/USD, DOT/USD"
2021-09-19,383302.85879680095,1,DOT/USD
2021-09-20,320643.7733219096,0,None
2021-09-21,320643.7733219096,1,MLN/USD
2021-09-22,311847.1123296312,1,MLN/USD
2021-09-23,290569.9094726737,1,MLN/USD
2021-09-24,265349.0258801378,1,MLN/USD
2021-09-25,278067.0410572527,2,"COTI/USD, MLN/USD"
2021-09-26,289687.1735527222,2,"COTI/USD, MLN/USD"
2021-09-27,296578.0855245908,1,COTI/USD
2021-09-28,272428.9869975721,1,COTI/USD
2021-09-29,314132.24951411044,1,COTI/USD
2021-09-30,298178.3269932487,1,COTI/USD
2021-10-01,280915.1159980306,1,AXS/USD
2021-10-02,274457.88165744237,1,AXS/USD
2021-10-03,350088.87442614295,1,AXS/USD
2021-10-04,342996.08552447316,1,AXS/USD
2021-10-05,327158.06586232176,1,AXS/USD
2021-10-06,321133.008623269,1,AXS/USD
2021-10-07,315896.03903995734,1,AXS/USD
2021-10-08,321310.96390037186,1,AXS/USD
2021-10-09,321895.67409656686,1,AXS/USD
2021-10-10,295151.53816625656,0,None
2021-10-11,295151.53816625656,0,None
2021-10-12,295151.53816625656,0,None
2021-10-13,295151.53816625656,1,DOT/USD
2021-10-14,288218.87607737066,2,"DOT/USD, LPT/USD"
2021-10-15,275692.5880835033,2,"DOT/USD, LPT/USD"
2021-10-16,269772.59103032824,2,"DOT/USD, LPT/USD"
2021-10-17,262209.73278780055,2,"DOT/USD, LPT/USD"
2021-10-18,304920.29333941126,2,"DOT/USD, LPT/USD"
2021-10-19,319056.43389040837,2,"DOT/USD, LPT/USD"
2021-10-20,315453.02644843055,3,"BTC/USD, DOT/USD, LPT/USD"
2021-10-21,298231.0015644185,3,"BTC/USD, DOT/USD, LPT/USD"
2021-10-22,295014.7750563466,3,"BTC/USD, DOT/USD, LPT/USD"
2021-10-23,296258.10467144,3,"BTC/USD, DOT/USD, LPT/USD"
2021-10-24,288715.728400438,2,"BTC/USD, DOT/USD"
2021-10-25,301191.0976507799,3,"BTC/USD, CRV/USD, DOT/USD"
2021-10-26,293395.26079192973,2,"CRV/USD, DOT/USD"
2021-10-27,270760.5488132696,3,"1INCH/USD, CRV/USD, DOT/USD"
2021-10-28,271700.1622276202,2,"1INCH/USD, CRV/USD"
2021-10-29,271700.1622276202,1,ETH/USD
2021-10-30,265766.2099870223,1,ETH/USD
2021-10-31,263645.4488869494,1,ETH/USD
2021-11-01,265656.82271498145,1,ETH/USD
2021-11-02,282379.55556203536,1,ETH/USD
2021-11-03,283059.2315332554,1,ETH/USD
2021-11-04,278823.8546854715,1,ETH/USD
2021-11-05,275279.2154431591,1,ETH/USD
2021-11-06,277964.1198900494,1,ETH/USD
2021-11-07,283732.14761687757,1,ETH/USD
2021-11-08,295708.21029964194,2,"BTC/USD, ETH/USD"
2021-11-09,291971.71400015533,2,"BTC/USD, ETH/USD"
2021-11-10,284412.8447388476,3,"BTC/USD, ETH/USD, OXT/USD"
2021-11-11,283591.8226527979,3,"BTC/USD, ETH/USD, OXT/USD"
2021-11-12,278581.2305311641,3,"BTC/USD, ETH/USD, OXT/USD"
2021-11-13,282522.2193857606,3,"BTC/USD, ETH/USD, OXT/USD"
2021-11-14,283473.51919684565,3,"BTC/USD, ETH/USD, OXT/USD"
2021-11-15,275546.7587453488,3,"BTC/USD, ETH/USD, OXT/USD"
2021-11-16,256170.57402962362,0,None
2021-11-17,256170.57402962362,0,None
2021-11-18,256170.57402962362,1,ALGO/USD
2021-11-19,260422.54019674598,1,ALGO/USD
2021-11-20,254896.3691847531,1,ALGO/USD
2021-11-21,253428.26360261967,1,ALGO/USD
2021-11-22,241004.76636513195,1,ALGO/USD
2021-11-23,254259.26676231783,1,ALGO/USD
2021-11-24,241281.76741836464,0,None
2021-11-25,241281.76741836464,0,None
2021-11-26,241281.76741836464,0,None
2021-11-27,241281.76741836464,0,None
2021-11-28,241281.76741836464,0,None
2021-11-29,241281.76741836464,0,None
2021-11-30,241281.76741836464,0,None
2021-12-01,241281.76741836464,0,None
2021-12-02,241281.76741836464,0,None
2021-12-03,241281.76741836464,0,None
2021-12-04,241281.76741836464,0,None
2021-12-05,241281.76741836464,0,None
2021-12-06,241281.76741836464,0,None
2021-12-07,241281.76741836464,0,None
2021-12-08,241281.76741836464,0,None
2021-12-09,241281.76741836464,0,None
2021-12-10,241281.76741836464,0,None
2021-12-11,241281.76741836464,0,None
2021-12-12,241281.76741836464,0,None
2021-12-13,241281.76741836464,0,None
2021-12-14,241281.76741836464,0,None
2021-12-15,241281.76741836464,0,None
2021-12-16,241281.76741836464,0,None
2021-12-17,241281.76741836464,0,None
2021-12-18,241281.76741836464,0,None
2021-12-19,241281.76741836464,0,None
2021-12-20,241281.76741836464,0,None
2021-12-21,241281.76741836464,0,None
2021-12-22,241281.76741836464,0,None
2021-12-23,241281.76741836464,0,None
2021-12-24,241281.76741836464,0,None
2021-12-25,241281.76741836464,0,None
2021-12-26,241281.76741836464,0,None
2021-12-27,241281.76741836464,0,None
2021-12-28,241281.76741836464,0,None
2021-12-29,241281.76741836464,0,None
2021-12-30,241281.76741836464,0,None
2021-12-31,241281.76741836464,0,None
2022-01-01,241281.76741836464,0,None
2022-01-02,241281.76741836464,0,None
2022-01-03,241281.76741836464,0,None
2022-01-04,241281.76741836464,0,None
2022-01-05,241281.76741836464,0,None
2022-01-06,241281.76741836464,0,None
2022-01-07,241281.76741836464,0,None
2022-01-08,241281.76741836464,0,None
2022-01-09,241281.76741836464,0,None
2022-01-10,241281.76741836464,0,None
2022-01-11,241281.76741836464,0,None
2022-01-12,241281.76741836464,0,None
2022-01-13,241281.76741836464,0,None
2022-01-14,241281.76741836464,0,None
2022-01-15,241281.76741836464,0,None
2022-01-16,241281.76741836464,0,None
2022-01-17,241281.76741836464,0,None
2022-01-18,241281.76741836464,0,None
2022-01-19,241281.76741836464,0,None
2022-01-20,241281.76741836464,0,None
2022-01-21,241281.76741836464,0,None
2022-01-22,241281.76741836464,0,None
2022-01-23,241281.76741836464,0,None
2022-01-24,241281.76741836464,0,None
2022-01-25,241281.76741836464,0,None
2022-01-26,241281.76741836464,0,None
2022-01-27,241281.76741836464,0,None
2022-01-28,241281.76741836464,0,None
2022-01-29,241281.76741836464,0,None
2022-01-30,241281.76741836464,0,None
2022-01-31,241281.76741836464,0,None
2022-02-01,241281.76741836464,0,None
2022-02-02,241281.76741836464,0,None
2022-02-03,241281.76741836464,1,IMX/USD
2022-02-04,213523.68798085366,1,IMX/USD
2022-02-05,205694.48608822236,1,IMX/USD
2022-02-06,200712.2667020024,1,IMX/USD
2022-02-07,203559.2492084138,1,IMX/USD
2022-02-08,198577.0298221939,1,IMX/USD
2022-02-09,200712.26670200244,0,None
2022-02-10,200712.26670200244,0,None
2022-02-11,200712.26670200244,0,None
2022-02-12,200712.26670200244,0,None
2022-02-13,200712.26670200244,0,None
2022-02-14,200712.26670200244,0,None
2022-02-15,200712.26670200244,0,None
2022-02-16,200712.26670200244,1,BLZ/USD
2022-02-17,178550.28725365634,1,BLZ/USD
2022-02-18,158060.91002782693,1,BLZ/USD
2022-02-19,158813.58102795944,2,"API3/USD, BLZ/USD"
2022-02-20,148480.42900753964,2,"API3/USD, BLZ/USD"
2022-02-21,127030.35819430287,2,"API3/USD, BLZ/USD"
2022-02-22,136420.53008249632,1,API3/USD
2022-02-23,145045.20985690402,1,API3/USD
2022-02-24,159739.10873182083,1,API3/USD
2022-02-25,162317.38601887922,0,None
2022-02-26,162317.38601887922,0,None
2022-02-27,162317.38601887922,0,None
2022-02-28,162317.38601887922,0,None
2022-03-01,162317.38601887922,0,None
2022-03-02,162317.38601887922,0,None
2022-03-03,162317.38601887922,0,None
2022-03-04,162317.38601887922,0,None
2022-03-05,162317.38601887922,0,None
2022-03-06,162317.38601887922,0,None
2022-03-07,162317.38601887922,0,None
2022-03-08,162317.38601887922,0,None
2022-03-09,162317.38601887922,0,None
2022-03-10,162317.38601887922,0,None
2022-03-11,162317.38601887922,0,None
2022-03-12,162317.38601887922,0,None
2022-03-13,162317.38601887922,0,None
2022-03-14,162317.38601887922,0,None
2022-03-15,162317.38601887922,0,None
2022-03-16,162317.38601887922,0,None
2022-03-17,162317.38601887922,0,None
2022-03-18,162317.38601887922,0,None
2022-03-19,162317.38601887922,0,None
2022-03-20,162317.38601887922,0,None
2022-03-21,162317.38601887922,0,None
2022-03-22,162317.38601887922,0,None
2022-03-23,162317.38601887922,0,None
2022-03-24,162317.38601887922,0,None
2022-03-25,162317.38601887922,0,None
2022-03-26,162317.38601887922,0,None
2022-03-27,162317.38601887922,0,None
2022-03-28,162317.38601887922,1,ALICE/USD
2022-03-29,167925.95846464107,1,ALICE/USD
2022-03-30,171922.61835709336,1,ALICE/USD
2022-03-31,166049.0739847601,1,ALICE/USD
2022-04-01,185988.21145925988,1,ALICE/USD
2022-04-02,181748.66063411706,1,ALICE/USD
2022-04-03,182918.95330980755,1,ALICE/USD
2022-04-04,175477.65837192666,1,ALICE/USD
2022-04-05,167462.25759314102,1,ALICE/USD
2022-04-06,148516.7648432841,1,ALICE/USD
2022-04-07,155516.43990354592,2,"AIOZ/USD, ALICE/USD"
2022-04-08,146266.4733109798,1,AIOZ/USD
2022-04-09,147899.72177226865,1,AIOZ/USD
2022-04-10,145419.60373845964,0,None
2022-04-11,145419.60373845964,0,None
2022-04-12,145419.60373845964,0,None
2022-04-13,145419.60373845964,0,None
2022-04-14,145419.60373845964,0,None
2022-04-15,145419.60373845964,0,None
2022-04-16,145419.60373845964,0,None
2022-04-17,145419.60373845964,0,None
2022-04-18,145419.60373845964,0,None
2022-04-19,145419.60373845964,0,None
2022-04-20,145419.60373845964,0,None
2022-04-21,145419.60373845964,0,None
2022-04-22,145419.60373845964,0,None
2022-04-23,145419.60373845964,1,APE/USD
2022-04-24,146561.55123214974,1,APE/USD
2022-04-25,168737.99721648262,1,APE/USD
