date,portfolio_value,num_positions,positions
2021-01-05,158616.82221242407,4,"BCH/USD, BTC/USD, ETH/USD, LTC/USD"
2021-01-06,171770.16751458403,4,"BCH/USD, BTC/USD, ETH/USD, LTC/USD"
2021-01-07,176257.85802408276,4,"BCH/USD, BTC/USD, ETH/USD, LTC/USD"
2021-01-08,177367.8635368394,4,"BCH/USD, BTC/USD, ETH/USD, LTC/USD"
2021-01-09,190716.60320720513,4,"BCH/USD, BTC/USD, ETH/USD, LTC/USD"
2021-01-10,185507.54569427605,6,"BCH/USD, BTC/USD, DASH/USD, ETC/USD, ETH/USD, LTC/USD"
2021-01-11,161051.0145221946,6,"BCH/USD, BTC/USD, DASH/USD, ETC/USD, ETH/USD, LTC/USD"
2021-01-12,153739.88609401105,6,"BCH/USD, BTC/USD, DASH/USD, ETC/USD, ETH/USD, LTC/USD"
2021-01-13,166389.78959915973,6,"BCH/USD, BTC/USD, DASH/USD, ETC/USD, ETH/USD, LTC/USD"
2021-01-14,172610.7094789591,5,"BCH/USD, DASH/USD, ETC/USD, ETH/USD, LTC/USD"
2021-01-15,162470.7901601241,5,"DASH/USD, ETC/USD, ETH/USD, LINK/USD, LTC/USD"
2021-01-16,163923.37703863494,1,LINK/USD
2021-01-17,189566.30523738943,1,LINK/USD
