strategy,kurtosis_window,volatility_window,rebalance_days,long_percentile,short_percentile,max_positions,weighting,max_position_pct,leverage,long_allocation,short_allocation
momentum,30,30,14,20,80,10,risk_parity,0.05,1.0,0.5,0.5
