initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,10153.781266152608,0.015378126615260772,0.012711162670792975,0.5754663194459357,0.022088456337516674,0.027635218539201176,-0.29161997666931977,0.04358810674073505,0.5204545454545455,2.238095238095238,1.2380952380952381,14.860624919664497,-27.07937836317164,63,441,long_high_short_low_spread,14,7,equal_weight
