date,majors_return,small_caps_return,iqr_spread
2021-04-10,0.0,0.0,41.04565597456222
2021-04-11,-0.002037959362268664,0.0,46.51888805080885
2021-04-12,0.03804592859323243,0.0,37.56418392609408
2021-04-13,0.021561205865858496,0.0,56.36826595409382
2021-04-14,0.016579973195502817,0.0,49.43179869514705
2021-04-15,0.011249230421743164,0.0,39.649536914021795
2021-04-16,-0.022708328697624455,0.0,54.46032378303475
2021-04-17,-0.03432706545601787,0.0,51.28242776746128
2021-04-18,-0.03771375661238151,0.0,48.686985250260896
2021-04-19,0.022259933870772283,0.0,37.35595229128633
2021-04-20,-0.02235656168860222,0.0,45.32460769883363
2021-04-21,-0.019897273674423954,0.0,43.343469546344096
2021-04-22,-0.008899006755490695,0.0,48.06800662974581
2021-04-23,-0.03603568390829422,0.0,49.323102477632695
2021-04-24,0.003164356024845153,0.0,35.60065261110617
2021-04-25,0.06243106257117842,0.0,30.069752426441788
2021-04-26,0.02342931099881037,0.0,42.48655704906811
2021-04-27,0.0010352015405301028,0.0,43.38278821852902
2021-04-28,-0.007968380454126742,0.0,42.19769464132886
2021-04-29,0.02991356316378793,0.0,40.24555756181232
2021-04-30,0.018628922769456265,0.0,38.35092545116759
2021-05-01,-0.010577853012321801,0.0,39.226467663500685
2021-05-02,0.02785356086685329,0.0,33.14265511624924
2021-05-03,-0.02743923799622842,0.0,44.55679404555322
2021-05-04,0.08713910427102763,0.0,41.43506623881598
2021-05-05,0.024180214050842745,0.0,51.14563411047743
2021-05-06,-0.015182060087548578,0.0,54.09160802732974
2021-05-07,0.008480036586634609,0.0,51.61102118387394
2021-05-08,0.01612472975628962,0.0,49.63129293139832
2021-05-09,-0.030327990842708923,0.0,57.04452543744043
2021-05-10,0.05536341832215169,0.0,44.35620761814393
2021-05-11,-0.08367225499261606,0.0,47.2731771136365
2021-05-12,0.021829845057497847,0.0,41.19592598552531
2021-05-13,0.019350165719084638,0.0,44.918890561211825
2021-05-14,-0.02866283593251324,0.0,36.64339931501457
2021-05-15,9.068985865330604e-05,0.0,29.154484691244363
2021-05-16,-0.02401997281102732,0.0,28.892968800525956
2021-05-17,0.009693625301087383,0.0,35.09461175245758
2021-05-18,-0.10372032016404557,0.0,34.92559039087158
2021-05-19,0.03734910878226265,0.0,23.935635911660235
2021-05-20,-0.04078990621109464,0.0,24.728304322431903
2021-05-21,-0.01754990361573998,0.0,23.602925893268218
2021-05-22,-0.03415502385651645,0.0,22.8489484349234
2021-05-23,0.06074381157929699,0.0,23.586806691846512
2021-05-24,0.0004949285548009891,0.0,29.64382190077906
2021-05-25,0.024026252132962993,0.0,27.738065299487985
2021-05-26,-0.007117935613155389,0.0,18.693338101669973
2021-05-27,-0.027818244939829904,0.0,17.99840001122992
2021-05-28,-0.016205181027912584,0.0,17.590765197888288
2021-05-29,0.010317549203966415,0.0,13.120281809825997
2021-05-30,0.025879868438758002,0.0,16.417440487086928
2021-05-31,-0.003863507873606887,0.0,16.264071394268882
2021-06-01,0.004246593249635248,0.0,16.884416021776843
2021-06-02,0.009546193633526583,0.0,12.538387073391966
2021-06-03,-0.021796524159708928,0.0,19.136982522057423
2021-06-04,-0.009533509220918448,0.0,13.899467019370007
2021-06-05,0.006922722995149112,0.0,13.153087367407252
2021-06-06,-0.02338153272035265,0.0,11.464812769819957
2021-06-07,-0.002500424433264631,0.0,13.625804874014719
2021-06-08,0.014755492614536047,0.0,12.815159198642228
2021-06-09,-0.01526028725922177,0.0,14.670776132976492
2021-06-10,-0.011524651381422397,0.0,12.913004902190352
2021-06-11,0.0002782544217199456,0.0,10.661500935988613
2021-06-12,0.016326238049614302,0.0,14.48747080921828
2021-06-13,0.008689835872919192,0.0,10.982607906080084
2021-06-14,-0.00557611641594837,0.0,12.30305823002984
2021-06-15,-0.014749528251561075,0.0,12.515662329291345
2021-06-16,0.003131910790346415,0.0,11.62549491408442
2021-06-17,-0.01824158287817406,0.0,8.883493336632135
2021-06-18,-0.006935616138268957,0.0,11.858102117694866
2021-06-19,0.006401369239148511,0.0,7.675042699342601
2021-06-20,-0.05631855109036992,0.0,10.177929613484967
2021-06-21,-0.005626579195218651,0.0,13.298157672226456
2021-06-22,0.01855911744550091,0.0,17.01321963965011
2021-06-23,0.01102617184879551,0.0,12.991749789239265
2021-06-24,-0.026255021734059004,0.0,14.02966261929879
2021-06-25,0.004110048684188292,0.0,15.307949998962272
2021-06-26,0.015128074346148022,0.0,16.495223219793534
2021-06-27,0.011279582299407448,0.0,19.68128427025377
2021-06-28,0.020517251286156283,0.0,16.985899284647438
2021-06-29,0.0029666771453402165,0.0,14.546508940432204
2021-06-30,-0.026421014552449638,0.0,15.37198043004561
2021-07-01,0.0031375811712419156,0.0,13.447477776918397
2021-07-02,0.008601595481044435,0.0,16.493064162297934
2021-07-03,0.012920072334314255,0.0,9.801460762522087
2021-07-04,-0.02252039934599656,0.0,15.039464617580723
2021-07-05,0.014650482634060344,0.0,16.594818143148892
2021-07-06,-0.0017462683606622785,0.0,12.588262275874264
2021-07-07,-0.027099551933413346,0.0,11.807384356552308
2021-07-08,0.015944158897197434,0.0,13.084537395872012
2021-07-09,-0.008647973436288526,0.0,14.060727858655326
