date,symbol,old_weight,new_weight,trade,signal,kurtosis,portfolio_value
2023-08-02,CRO/USD,-0.05,0.0,BUY,FLAT,1.404653383494865,7622.175908906155
2023-08-16,OXT/USD,0.0,0.05,BUY,LONG,0.709872441814912,7559.30801336299
2023-08-16,CRO/USD,0.0,-0.05,SELL,SHORT,-0.09290258894530368,7559.30801336299
2023-08-30,GRT/USD,0.0,0.05,BUY,LONG,3.722360077606595,7543.3266836434095
2023-08-30,XLM/USD,0.05,0.0,SELL,FLAT,0.812368364587821,7543.3266836434095
2023-08-30,OXT/USD,0.05,-0.05,SELL,SHORT,0.04156282155603819,7543.3266836434095
2023-08-30,CRO/USD,-0.05,0.05,BUY,LONG,2.038992281636542,7543.3266836434095
2023-09-13,XLM/USD,0.0,-0.05,SELL,SHORT,0.07428554553291455,7470.722521418834
2023-09-13,OXT/USD,-0.05,0.05,BUY,LONG,1.4169054350172434,7470.722521418834
2023-09-13,CRO/USD,0.05,0.0,SELL,FLAT,0.33062900386157157,7470.722521418834
2023-09-27,GRT/USD,0.05,0.0,SELL,FLAT,-0.4355222337326037,7552.109127307956
2023-09-27,ALGO/USD,0.0,-0.05,SELL,SHORT,-1.053880019833666,7552.109127307956
2023-09-27,XLM/USD,-0.05,0.0,BUY,FLAT,-0.10293601341325864,7552.109127307956
2023-09-27,CRO/USD,0.0,0.05,BUY,LONG,1.4142409459353429,7552.109127307956
2023-10-11,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.5229421058525956,7545.386608377977
2023-10-11,CRO/USD,0.05,0.0,SELL,FLAT,,7545.386608377977
2023-10-25,GRT/USD,0.0,0.05,BUY,LONG,1.800305269080397,7539.192129689962
2023-10-25,OXT/USD,0.05,0.0,SELL,FLAT,,7539.192129689962
2023-10-25,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.11613755589989205,7539.192129689962
2023-10-25,CRO/USD,0.0,0.05,BUY,LONG,1.7615701042126837,7539.192129689962
2023-11-08,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.8619618774410149,7741.514757684501
2023-11-08,CRO/USD,0.05,0.0,SELL,FLAT,0.9702167343376669,7741.514757684501
2023-11-22,ZRX/USD,0.0,0.05,BUY,LONG,12.286090322859943,7705.343745760195
2023-11-22,XLM/USD,0.0,-0.05,SELL,SHORT,-0.4596207817207012,7705.343745760195
2023-12-20,GRT/USD,0.05,-0.05,SELL,SHORT,1.085808323582298,7778.8013742805015
2023-12-20,XLM/USD,-0.05,0.05,BUY,LONG,1.641747819345957,7778.8013742805015
2023-12-20,ZRX/USD,0.05,0.0,SELL,FLAT,,7778.8013742805015
2023-12-20,OXT/USD,0.0,0.05,BUY,LONG,1.9861675769763405,7778.8013742805015
2024-01-03,GRT/USD,-0.05,0.0,BUY,FLAT,1.1987253082891884,7789.034254272033
2024-01-03,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.10030770812658485,7789.034254272033
2024-01-03,XLM/USD,0.05,0.0,SELL,FLAT,0.6221419806299564,7789.034254272033
2024-01-03,CRO/USD,0.0,0.05,BUY,LONG,2.5388072812514686,7789.034254272033
2024-01-17,SUPER/USD,0.0,0.05,BUY,LONG,1.0421389445270561,7700.945893607576
2024-01-17,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.25871685617266404,7700.945893607576
2024-01-17,OXT/USD,0.05,0.0,SELL,FLAT,0.1485678197958733,7700.945893607576
2024-01-17,CRO/USD,0.05,-0.05,SELL,SHORT,-0.45138693921746453,7700.945893607576
2024-01-17,POWR/USD,0.0,0.05,BUY,LONG,8.03219759043628,7700.945893607576
2024-01-31,GRT/USD,0.0,-0.05,SELL,SHORT,-0.9053003162745021,7650.6949415322115
2024-01-31,SUPER/USD,0.05,0.0,SELL,FLAT,,7650.6949415322115
2024-01-31,BONK/USD,0.0,0.05,BUY,LONG,-0.052988260880614924,7650.6949415322115
2024-01-31,CRO/USD,-0.05,0.0,BUY,FLAT,-0.6502769932050563,7650.6949415322115
2024-02-14,GRT/USD,-0.05,0.05,BUY,LONG,0.1006017628855771,7639.126089748099
2024-02-14,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.6827961946047831,7639.126089748099
2024-02-14,POWR/USD,0.05,0.0,SELL,FLAT,,7639.126089748099
2024-02-28,GRT/USD,0.05,0.0,SELL,FLAT,0.23944631339111577,7831.9808764233185
2024-02-28,SUPER/USD,0.0,0.05,BUY,LONG,0.3600463478526921,7831.9808764233185
2024-03-13,GRT/USD,0.0,0.05,BUY,LONG,2.655536600106994,7977.368804969236
2024-03-13,SUPER/USD,0.05,0.0,SELL,FLAT,-0.16976949353115778,7977.368804969236
2024-03-13,BONK/USD,0.05,0.0,SELL,FLAT,0.6504068278035926,7977.368804969236
2024-03-13,ZRX/USD,0.0,0.05,BUY,LONG,3.8895752350412414,7977.368804969236
2024-03-27,GRT/USD,0.05,0.0,SELL,FLAT,2.364058160270825,8023.376588614554
2024-03-27,CVC/USD,0.0,0.05,BUY,LONG,2.6982541821399035,8023.376588614554
2024-03-27,SUPER/USD,0.0,-0.05,SELL,SHORT,-0.8950195337257325,8023.376588614554
2024-03-27,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.6720004452861508,8023.376588614554
2024-04-10,SUPER/USD,-0.05,0.0,BUY,FLAT,,7773.986781032174
2024-04-10,BONK/USD,0.0,-0.05,SELL,SHORT,-1.025666845027651,7773.986781032174
2024-04-24,XLM/USD,0.0,0.05,BUY,LONG,1.6550801039487837,7596.493292700937
2024-04-24,CVC/USD,0.05,0.0,SELL,FLAT,0.44081147359052375,7596.493292700937
2024-04-24,BONK/USD,-0.05,0.05,BUY,LONG,1.3944840928545084,7596.493292700937
2024-04-24,ZRX/USD,0.05,0.0,SELL,FLAT,0.13060548875710598,7596.493292700937
2024-04-24,CRO/USD,0.0,-0.05,SELL,SHORT,-0.1314240726965319,7596.493292700937
2024-06-05,GRT/USD,0.0,0.05,BUY,LONG,1.871425427060271,7730.248171257047
2024-06-05,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.20788374185704006,7730.248171257047
2024-06-05,BONK/USD,0.05,0.0,SELL,FLAT,0.5402279985676843,7730.248171257047
2024-06-05,CRO/USD,-0.05,0.0,BUY,FLAT,0.5179431157077428,7730.248171257047
2024-06-19,XLM/USD,0.05,0.0,SELL,FLAT,0.27223267720108124,7645.438360332512
2024-06-19,CRO/USD,0.0,0.05,BUY,LONG,1.8819612406563344,7645.438360332512
2024-07-03,GRT/USD,0.05,0.0,SELL,FLAT,-0.3189769439663066,7610.3462939107185
2024-07-03,XLM/USD,0.0,0.05,BUY,LONG,-0.26939401300734556,7610.3462939107185
2024-07-17,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.01552647803466023,7659.553810376506
2024-07-17,BONK/USD,0.0,-0.05,SELL,SHORT,-1.0946475112398248,7659.553810376506
2024-07-31,CRO/USD,0.05,0.0,SELL,FLAT,,7656.592633139002
2024-07-31,BONK/USD,-0.05,0.0,BUY,FLAT,-0.543913045570477,7656.592633139002
2024-08-14,XLM/USD,0.05,0.0,SELL,FLAT,1.3572857094846968,7644.456499969504
2024-08-14,ALGO/USD,0.0,0.05,BUY,LONG,2.146316800664506,7644.456499969504
2024-08-14,CRO/USD,0.0,0.05,BUY,LONG,1.5089559331189468,7644.456499969504
2024-08-14,BONK/USD,0.0,-0.05,SELL,SHORT,0.2217819032093189,7644.456499969504
2024-08-28,XLM/USD,0.0,0.05,BUY,LONG,1.4050864080352952,7666.09500409599
2024-08-28,ALGO/USD,0.05,0.0,SELL,FLAT,0.4477064862640825,7666.09500409599
2024-09-11,GRT/USD,0.0,0.05,BUY,LONG,-0.4321324415143648,7660.3707960902775
2024-09-11,XLM/USD,0.05,0.0,SELL,FLAT,-0.6612486192787754,7660.3707960902775
2024-09-11,CRO/USD,0.05,0.0,SELL,FLAT,,7660.3707960902775
2024-09-11,BONK/USD,-0.05,0.0,BUY,FLAT,-0.4885784288428585,7660.3707960902775
2024-09-25,GRT/USD,0.05,0.0,SELL,FLAT,-1.1606611835681095,7768.118132432492
2024-09-25,XLM/USD,0.0,0.05,BUY,LONG,-0.41097320863694575,7768.118132432492
2024-10-09,GRT/USD,0.0,-0.05,SELL,SHORT,-0.5549666806564817,7739.637268518689
2024-10-09,CVC/USD,0.0,0.05,BUY,LONG,7.547688637362429,7739.637268518689
2024-10-23,GRT/USD,-0.05,0.0,BUY,FLAT,-0.4651124842902221,7673.866343408512
2024-10-23,BONK/USD,0.0,-0.05,SELL,SHORT,-0.8478164617800155,7673.866343408512
2024-11-06,XLM/USD,0.05,-0.05,SELL,SHORT,-0.551750667088112,7669.685068200025
2024-11-06,CVC/USD,0.05,0.0,SELL,FLAT,,7669.685068200025
2024-11-06,BONK/USD,-0.05,0.05,BUY,LONG,0.5035494983774633,7669.685068200025
2024-11-06,CRO/USD,0.0,0.05,BUY,LONG,11.761894380904947,7669.685068200025
2024-11-20,GRT/USD,0.0,-0.05,SELL,SHORT,-0.7693191329748954,8039.336982605189
2024-11-20,XLM/USD,-0.05,0.05,BUY,LONG,8.149514158734249,8039.336982605189
2024-11-20,BONK/USD,0.05,0.0,SELL,FLAT,2.5961549306287015,8039.336982605189
2024-12-04,XLM/USD,0.05,0.0,SELL,FLAT,2.136412828618246,8297.827841400287
2024-12-04,OXT/USD,0.0,0.05,BUY,LONG,8.29633493780275,8297.827841400287
2024-12-18,GRT/USD,-0.05,0.05,BUY,LONG,2.0299236028534393,8310.072372397293
2024-12-18,XLM/USD,0.0,0.05,BUY,LONG,5.15358963780254,8310.072372397293
2024-12-18,BONK/USD,0.0,-0.05,SELL,SHORT,-0.2409777226006744,8310.072372397293
2024-12-18,LDO/USD,0.0,-0.05,SELL,SHORT,-0.12115304445529951,8310.072372397293
2024-12-18,CRO/USD,0.05,0.0,SELL,FLAT,0.3291705253315307,8310.072372397293
2025-01-01,BONK/USD,-0.05,0.0,BUY,FLAT,0.17841792064213946,8204.610225854258
2025-01-01,OXT/USD,0.05,0.0,SELL,FLAT,1.004522492652212,8204.610225854258
2025-01-01,GRT/USD,0.05,0.0,SELL,FLAT,1.2867963738784187,8204.610225854258
2025-01-01,CVC/USD,0.0,-0.05,SELL,SHORT,-0.6045129390125203,8204.610225854258
2025-01-01,LDO/USD,-0.05,0.0,BUY,FLAT,,8204.610225854258
2025-01-01,XTZ/USD,0.0,0.05,BUY,LONG,1.4858769294393905,8204.610225854258
2025-01-15,GRT/USD,0.0,-0.05,SELL,SHORT,-0.5726307478783603,8459.04844384612
2025-01-15,CVC/USD,-0.05,0.0,BUY,FLAT,-0.1564297843960616,8459.04844384612
2025-01-15,XTZ/USD,0.05,0.0,SELL,FLAT,,8459.04844384612
2025-01-15,CRO/USD,0.0,0.05,BUY,LONG,0.7213160801927092,8459.04844384612
2025-01-29,GIGA/USD,0.0,-0.05,SELL,SHORT,-0.7794275697725399,8481.078788958108
2025-01-29,GRT/USD,-0.05,0.0,BUY,FLAT,-0.3253200743688285,8481.078788958108
2025-01-29,ALGO/USD,0.0,0.05,BUY,LONG,0.4486519339943058,8481.078788958108
2025-01-29,TURBO/USD,0.0,0.05,BUY,LONG,1.2173324695124421,8481.078788958108
2025-01-29,CRO/USD,0.05,0.0,SELL,FLAT,0.23685127660743666,8481.078788958108
2025-01-29,PEPE/USD,0.0,-0.05,SELL,SHORT,-0.501246488859548,8481.078788958108
2025-02-12,XLM/USD,0.05,0.0,SELL,FLAT,0.821369055235952,8447.825207438318
2025-02-12,TURBO/USD,0.05,0.0,SELL,FLAT,0.12935399056665764,8447.825207438318
2025-02-12,GIGA/USD,-0.05,0.05,BUY,LONG,0.8239435723799997,8447.825207438318
2025-02-12,LDO/USD,0.0,-0.05,SELL,SHORT,-1.1179666657965976,8447.825207438318
2025-02-12,CRO/USD,0.0,0.05,BUY,LONG,1.1374489100603906,8447.825207438318
2025-02-26,ALGO/USD,0.05,0.0,SELL,FLAT,0.35939083801372007,8182.176152855974
2025-02-26,PNUT/USD,0.0,0.05,BUY,LONG,1.8639637716205195,8182.176152855974
2025-02-26,MOG/USD,0.0,-0.05,SELL,SHORT,-0.7920402578133765,8182.176152855974
2025-02-26,GIGA/USD,0.05,0.0,SELL,FLAT,0.3639442826289181,8182.176152855974
2025-02-26,WIF/USD,0.0,0.05,BUY,LONG,1.2767130637599893,8182.176152855974
2025-02-26,LDO/USD,-0.05,0.0,BUY,FLAT,,8182.176152855974
2025-03-12,XLM/USD,0.0,0.05,BUY,LONG,1.9054566546352527,8387.12646466549
2025-03-12,ALGO/USD,0.0,0.05,BUY,LONG,1.6956733073460608,8387.12646466549
2025-03-12,BONK/USD,0.0,0.05,BUY,LONG,1.923808561928337,8387.12646466549
2025-03-12,PNUT/USD,0.05,0.0,SELL,FLAT,1.2734632629134035,8387.12646466549
2025-03-12,PEPE/USD,-0.05,0.0,BUY,FLAT,0.6926851632412085,8387.12646466549
2025-03-12,WIF/USD,0.05,0.0,SELL,FLAT,0.9134428320463504,8387.12646466549
2025-03-12,CRO/USD,0.05,-0.05,SELL,SHORT,-0.05623588675044555,8387.12646466549
2025-03-26,FLOKI/USD,0.0,0.05,BUY,LONG,2.824802010327563,8385.56529419742
2025-03-26,ALGO/USD,0.05,0.0,SELL,FLAT,2.3303824681949825,8385.56529419742
2025-03-26,POPCAT/USD,0.0,-0.05,SELL,SHORT,-0.04904825966501791,8385.56529419742
2025-03-26,MOG/USD,-0.05,0.0,BUY,FLAT,1.242712947393727,8385.56529419742
2025-04-09,FLOKI/USD,0.05,0.0,SELL,FLAT,0.39018551889193587,8344.395234359827
2025-04-09,ALGO/USD,0.0,0.05,BUY,LONG,0.8062425810005012,8344.395234359827
2025-04-09,TURBO/USD,0.0,0.05,BUY,LONG,0.6381885366093583,8344.395234359827
2025-04-09,POPCAT/USD,-0.05,0.05,BUY,LONG,2.0707012810928624,8344.395234359827
2025-04-09,BONK/USD,0.05,-0.05,SELL,SHORT,-0.14059261346677898,8344.395234359827
2025-04-09,PENGU/USD,0.0,-0.05,SELL,SHORT,-0.5887191967185403,8344.395234359827
2025-04-09,PEPE/USD,0.0,-0.05,SELL,SHORT,-0.9605704040567828,8344.395234359827
2025-04-09,CRO/USD,-0.05,0.0,BUY,FLAT,0.2794277485241281,8344.395234359827
2025-04-23,ALGO/USD,0.05,0.0,SELL,FLAT,0.8724803120488018,8665.742147288662
2025-04-23,POPCAT/USD,0.05,0.0,SELL,FLAT,0.0586032068552802,8665.742147288662
2025-04-23,BONK/USD,-0.05,0.0,BUY,FLAT,0.34131276451143355,8665.742147288662
2025-04-23,PNUT/USD,0.0,-0.05,SELL,SHORT,-0.49573365009876014,8665.742147288662
2025-04-23,PENGU/USD,-0.05,0.05,BUY,LONG,3.4913491706805946,8665.742147288662
2025-04-23,GIGA/USD,0.0,-0.05,SELL,SHORT,-0.5722810536298648,8665.742147288662
2025-04-23,MAGIC/USD,0.0,0.05,BUY,LONG,5.008868495643256,8665.742147288662
2025-05-07,FLOKI/USD,0.0,-0.05,SELL,SHORT,-0.5170861084457079,9069.959190310023
2025-05-07,ALGO/USD,0.0,0.05,BUY,LONG,2.3392217561244744,9069.959190310023
2025-05-07,XLM/USD,0.05,0.0,SELL,FLAT,0.5427261517501618,9069.959190310023
2025-05-07,TURBO/USD,0.05,0.0,SELL,FLAT,1.6817133932327728,9069.959190310023
2025-05-07,PENGU/USD,0.05,0.0,SELL,FLAT,0.7548765462250948,9069.959190310023
2025-05-07,PEPE/USD,-0.05,0.05,BUY,LONG,2.072402733827035,9069.959190310023
2025-05-07,MOG/USD,0.0,-0.05,SELL,SHORT,-0.49054589001062343,9069.959190310023
2025-05-07,GIGA/USD,-0.05,0.0,BUY,FLAT,0.6528631526011619,9069.959190310023
2025-05-07,MAGIC/USD,0.05,0.04457228440709139,SELL,LONG,5.520716757057672,9069.959190310023
2025-05-07,CRO/USD,0.0,0.05,BUY,LONG,2.432292627589746,9069.959190310023
2025-05-21,ALGO/USD,0.05,0.0,SELL,FLAT,0.4844457611639825,8728.054013497416
2025-05-21,TURBO/USD,0.0,0.05,BUY,LONG,2.5197893589088176,8728.054013497416
2025-05-21,PNUT/USD,-0.05,0.05,BUY,LONG,4.823358626320791,8728.054013497416
2025-05-21,GRT/USD,0.0,-0.05,SELL,SHORT,-0.8228737997472781,8728.054013497416
2025-05-21,PYTH/USD,0.0,0.05,BUY,LONG,3.7738021040584933,8728.054013497416
2025-05-21,MAGIC/USD,0.04457228440709139,0.0,SELL,FLAT,0.048767037099759936,8728.054013497416
2025-05-21,CRO/USD,0.05,0.0,SELL,FLAT,2.4116438965342395,8728.054013497416
2025-06-04,FLOKI/USD,-0.05,0.0,BUY,FLAT,0.47596017852424355,8661.541284849482
2025-06-04,POPCAT/USD,0.0,-0.05,SELL,SHORT,-0.8668411247213665,8661.541284849482
2025-06-04,TURBO/USD,0.05,0.0,SELL,FLAT,1.5725349852829469,8661.541284849482
2025-06-04,GRT/USD,-0.05,0.0,BUY,FLAT,-0.050484585381410874,8661.541284849482
2025-06-04,RSR/USD,0.0,0.05,BUY,LONG,2.987826122681266,8661.541284849482
2025-06-04,ATH/USD,0.0,-0.05,SELL,SHORT,-0.4490452745499094,8661.541284849482
2025-06-18,TURBO/USD,0.0,0.05,BUY,LONG,1.2567135604103674,8654.756136076096
2025-06-18,POPCAT/USD,-0.05,0.0,BUY,FLAT,-0.3601752312556932,8654.756136076096
2025-06-18,PENGU/USD,0.0,-0.05,SELL,SHORT,-0.7435547613757025,8654.756136076096
2025-06-18,PEPE/USD,0.05,0.0,SELL,FLAT,0.5961862179899762,8654.756136076096
2025-06-18,MOG/USD,-0.05,0.05,BUY,LONG,1.6717572217836505,8654.756136076096
2025-06-18,GIGA/USD,0.0,0.05,BUY,LONG,3.083747987648578,8654.756136076096
2025-06-18,RSR/USD,0.05,-0.05,SELL,SHORT,-0.4570836545193995,8654.756136076096
2025-06-18,PYTH/USD,0.05,-0.05,SELL,SHORT,-0.6331213049511089,8654.756136076096
2025-06-18,ATH/USD,-0.05,0.0,BUY,FLAT,-0.05560741172931705,8654.756136076096
2025-07-02,ALGO/USD,0.0,0.05,BUY,LONG,0.696252754142686,8326.396082241461
2025-07-02,TURBO/USD,0.05,0.0,SELL,FLAT,0.048905956344678536,8326.396082241461
2025-07-02,PNUT/USD,0.05,0.0,SELL,FLAT,-0.6137288209852048,8326.396082241461
2025-07-02,PENGU/USD,-0.05,0.05,BUY,LONG,1.2765641989240732,8326.396082241461
2025-07-02,PEPE/USD,0.0,-0.05,SELL,SHORT,-0.624130016090664,8326.396082241461
2025-07-02,GIGA/USD,0.05,0.0,SELL,FLAT,-0.026011549526017586,8326.396082241461
2025-07-02,RSR/USD,-0.05,0.0,BUY,FLAT,0.3573606766104511,8326.396082241461
2025-07-02,ATH/USD,0.0,-0.05,SELL,SHORT,-1.1283894394722693,8326.396082241461
2025-07-02,CRO/USD,0.0,0.05,BUY,LONG,0.5619039695430672,8326.396082241461
2025-07-16,TURBO/USD,0.0,0.05,BUY,LONG,3.6140330847939888,8950.275651713479
2025-07-16,PENGU/USD,0.05,0.0,SELL,FLAT,0.004408742863694748,8950.275651713479
2025-07-16,MOG/USD,0.05,0.0,SELL,FLAT,-0.4063454913836031,8950.275651713479
2025-07-16,MAGIC/USD,0.0,0.05,BUY,LONG,5.45775349865824,8950.275651713479
2025-07-30,FLOKI/USD,0.0,0.05,BUY,LONG,2.1006794980760937,8851.092575505669
2025-07-30,PYTH/USD,-0.05,0.0,BUY,FLAT,0.39878015734261973,8851.092575505669
2025-07-30,PEPE/USD,-0.05,0.0,BUY,FLAT,0.42452358930314205,8851.092575505669
2025-07-30,MOG/USD,0.0,-0.05,SELL,SHORT,-0.23564467200808226,8851.092575505669
2025-07-30,FARTCOIN/USD,0.0,-0.05,SELL,SHORT,-0.015507530307950379,8851.092575505669
2025-07-30,RSR/USD,0.0,-0.05,SELL,SHORT,-0.6203778624765603,8851.092575505669
2025-07-30,WIF/USD,0.0,-0.05,SELL,SHORT,-0.5677906318801131,8851.092575505669
2025-07-30,ATH/USD,-0.05,0.0,BUY,FLAT,0.023642572528248085,8851.092575505669
2025-08-13,ENA/USD,0.0,0.05,BUY,LONG,0.5816540959858578,9161.616885374542
2025-08-13,ALGO/USD,0.05,0.0,SELL,FLAT,-0.031239145950946234,9161.616885374542
2025-08-13,POPCAT/USD,0.0,0.05,BUY,LONG,0.6330226510681105,9161.616885374542
2025-08-13,BONK/USD,0.0,0.05,BUY,LONG,2.636409210315204,9161.616885374542
2025-08-13,TURBO/USD,0.05,-0.05,SELL,SHORT,-0.9263551306472531,9161.616885374542
2025-08-13,MOG/USD,-0.05,0.0,BUY,FLAT,-0.25392153329527334,9161.616885374542
2025-08-13,GIGA/USD,0.0,-0.05,SELL,SHORT,-0.625485945503772,9161.616885374542
2025-08-13,FARTCOIN/USD,-0.05,0.0,BUY,FLAT,0.028873631032334757,9161.616885374542
2025-08-13,CRO/USD,0.05,0.0,SELL,FLAT,-0.3305333774537704,9161.616885374542
2025-08-27,ENA/USD,0.05,0.0,SELL,FLAT,0.10497962023195662,9052.458277225966
2025-08-27,FLOKI/USD,0.05,0.0,SELL,FLAT,-0.24110417618768665,9052.458277225966
2025-08-27,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.6062520202032191,9052.458277225966
2025-08-27,POPCAT/USD,0.05,0.0,SELL,FLAT,-0.5285263391681214,9052.458277225966
2025-08-27,W/USD,0.0,0.05,BUY,LONG,0.12794750681170042,9052.458277225966
2025-08-27,BONK/USD,0.05,-0.05,SELL,SHORT,-0.5811293053314173,9052.458277225966
2025-08-27,TURBO/USD,-0.05,0.0,BUY,FLAT,-0.23489201179839458,9052.458277225966
2025-08-27,PENGU/USD,0.0,0.05,BUY,LONG,0.4194261912626689,9052.458277225966
2025-08-27,FARTCOIN/USD,0.0,0.05,BUY,LONG,0.3671326043994081,9052.458277225966
2025-08-27,GIGA/USD,-0.05,0.0,BUY,FLAT,-0.346544476380378,9052.458277225966
2025-08-27,CRO/USD,0.0,0.05,BUY,LONG,3.7701224974830385,9052.458277225966
2025-09-10,ALGO/USD,-0.05,0.0,BUY,FLAT,0.03131192385059922,9259.137766424265
2025-09-10,BIO/USD,0.0,0.05,BUY,LONG,2.228768271252801,9259.137766424265
2025-09-10,POPCAT/USD,0.0,-0.05,SELL,SHORT,-0.4048651680267996,9259.137766424265
2025-09-10,W/USD,0.05,0.0,SELL,FLAT,0.0446230638075904,9259.137766424265
2025-09-10,PNUT/USD,0.0,-0.05,SELL,SHORT,-0.38317680155208356,9259.137766424265
2025-09-10,BONK/USD,-0.05,0.0,BUY,FLAT,0.10518978398315104,9259.137766424265
2025-09-10,FARTCOIN/USD,0.05,0.0,SELL,FLAT,0.45086118884878834,9259.137766424265
2025-09-10,PYTH/USD,0.0,0.05,BUY,LONG,15.354347636511388,9259.137766424265
2025-09-10,ATH/USD,0.0,0.05,BUY,LONG,15.823032490202138,9259.137766424265
2025-09-10,MAGIC/USD,0.05,0.0,SELL,FLAT,0.3067091453033308,9259.137766424265
2025-09-24,WLD/USD,0.0,0.05,BUY,LONG,8.618026479662205,9368.352735597002
2025-09-24,XLM/USD,0.0,-0.05,SELL,SHORT,-0.9000520616009058,9368.352735597002
2025-09-24,TURBO/USD,0.0,-0.05,SELL,SHORT,-0.8186481528522731,9368.352735597002
2025-09-24,PENGU/USD,0.05,0.0,SELL,FLAT,-0.63569713964826,9368.352735597002
2025-09-24,WIF/USD,-0.05,0.0,BUY,FLAT,,9368.352735597002
2025-09-24,RSR/USD,-0.05,0.0,BUY,FLAT,0.8634774752914716,9368.352735597002
2025-10-08,WLD/USD,0.05,0.0,SELL,FLAT,,9252.293742500147
2025-10-08,BONK/USD,0.0,-0.05,SELL,SHORT,-0.6019686310874168,9252.293742500147
2025-10-08,PNUT/USD,-0.05,0.0,BUY,FLAT,,9252.293742500147
2025-10-08,RSR/USD,0.0,0.05,BUY,LONG,5.824895845310564,9252.293742500147
2025-10-08,PYTH/USD,0.05,0.0,SELL,FLAT,-0.06357592074727547,9252.293742500147
2025-10-08,XLM/USD,-0.05,0.05,BUY,LONG,0.8506478341739192,9252.293742500147
2025-10-08,GIGA/USD,0.0,0.05,BUY,LONG,2.0555945725486326,9252.293742500147
2025-10-08,ATH/USD,0.05,0.0,SELL,FLAT,0.07748165263282392,9252.293742500147
2025-10-08,CRO/USD,0.05,0.0,SELL,FLAT,-0.3595163649345188,9252.293742500147
2025-10-22,ENA/USD,0.0,-0.05,SELL,SHORT,0.9405764005790798,9250.98056020362
2025-10-22,XLM/USD,0.05,0.0,SELL,FLAT,3.204918513836743,9250.98056020362
2025-10-22,POPCAT/USD,-0.05,0.05,BUY,LONG,9.653138583684703,9250.98056020362
2025-10-22,BIO/USD,0.05,0.0,SELL,FLAT,3.0953194753006947,9250.98056020362
2025-10-22,PYTH/USD,0.0,0.05,BUY,LONG,7.7961358028034144,9250.98056020362
2025-10-22,BONK/USD,-0.05,0.0,BUY,FLAT,6.7988947436969625,9250.98056020362
2025-10-22,TURBO/USD,-0.05,0.0,BUY,FLAT,6.836890269525842,9250.98056020362
2025-10-22,PENGU/USD,0.0,-0.05,SELL,SHORT,1.4918816392558716,9250.98056020362
2025-10-22,PEPE/USD,0.0,0.05,BUY,LONG,10.870824384034934,9250.98056020362
2025-10-22,FARTCOIN/USD,0.0,0.05,BUY,LONG,8.224491964590545,9250.98056020362
2025-10-22,GIGA/USD,0.05,-0.05,SELL,SHORT,1.645815014792536,9250.98056020362
2025-10-22,RSR/USD,0.05,0.0,SELL,FLAT,5.061295970871512,9250.98056020362
2025-10-22,WIF/USD,0.0,0.05,BUY,LONG,10.637539324383559,9250.98056020362
2025-10-22,ATH/USD,0.0,-0.05,SELL,SHORT,-0.5004376997724109,9250.98056020362
