date,symbol,old_weight,new_weight,trade,signal,kurtosis,portfolio_value
2020-08-05,ALGO/USD,0.0,0.05,BUY,LONG,0.9667720301776002,10057.438351067824
2020-08-05,XRP/USD,0.05,0.0,SELL,FLAT,0.6118495780650601,10057.438351067824
2020-08-19,XLM/USD,0.05,0.0,SELL,FLAT,0.28939328999778846,10136.612606658191
2020-08-19,ALGO/USD,0.05,0.0,SELL,FLAT,0.5529994055740883,10136.612606658191
2020-08-19,LINK/USD,0.0,0.05,BUY,LONG,1.4276599782973989,10136.612606658191
2020-08-19,ZRX/USD,-0.05,0.05,BUY,LONG,1.522037627841759,10136.612606658191
2020-08-19,XTZ/USD,0.0,-0.05,SELL,SHORT,-0.80235040139421,10136.612606658191
2020-09-02,ALGO/USD,0.0,0.05,BUY,LONG,0.37007944627816336,10219.424189269408
2020-09-02,ZRX/USD,0.05,0.0,SELL,FLAT,-0.13434510406890388,10219.424189269408
2020-09-02,XTZ/USD,-0.05,0.0,BUY,FLAT,-0.6035677265512986,10219.424189269408
2020-09-02,XRP/USD,0.0,-0.05,SELL,SHORT,-0.9007737364053976,10219.424189269408
2020-09-16,LINK/USD,0.05,0.0,SELL,FLAT,,10003.372042641635
2020-09-16,XLM/USD,0.0,0.05,BUY,LONG,1.828826805027881,10003.372042641635
2020-09-16,XRP/USD,-0.05,0.0,BUY,FLAT,0.8769563854776505,10003.372042641635
2020-09-16,ALGO/USD,0.05,0.0,SELL,FLAT,1.4645191515907001,10003.372042641635
2020-10-28,XLM/USD,0.05,0.0,SELL,FLAT,-0.05761997926196427,10027.602194649031
2020-10-28,XRP/USD,0.0,0.05,BUY,LONG,1.827365629381008,10027.602194649031
2020-11-11,ALGO/USD,0.0,0.05,BUY,LONG,0.12356709401977506,10030.471169323353
2020-11-11,XRP/USD,0.05,0.0,SELL,FLAT,-0.16849492140716782,10030.471169323353
2020-11-25,XLM/USD,0.0,0.05,BUY,LONG,6.584388240911782,10137.267725945381
2020-11-25,ALGO/USD,0.05,0.0,SELL,FLAT,-0.9089361484864593,10137.267725945381
2020-12-23,XLM/USD,0.05,0.0,SELL,FLAT,3.192075987298529,10037.741134394773
2020-12-23,XRP/USD,0.0,0.05,BUY,LONG,7.0413520587651135,10037.741134394773
2021-01-06,ZRX/USD,0.0,-0.05,SELL,SHORT,0.006427187342082252,9697.449843768289
2021-01-06,XLM/USD,0.0,0.05,BUY,LONG,6.464571585442677,9697.449843768289
2021-01-20,LINK/USD,0.0,-0.05,SELL,SHORT,-1.073934987723328,9949.27630210524
2021-01-20,ZRX/USD,-0.05,0.0,BUY,FLAT,0.9550759912108888,9949.27630210524
2021-01-20,XTZ/USD,0.0,0.05,BUY,LONG,1.3189229392269448,9949.27630210524
2021-01-20,XRP/USD,0.05,0.0,SELL,FLAT,,9949.27630210524
2021-02-17,GRT/USD,0.0,0.05,BUY,LONG,2.311335207028934,10164.91482592433
2021-02-17,XLM/USD,0.05,0.0,SELL,FLAT,0.5843427334742253,10164.91482592433
2021-02-17,EOS/USD,0.0,-0.05,SELL,SHORT,-0.08517974206654522,10164.91482592433
2021-02-17,ZRX/USD,0.0,0.05,BUY,LONG,3.3773324903941164,10164.91482592433
2021-02-17,XTZ/USD,0.05,0.0,SELL,FLAT,0.3033722943875383,10164.91482592433
2021-02-17,LINK/USD,-0.05,0.0,BUY,FLAT,,10164.91482592433
2021-03-03,BNT/USD,0.0,-0.05,SELL,SHORT,-0.3390626068032665,10142.871487671659
2021-03-03,EOS/USD,-0.05,0.0,BUY,FLAT,0.40606366913699965,10142.871487671659
2021-03-17,GRT/USD,0.05,0.0,SELL,FLAT,0.5939079374085829,9980.55880794138
2021-03-17,XLM/USD,0.0,0.05,BUY,LONG,1.9727022929980658,9980.55880794138
2021-03-17,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.43843218312277177,9980.55880794138
2021-03-17,BNT/USD,-0.05,0.0,BUY,FLAT,0.1549628098567024,9980.55880794138
2021-03-17,ZRX/USD,0.05,0.0,SELL,FLAT,-0.06642886888079813,9980.55880794138
2021-03-17,OXT/USD,0.0,0.05,BUY,LONG,1.1085152487442347,9980.55880794138
2021-03-31,GRT/USD,0.0,0.05,BUY,LONG,2.5563630739773586,10023.413828157169
2021-03-31,XLM/USD,0.05,0.0,SELL,FLAT,0.05292265942975849,10023.413828157169
2021-04-14,XLM/USD,0.0,0.05,BUY,LONG,2.458456814138441,10027.307697594615
2021-04-14,OXT/USD,0.05,0.0,SELL,FLAT,1.444453250047589,10027.307697594615
2021-04-28,GRT/USD,0.05,0.0,SELL,FLAT,-0.3508024444226341,9868.256876840735
2021-04-28,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.17484917112783194,9868.256876840735
2021-04-28,EOS/USD,0.0,-0.05,SELL,SHORT,-0.9800914436030257,9868.256876840735
2021-04-28,OXT/USD,0.0,0.05,BUY,LONG,0.9748091430064982,9868.256876840735
2021-05-12,EOS/USD,-0.05,0.05,BUY,LONG,2.0722083935079576,9604.889255214806
2021-05-12,OXT/USD,0.05,0.0,SELL,FLAT,-0.6433525393686832,9604.889255214806
2021-05-12,ANKR/USD,0.0,-0.05,SELL,SHORT,-0.772838175458372,9604.889255214806
2021-05-26,GRT/USD,0.0,0.05,BUY,LONG,5.75802310615817,9097.097477940362
2021-05-26,CRV/USD,0.0,0.05,BUY,LONG,5.063658040226914,9097.097477940362
2021-05-26,ADA/USD,0.0,-0.05,SELL,SHORT,0.513297108708755,9097.097477940362
2021-05-26,MANA/USD,0.0,-0.05,SELL,SHORT,0.7021439500825313,9097.097477940362
2021-05-26,XLM/USD,0.05,0.0,SELL,FLAT,1.9933443453973867,9097.097477940362
2021-05-26,EOS/USD,0.05,0.0,SELL,FLAT,1.2642572461033277,9097.097477940362
2021-05-26,ZRX/USD,0.0,0.05,BUY,LONG,3.175059928690678,9097.097477940362
2021-05-26,ANKR/USD,-0.05,0.0,BUY,FLAT,2.1042779856223195,9097.097477940362
2021-06-09,OXT/USD,0.0,-0.05,SELL,SHORT,1.0993231524531781,9205.815037581084
2021-06-09,GRT/USD,0.05,0.0,SELL,FLAT,2.866975160661072,9205.815037581084
2021-06-09,XTZ/USD,0.0,0.05,BUY,LONG,2.987537105870354,9205.815037581084
2021-06-09,STORJ/USD,0.0,0.05,BUY,LONG,3.409778347161895,9205.815037581084
2021-06-23,ADA/USD,-0.05,0.0,BUY,FLAT,0.6544852163433603,9050.848741875967
2021-06-23,XLM/USD,0.0,0.05,BUY,LONG,2.4367476114600617,9050.848741875967
2021-06-23,CRV/USD,0.05,0.0,SELL,FLAT,0.9028376772232205,9050.848741875967
2021-06-23,USDT/USD,0.0,-0.05,SELL,SHORT,-0.1759491840016847,9050.848741875967
2021-06-23,ZRX/USD,0.05,0.0,SELL,FLAT,2.01923461720646,9050.848741875967
2021-06-23,OXT/USD,-0.05,0.0,BUY,FLAT,0.4472655109279069,9050.848741875967
2021-06-23,GRT/USD,0.0,-0.0015759221007994027,SELL,SHORT,0.21350276098931742,9050.848741875967
2021-06-23,MANA/USD,-0.05,0.05,BUY,LONG,3.058177614047719,9050.848741875967
2021-06-23,XTZ/USD,0.05,0.0,SELL,FLAT,,9050.848741875967
2021-06-23,ANKR/USD,0.0,0.05,BUY,LONG,5.4015889629324505,9050.848741875967
2021-06-23,STORJ/USD,0.05,0.0,SELL,FLAT,1.6875751038988946,9050.848741875967
2021-07-07,XLM/USD,0.05,0.0,SELL,FLAT,3.4615282367786904,9381.70035442497
2021-07-07,GRT/USD,-0.0015759221007994027,-0.0014508967727929131,BUY,SHORT,1.129005919866815,9381.70035442497
2021-07-07,DOGE/USD,0.0,0.05,BUY,LONG,10.068303325115489,9381.70035442497
2021-07-21,USDT/USD,-0.05,0.05,BUY,LONG,1.0499319615942557,9019.230853106406
2021-07-21,OXT/USD,0.0,-0.05,SELL,SHORT,-0.4277050259060049,9019.230853106406
2021-07-21,GRT/USD,-0.0014508967727929131,0.0,BUY,FLAT,0.42363903894354094,9019.230853106406
2021-07-21,MANA/USD,0.05,-0.05,SELL,SHORT,-1.0610210816534642,9019.230853106406
2021-07-21,DOGE/USD,0.05,0.0009939120950745097,SELL,LONG,1.036383516493852,9019.230853106406
2021-07-21,ANKR/USD,0.05,0.0008445101149483527,SELL,LONG,7.621268623724239,9019.230853106406
2021-08-04,ADA/USD,0.0,0.05,BUY,LONG,2.110442046495181,8806.697829784167
2021-08-04,XLM/USD,0.0,0.05,BUY,LONG,4.18651278434773,8806.697829784167
2021-08-04,USDT/USD,0.05,0.0,SELL,FLAT,-0.07428698407819745,8806.697829784167
2021-08-04,OXT/USD,-0.05,0.05,BUY,LONG,1.4512633221493214,8806.697829784167
2021-08-04,DOGE/USD,0.0009939120950745097,0.0,SELL,FLAT,0.7820320098880309,8806.697829784167
2021-08-04,ANKR/USD,0.0008445101149483527,0.0,SELL,FLAT,1.0136731415188507,8806.697829784167
2021-08-04,STORJ/USD,0.0,-0.05,SELL,SHORT,-0.43580853912902473,8806.697829784167
2021-08-18,ADA/USD,0.05,0.0,SELL,FLAT,0.9197509947475835,9044.376715111157
2021-08-18,ALGO/USD,0.0,-0.05,SELL,SHORT,-0.4206781297332136,9044.376715111157
2021-08-18,XLM/USD,0.05,0.0,SELL,FLAT,0.34990722223701276,9044.376715111157
2021-08-18,ZRX/USD,0.0,0.05,BUY,LONG,1.5246474542258142,9044.376715111157
2021-08-18,OXT/USD,0.05,0.0,SELL,FLAT,1.2966136934462185,9044.376715111157
2021-08-18,MANA/USD,-0.05,0.0,BUY,FLAT,0.4056594143723182,9044.376715111157
2021-08-18,DOGE/USD,0.0,0.05,BUY,LONG,4.141230384806208,9044.376715111157
2021-08-18,ANKR/USD,0.0,0.05,BUY,LONG,1.3571366155102993,9044.376715111157
2021-09-01,XLM/USD,0.0,-0.05,SELL,SHORT,-0.8658468990600223,8949.181390254429
2021-09-01,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.1357948761924468,8949.181390254429
2021-09-01,OXT/USD,0.0,0.05,BUY,LONG,0.6327835201713232,8949.181390254429
2021-09-01,ANKR/USD,0.05,-0.05,SELL,SHORT,-0.7060734190897344,8949.181390254429
2021-09-01,STORJ/USD,-0.05,0.0,BUY,FLAT,,8949.181390254429
2021-09-15,ADA/USD,0.0,-0.001695821343588509,SELL,SHORT,-0.2597535566809466,8874.605099420905
2021-09-15,XLM/USD,-0.05,0.05,BUY,LONG,4.671151165213574,8874.605099420905
2021-09-15,USDT/USD,0.0,-0.05,SELL,SHORT,-0.3153792680874079,8874.605099420905
2021-09-15,ZRX/USD,0.05,0.0,SELL,FLAT,4.344846122636079,8874.605099420905
2021-09-15,OXT/USD,0.05,0.0,SELL,FLAT,2.847215739143137,8874.605099420905
2021-09-15,CHZ/USD,0.0,0.05,BUY,LONG,6.172248017484453,8874.605099420905
2021-09-15,DOGE/USD,0.05,0.0,SELL,FLAT,2.4957365657663857,8874.605099420905
2021-09-15,ANKR/USD,-0.05,0.05,BUY,LONG,5.073844036846753,8874.605099420905
2021-09-29,CRV/USD,0.0,-0.05,SELL,SHORT,-0.008949645783253857,8497.909039604372
2021-09-29,ADA/USD,-0.001695821343588509,0.0,BUY,FLAT,0.8184771191707472,8497.909039604372
2021-09-29,USDT/USD,-0.05,0.0,BUY,FLAT,1.244124899606173,8497.909039604372
2021-09-29,DOGE/USD,0.0,0.05,BUY,LONG,3.2362874044849788,8497.909039604372
2021-09-29,XTZ/USD,0.0,-0.05,SELL,SHORT,0.5549270932480406,8497.909039604372
2021-09-29,ANKR/USD,0.05,0.0,SELL,FLAT,3.195884777116622,8497.909039604372
2021-10-13,ADA/USD,0.0,0.05,BUY,LONG,2.0097515607969827,8582.504140843368
2021-10-13,XLM/USD,0.05,-0.05,SELL,SHORT,-0.6090107081846905,8582.504140843368
2021-10-13,CRV/USD,-0.05,0.0,BUY,FLAT,0.36200965175053534,8582.504140843368
2021-10-13,CHZ/USD,0.05,0.0,SELL,FLAT,0.8562484020165329,8582.504140843368
2021-10-13,MANA/USD,0.0,0.05,BUY,LONG,1.3974700430259377,8582.504140843368
2021-10-13,DOGE/USD,0.05,0.0,SELL,FLAT,0.6835903949749578,8582.504140843368
2021-10-13,ANKR/USD,0.0,0.05,BUY,LONG,1.1073717046709426,8582.504140843368
2021-10-27,CRV/USD,0.0,0.05,BUY,LONG,4.854749497669012,8620.469557884304
2021-10-27,OXT/USD,0.0,0.05,BUY,LONG,3.4961632830434333,8620.469557884304
2021-10-27,MANA/USD,0.05,-0.05,SELL,SHORT,-0.2186263055644151,8620.469557884304
2021-10-27,XTZ/USD,-0.05,0.0,BUY,FLAT,0.7953947939405919,8620.469557884304
2021-10-27,ANKR/USD,0.05,0.0,SELL,FLAT,1.6230589667568154,8620.469557884304
2021-11-10,ADA/USD,0.05,0.0,SELL,FLAT,,8646.665759129753
2021-11-10,ALGO/USD,0.0,0.05,BUY,LONG,2.0216250990608486,8646.665759129753
2021-11-10,CRV/USD,0.05,0.0,SELL,FLAT,,8646.665759129753
2021-11-10,ZRX/USD,0.0,0.05,BUY,LONG,1.3668656127406607,8646.665759129753
2021-11-10,OXT/USD,0.05,0.0,SELL,FLAT,0.40654710362831503,8646.665759129753
2021-11-10,MANA/USD,-0.05,0.0,BUY,FLAT,,8646.665759129753
2021-11-24,XLM/USD,-0.05,0.05,BUY,LONG,0.23878546806614276,8636.936134240374
2021-11-24,ZRX/USD,0.05,-0.05,SELL,SHORT,-0.40800623279779735,8636.936134240374
2021-12-08,GRT/USD,0.0,0.05,BUY,LONG,1.0477700908911345,8621.206994564203
2021-12-08,ALGO/USD,0.05,-0.05,SELL,SHORT,-0.6046029917683895,8621.206994564203
2021-12-08,XLM/USD,0.05,0.0,SELL,FLAT,-0.008641234394070274,8621.206994564203
2021-12-08,ZRX/USD,-0.05,0.05,BUY,LONG,0.04476609561423173,8621.206994564203
2021-12-22,XLM/USD,0.0,-0.05,SELL,SHORT,-0.13211688003137878,8666.478865855663
2021-12-22,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.11825935369647445,8666.478865855663
2022-01-05,ZRX/USD,0.05,0.0,SELL,FLAT,,8682.132730659689
2022-01-05,GRT/USD,0.05,0.0,SELL,FLAT,-0.2337034468214294,8682.132730659689
2022-01-05,OXT/USD,0.0,0.05,BUY,LONG,0.8525565792770982,8682.132730659689
2022-01-05,XLM/USD,-0.05,0.0,BUY,FLAT,-0.3833289476981556,8682.132730659689
2022-01-19,GRT/USD,0.0,0.05,BUY,LONG,0.3628173749584178,8612.453425690393
2022-01-19,OXT/USD,0.05,0.0,SELL,FLAT,-0.737723966508852,8612.453425690393
2022-02-02,GRT/USD,0.05,0.0,SELL,FLAT,-0.32623168982134887,8530.89451626651
2022-02-02,ALGO/USD,0.0,-0.05,SELL,SHORT,-1.0620277531468403,8530.89451626651
2022-02-02,CRO/USD,0.0,0.05,BUY,LONG,1.4854750812965154,8530.89451626651
2022-02-02,POWR/USD,0.0,0.05,BUY,LONG,10.660477429158675,8530.89451626651
2022-02-16,GRT/USD,0.0,0.05,BUY,LONG,2.0521369060843577,8632.393125546012
2022-02-16,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.28120006064987635,8632.393125546012
2022-02-16,OXT/USD,0.0,-0.05,SELL,SHORT,-0.6307777054034638,8632.393125546012
2022-02-16,POWR/USD,0.05,0.0,SELL,FLAT,,8632.393125546012
2022-03-30,GRT/USD,0.05,0.0,SELL,FLAT,0.4166878044998428,8612.895851690635
2022-03-30,ALGO/USD,0.0,0.05,BUY,LONG,0.7358440532251818,8612.895851690635
2022-03-30,ZRX/USD,0.0,0.05,BUY,LONG,0.8203199095264635,8612.895851690635
2022-03-30,CRO/USD,0.05,0.0,SELL,FLAT,-0.2395290204896825,8612.895851690635
2022-04-13,GRT/USD,0.0,-0.05,SELL,SHORT,-0.3846309125780789,8550.855582175891
2022-04-13,XLM/USD,0.0,0.05,BUY,LONG,1.4025561144170844,8550.855582175891
2022-04-13,ALGO/USD,0.05,0.0,SELL,FLAT,-0.0714586445158032,8550.855582175891
2022-04-13,ZRX/USD,0.05,0.0,SELL,FLAT,0.3064319268446525,8550.855582175891
2022-04-13,OXT/USD,-0.05,0.0,BUY,FLAT,0.11815363362095077,8550.855582175891
2022-04-13,CRO/USD,0.0,0.05,BUY,LONG,0.785055782237881,8550.855582175891
2022-04-27,GRT/USD,-0.05,0.0,BUY,FLAT,-0.3343461180635363,8526.530213005455
2022-04-27,ALGO/USD,0.0,-0.05,SELL,SHORT,-1.0347309342137567,8526.530213005455
2022-04-27,XLM/USD,0.05,0.0,SELL,FLAT,0.30357768423066744,8526.530213005455
2022-04-27,ZRX/USD,0.0,0.05,BUY,LONG,6.355028582611707,8526.530213005455
2022-05-11,GRT/USD,0.0,0.05,BUY,LONG,9.285406323277,8157.6391360811685
2022-05-11,ALGO/USD,-0.05,0.0,BUY,FLAT,1.9909032462783545,8157.6391360811685
2022-05-11,CRO/USD,0.05,-0.05,SELL,SHORT,1.0490664967014505,8157.6391360811685
2022-05-25,ZRX/USD,0.05,0.0,SELL,FLAT,0.11653786430722501,7976.461709999197
2022-05-25,OXT/USD,0.0,0.05,BUY,LONG,0.8655356245709651,7976.461709999197
2022-06-08,OXT/USD,0.05,0.0,SELL,FLAT,2.2849301232867374,7998.9934994648875
2022-06-08,XLM/USD,0.0,-0.05,SELL,SHORT,0.41794675408062876,7998.9934994648875
2022-06-08,ROSE/USD,0.0,0.05,BUY,LONG,5.501143067076569,7998.9934994648875
2022-06-08,CRO/USD,-0.05,0.0,BUY,FLAT,0.45903777603818474,7998.9934994648875
2022-06-22,GRT/USD,0.05,0.0,SELL,FLAT,-0.45339742728481003,7835.856030024503
2022-06-22,XLM/USD,-0.05,0.0,BUY,FLAT,-0.6456715192257101,7835.856030024503
2022-06-22,ROSE/USD,0.05,0.0,SELL,FLAT,-0.5706329163181234,7835.856030024503
2022-06-22,LINK/USD,0.0,-0.05,SELL,SHORT,-0.901688666300624,7835.856030024503
2022-06-22,ZRX/USD,0.0,0.05,BUY,LONG,-0.21273573237300303,7835.856030024503
2022-06-22,CRO/USD,0.0,0.05,BUY,LONG,0.9901525157429609,7835.856030024503
2022-07-06,OXT/USD,0.0,0.05,BUY,LONG,0.07105351300638985,7886.89763779459
2022-07-06,LINK/USD,-0.05,0.0,BUY,FLAT,,7886.89763779459
2022-07-06,ZRX/USD,0.05,0.0,SELL,FLAT,-0.030069984216067436,7886.89763779459
2022-07-06,XTZ/USD,0.0,-0.05,SELL,SHORT,-0.9019961765140514,7886.89763779459
2022-07-20,OXT/USD,0.05,0.0,SELL,FLAT,,7924.433532346196
2022-07-20,XTZ/USD,-0.05,0.0,BUY,FLAT,,7924.433532346196
2022-07-20,ALGO/USD,0.0,-0.05,SELL,SHORT,-1.0133064371839549,7924.433532346196
2022-07-20,ZRX/USD,0.0,0.05,BUY,LONG,-0.41482927690445504,7924.433532346196
2022-08-03,XLM/USD,0.0,-0.05,SELL,SHORT,-0.3158718099897375,8006.898283250025
2022-08-03,ALGO/USD,-0.05,0.0,BUY,FLAT,-0.24783449829223692,8006.898283250025
2022-08-03,ZRX/USD,0.05,0.0,SELL,FLAT,,8006.898283250025
2022-08-03,ROSE/USD,0.0,0.05,BUY,LONG,5.286730429779157,8006.898283250025
2022-08-17,GRT/USD,0.0,-0.05,SELL,SHORT,0.19045143442192902,7997.391934432244
2022-08-17,XLM/USD,-0.05,0.0,BUY,FLAT,0.24524193516625648,7997.391934432244
2022-08-31,GRT/USD,-0.05,0.0,BUY,FLAT,0.877553175479671,7863.47457316674
2022-08-31,XLM/USD,0.0,-0.05,SELL,SHORT,-0.21256017918847014,7863.47457316674
2022-09-14,XLM/USD,-0.05,0.05,BUY,LONG,1.3483852380882313,7793.876965755987
2022-09-14,ALGO/USD,0.0,-0.05,SELL,SHORT,0.08388720232056146,7793.876965755987
2022-09-14,ROSE/USD,0.05,0.0,SELL,FLAT,0.7067576768757085,7793.876965755987
2022-09-28,GRT/USD,0.0,0.05,BUY,LONG,2.084712604522724,7749.15732995287
2022-09-28,XLM/USD,0.05,0.0,SELL,FLAT,0.20328854528479212,7749.15732995287
2022-10-12,XLM/USD,0.0,-0.05,SELL,SHORT,-0.3586076602556263,7712.067443354581
2022-10-12,ALGO/USD,-0.05,0.0,BUY,FLAT,0.37920374005435287,7712.067443354581
2022-10-26,GRT/USD,0.05,0.0,SELL,FLAT,-0.3629212111268747,7715.278114150975
2022-10-26,XLM/USD,-0.05,0.05,BUY,LONG,0.7552231998647017,7715.278114150975
2022-10-26,ALGO/USD,0.0,0.05,BUY,LONG,0.576829330777429,7715.278114150975
2022-10-26,ROSE/USD,0.0,-0.05,SELL,SHORT,-1.0507279031415657,7715.278114150975
2022-10-26,CRO/USD,0.05,0.0,SELL,FLAT,-0.05948824385339613,7715.278114150975
2022-11-09,GRT/USD,0.0,0.05,BUY,LONG,5.7468668949549215,7656.805785727282
2022-11-09,XLM/USD,0.05,0.0,SELL,FLAT,4.890086766290129,7656.805785727282
2022-11-09,ALGO/USD,0.05,0.0,SELL,FLAT,5.331361409262909,7656.805785727282
2022-11-09,ROSE/USD,-0.05,0.0,BUY,FLAT,,7656.805785727282
2022-11-09,OXT/USD,0.0,-0.05,SELL,SHORT,3.9220177752940604,7656.805785727282
2022-11-09,CRO/USD,0.0,0.05,BUY,LONG,6.938941157775785,7656.805785727282
2022-11-23,GRT/USD,0.05,0.0,SELL,FLAT,2.7345219497457682,7400.719352662229
2022-11-23,OXT/USD,-0.05,0.0,BUY,FLAT,,7400.719352662229
2022-11-23,XLM/USD,0.0,0.05,BUY,LONG,3.2065811190339533,7400.719352662229
2022-11-23,CRO/USD,0.05,0.0,SELL,FLAT,1.2877576148515884,7400.719352662229
2022-12-07,GRT/USD,0.0,0.05,BUY,LONG,4.094769754271442,7396.386686433998
2022-12-07,XLM/USD,0.05,0.0,SELL,FLAT,3.8604285271586596,7396.386686433998
2022-12-21,GRT/USD,0.05,0.0,SELL,FLAT,2.747565083291689,7354.112699284229
2022-12-21,XLM/USD,0.0,0.05,BUY,LONG,3.976388222166383,7354.112699284229
2023-01-18,XLM/USD,0.05,0.0,SELL,FLAT,-0.14028112185732677,7401.054553412028
2023-01-18,CRO/USD,0.0,0.05,BUY,LONG,2.014918892780316,7401.054553412028
2023-02-01,ALGO/USD,0.0,0.05,BUY,LONG,1.6816992206347336,7401.772476576211
2023-02-01,CRO/USD,0.05,0.0,SELL,FLAT,1.2254327720727956,7401.772476576211
2023-02-15,GRT/USD,0.0,0.05,BUY,LONG,5.754132796597274,7419.549361905549
2023-02-15,OXT/USD,0.0,0.05,BUY,LONG,3.23757654865645,7419.549361905549
2023-02-15,XLM/USD,0.0,-0.05,SELL,SHORT,-0.0882609441539346,7419.549361905549
2023-02-15,ALGO/USD,0.05,0.0,SELL,FLAT,0.44948319435450124,7419.549361905549
2023-03-01,XLM/USD,-0.05,0.0,BUY,FLAT,0.3554657829597927,7404.316928073723
2023-03-01,OXT/USD,0.05,0.0,SELL,FLAT,,7404.316928073723
2023-03-01,T/USD,0.0,0.05,BUY,LONG,1.1882283240248386,7404.316928073723
2023-03-01,CRO/USD,0.0,-0.05,SELL,SHORT,0.12795594794906107,7404.316928073723
2023-03-15,ZRX/USD,0.0,0.05,BUY,LONG,0.45496022446544426,7476.897395899664
2023-03-15,T/USD,0.05,0.0,SELL,FLAT,-0.32418296892775933,7476.897395899664
2023-03-29,GRT/USD,0.05,0.0,SELL,FLAT,-0.3928417197048937,7463.588389143875
2023-03-29,XLM/USD,0.0,0.05,BUY,LONG,0.770605088582295,7463.588389143875
2023-03-29,ALGO/USD,0.0,0.05,BUY,LONG,0.7554314999494638,7463.588389143875
2023-03-29,ZRX/USD,0.05,0.0,SELL,FLAT,,7463.588389143875
2023-04-12,GRT/USD,0.0,-0.05,SELL,SHORT,-0.8430122356333731,7517.069019128072
2023-04-12,XLM/USD,0.05,0.0,SELL,FLAT,0.71850681794368,7517.069019128072
2023-04-12,ALGO/USD,0.05,0.0,SELL,FLAT,2.130133049029584,7517.069019128072
2023-04-12,ZRX/USD,0.0,0.05,BUY,LONG,2.6225162713536108,7517.069019128072
2023-04-12,T/USD,0.0,0.05,BUY,LONG,3.4307575175048335,7517.069019128072
2023-04-12,CRO/USD,-0.05,0.0,BUY,FLAT,-0.3546658088241186,7517.069019128072
2023-04-26,ALGO/USD,0.0,0.05,BUY,LONG,5.219283462152562,7462.039780421231
2023-04-26,T/USD,0.05,0.0,SELL,FLAT,2.032755083389982,7462.039780421231
2023-05-10,GRT/USD,-0.05,0.0,BUY,FLAT,0.17683289529123325,7466.412130024629
2023-05-10,ZRX/USD,0.05,0.0,SELL,FLAT,,7466.412130024629
2023-05-10,XLM/USD,0.0,0.05,BUY,LONG,3.398014160694652,7466.412130024629
2023-05-10,ALGO/USD,0.05,0.0,SELL,FLAT,1.9713482231276176,7466.412130024629
2023-06-07,XLM/USD,0.05,0.0,SELL,FLAT,1.9158687549093711,7468.7475832554355
2023-06-07,ALGO/USD,0.0,0.05,BUY,LONG,2.1969001354868958,7468.7475832554355
2023-07-05,XLM/USD,0.0,0.05,BUY,LONG,1.5552870303628303,7430.902353885108
2023-07-05,T/USD,0.0,0.05,BUY,LONG,6.544810561957847,7430.902353885108
2023-07-05,ALGO/USD,0.05,-0.05,SELL,SHORT,0.41128210546501043,7430.902353885108
2023-07-19,ALGO/USD,-0.05,0.0,BUY,FLAT,1.4381871290207755,7563.591348620731
2023-07-19,CRO/USD,0.0,-0.05,SELL,SHORT,0.1690445771295943,7563.591348620731
2023-08-02,T/USD,0.05,0.0,SELL,FLAT,,7622.175908906155
