date,symbol,signal,roc_pct,cum_funding_pct,spread_pct,spread_zscore,spread_mean,spread_std,weight,position_size,volatility
2021-04-08,GRT/USD,SHORT,-17.50306574851429,374.1505,-391.6535657485143,-2.002157403679918,-51.69244825755753,169.7973979798573,-1.0,-10000.0,1.3083401755746733
2021-05-27,LINK/USD,LONG,-13.862556508120482,-51.3103,37.447743491879514,2.383440557403306,-86.92691069520134,52.182821929733244,0.5,7792.579040649476,2.7080906381169507
2021-05-27,XTZ/USD,LONG,-28.62794163646065,62.99300000000001,-91.62094163646066,2.0456572336615535,-251.40112453962118,78.10701630456805,0.5,7792.579040649476,2.5402949694284143
2021-06-03,XTZ/USD,LONG,-29.44300942263616,27.25580000000001,-56.698809422636174,2.120933023068941,-228.3994986999723,80.95526233491768,1.0,10111.636737568884,2.566381308138652
2021-08-19,ADA/USD,LONG,131.18666540392084,34.1607,97.02596540392085,2.4824775168893107,29.762587507147185,27.09526166466901,0.5,5000.0,1.0057227991652713
2021-08-19,XLM/USD,LONG,73.0787733579844,24.816700000000008,48.26207335798439,2.012390600101663,-20.23111532271297,34.035732763429316,0.5,5000.0,0.9668740594157542
2021-09-02,GRT/USD,SHORT,40.244468513074416,90.03390000000002,-49.7894314869256,-2.6685134191224327,76.21021799693858,47.21716914779481,-1.0,-10963.843283965913,1.1725312234132876
2021-09-09,GRT/USD,SHORT,14.068542472329648,80.78070000000001,-66.71215752767036,-2.1871793205374463,65.59197536901434,60.49075704692295,-1.0,-10616.897625201082,1.4380419946035443
2021-09-16,XTZ/USD,LONG,104.31381774340576,80.11330000000001,24.200517743405754,2.0162168683086463,-22.545042998933415,23.18478804393341,1.0,9988.829544233482,1.9365793601572274
2021-10-07,XTZ/USD,LONG,72.13800904977377,30.98100000000001,41.15700904977376,2.4026475045623537,-16.4714451616833,23.985396984795813,1.0,10949.413944965068,1.9286392442097704
