date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,portfolio_beta,daily_return
2021-04-01,10243.797187275926,0,5121.898593637963,-5121.898593637963,0.0,10243.797187275926,2,1,0.11324006350939436,
2021-04-02,10412.352745860328,0,5206.176372930164,-5206.176372930164,0.0,10412.352745860328,2,1,0.12171484076781114,0.016454402161902193
2021-04-03,10341.40413526923,0,5170.702067634615,-5170.702067634615,0.0,10341.40413526923,2,1,0.12245331159747902,-0.006813888495979525
2021-04-04,11099.354168710288,0,5549.677084355144,-5549.677084355144,0.0,11099.354168710288,2,1,0.13290447489957669,0.0732927582682974
2021-04-05,10683.086881697738,0,5341.543440848869,-5341.543440848869,0.0,10683.086881697738,2,1,0.13687196183177108,-0.037503739468556785
2021-04-06,10878.163615103123,0,5439.081807551562,-5439.081807551562,0.0,10878.163615103123,2,1,0.08560012004392775,0.018260333887164304
2021-04-07,10667.782835813094,0,5333.891417906547,-5333.891417906547,0.0,10667.782835813094,2,1,0.08789850859359244,-0.019339732948853605
2021-04-08,9931.55745433409,0,4965.778727167045,-4965.778727167045,0.0,9931.55745433409,2,1,0.11325589646085504,-0.06901390783916239
2021-04-09,10085.996499019384,0,5042.998249509692,-5042.998249509692,0.0,10085.996499019384,2,1,0.10922147637529395,0.015550334919312903
2021-04-10,10427.828340419921,0,5213.9141702099605,-5213.9141702099605,0.0,10427.828340419921,2,1,0.10777790213444888,0.03389172715197475
2021-04-11,10509.19253144654,0,5254.59626572327,-5254.59626572327,0.0,10509.19253144654,2,1,0.12970381180730717,0.007802601689484989
2021-04-12,10061.440942131178,0,5030.720471065589,-5030.720471065589,0.0,10061.440942131178,2,1,0.1274889338422402,-0.04260570809560882
2021-04-13,10407.951821275996,0,5203.975910637998,-5203.975910637998,0.0,10407.951821275996,2,1,0.12496618961984746,0.034439488452776335
2021-04-14,10586.09260330998,0,5293.04630165499,-5293.04630165499,0.0,10586.09260330998,2,1,0.1203073963940901,0.01711583461309152
2021-04-15,10639.72990546564,0,5319.86495273282,-5319.86495273282,0.0,10639.72990546564,2,1,0.12692408020373624,0.005066770541841681
2021-04-16,10998.67004528405,0,5499.335022642025,-5499.335022642025,0.0,10998.67004528405,2,1,0.13883869403829002,0.033735831925021165
2021-04-17,11016.196287655852,0,5508.098143827926,-5508.098143827926,0.0,11016.196287655852,2,1,0.13253356190387483,0.0015934874216283479
2021-04-18,11006.996745418845,0,5503.498372709422,-5503.498372709422,0.0,11006.996745418845,2,1,0.12398337830149025,-0.0008350924399663784
2021-04-19,10674.494433414045,0,5337.247216707023,-5337.247216707023,0.0,10674.494433414045,2,1,0.12198975356879854,-0.030208268403748573
2021-04-20,10612.485394446961,0,5306.242697223481,-5306.242697223481,0.0,10612.485394446961,2,1,0.11959562211750757,-0.005809084388388341
2021-04-21,10778.098754461957,0,5389.049377230978,-5389.049377230978,0.0,10778.098754461957,2,1,0.14056600579336465,0.015605520654158322
2021-04-22,10850.067275378213,0,5425.033637689106,-5425.033637689106,0.0,10850.067275378213,2,1,0.130572856127308,0.006677292772666599
2021-04-23,10932.711677435222,0,5466.355838717611,-5466.355838717611,0.0,10932.711677435222,2,1,0.1322309593312775,0.0076169483524357595
2021-04-24,10890.753141750492,0,5445.376570875246,-5445.376570875246,0.0,10890.753141750492,2,1,0.1301277138358249,-0.003837889164435837
2021-04-25,10931.032072400061,0,5465.516036200031,-5465.516036200031,0.0,10931.032072400061,2,1,0.13054129113718893,0.0036984522672869335
