initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,9309.493152231325,-0.06905068477686746,-0.012515622241048296,0.08840388002989402,-0.14157322322070143,-0.29242938897915527,0.48071359691417553,2075,2.1190361445783132,1.1190361445783132,0.1052528915145251,0.054971622632790616,0.050281268881734495,0.16022451414731573
