date,symbol,signal,dw_stat,dw_rank,percentile,weight,position_size,regime,behavior
2020-03-25,XLM/USD,LONG,2.5143822040641535,6.0,100.0,0.25,2500.0,,strong_mean_reversion
2020-03-25,XRP/USD,LONG,2.4521546476759943,5.0,83.33333333333334,0.25,2500.0,,weak_mean_reversion
2020-03-25,ALGO/USD,SHORT,2.1541079518376054,1.0,16.666666666666664,-0.5,5000.0,,weak_mean_reversion
2020-04-01,XLM/USD,LONG,2.517394691955915,6.0,100.0,0.25,2557.859170490549,,strong_mean_reversion
2020-04-01,XRP/USD,LONG,2.4641286990293674,5.0,83.33333333333334,0.25,2557.859170490549,,weak_mean_reversion
2020-04-01,ALGO/USD,SHORT,2.1604390265129267,1.0,16.666666666666664,-0.5,5115.718340981098,,weak_mean_reversion
2020-04-08,XLM/USD,LONG,2.5087374722171827,6.0,100.0,0.25,2433.559652292871,,strong_mean_reversion
2020-04-08,XRP/USD,LONG,2.499996256675552,5.0,83.33333333333334,0.25,2433.559652292871,,weak_mean_reversion
2020-04-08,ALGO/USD,SHORT,2.191143788704402,1.0,16.666666666666664,-0.5,4867.119304585742,,weak_mean_reversion
2020-08-05,XRP/USD,LONG,2.1172583798546865,4.0,80.0,0.25,2449.2468722884364,,weak_mean_reversion
2020-08-05,ZRX/USD,LONG,2.429276348245734,5.0,100.0,0.25,2449.2468722884364,,weak_mean_reversion
2020-08-05,LINK/USD,SHORT,1.958516974744637,1.0,20.0,-0.5,4898.493744576873,,weak_momentum
2020-08-12,ALGO/USD,LONG,2.202866152618263,5.0,83.33333333333334,0.25,1875.421973596145,,weak_mean_reversion
2020-08-12,ZRX/USD,LONG,2.30472895107485,6.0,100.0,0.25,1875.421973596145,,weak_mean_reversion
2020-08-12,LINK/USD,SHORT,1.8610796993126564,1.0,16.666666666666664,-0.5,3750.84394719229,,weak_momentum
2020-08-19,XTZ/USD,LONG,2.144557394877419,5.0,83.33333333333334,0.25,1993.594132195787,,weak_mean_reversion
2020-08-19,ZRX/USD,LONG,2.78933171968075,6.0,100.0,0.25,1993.594132195787,,strong_mean_reversion
2020-08-19,LINK/USD,SHORT,1.8813230290168643,1.0,16.666666666666664,-0.5,3987.188264391574,,weak_momentum
2020-08-26,XTZ/USD,LONG,2.3517914650031613,5.0,83.33333333333334,0.25,2134.460707863138,,weak_mean_reversion
2020-08-26,ZRX/USD,LONG,2.4424092804767445,6.0,100.0,0.25,2134.460707863138,,weak_mean_reversion
2020-08-26,XLM/USD,SHORT,1.9547383451107527,1.0,16.666666666666664,-0.5,4268.921415726276,,weak_momentum
2020-09-02,XTZ/USD,LONG,2.363672950418136,5.0,83.33333333333334,0.25,2072.332933759155,,weak_mean_reversion
2020-09-02,ZRX/USD,LONG,2.5900501443188726,6.0,100.0,0.25,2072.332933759155,,strong_mean_reversion
2020-09-02,XLM/USD,SHORT,2.048919522400601,1.0,16.666666666666664,-0.5,4144.66586751831,,weak_mean_reversion
2020-09-09,XLM/USD,LONG,2.2419780032316416,4.0,80.0,0.25,2023.084969008751,,weak_mean_reversion
2020-09-09,ZRX/USD,LONG,2.634252907984768,5.0,100.0,0.25,2023.084969008751,,strong_mean_reversion
2020-09-09,XRP/USD,SHORT,2.050100174607985,1.0,20.0,-0.5,4046.169938017502,,weak_mean_reversion
2021-01-06,ALGO/USD,LONG,2.210641063160463,4.0,80.0,0.25,1965.6709798197053,,weak_mean_reversion
2021-01-06,ZRX/USD,LONG,2.418917072929958,5.0,100.0,0.25,1965.6709798197053,,weak_mean_reversion
2021-01-06,XLM/USD,SHORT,1.9601940029897287,1.0,20.0,-0.5,3931.3419596394106,,weak_momentum
2021-01-13,XTZ/USD,LONG,2.2376084072195064,7.0,100.0,0.25,2079.524535510155,,weak_mean_reversion
2021-01-13,ZRX/USD,LONG,2.1976501442527767,6.0,85.71428571428571,0.25,2079.524535510155,,weak_mean_reversion
2021-01-13,XLM/USD,SHORT,1.9322702481471117,1.0,14.285714285714285,-0.5,4159.04907102031,,weak_momentum
2021-01-20,XTZ/USD,LONG,2.0862998283042575,5.0,83.33333333333334,0.25,2248.5118852468327,,weak_mean_reversion
2021-01-20,ZRX/USD,LONG,2.143465886496072,6.0,100.0,0.25,2248.5118852468327,,weak_mean_reversion
2021-01-20,OXT/USD,SHORT,1.853827604611034,1.0,16.666666666666664,-0.5,4497.023770493665,,weak_momentum
2021-01-27,XTZ/USD,LONG,2.2875448923741635,5.0,83.33333333333334,0.25,2361.75202974127,,weak_mean_reversion
2021-01-27,ZRX/USD,LONG,2.2983392980215394,6.0,100.0,0.25,2361.75202974127,,weak_mean_reversion
2021-01-27,OXT/USD,SHORT,2.0022487094785832,1.0,16.666666666666664,-0.5,4723.50405948254,,weak_mean_reversion
2021-02-03,LINK/USD,LONG,2.1799404467199017,5.0,83.33333333333334,0.25,2260.272713868963,,weak_mean_reversion
2021-02-03,XTZ/USD,LONG,2.2956158670936198,6.0,100.0,0.25,2260.272713868963,,weak_mean_reversion
2021-02-03,XLM/USD,SHORT,2.082349277479775,1.0,16.666666666666664,-0.5,4520.545427737926,,weak_mean_reversion
2021-02-10,LINK/USD,LONG,2.1573606113277335,5.0,83.33333333333334,0.25,2216.656642784141,,weak_mean_reversion
2021-02-10,XTZ/USD,LONG,2.3583029070925208,6.0,100.0,0.25,2216.656642784141,,weak_mean_reversion
2021-02-10,ZRX/USD,SHORT,1.6417387605131752,1.0,16.666666666666664,-0.5,4433.313285568282,,weak_momentum
2021-02-17,EOS/USD,LONG,2.2657892805749182,6.0,100.0,0.25,2405.069203182436,,weak_mean_reversion
2021-02-17,XTZ/USD,LONG,2.1297418224212237,5.0,83.33333333333334,0.25,2405.069203182436,,weak_mean_reversion
