initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
50000.0,29284.09463271018,-0.4143181073457964,-0.3720157645919845,0.3949912561034941,-0.9418329110923669,-0.6003206871208117,0.4630071599045346,420,4.95952380952381,1.5809523809523809,6.54047619047619,0.75,0.3142857142857143,0.4357142857142857,1.0642857142857143
