date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_dw,daily_return
2021-01-31,10169.193697832481,0,5084.596848916241,-5084.596848916241,0.0,10169.193697832481,2,1,1.8684024421048586,
2021-02-01,10454.878477200877,0,5227.439238600438,-5227.439238600438,0.0,10454.878477200877,2,1,1.9409849657791405,0.028093159384827926
2021-02-02,10239.66399916155,0,5119.831999580775,-5119.831999580775,0.0,10239.66399916155,2,1,1.96267570612297,-0.020585076957962523
2021-02-03,10170.344352237456,0,5085.172176118728,-5085.172176118728,0.0,10170.344352237456,2,1,1.970188531199024,-0.006769718901886823
2021-02-04,9971.478497249289,0,4985.7392486246445,-4985.7392486246445,0.0,9971.478497249289,2,1,2.0007872144751673,-0.01955350262495459
2021-02-05,10090.100172941316,0,5045.050086470658,-5045.050086470658,0.0,10090.100172941316,2,1,1.9417142959174605,0.011896097025606567
2021-02-06,9878.679081239285,0,4939.339540619642,-4939.339540619642,0.0,9878.679081239285,2,1,2.093837735570113,-0.020953319400039416
2021-02-07,9829.838214447534,0,4914.919107223767,-4914.919107223767,0.0,9829.838214447534,2,1,1.9630684297962762,-0.0049440685733485035
2021-02-08,9969.90209918648,0,4984.95104959324,-4984.95104959324,0.0,9969.90209918648,2,1,1.9616070225841247,0.014248849440175348
2021-02-09,10135.542679583126,0,5067.771339791563,-5067.771339791563,0.0,10135.542679583126,2,1,1.8799725841680264,0.016614062881335823
2021-02-10,9729.698824779925,0,4864.849412389963,-4864.849412389963,0.0,9729.698824779925,2,1,1.9799687929246386,-0.0400416502236951
2021-02-11,10466.24880646193,0,5233.124403230965,-5233.124403230965,0.0,10466.24880646193,2,1,1.8657388666240706,0.07570121079247949
2021-02-12,10567.58509266266,0,5283.79254633133,-5283.79254633133,0.0,10567.58509266266,2,1,1.7498958057685434,0.009682197325384223
2021-02-13,10328.938820798745,0,5164.4694103993725,-5164.4694103993725,0.0,10328.938820798745,2,1,1.7505255108529627,-0.022582857840398596
2021-02-14,10013.697058782047,0,5006.8485293910235,-5006.8485293910235,0.0,10013.697058782047,2,1,1.7283808952873931,-0.030520246802306028
2021-02-15,10164.516643450312,0,5082.258321725156,-5082.258321725156,0.0,10164.516643450312,2,1,1.7839035553514642,0.015061328876131208
2021-02-16,10028.617750114736,0,5014.308875057368,-5014.308875057368,0.0,10028.617750114736,2,1,1.8116676683927795,-0.013369931704833693
2021-02-17,9885.173591430806,0,4942.586795715403,-4942.586795715403,0.0,9885.173591430806,2,1,1.7613398654205352,-0.0143034825195415
2021-02-18,10441.275164676035,0,5220.637582338018,-5220.637582338018,0.0,10441.275164676035,2,1,1.7747619241478338,0.05625612621788445
2021-02-19,9776.562581302042,0,4888.281290651021,-4888.281290651021,0.0,9776.562581302042,2,1,1.689605245406909,-0.06366201186065745
2021-02-20,9882.363248027317,0,4941.181624013659,-4941.181624013659,0.0,9882.363248027317,2,1,1.5676457704638365,0.01082186769075899
2021-02-21,9992.248636431763,0,4996.124318215881,-4996.124318215881,0.0,9992.248636431763,2,1,1.6831552605600826,0.011119343182045105
2021-02-22,8998.8190414374,0,4499.4095207187,-4499.4095207187,0.0,8998.8190414374,2,1,1.7289668580092936,-0.09942002357430502
2021-02-23,9273.889066769465,0,4636.9445333847325,-4636.9445333847325,0.0,9273.889066769465,2,1,1.559135590300185,0.03056734712248721
2021-02-24,9427.066057318443,0,4713.533028659222,-4713.533028659222,0.0,9427.066057318443,2,1,1.6835680996195954,0.01651701777389669
2021-02-25,9722.878175664502,0,4861.439087832251,-4861.439087832251,0.0,9722.878175664502,2,1,1.6634761001381095,0.031379022545027446
2021-02-26,9970.219401909673,0,4985.109700954837,-4985.109700954837,0.0,9970.219401909673,2,1,1.5549022928398744,0.025439095479386387
2021-02-27,10118.911938122137,0,5059.455969061069,-5059.455969061069,0.0,10118.911938122137,2,1,1.595812711782245,0.014913667414779619
2021-02-28,10007.985321540898,0,5003.992660770449,-5003.992660770449,0.0,10007.985321540898,2,1,1.6763479530757586,-0.010962306744002004
2021-03-01,10042.436401890185,0,5021.218200945093,-5021.218200945093,0.0,10042.436401890185,2,1,1.7332543841530914,0.00344235920042113
2021-03-02,10169.625837683068,0,5084.812918841534,-5084.812918841534,0.0,10169.625837683068,2,1,1.7519873646439779,0.01266519704012703
2021-03-03,10554.516127224742,0,5277.258063612371,-5277.258063612371,0.0,10554.516127224742,2,1,1.7307272150619575,0.03784704527825222
2021-03-04,10815.133255728624,0,5407.566627864312,-5407.566627864312,0.0,10815.133255728624,2,1,1.7170863965762955,0.024692475274317394
2021-03-05,11131.572217334933,0,5565.786108667467,-5565.786108667467,0.0,11131.572217334933,2,1,1.6521283028743932,0.029258905472911767
2021-03-06,11018.815703237613,0,5509.4078516188065,-5509.4078516188065,0.0,11018.815703237613,2,1,1.7460381029156258,-0.01012943292248758
2021-03-07,10821.446087452083,0,5410.723043726041,-5410.723043726041,0.0,10821.446087452083,2,1,1.7247813442674294,-0.0179120534457744
2021-03-08,11013.028043346356,0,5506.514021673178,-5506.514021673178,0.0,11013.028043346356,2,1,1.7153217233903733,0.017703914462635417
2021-03-09,11159.406558527904,0,5579.703279263952,-5579.703279263952,0.0,11159.406558527904,2,1,1.7193201542152043,0.013291395845485443
2021-03-10,11113.749968382537,0,5556.874984191269,-5556.874984191269,0.0,11113.749968382537,2,1,1.7198222505475713,-0.0040913098654404845
2021-03-11,11127.047911466,0,5563.523955733,-5563.523955733,0.0,11127.047911466,2,1,1.7974585774132619,0.0011965307048740215
2021-03-12,10958.300527198959,0,5479.150263599479,-5479.150263599479,0.0,10958.300527198959,2,1,1.6992380798515383,-0.015165512506974399
2021-03-13,11150.043376722244,0,5575.021688361122,-5575.021688361122,0.0,11150.043376722244,2,1,1.2714097235888389,0.017497498726866567
2021-03-14,11223.65978443011,0,5611.829892215055,-5611.829892215055,0.0,11223.65978443011,2,1,2.0315855206220577,0.006602342719271848
2021-03-15,11492.051265283719,0,5746.025632641859,-5746.025632641859,0.0,11492.051265283719,2,1,2.0114974888954724,0.02391300930432072
2021-03-16,11304.631422663482,0,5652.315711331741,-5652.315711331741,0.0,11304.631422663482,2,1,2.016204474344058,-0.016308650065494645
2021-03-17,11503.6138343348,0,5751.8069171674,-5751.8069171674,0.0,11503.6138343348,2,1,2.063657658496609,0.01760184867879877
2021-03-18,11260.110767206386,0,5630.055383603193,-5630.055383603193,0.0,11260.110767206386,2,1,2.0334640347346,-0.0211675279294955
2021-03-19,11205.465803659086,0,5602.732901829543,-5602.732901829543,0.0,11205.465803659086,2,1,2.154975104928842,-0.004852968561059434
2021-03-20,11092.14789339535,0,5546.073946697675,-5546.073946697675,0.0,11092.14789339535,2,1,1.2258927543684117,-0.010112735360517822
2021-03-21,11577.594582206812,0,5788.797291103406,-5788.797291103406,0.0,11577.594582206812,2,1,2.1775679182955154,0.04376489508407233
2021-03-22,12241.543759375334,0,6120.771879687667,-6120.771879687667,0.0,12241.543759375334,2,1,2.0336431612993215,0.05734776532846664
2021-03-23,12320.137751693683,0,6160.068875846841,-6160.068875846841,0.0,12320.137751693683,2,1,1.8155165223048986,0.006420268053051403
2021-03-24,12587.22053155711,0,6293.610265778555,-6293.610265778555,0.0,12587.22053155711,2,1,1.834837394989453,0.021678554675795825
2021-03-25,11440.027104260489,0,5720.0135521302445,-5720.0135521302445,0.0,11440.027104260489,2,1,1.962110675387493,-0.09113953508802997
2021-03-26,11879.720383663587,0,5939.860191831794,-5939.860191831794,0.0,11879.720383663587,2,1,1.9061154216393197,0.03843463615915277
2021-03-27,12035.672822023731,0,6017.8364110118655,-6017.8364110118655,0.0,12035.672822023731,2,1,2.264564132331001,0.013127618607471803
2021-03-28,12033.74695088843,0,6016.873475444215,-6016.873475444215,0.0,12033.74695088843,2,1,2.2973147663133986,-0.00016001358326867
2021-03-29,12378.99190673184,0,6189.49595336592,-6189.49595336592,0.0,12378.99190673184,2,1,2.1509677737773814,0.028689730410021763
2021-03-30,12667.200811940338,0,6333.600405970169,-6333.600405970169,0.0,12667.200811940338,2,1,1.9205463813090704,0.02328209820153182
2021-03-31,12885.364754383052,0,6442.682377191526,-6442.682377191526,0.0,12885.364754383052,2,1,1.9933969495557147,0.01722274286810621
2021-04-01,12771.445581291466,0,6385.722790645733,-6385.722790645733,0.0,12771.445581291466,2,1,1.9365435784248235,-0.008840973869430835
2021-04-02,12637.80130651121,0,6318.900653255605,-6318.900653255605,0.0,12637.80130651121,2,1,1.8606820051415394,-0.010464302880170973
2021-04-03,11828.584463897554,0,5914.292231948777,-5914.292231948777,0.0,11828.584463897554,2,1,1.8781962974991249,-0.06403145792430953
2021-04-04,12695.534045666136,0,6347.767022833068,-6347.767022833068,0.0,12695.534045666136,2,1,2.0897495665005206,0.0732927582682974
2021-04-05,12219.404044403282,0,6109.702022201641,-6109.702022201641,0.0,12219.404044403282,2,1,1.862353242353827,-0.037503739468556674
2021-04-06,12442.534442156251,0,6221.267221078126,-6221.267221078126,0.0,12442.534442156251,2,1,2.0022715078669484,0.018260333887164304
2021-04-07,12201.899148838036,0,6100.949574419018,-6100.949574419018,0.0,12201.899148838036,2,1,1.9856811399713088,-0.019339732948853605
2021-04-08,11149.619717523194,0,5574.809858761597,-5574.809858761597,0.0,11149.619717523194,2,1,2.1255697707831684,-0.08623898775749583
2021-04-09,11732.004966320264,0,5866.002483160132,-5866.002483160132,0.0,11732.004966320264,2,1,2.011678120108087,0.05223364236196959
2021-04-10,11985.51840681676,0,5992.75920340838,-5992.75920340838,0.0,11985.51840681676,2,1,2.064797052811918,0.021608705521713567
2021-04-11,12269.823505245942,0,6134.911752622971,-6134.911752622971,0.0,12269.823505245942,2,1,2.198125457516896,0.02372071768439188
2021-04-12,11902.524792536833,0,5951.2623962684165,-5951.2623962684165,0.0,11902.524792536833,2,1,2.1445089768614496,-0.02993512600666759
2021-04-13,12491.5602776187,0,6245.78013880935,-6245.78013880935,0.0,12491.5602776187,2,1,2.091871478867042,0.04948828045720233
2021-04-14,12547.774827139423,0,6273.8874135697115,-6273.8874135697115,0.0,12547.774827139423,2,1,2.1240395234515486,0.004500202398370012
2021-04-15,12597.07553903236,0,6298.53776951618,-6298.53776951618,0.0,12597.07553903236,2,1,2.1584638281368886,0.003929040214070811
2021-04-16,12555.7491687635,0,6277.87458438175,-6277.87458438175,0.0,12555.7491687635,2,1,2.152453225504268,-0.0032806320912190934
2021-04-17,12828.526577201765,0,6414.263288600882,-6414.263288600882,0.0,12828.526577201765,2,1,2.1635345505230386,0.021725299284959254
2021-04-18,12721.454783481702,0,6360.727391740851,-6360.727391740851,0.0,12721.454783481702,3,2,2.024100387774002,-0.0083463828114404
2021-04-19,12441.47919360507,0,6220.739596802535,-6220.739596802535,0.0,12441.47919360507,3,2,1.9310819134173092,-0.022008142515286044
2021-04-20,12402.486119632807,0,6201.243059816404,-6201.243059816404,0.0,12402.486119632807,3,2,2.021440492712952,-0.0031341188105916684
