date,symbol,signal,dw,dw_rank,percentile,weight,volatility,autocorr_30d,market_cap,volume_30d_avg
2023-03-02,GRT/USD,LONG,2.305573010006554,4.0,80.0,0.1696672552804351,2.2651679176072483,-0.20021853174756615,492947081.70675015,96092343.92599998
2023-03-02,ZRX/USD,LONG,2.3828049908437947,5.0,100.0,0.3303327447195649,1.163447552424729,-0.29073093094969654,127578346.47958484,5663148.500627667
2023-03-02,ALGO/USD,SHORT,1.9749945308182109,1.0,20.0,-0.5,0.8562299581828301,-0.012220458934818965,1266736278.2437887,39073759.67666666
2023-03-16,GRT/USD,LONG,2.2392247586190956,6.0,100.0,0.15998946953748097,1.1540555340800533,-0.13894015660987177,492947081.70675015,56106686.66166667
2023-03-16,XLM/USD,LONG,2.2133174470516086,5.0,83.33333333333334,0.340010530462519,0.5430323950940555,-0.10851892651932642,1893577776.7076983,75750081.13333334
2023-03-16,ALGO/USD,SHORT,1.9031748221146547,1.0,16.666666666666664,-0.5,0.7822676858873073,0.04173658642279367,1266736278.2437887,34042724.46
2023-03-30,GRT/USD,LONG,2.234222605365044,4.0,80.0,0.19419862977641858,1.0981332837091982,-0.13643844697587137,492947081.70675015,47418416.479
2023-03-30,XLM/USD,LONG,2.2932748108869014,5.0,100.0,0.3058013702235814,0.6973676372093657,-0.19369370787829246,1893577776.7076983,87684296.23333333
2023-03-30,T/USD,SHORT,2.084628498015096,1.0,20.0,-0.5,1.2003143112401369,-0.07627551626108067,130504759.00850528,18493492.066666666
2023-04-13,ALGO/USD,LONG,2.2835085171980625,5.0,83.33333333333334,0.2125966152897508,0.8978890443123468,-0.14963270178291035,1266736278.2437887,22060614.033333335
2023-04-13,XLM/USD,LONG,2.3497109522854065,6.0,100.0,0.28740338471024923,0.6641820586733912,-0.19296553385912457,1893577776.7076983,80347408.16666667
2023-04-13,T/USD,SHORT,1.987155954863107,1.0,16.666666666666664,-0.5,0.6798414764017912,0.003883757901227851,130504759.00850528,12756735.133333333
2023-04-27,ALGO/USD,LONG,2.1680511822826807,5.0,83.33333333333334,0.19018914133107287,0.8202209429748061,-0.10392911148989517,1266736278.2437887,21092914.093333337
2023-04-27,XLM/USD,LONG,2.2887261788347053,6.0,100.0,0.3098108586689271,0.5035237225588801,-0.14683433478768143,1893577776.7076983,65731354.9
2023-04-27,GRT/USD,SHORT,1.7768118377496092,1.0,16.666666666666664,-0.5,0.7412359080032986,0.108176944688285,492947081.70675015,29988800.087333333
2023-07-06,CRO/USD,LONG,2.0338830040965274,4.0,80.0,0.3823052549260771,0.408535829809041,-0.0839509602293958,1435710780.7498856,6717891.213333334
2023-07-06,T/USD,LONG,2.0705148073517794,5.0,100.0,0.1176947450739229,1.3270379613251497,-0.05696722587418393,130504759.00850528,6527688.833333333
2023-07-06,GRT/USD,SHORT,1.8739357587597576,1.0,20.0,-0.5,0.9280884590670091,0.03331646400629197,492947081.70675015,28041791.835666664
2023-07-20,ALGO/USD,LONG,2.304853168542483,4.0,80.0,0.34478906776780915,0.8683984713016313,-0.17654573216864614,1266736278.2437887,23311346.363333333
2023-07-20,XLM/USD,LONG,2.382935506288691,5.0,100.0,0.1552109322321908,1.9290799627642556,-0.21699727047023334,1893577776.7076983,137169834.0
2023-07-20,GRT/USD,SHORT,1.8173580628072032,1.0,20.0,-0.5,0.874552976956618,0.0901483281315416,492947081.70675015,29396555.70433333
2023-08-17,ALGO/USD,LONG,2.0666520720769466,4.0,80.0,0.316608737429277,0.5264718781348066,-0.09674619222713823,1266736278.2437887,21818320.62
2023-08-17,XLM/USD,LONG,2.2784697281300073,5.0,100.0,0.18339126257072302,0.9089069691310981,-0.16880692894158933,1893577776.7076983,87017746.06666666
2023-08-17,GRT/USD,SHORT,1.5441035766548576,1.0,20.0,-0.5,0.5248058571438751,0.1710002191598546,492947081.70675015,19048105.95
2023-08-31,ALGO/USD,LONG,2.0906413856371566,4.0,80.0,0.27799616673481475,0.5523560932871775,-0.08967291849489643,1266736278.2437887,17257196.07
