date,symbol,signal,kurtosis,kurtosis_rank,kurtosis_percentile,returns_mean_30d,returns_std_30d
2020-02-19,XRP/USD,LONG,-0.018562096681551843,3.0,100.0,0.005504525915886265,0.04103072332890517
2020-02-21,XLM/USD,LONG,-0.06028776455358864,3.0,100.0,0.004968229691973761,0.04151321584804052
2020-02-23,XLM/USD,LONG,0.4461014357803319,3.0,100.0,0.008367472061580046,0.040409126224172635
2020-02-25,ALGO/USD,LONG,3.3667119015640488,4.0,100.0,0.016694212927946848,0.07853917621837571
2020-02-27,ALGO/USD,LONG,2.820546327388149,5.0,100.0,0.014434729195946612,0.0802450132654187
2020-02-27,XRP/USD,LONG,-0.4536138425117362,4.0,80.0,-0.0002090744884818067,0.04612048106668824
2020-02-27,ZRX/USD,SHORT,-1.0504186667260331,1.0,20.0,0.0015534157227104412,0.05264615800547534
2020-02-29,ALGO/USD,LONG,2.032834399071157,5.0,100.0,0.00996760829463607,0.0830539527688722
2020-02-29,XRP/USD,LONG,-0.5000009389488245,4.0,80.0,-0.00207562276723339,0.04592616972583161
2020-02-29,ZRX/USD,SHORT,-1.0592179811181048,1.0,20.0,-0.0005009097512072104,0.05264538120412351
2020-03-02,ALGO/USD,LONG,1.440453094114786,5.0,100.0,0.013604989115961095,0.08732724307777369
2020-03-02,XRP/USD,LONG,-0.5714085130632265,4.0,80.0,-0.00020785766791907393,0.046996075240452434
2020-03-02,ZRX/USD,SHORT,-1.1156050309149743,1.0,20.0,0.002556313448882405,0.05439327709185452
2020-03-04,ALGO/USD,LONG,1.361560385926154,5.0,100.0,0.013405478536508218,0.0877171803350813
2020-03-04,XRP/USD,LONG,-0.5814948552031227,4.0,80.0,-0.002672458117067525,0.046521585170402606
2020-03-04,ZRX/USD,SHORT,-1.092019887100799,1.0,20.0,0.0036583113781881453,0.05427834420893302
2020-03-06,ALGO/USD,LONG,1.339212186912592,5.0,100.0,0.010279669562092426,0.08759938667988583
2020-03-06,XRP/USD,LONG,-0.44170140273880154,4.0,80.0,-0.004157719380460872,0.04529941096093754
2020-03-06,ZRX/USD,SHORT,-1.072534310230337,1.0,20.0,0.0033282770115736124,0.05354168288130672
2020-03-08,ALGO/USD,LONG,0.6255374385071164,5.0,100.0,-0.002766871580995809,0.09370215156524138
2020-03-08,XRP/USD,LONG,0.12837601013251065,4.0,80.0,-0.010512420500491485,0.05248590997586091
2020-03-08,XTZ/USD,SHORT,-0.6001003626393184,1.0,20.0,0.00561273942974464,0.07724123743024625
2020-03-10,ALGO/USD,LONG,0.9150241496363094,5.0,100.0,-0.006482998202385344,0.09134191486523839
2020-03-10,XRP/USD,LONG,0.10096350597336157,4.0,80.0,-0.00967589065008061,0.05280316630047117
2020-03-10,ZRX/USD,SHORT,-0.4819305301198069,1.0,20.0,-0.007125212959107267,0.05959551555817928
2020-03-12,LINK/USD,LONG,13.546599713742115,6.0,100.0,-0.02118008391818882,0.12101643332376524
2020-03-12,XTZ/USD,LONG,11.671627248842514,5.0,83.33333333333334,-0.025616019179598874,0.1306801804256238
2020-03-12,ZRX/USD,SHORT,6.362087220467522,1.0,16.666666666666664,-0.021981284396784338,0.08806157169286304
2020-03-14,LINK/USD,LONG,11.106193803266207,6.0,100.0,-0.019744457214469855,0.1265128031673477
2020-03-14,XTZ/USD,LONG,9.296492184850798,5.0,83.33333333333334,-0.02267340053226361,0.1391648919844569
2020-03-14,ZRX/USD,SHORT,5.645345680594872,1.0,16.666666666666664,-0.02345759867013774,0.08964970800878284
2020-03-16,LINK/USD,LONG,10.765640738294222,6.0,100.0,-0.029368455706526485,0.12513386379512997
2020-03-16,XTZ/USD,LONG,9.200480096601005,5.0,83.33333333333334,-0.029162073244445544,0.13818964713113255
2020-03-16,ZRX/USD,SHORT,5.509310435710553,1.0,16.666666666666664,-0.02784088930858546,0.08896089066761256
2020-03-18,LINK/USD,LONG,10.651937012228059,6.0,100.0,-0.026226900700979692,0.12607480602403773
2020-03-18,XTZ/USD,LONG,9.155777404972545,5.0,83.33333333333334,-0.026890826191127242,0.1387439428396723
2020-03-18,ZRX/USD,SHORT,5.655084815459221,1.0,16.666666666666664,-0.022960961727528196,0.08975347933276295
2020-03-20,LINK/USD,LONG,9.952978352131087,6.0,100.0,-0.022132084722778812,0.12882769421547702
2020-03-20,XTZ/USD,LONG,8.584609487149848,5.0,83.33333333333334,-0.02489196638283865,0.14103640719763977
2020-03-20,ZRX/USD,SHORT,5.368470244909702,1.0,16.666666666666664,-0.02070505309948605,0.09137705924098732
2020-03-22,ALGO/USD,LONG,9.881603918826317,6.0,100.0,-0.03515805037661655,0.14486829206768656
2020-03-22,LINK/USD,LONG,9.097269612094872,5.0,83.33333333333334,-0.025377090329791453,0.13039224850009165
2020-03-22,ZRX/USD,SHORT,4.725080716193034,1.0,16.666666666666664,-0.02402243882783644,0.09250440652410205
2020-03-24,ALGO/USD,LONG,9.723616688466404,6.0,100.0,-0.035617667343739855,0.14525687423228406
2020-03-24,LINK/USD,LONG,8.609780307361337,5.0,83.33333333333334,-0.020245472161157168,0.13299616659691327
2020-03-24,ZRX/USD,SHORT,4.457981241047362,1.0,16.666666666666664,-0.021636496101604986,0.09403666068126192
2020-03-26,ALGO/USD,LONG,12.416293746569846,6.0,100.0,-0.030006570653941165,0.13919204266838411
2020-03-26,LINK/USD,LONG,9.715422883123324,5.0,83.33333333333334,-0.01351373637823249,0.1314143855370664
2020-03-26,ZRX/USD,SHORT,4.982054114917291,1.0,16.666666666666664,-0.015260046370725745,0.09396163722156166
2020-03-28,ALGO/USD,LONG,12.663893985249913,6.0,100.0,-0.030476424307049402,0.13853928781039695
2020-03-28,LINK/USD,LONG,9.708827412191438,5.0,83.33333333333334,-0.020398784235135546,0.12988840199278
2020-03-28,ZRX/USD,SHORT,5.179502820054768,1.0,16.666666666666664,-0.016043589041471427,0.0931762866912487
2020-03-30,ALGO/USD,LONG,12.896184901465464,6.0,100.0,-0.024701514496897153,0.13922818403918014
2020-03-30,LINK/USD,LONG,9.479921602872484,5.0,83.33333333333334,-0.021319008727204828,0.13028883556317453
2020-03-30,ZRX/USD,SHORT,5.156260096259301,1.0,16.666666666666664,-0.014092305059278599,0.09372685837276011
2020-04-01,ALGO/USD,LONG,14.253165396881798,6.0,100.0,-0.02944426528381955,0.13521641285616284
2020-04-01,LINK/USD,LONG,9.871787291886687,5.0,83.33333333333334,-0.020663899887513503,0.1293850981409601
2020-04-01,ZRX/USD,SHORT,5.473125449675459,1.0,16.666666666666664,-0.016715216875643583,0.0920893505624195
2020-04-03,ALGO/USD,LONG,14.462598184677972,6.0,100.0,-0.03032754737953484,0.13461625072536956
2020-04-03,LINK/USD,LONG,10.185434945330629,5.0,83.33333333333334,-0.02341800434420003,0.12798488502982816
2020-04-03,ZRX/USD,SHORT,5.523505108560547,1.0,16.666666666666664,-0.017586153771131385,0.09173670915056459
2020-04-05,ALGO/USD,LONG,13.55837656559483,6.0,100.0,-0.026062601339703992,0.1374052910755408
2020-04-05,LINK/USD,LONG,10.16191113054236,5.0,83.33333333333334,-0.02432012741817974,0.1278500087525933
2020-04-05,ZRX/USD,SHORT,5.68769182133909,1.0,16.666666666666664,-0.020448789828591704,0.09058833606180548
