date,portfolio_value,num_positions,num_longs,num_shorts,long_exposure,short_exposure,net_exposure,gross_exposure,daily_return
2020-02-19,10019.99975326823,3,0,3,0.0,-5009.999876634115,-5009.999876634115,5009.999876634115,
2020-02-20,9940.01745585226,3,0,3,0.0,-4970.00872792613,-4970.00872792613,4970.00872792613,-0.007982265407729394
2020-02-21,9992.399947216478,3,0,3,0.0,-4996.199973608239,-4996.199973608239,4996.199973608239,0.005269859091985518
2020-02-22,9992.399947216478,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-23,9992.399947216478,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-24,10317.690173178296,1,0,1,0.0,-5158.845086589148,-5158.845086589148,5158.845086589148,0.0325537636283697
2020-02-25,11087.050160381872,2,0,2,0.0,-11087.050160381872,-11087.050160381872,11087.050160381872,0.0745670759918331
2020-02-26,10703.51397884622,2,0,2,0.0,-10703.51397884622,-10703.51397884622,10703.51397884622,-0.03459316734275886
2020-02-27,11084.228322396595,2,0,2,0.0,-8313.171241797447,-8313.171241797447,8313.171241797447,0.035569098550513045
2020-02-28,11133.319193002384,1,0,1,0.0,-2783.329798250596,-2783.329798250596,2783.329798250596,0.004428893846096349
2020-02-29,11355.03248964562,2,0,2,0.0,-8516.274367234215,-8516.274367234215,8516.274367234215,0.019914393255031193
2020-03-01,10476.03291917514,1,0,1,0.0,-5238.01645958757,-5238.01645958757,5238.01645958757,-0.07741057291311304
2020-03-02,10519.747942120986,1,0,1,0.0,-5259.873971060493,-5259.873971060493,5259.873971060493,0.004172860402703593
2020-03-03,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-04,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-05,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-06,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-07,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-08,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-09,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-10,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-11,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-12,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-13,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-14,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-15,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-16,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-17,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-18,10519.747942120986,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-19,10412.807440426319,3,3,0,5206.403720213159,0.0,5206.403720213159,5206.403720213159,-0.010165690497818791
2020-03-20,10345.350853142974,4,4,0,6465.844283214359,0.0,6465.844283214359,6465.844283214359,-0.0064782324718166695
2020-03-21,9837.2627032483,4,4,0,6148.289189530187,0.0,6148.289189530187,6148.289189530187,-0.0491127035812724
2020-03-22,9958.283990334357,1,1,0,1244.7854987917947,0.0,1244.7854987917947,1244.7854987917947,0.012302333559323975
2020-03-23,10059.370016194884,5,5,0,4191.404173414535,0.0,4191.404173414535,4191.404173414535,0.01015094829175811
2020-03-24,10024.364278948442,6,6,0,5012.182139474221,0.0,5012.182139474221,5012.182139474221,-0.003479913472720919
2020-03-25,10225.925545450315,6,6,0,5112.962772725157,0.0,5112.962772725157,5112.962772725157,0.020107137060567437
2020-03-26,10196.500201998671,1,1,0,849.7083501665559,0.0,849.7083501665559,849.7083501665559,-0.0028775237332658854
2020-03-27,10219.627772116859,3,3,0,3832.360414543822,0.0,3832.360414543822,3832.360414543822,0.002268187089689233
2020-03-28,9939.946956757642,4,4,0,4969.973478378821,0.0,4969.973478378821,4969.973478378821,-0.027367025648653898
2020-03-29,10219.794697238665,4,4,0,5109.897348619333,0.0,5109.897348619333,5109.897348619333,0.02815384646401653
2020-03-30,10214.970153163711,2,2,0,2553.7425382909278,0.0,2553.7425382909278,2553.7425382909278,-0.0004720783751417379
2020-03-31,10212.887231449902,3,3,0,3829.8327117937133,0.0,3829.8327117937133,3829.8327117937133,-0.00020390874203035647
2020-04-01,10289.170981237314,3,3,0,3858.4391179639924,0.0,3858.4391179639924,3858.4391179639924,0.007469361803242203
2020-04-02,10300.565122506177,2,2,0,2575.1412806265444,0.0,2575.1412806265444,2575.1412806265444,0.0011073915760211328
2020-04-03,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-04,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-05,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-06,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-07,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-08,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-09,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-10,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-11,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-12,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-13,10300.565122506177,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-14,10513.86437939334,1,0,1,0.0,-5256.93218969667,-5256.93218969667,5256.93218969667,0.02070752957244215
2020-04-15,10033.675903766692,2,0,2,0.0,-7525.256927825019,-7525.256927825019,7525.256927825019,-0.04567192977757961
2020-04-16,10119.750388658687,2,0,2,0.0,-7589.812791494016,-7589.812791494016,7589.812791494016,0.008578559415067577
