date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,portfolio_beta,daily_return
2021-04-01,9756.202812724074,0,4878.101406362037,-4878.101406362037,0.0,9756.202812724074,1,2,-0.11324006350939436,
2021-04-02,9595.670328070431,0,4797.835164035216,-4797.835164035216,0.0,9595.670328070431,1,2,-0.12171484076781114,-0.016454402161902082
2021-04-03,9661.054155730082,0,4830.527077865041,-4830.527077865041,0.0,9661.054155730082,1,2,-0.12245331159747905,0.006813888495979414
2021-04-04,8952.968848877228,0,4476.484424438614,-4476.484424438614,0.0,8952.968848877228,1,2,-0.13290447489957669,-0.07329275826829729
2021-04-05,9288.738660055624,0,4644.369330027812,-4644.369330027812,0.0,9288.738660055624,1,2,-0.13687196183177108,0.037503739468556674
2021-04-06,9119.123190732396,0,4559.561595366198,-4559.561595366198,0.0,9119.123190732396,1,2,-0.08560012004392775,-0.018260333887164415
2021-04-07,9295.484597968858,0,4647.742298984429,-4647.742298984429,0.0,9295.484597968858,1,2,-0.08789850859359247,0.019339732948853605
2021-04-08,9937.002315333435,0,4968.5011576667175,-4968.5011576667175,0.0,9937.002315333435,1,2,-0.11325589646085504,0.0690139078391625
2021-04-09,9782.478601236013,0,4891.239300618006,-4891.239300618006,0.0,9782.478601236013,1,2,-0.10922147637529397,-0.015550334919312903
2021-04-10,9450.93350561289,0,4725.466752806445,-4725.466752806445,0.0,9450.93350561289,1,2,-0.10777790213444888,-0.03389172715197486
2021-04-11,9377.191635874782,0,4688.595817937391,-4688.595817937391,0.0,9377.191635874782,1,2,-0.12970381180730714,-0.007802601689485211
2021-04-12,9776.713525469448,0,4888.356762734724,-4888.356762734724,0.0,9776.713525469448,1,2,-0.12748893384224017,0.04260570809560882
2021-04-13,9440.008512902941,0,4720.004256451471,-4720.004256451471,0.0,9440.008512902941,1,2,-0.12496618961984746,-0.034439488452776224
2021-04-14,9278.43488844992,0,4639.21744422496,-4639.21744422496,0.0,9278.43488844992,1,2,-0.1203073963940901,-0.017115834613091407
2021-04-15,9231.423187882725,0,4615.7115939413625,-4615.7115939413625,0.0,9231.423187882725,1,2,-0.12692408020373622,-0.005066770541841681
2021-04-16,8919.99344678757,0,4459.996723393785,-4459.996723393785,0.0,8919.99344678757,1,2,-0.13883869403829002,-0.033735831925021165
2021-04-17,8905.779549429108,0,4452.889774714554,-4452.889774714554,0.0,8905.779549429108,1,2,-0.13253356190387486,-0.0015934874216282369
2021-04-18,8913.216698602842,0,4456.608349301421,-4456.608349301421,0.0,8913.216698602842,1,2,-0.12398337830149025,0.0008350924399662674
2021-04-19,9182.469540975011,0,4591.234770487506,-4591.234770487506,0.0,9182.469540975011,1,2,-0.12198975356879854,0.030208268403748573
2021-04-20,9235.811281432341,0,4617.905640716171,-4617.905640716171,0.0,9235.811281432341,1,2,-0.11959562211750757,0.005809084388388452
2021-04-21,9091.68163772204,0,4545.84081886102,-4545.84081886102,0.0,9091.68163772204,1,2,-0.14056600579336467,-0.015605520654158322
2021-04-22,9030.973817631093,0,4515.4869088155465,-4515.4869088155465,0.0,9030.973817631093,1,2,-0.13057285612730804,-0.006677292772666599
2021-04-23,8962.185356489998,0,4481.092678244999,-4481.092678244999,0.0,8962.185356489998,1,2,-0.1322309593312775,-0.0076169483524357595
2021-04-24,8996.581230559335,0,4498.290615279668,-4498.290615279668,0.0,8996.581230559335,1,2,-0.13012771383582486,0.003837889164435726
2021-04-25,8963.307804309343,0,4481.653902154671,-4481.653902154671,0.0,8963.307804309343,1,2,-0.13054129113718893,-0.0036984522672868225
2021-04-26,9493.51187305682,0,4746.75593652841,-4746.75593652841,0.0,9493.51187305682,1,2,-0.12652090697270735,0.05915272356178236
2021-04-27,9254.268277822226,0,4627.134138911113,-4627.134138911113,0.0,9254.268277822226,1,2,-0.08572182376694706,-0.025200747461388007
