date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_dw,daily_return
2023-01-31,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,
2023-02-01,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-02-02,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-02-03,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-02-04,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-02-05,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-02-06,10000.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
2023-02-07,10806.030938489203,0,5403.015469244601,-5403.015469244601,0.0,10806.030938489203,2,1,1.7595250475719206,0.08060309384892017
2023-02-08,11290.490625764542,0,5645.245312882271,-5645.245312882271,0.0,11290.490625764542,2,1,2.3371725569137305,0.04483234316401763
2023-02-09,10659.590835244997,0,5329.7954176224985,-5329.7954176224985,0.0,10659.590835244997,2,1,2.177018831624582,-0.055878864030926234
2023-02-10,10872.730773126592,0,5436.365386563296,-5436.365386563296,0.0,10872.730773126592,2,1,2.302035593107002,0.01999513313183332
2023-02-11,11078.129865927545,0,5539.064932963773,-5539.064932963773,0.0,11078.129865927545,2,1,2.318529376812445,0.0188912148278908
2023-02-12,11139.081797043224,0,5569.540898521612,-5569.540898521612,0.0,11139.081797043224,2,1,2.379531255050975,0.005502005469636639
2023-02-13,10555.911832662869,0,5277.955916331434,-5277.955916331434,0.0,10555.911832662869,2,1,2.3850116630961935,-0.05235350408640971
2023-02-14,10532.01346013816,0,5266.00673006908,-5266.00673006908,0.0,10532.01346013816,2,1,2.189299776593021,-0.0022639799293094898
2023-02-15,10429.86530604991,0,5214.932653024955,-5214.932653024955,0.0,10429.86530604991,2,1,2.114824275880559,-0.009698824870938871
2023-02-16,10311.330614648974,0,5155.665307324487,-5155.665307324487,0.0,10311.330614648974,2,1,2.161878099879977,-0.011364930219393998
2023-02-17,10430.647173453393,0,5215.323586726697,-5215.323586726697,0.0,10430.647173453393,2,1,2.217630981810361,0.011571402689281474
2023-02-18,10248.994805087135,0,5124.497402543568,-5124.497402543568,0.0,10248.994805087135,2,1,2.234824295913319,-0.017415253851992385
2023-02-19,10267.410745161056,0,5133.705372580528,-5133.705372580528,0.0,10267.410745161056,2,1,2.32143214155413,0.0017968532938255066
2023-02-20,10278.117498518543,0,5139.058749259271,-5139.058749259271,0.0,10278.117498518543,2,1,2.2922528860854072,0.0010427900103764376
2023-02-21,10207.330394903955,0,5103.665197451977,-5103.665197451977,0.0,10207.330394903955,2,1,2.3038908099624242,-0.006887166217431462
2023-02-22,10168.47497539723,0,5084.237487698615,-5084.237487698615,0.0,10168.47497539723,2,1,2.305213822373715,-0.003806619165195535
2023-02-23,10014.063428271553,0,5007.031714135776,-5007.031714135776,0.0,10014.063428271553,2,1,1.240974036685524,-0.015185320070047692
2023-02-24,9953.713695495202,0,4976.856847747601,-4976.856847747601,0.0,9953.713695495202,2,1,1.2220006377823902,-0.0060264979554625064
2023-02-25,10032.782701586268,0,5016.391350793134,-5016.391350793134,0.0,10032.782701586268,2,1,1.215409230748635,0.007943668916944091
2023-02-26,9986.431167237244,0,4993.215583618622,-4993.215583618622,0.0,9986.431167237244,2,1,1.2186524351641155,-0.004620007801195092
2023-02-27,9894.849990324825,0,4947.424995162412,-4947.424995162412,0.0,9894.849990324825,2,1,1.2179633403928796,-0.009170561072194827
2023-02-28,9928.014667062449,0,4964.0073335312245,-4964.0073335312245,0.0,9928.014667062449,2,1,2.106708768516703,0.0033517109173006876
2023-03-01,9926.846663377,0,4963.4233316885,-4963.4233316885,0.0,9926.846663377,2,1,2.218110012255675,-0.00011764725623575334
2023-03-02,9865.435807877304,0,4932.717903938652,-4932.717903938652,0.0,9865.435807877304,2,1,2.2216213556587334,-0.006186340696311854
2023-03-03,9962.396418453327,0,4981.1982092266635,-4981.1982092266635,0.0,9962.396418453327,2,1,2.188168520831366,0.009828314984179576
2023-03-04,9934.013093268464,0,4967.006546634232,-4967.006546634232,0.0,9934.013093268464,2,1,2.153999973162791,-0.002849045951663687
2023-03-05,9929.094780326035,0,4964.547390163018,-4964.547390163018,0.0,9929.094780326035,2,1,2.1927718695531127,-0.0004950982947427018
2023-03-06,9957.718767680797,0,4978.859383840399,-4978.859383840399,0.0,9957.718767680797,2,1,2.2093488955961376,0.002882839572795559
2023-03-07,10137.212000540612,0,5068.606000270306,-5068.606000270306,0.0,10137.212000540612,2,1,2.2368324742862917,0.01802553747976754
2023-03-08,9964.49595261653,0,4982.247976308265,-4982.247976308265,0.0,9964.49595261653,2,1,1.9017636300432283,-0.017037825381857608
2023-03-09,9903.430309356183,0,4951.7151546780915,-4951.7151546780915,0.0,9903.430309356183,2,1,1.8467058519703585,-0.006128322350746895
2023-03-10,9983.53815062242,0,4991.76907531121,-4991.76907531121,0.0,9983.53815062242,2,1,1.9274918960861749,0.0080888983679277
2023-03-11,10177.239574170488,0,5088.619787085244,-5088.619787085244,0.0,10177.239574170488,2,1,1.982057425023195,0.01940208176957703
2023-03-12,10232.773433181008,0,5116.386716590504,-5116.386716590504,0.0,10232.773433181008,2,1,1.940215139292824,0.0054566720775113264
2023-03-13,9638.949498480642,0,4819.474749240321,-4819.474749240321,0.0,9638.949498480642,2,1,1.8280066245156679,-0.058031572630624195
2023-03-14,9723.94384989248,0,4861.97192494624,-4861.97192494624,0.0,9723.94384989248,2,1,1.7415946851879318,0.008817802336783087
2023-03-15,9698.766697588127,0,4849.383348794064,-4849.383348794064,0.0,9698.766697588127,2,1,1.8167814375882407,-0.002589191452872286
2023-03-16,9585.457686439242,0,4792.728843219621,-4792.728843219621,0.0,9585.457686439242,2,1,1.987144533329575,-0.011682826763640297
2023-03-17,9677.392006380387,0,4838.696003190194,-4838.696003190194,0.0,9677.392006380387,2,1,1.7407419852021184,0.009591020371537029
2023-03-18,9810.228678184247,0,4905.114339092123,-4905.114339092123,0.0,9810.228678184247,2,1,1.7853070007848895,0.01372649487757438
2023-03-19,9850.378544299943,0,4925.189272149972,-4925.189272149972,0.0,9850.378544299943,2,1,1.9328488927189191,0.0040926534368135314
2023-03-20,9849.497312442447,0,4924.748656221223,-4924.748656221223,0.0,9849.497312442447,2,1,1.9770164077663965,-8.946172510360118e-05
2023-03-21,9818.885077779005,0,4909.442538889502,-4909.442538889502,0.0,9818.885077779005,2,1,1.8247668139796485,-0.003107999697077979
2023-03-22,9888.218838952112,0,4944.109419476056,-4944.109419476056,0.0,9888.218838952112,2,1,1.9247310762592664,0.007061266184896775
2023-03-23,9806.871350792526,0,4903.435675396263,-4903.435675396263,0.0,9806.871350792526,2,1,1.9564435867622065,-0.008226707912160958
2023-03-24,9765.510442379256,0,4882.755221189628,-4882.755221189628,0.0,9765.510442379256,2,1,1.996671645360128,-0.004217543692966563
2023-03-25,9788.620140347975,0,4894.310070173988,-4894.310070173988,0.0,9788.620140347975,2,1,1.4109291228190086,0.0023664608322397918
2023-03-26,9847.906009929726,0,4923.953004964863,-4923.953004964863,0.0,9847.906009929726,2,1,1.4620185545052116,0.00605661152764303
2023-03-27,9802.452305649504,0,4901.226152824752,-4901.226152824752,0.0,9802.452305649504,2,1,1.4336811628889912,-0.004615570481114495
2023-03-28,10059.014217521104,0,5029.507108760552,-5029.507108760552,0.0,10059.014217521104,2,1,2.0915567278931313,0.02617323745852196
2023-03-29,10130.13728062537,0,5065.068640312685,-5065.068640312685,0.0,10130.13728062537,2,1,1.9512218570582613,0.007070579836777835
2023-03-30,10245.100888485598,0,5122.550444242799,-5122.550444242799,0.0,10245.100888485598,2,1,2.0200884735960583,0.011348672251471292
2023-03-31,10220.66348976218,0,5110.33174488109,-5110.33174488109,0.0,10220.66348976218,2,1,1.9707144977632631,-0.0023852765325993452
2023-04-01,10213.833632865444,0,5106.916816432722,-5106.916816432722,0.0,10213.833632865444,2,1,2.0178589462431633,-0.0006682400710655845
2023-04-02,10191.833552581222,0,5095.916776290611,-5095.916776290611,0.0,10191.833552581222,2,1,2.0393331786004025,-0.0021539493470338344
2023-04-03,10086.780721556184,0,5043.390360778092,-5043.390360778092,0.0,10086.780721556184,2,1,2.0721933607439684,-0.010307549714489883
2023-04-04,10021.776246603353,0,5010.888123301676,-5010.888123301676,0.0,10021.776246603353,2,1,2.063310739409304,-0.006444521472932618
2023-04-05,9991.401180237377,0,4995.7005901186885,-4995.7005901186885,0.0,9991.401180237377,2,1,2.0346772239861615,-0.0030309064599471913
2023-04-06,10134.810951743922,0,5067.405475871961,-5067.405475871961,0.0,10134.810951743922,2,1,2.0470433505475256,0.01435331931122974
2023-04-07,10083.70058608688,0,5041.85029304344,-5041.85029304344,0.0,10083.70058608688,2,1,2.1691144181185438,-0.005043050718992248
2023-04-08,10033.50634886418,0,5016.75317443209,-5016.75317443209,0.0,10033.50634886418,2,1,2.224317931528863,-0.00497775958282165
2023-04-09,9765.180299070236,0,4882.590149535118,-4882.590149535118,0.0,9765.180299070236,2,1,2.2341529373946045,-0.026742998954131347
2023-04-10,9925.167999735258,0,4962.583999867629,-4962.583999867629,0.0,9925.167999735258,2,1,2.02076310206735,0.016383486609075293
2023-04-11,9961.708235758157,0,4980.854117879078,-4980.854117879078,0.0,9961.708235758157,2,1,2.427731477198932,0.0036815735536035454
2023-04-12,9961.262509583441,0,4980.6312547917205,-4980.6312547917205,0.0,9961.262509583441,2,1,2.5169820187328256,-4.4743949949799244e-05
2023-04-13,10011.399512332659,0,5005.699756166329,-5005.699756166329,0.0,10011.399512332659,2,1,2.4422924482182875,0.005033197619376262
2023-04-14,10113.343299681175,0,5056.671649840588,-5056.671649840588,0.0,10113.343299681175,2,1,2.5673702960391447,0.010182770872637414
2023-04-15,10162.630918649313,0,5081.315459324656,-5081.315459324656,0.0,10162.630918649313,2,1,2.469005975602143,0.004873523770293708
2023-04-16,10004.116529349443,0,5002.058264674722,-5002.058264674722,0.0,10004.116529349443,2,1,2.375017890778564,-0.015597770948168721
2023-04-17,10056.86926630001,0,5028.434633150005,-5028.434633150005,0.0,10056.86926630001,2,1,2.415561465783289,0.005273103006727675
2023-04-18,10079.196569529351,0,5039.598284764676,-5039.598284764676,0.0,10079.196569529351,2,1,2.358774569725765,0.002220104750109364
2023-04-19,10187.064071272216,0,5093.532035636108,-5093.532035636108,0.0,10187.064071272216,2,1,2.2525516584305034,0.01070199405267691
2023-04-20,10344.199403951,0,5172.0997019755,-5172.0997019755,0.0,10344.199403951,2,1,2.26149215016837,0.015424987177798277
2023-04-21,10195.22640565131,0,5097.613202825655,-5097.613202825655,0.0,10195.22640565131,2,1,2.2332612756321093,-0.01440159769568905
2023-04-22,10234.243608954535,0,5117.121804477268,-5117.121804477268,0.0,10234.243608954535,2,1,2.210911410739267,0.003827007047297881
2023-04-23,10219.637381589237,0,5109.818690794618,-5109.818690794618,0.0,10219.637381589237,2,1,2.2678813373236313,-0.0014271916834692755
2023-04-24,10259.643980843113,0,5129.821990421557,-5129.821990421557,0.0,10259.643980843113,2,1,2.2407578902012313,0.003914678942126493
2023-04-25,10299.261771911531,0,5149.630885955766,-5149.630885955766,0.0,10299.261771911531,2,1,1.9773444744594793,0.003861517138644688
2023-04-26,10453.080104501129,0,5226.540052250564,-5226.540052250564,0.0,10453.080104501129,2,1,1.93991580193385,0.014934889120800321
2023-04-27,10604.953291436941,0,5302.4766457184705,-5302.4766457184705,0.0,10604.953291436941,2,1,1.7927843086682116,0.014529036936243855
2023-04-28,10476.003933901251,0,5238.0019669506255,-5238.0019669506255,0.0,10476.003933901251,2,1,1.7295970837904533,-0.012159351766293125
2023-04-29,10423.32738118914,0,5211.66369059457,-5211.66369059457,0.0,10423.32738118914,2,1,1.7552429944782326,-0.0050283059308182665
2023-04-30,10416.531836904835,0,5208.265918452417,-5208.265918452417,0.0,10416.531836904835,2,1,1.6799322122345757,-0.0006519553723860483
2023-05-01,10502.241322741036,0,5251.120661370518,-5251.120661370518,0.0,10502.241322741036,2,1,1.5237370831169486,0.008228217143496863
2023-05-02,10332.31533013887,0,5166.157665069435,-5166.157665069435,0.0,10332.31533013887,2,1,1.9569956914723599,-0.016179974100787087
2023-05-03,10427.397985599042,0,5213.698992799521,-5213.698992799521,0.0,10427.397985599042,2,1,1.963345404309957,0.0092024538955775
2023-05-04,10366.415869841476,0,5183.207934920738,-5183.207934920738,0.0,10366.415869841476,2,1,1.9785094071284322,-0.005848258198429379
2023-05-05,10525.783816677767,0,5262.891908338884,-5262.891908338884,0.0,10525.783816677767,2,1,1.9897697744766702,0.015373485767625095
2023-05-06,10559.28560264502,0,5279.64280132251,-5279.64280132251,0.0,10559.28560264502,2,1,1.9771538973593286,0.0031828305189178785
2023-05-07,10786.319806180069,0,5393.159903090034,-5393.159903090034,0.0,10786.319806180069,2,1,2.0236470952848884,0.021500905655793323
2023-05-08,10857.256635102955,0,5428.628317551477,-5428.628317551477,0.0,10857.256635102955,2,1,1.944916973911805,0.006576555321699429
