initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,9646.535682470576,-0.03534643175294239,-0.0063253100499249815,0.3607430287981756,-0.017534115824768423,-0.022727694871044663,-0.7896490458535146,-0.008010280115121383,0.5229579507008216,2070,296,3.5903381642512078,2.5903381642512078,2.2793624269374875,1.6952164531959595
