initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,total_days,num_rebalances,avg_long_positions,avg_short_positions,avg_divergence_long,avg_divergence_short
10000,6518.311850210557,-0.3481688149789443,-0.08643311360432315,0.5503494856873032,-0.15705132075554004,-0.22538410420618069,-0.7101709997770838,-0.12170746711912163,0.4950781702374059,1728,247,1.5815972222222223,1.5815972222222223,0.5463498482016058,-0.3408862455991523
