,value
initial_capital,10000.0
leverage,1.0
final_value,8806.667986370145
total_return,-0.11933320136298553
annualized_return,-0.02210513612393994
annualized_volatility,0.13640302188305067
sharpe_ratio,-0.16205752496372447
sortino_ratio,-0.06447724987739772
max_drawdown,-0.2516220223867779
calmar_ratio,-0.08785056218156169
win_rate,0.019759036144578312
trading_days,2075.0
num_trades,37.0
num_long_trades,20.0
num_short_trades,17.0
avg_positions,0.0891566265060241
avg_long_positions,0.04819277108433735
avg_short_positions,0.04096385542168675
avg_r2,0.6383096942342774
avg_breakout_z_score,0.22284259921722463
avg_signal_strength,1.4508404533698176
