,iqr_spread,median,majors_return,small_caps_return,btc_return
iqr_spread,1.0,0.3005105034302908,-0.08408399148584306,,-0.04680613719552496
median,0.3005105034302908,1.0,-0.1258698044281334,,0.14571621857939998
majors_return,-0.08408399148584306,-0.1258698044281334,1.0,,-0.06552014010255118
small_caps_return,,,,,
btc_return,-0.04680613719552496,0.14571621857939998,-0.06552014010255118,,1.0
