initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,19315.06395922418,0.9315063959224179,0.12308244830198634,0.359233715457666,0.34262499037758337,0.454625699931258,-0.6663456758639206,0.18471260902595235,0.5234412759787337,2070,296,3.5903381642512078,2.5903381642512078,2.2793624269374875,1.6952164531959595
