date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,daily_return,log_return
2020-01-31,10000.0,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,,
2020-02-01,10083.859130265007,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.008385913026500713,0.008350946605432648
2020-02-02,10115.056692487437,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0030938117856877945,0.0030890357981407106
2020-02-03,10137.719053874353,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0022404581680444124,0.0022379520841291156
2020-02-04,10130.783469998909,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.0006841365240628505,-0.0006843706522444792
2020-02-05,10456.413464131008,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.032142626984024814,0.031636861951901456
2020-02-06,10551.423277550679,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.009086271669113577,0.009045239866137127
2020-02-07,10681.335047627654,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.012312250836659766,0.012237071531618324
2020-02-08,10728.432864788565,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.004409356784606411,0.004399664053009081
2020-02-09,10840.279161274839,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.01042522220121822,0.010371254332863344
2020-02-10,10685.63053428133,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.014266111111415514,-0.014368850371574787
2020-02-11,11012.608805932516,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.030599810708613173,0.03014097324091736
2020-02-12,11274.197048826023,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.02375352175885781,0.02347579623671751
2020-02-13,11316.579958406317,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.0037592840888573953,0.0037522356396528255
2020-02-14,11583.451417779796,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.023582342046303273,0.02330857432068535
2020-02-15,11142.385289039577,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.03807726322943883,-0.0388211467491864
2020-02-16,11001.123709902407,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.01267785805936228,-0.01275890785571312
2020-02-17,10933.499113185155,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.006147062654734303,-0.0061660336281722525
2020-02-18,11190.755859153984,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.023529223655269993,0.023256678379169334
2020-02-19,10767.01342505147,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.037865398855600585,-0.03860092007452387
2020-02-20,10713.43104555984,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.004976531316192023,-0.0049889554848117175
2020-02-21,10824.099018364492,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.010329834796530157,0.010276846646559564
2020-02-22,10787.377469635638,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.003392573244807795,-0.003398341070293519
2020-02-23,11012.619201105077,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.02088011957525837,0.02066511757316947
2020-02-24,10734.266831105007,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.025275764549466895,-0.02560068342512577
2020-02-25,10377.764880477776,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.0332115789775399,-0.033775606825211725
2020-02-26,9945.637379577218,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.04163974669665704,-0.042531524409835625
2020-02-27,10098.756536809271,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,0.015395610295070083,0.015278300393064945
2020-02-28,10068.579956698324,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.0029881480953576345,-0.0029926215236108916
2020-02-29,9916.901919501219,8,0,0.49999999999999994,0.0,0.49999999999999994,0.49999999999999994,-0.015064491502220112,-0.015179113559853128
2020-03-01,9909.957035301502,8,0,0.5,0.0,0.5,0.5,-0.0007003078437288757,-0.0007005531738112772
2020-03-02,10249.354632414557,8,0,0.5,0.0,0.5,0.5,0.0342481401184731,0.03367472806767564
2020-03-03,10196.40879700925,8,0,0.5,0.0,0.5,0.5,-0.0051657726075612365,-0.0051791613395448565
2020-03-04,10152.425168389078,8,0,0.5,0.0,0.5,0.5,-0.00431363919354355,-0.004322969777271768
2020-03-05,10291.324702144846,8,0,0.5,0.0,0.5,0.5,0.013681414189414598,0.013588668611929214
2020-03-06,10416.848119587325,8,0,0.5,0.0,0.5,0.5,0.012197012636897764,0.012123228436933005
2020-03-07,10185.864304180219,8,0,0.5,0.0,0.5,0.5,-0.02217406001847866,-0.022423600265851707
2020-03-08,9469.834662776177,8,0,0.5,0.0,0.5,0.5,-0.07029640490205513,-0.07288945858368517
2020-03-09,9542.520866104793,8,0,0.5,0.0,0.5,0.5,0.007675551465996522,0.007646244291130484
2020-03-10,9507.880947945054,8,0,0.5,0.0,0.5,0.5,-0.003630059461832591,-0.003636664116050313
2020-03-11,9395.686966145668,8,0,0.5,0.0,0.5,0.5,-0.011800103767983572,-0.011870277577559887
2020-03-12,7337.105083020462,8,0,0.5,0.0,0.5,0.5,-0.2190986024271181,-0.24730638862003693
2020-03-13,8078.242181841976,8,0,0.5,0.0,0.5,0.5,0.10101219628660552,0.09622993514204524
2020-03-14,7671.93563856347,8,0,0.5,0.0,0.5,0.5,-0.05029640534815727,-0.051605348701072924
2020-03-15,7798.554150089543,8,0,0.5,0.0,0.5,0.5,0.016504115452900425,0.016369402728241087
2020-03-16,7493.8241909878625,8,0,0.5,0.0,0.5,0.5,-0.03907518666113019,-0.039859111013414154
2020-03-17,7661.111450456329,8,0,0.5,0.0,0.5,0.5,0.02232334989519069,0.022077831070895414
2020-03-18,7712.828904259912,8,0,0.5,0.0,0.5,0.5,0.006750646317839726,0.006727962733665148
2020-03-19,8218.002325699576,8,0,0.5,0.0,0.5,0.5,0.0654978125030945,0.06344211953058358
2020-03-20,8122.230101143701,8,0,0.5,0.0,0.5,0.5,-0.011653954423494484,-0.011722393997761368
2020-03-21,8148.340061291754,8,0,0.5,0.0,0.5,0.5,0.003214629458032192,0.003209473583285594
2020-03-22,7829.174774086993,8,0,0.5,0.0,0.5,0.5,-0.039169362692769494,-0.03995712143579441
2020-03-23,8213.35932415493,8,0,0.5,0.0,0.5,0.5,0.049070886926615875,0.04790490284753128
2020-03-24,8328.211850290962,8,0,0.5,0.0,0.5,0.5,0.013983623704159509,0.013886754845439069
2020-03-25,8266.348275012242,8,0,0.5,0.0,0.5,0.5,-0.007428194237945385,-0.007455920662942912
2020-03-26,8407.144308735573,8,0,0.5,0.0,0.5,0.5,0.01703243427922496,0.016889008671179147
2020-03-27,8178.865169810454,8,0,0.5,0.0,0.5,0.5,-0.02715299399439619,-0.027528448619362968
2020-03-28,8167.729819572745,8,0,0.5,0.0,0.5,0.5,-0.0013614786411703106,-0.0013624062952986118
2020-03-29,7955.390930639306,8,0,0.5,0.0,0.5,0.5,-0.02599729589788835,-0.02634119905792025
2020-03-30,8203.33840617743,8,0,0.5,0.0,0.5,0.5,0.031167227066514425,0.030691390782599377
2020-03-31,8250.164049824514,8,0,0.5,0.0,0.5,0.5,0.005708120441773046,0.005691890853292503
2020-04-01,8312.244672844796,8,0,0.5,0.0,0.5,0.5,0.007524774373620202,0.007496604485375837
2020-04-02,8392.727155592022,8,0,0.5,0.0,0.5,0.5,0.009682400592724738,0.009635826543183557
2020-04-03,8411.056446484097,8,0,0.5,0.0,0.5,0.5,0.0021839493352124872,0.0021815679843991743
2020-04-04,8465.52492086788,8,0,0.5,0.0,0.5,0.5,0.006475818433789193,0.006454940407990918
2020-04-05,8422.2651628619,8,0,0.5,0.0,0.5,0.5,-0.0051101093447072365,-0.005123210605105213
2020-04-06,8935.221297731674,8,0,0.5,0.0,0.5,0.5,0.06090477145408113,0.059122102026072335
2020-04-07,8865.225265464442,8,0,0.5,0.0,0.5,0.5,-0.007833721173196029,-0.007864565958806146
2020-04-08,9132.165901402353,8,0,0.5,0.0,0.5,0.5,0.03011098172291371,0.02966654568255869
