date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_spread_long,avg_spread_short
2021-05-24,10129.679783522011,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-25,10397.72205907402,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-26,10329.03012279467,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-27,10630.144705844708,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-28,10219.269126820376,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-29,10332.987028349846,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-30,10079.49883638701,0,5000.0,5000.0,0.0,10000.0,1,2,-102.70540313289959,16.97877697970553
2021-05-31,9735.959328437591,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-01,9965.96809327408,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-02,10162.180056542195,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-03,9975.7918991555,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-04,10020.435025984447,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-05,10063.803716951426,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-06,10619.94423380808,0,5039.749418193505,5039.749418193505,0.0,10079.49883638701,1,2,-95.0525595186852,43.24865023883932
2021-06-07,10028.295571177143,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-08,9767.932936232397,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-09,9553.450165108105,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-10,9666.594973445153,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-11,9728.155583078984,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-12,9757.718373782245,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-13,9742.027055794038,0,5309.97211690404,5309.97211690404,0.0,10619.94423380808,1,2,-47.20104072580077,64.34732359861908
2021-06-14,9986.831016623764,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-06-15,9793.46354273035,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-06-16,9859.17482620146,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-06-17,10204.21637570247,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-06-18,10576.27769011477,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-06-19,10686.227091459188,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-06-20,10463.39088604836,0,4871.013527897019,4871.013527897019,0.0,9742.027055794038,1,2,-26.992544335127302,100.05407772307902
2021-09-06,10109.380652548505,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-07,9783.136365456507,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-08,9819.247664957273,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-09,9924.1304651614,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-10,9906.392659229736,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-11,9958.334956763843,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-12,10211.76436925819,0,5231.69544302418,5231.69544302418,0.0,10463.39088604836,1,2,-67.84812332859175,8.345417967420733
2021-09-13,9833.433805024693,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-14,9951.778692687836,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-15,10068.851266580341,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-16,10022.732172834807,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-17,10354.4194035995,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-18,10254.443877664038,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-19,10123.777453390201,0,5105.882184629095,5105.882184629095,0.0,10211.76436925819,1,2,-81.47599965156795,-21.558293960664187
2021-09-20,10473.546946896955,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-21,10718.150228875333,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-22,10678.951851106971,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-23,10150.657935978008,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-24,9813.51255301495,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-25,9958.035918113825,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-26,9812.57125710653,0,5061.888726695101,5061.888726695101,0.0,10123.777453390201,1,2,-87.95804094103269,5.483762575248175
2021-09-27,10225.875750837007,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
2021-09-28,10502.766548913336,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
2021-09-29,10425.523397652072,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
2021-09-30,10348.641109025339,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
2021-10-01,10367.65676537232,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
2021-10-02,10027.602607511999,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
2021-10-03,9319.372080862142,0,4906.285628553265,4906.285628553265,0.0,9812.57125710653,1,2,-77.58020841248303,-15.489532729208133
